rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base,semantic_review_status,candidate_reason,suggested_family,term_norm_for_audit,audit_category,audit_reason,include_in_semantic_review,audit_scope,audit_stage,manual_override,manual_override_note
13,patients,1,679,294,21.476,1369,pending,psychoanalytic_psychology_high_frequency_recon,,patients,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
14,psychotherapy,1,674,270,19.722,1369,pending,psychoanalytic_psychology_high_frequency_recon,,psychotherapy,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
15,psychology,1,617,274,20.015,1369,pending,psychoanalytic_psychology_high_frequency_recon,,psychology,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
16,process,1,614,321,23.448,1369,pending,psychoanalytic_psychology_high_frequency_recon,technique_process,process,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
17,research,1,570,315,23.009,1369,pending,psychoanalytic_psychology_high_frequency_recon,,research,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
18,personality,1,559,177,12.929,1369,pending,psychoanalytic_psychology_high_frequency_recon,,personality,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
19,york,1,541,300,21.914,1369,pending,psychoanalytic_psychology_high_frequency_recon,,york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
20,self,1,503,204,14.901,1369,pending,psychoanalytic_psychology_high_frequency_recon,self_narcissism,self,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
21,therapeutic,1,489,238,17.385,1369,pending,psychoanalytic_psychology_high_frequency_recon,technique_process,therapeutic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
22,experience,1,487,268,19.576,1369,pending,psychoanalytic_psychology_high_frequency_recon,,experience,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
23,relationship,1,487,245,17.896,1369,pending,psychoanalytic_psychology_high_frequency_recon,,relationship,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
24,development,1,481,262,19.138,1369,pending,psychoanalytic_psychology_high_frequency_recon,development_attachment,development,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
25,patient,1,467,245,17.896,1369,pending,psychoanalytic_psychology_high_frequency_recon,,patient,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
26,object,1,449,172,12.564,1369,pending,psychoanalytic_psychology_high_frequency_recon,object_relations,object,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
27,about,1,439,290,21.183,1369,pending,psychoanalytic_psychology_high_frequency_recon,,about,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
28,work,1,406,259,18.919,1369,pending,psychoanalytic_psychology_high_frequency_recon,,work,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
29,analysis,1,392,202,14.755,1369,pending,psychoanalytic_psychology_high_frequency_recon,,analysis,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
30,analytic,1,375,196,14.317,1369,pending,psychoanalytic_psychology_high_frequency_recon,technique_process,analytic,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
31,psychodynamic,1,363,141,10.299,1369,pending,psychoanalytic_psychology_high_frequency_recon,,psychodynamic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
32,both,1,362,290,21.183,1369,pending,psychoanalytic_psychology_high_frequency_recon,,both,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
33,practice,1,348,250,18.262,1369,pending,psychoanalytic_psychology_high_frequency_recon,,practice,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
34,psychological,1,340,202,14.755,1369,pending,psychoanalytic_psychology_high_frequency_recon,,psychological,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
35,other,1,338,253,18.481,1369,pending,psychoanalytic_psychology_high_frequency_recon,,other,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
36,child,1,327,124,9.058,1369,pending,psychoanalytic_psychology_high_frequency_recon,development_attachment,child,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
37,transference,1,325,131,9.569,1369,pending,psychoanalytic_psychology_high_frequency_recon,transference_countertransference,transference,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
38,com,1,323,314,22.936,1369,pending,psychoanalytic_psychology_high_frequency_recon,,com,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
39,also,1,318,270,19.722,1369,pending,psychoanalytic_psychology_high_frequency_recon,,also,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
40,relational,1,313,133,9.715,1369,pending,psychoanalytic_psychology_high_frequency_recon,relational_intersubjective,relational,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
41,freud,1,308,133,9.715,1369,pending,psychoanalytic_psychology_high_frequency_recon,,freud,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
42,freud's,1,301,131,9.569,1369,pending,psychoanalytic_psychology_high_frequency_recon,,freud's,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
43,relations,1,294,133,9.715,1369,pending,psychoanalytic_psychology_high_frequency_recon,,relations,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
44,one,1,293,217,15.851,1369,pending,psychoanalytic_psychology_high_frequency_recon,,one,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
45,understanding,1,292,215,15.705,1369,pending,psychoanalytic_psychology_high_frequency_recon,,understanding,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
46,therapy,1,290,159,11.614,1369,pending,psychoanalytic_psychology_high_frequency_recon,technique_process,therapy,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
47,unconscious,1,288,148,10.811,1369,pending,psychoanalytic_psychology_high_frequency_recon,,unconscious,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
48,mental,1,285,172,12.564,1369,pending,psychoanalytic_psychology_high_frequency_recon,,mental,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
49,trauma,1,285,107,7.816,1369,pending,psychoanalytic_psychology_high_frequency_recon,affect_trauma_regulation,trauma,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
50,analyst,1,284,168,12.272,1369,pending,psychoanalytic_psychology_high_frequency_recon,,analyst,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
51,functioning,1,283,131,9.569,1369,pending,psychoanalytic_psychology_high_frequency_recon,,functioning,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
52,developmental,1,280,175,12.783,1369,pending,psychoanalytic_psychology_high_frequency_recon,development_attachment,developmental,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
53,two,1,278,192,14.025,1369,pending,psychoanalytic_psychology_high_frequency_recon,,two,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
54,children,1,275,109,7.962,1369,pending,psychoanalytic_psychology_high_frequency_recon,development_attachment,children,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
55,early,1,274,167,12.199,1369,pending,psychoanalytic_psychology_high_frequency_recon,,early,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
56,theoretical,1,272,187,13.66,1369,pending,psychoanalytic_psychology_high_frequency_recon,,theoretical,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
57,online,1,267,80,5.844,1369,pending,psychoanalytic_psychology_high_frequency_recon,,online,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
58,institute,1,263,139,10.153,1369,pending,psychoanalytic_psychology_high_frequency_recon,,institute,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
59,life,1,262,170,12.418,1369,pending,psychoanalytic_psychology_high_frequency_recon,,life,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
60,social,1,260,142,10.373,1369,pending,psychoanalytic_psychology_high_frequency_recon,culture_social_ethics,social,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
61,model,1,258,151,11.03,1369,pending,psychoanalytic_psychology_high_frequency_recon,,model,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
62,adult,1,255,116,8.473,1369,pending,psychoanalytic_psychology_high_frequency_recon,,adult,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
63,interpersonal,1,253,128,9.35,1369,pending,psychoanalytic_psychology_high_frequency_recon,,interpersonal,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
64,sexual,1,252,81,5.917,1369,pending,psychoanalytic_psychology_high_frequency_recon,body_sexuality,sexual,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
65,states,1,252,157,11.468,1369,pending,psychoanalytic_psychology_high_frequency_recon,,states,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
66,well,1,250,215,15.705,1369,pending,psychoanalytic_psychology_high_frequency_recon,,well,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
67,affect,1,245,100,7.305,1369,pending,psychoanalytic_psychology_high_frequency_recon,affect_trauma_regulation,affect,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
68,implications,1,239,188,13.733,1369,pending,psychoanalytic_psychology_high_frequency_recon,,implications,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
69,disorders,1,238,103,7.524,1369,pending,psychoanalytic_psychology_high_frequency_recon,,disorders,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
70,disorder,1,236,109,7.962,1369,pending,psychoanalytic_psychology_high_frequency_recon,,disorder,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
71,change,1,236,129,9.423,1369,pending,psychoanalytic_psychology_high_frequency_recon,,change,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
72,therapist,1,234,109,7.962,1369,pending,psychoanalytic_psychology_high_frequency_recon,,therapist,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
73,experiences,1,231,138,10.08,1369,pending,psychoanalytic_psychology_high_frequency_recon,,experiences,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
74,patient's,1,231,144,10.519,1369,pending,psychoanalytic_psychology_high_frequency_recon,,patient's,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
75,school,1,231,90,6.574,1369,pending,psychoanalytic_psychology_high_frequency_recon,,school,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
76,relationships,1,228,132,9.642,1369,pending,psychoanalytic_psychology_high_frequency_recon,,relationships,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
77,emotional,1,224,118,8.619,1369,pending,psychoanalytic_psychology_high_frequency_recon,affect_trauma_regulation,emotional,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
78,robert,1,213,66,4.821,1369,pending,psychoanalytic_psychology_high_frequency_recon,,robert,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
79,training,1,212,127,9.277,1369,pending,psychoanalytic_psychology_high_frequency_recon,,training,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
80,borderline,1,209,62,4.529,1369,pending,psychoanalytic_psychology_high_frequency_recon,,borderline,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
81,all,1,209,178,13.002,1369,pending,psychoanalytic_psychology_high_frequency_recon,,all,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
82,countertransference,1,207,83,6.063,1369,pending,psychoanalytic_psychology_high_frequency_recon,transference_countertransference,countertransference,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
83,processes,1,204,138,10.08,1369,pending,psychoanalytic_psychology_high_frequency_recon,,processes,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
84,edu,1,201,200,14.609,1369,pending,psychoanalytic_psychology_high_frequency_recon,,edu,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
85,depression,1,200,51,3.725,1369,pending,psychoanalytic_psychology_high_frequency_recon,,depression,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
86,empirical,1,199,129,9.423,1369,pending,psychoanalytic_psychology_high_frequency_recon,,empirical,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
87,results,1,196,150,10.957,1369,pending,psychoanalytic_psychology_high_frequency_recon,,results,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
88,org,1,196,143,10.446,1369,pending,psychoanalytic_psychology_high_frequency_recon,,org,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
89,contemporary,1,195,135,9.861,1369,pending,psychoanalytic_psychology_high_frequency_recon,,contemporary,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
90,aspects,1,193,144,10.519,1369,pending,psychoanalytic_psychology_high_frequency_recon,,aspects,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
91,first,1,192,150,10.957,1369,pending,psychoanalytic_psychology_high_frequency_recon,,first,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
92,group,1,190,100,7.305,1369,pending,psychoanalytic_psychology_high_frequency_recon,,group,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
93,therapists,1,190,92,6.72,1369,pending,psychoanalytic_psychology_high_frequency_recon,,therapists,background_domain_term,explicit_background_domain_rule,False,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
94,among,1,188,107,7.816,1369,pending,psychoanalytic_psychology_high_frequency_recon,,among,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
95,three,1,188,125,9.131,1369,pending,psychoanalytic_psychology_high_frequency_recon,,three,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
96,theories,1,187,115,8.4,1369,pending,psychoanalytic_psychology_high_frequency_recon,,theories,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
97,time,1,187,121,8.839,1369,pending,psychoanalytic_psychology_high_frequency_recon,,time,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
98,women,1,186,74,5.405,1369,pending,psychoanalytic_psychology_high_frequency_recon,,women,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
99,human,1,184,125,9.131,1369,pending,psychoanalytic_psychology_high_frequency_recon,,human,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
100,behavior,1,182,109,7.962,1369,pending,psychoanalytic_psychology_high_frequency_recon,,behavior,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
101,john,1,182,66,4.821,1369,pending,psychoanalytic_psychology_high_frequency_recon,,john,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
102,available,1,182,82,5.99,1369,pending,psychoanalytic_psychology_high_frequency_recon,,available,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
103,anxiety,1,182,82,5.99,1369,pending,psychoanalytic_psychology_high_frequency_recon,,anxiety,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
104,narcissism,1,181,48,3.506,1369,pending,psychoanalytic_psychology_high_frequency_recon,self_narcissism,narcissism,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
105,literature,1,181,146,10.665,1369,pending,psychoanalytic_psychology_high_frequency_recon,,literature,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
106,street,1,176,173,12.637,1369,pending,psychoanalytic_psychology_high_frequency_recon,,street,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
107,different,1,175,141,10.299,1369,pending,psychoanalytic_psychology_high_frequency_recon,,different,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
108,findings,1,175,144,10.519,1369,pending,psychoanalytic_psychology_high_frequency_recon,,findings,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
109,identity,1,175,73,5.332,1369,pending,psychoanalytic_psychology_high_frequency_recon,,identity,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
110,gmail,1,175,171,12.491,1369,pending,psychoanalytic_psychology_high_frequency_recon,,gmail,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
111,representations,1,173,72,5.259,1369,pending,psychoanalytic_psychology_high_frequency_recon,,representations,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
112,context,1,173,135,9.861,1369,pending,psychoanalytic_psychology_high_frequency_recon,,context,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
113,childhood,1,173,81,5.917,1369,pending,psychoanalytic_psychology_high_frequency_recon,,childhood,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
114,toward,1,168,104,7.597,1369,pending,psychoanalytic_psychology_high_frequency_recon,,toward,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
115,world,1,167,104,7.597,1369,pending,psychoanalytic_psychology_high_frequency_recon,,world,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
116,conflict,1,167,90,6.574,1369,pending,psychoanalytic_psychology_high_frequency_recon,,conflict,candidate_concept,kept_for_semantic_review,True,psychoanalytic_psychology_candidate_queue,2b_recon_audit_terms,,
