timestamp,journal_id,probe_year,endpoint,params_json,status_code,n_records,raw_path,error
2026-05-30T01:12:36,psychoanalytic_psychotherapy,2002,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:PPTX.* AND year:2002"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""500"", ""offset"": ""0"", ""synonyms"": ""false""}",200,27,data\raw_pep_metadata\psychoanalytic_psychotherapy\2002\psychoanalytic_psychotherapy_nopep_2002_art_id_PPTX._AND_year_2002.json,
