rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
22,japa,1990-2009,theodore shapiro,terms_bigram,975,11189,19,10,1.9487,0.0894,1.8593,21.2924,5.570098,theodore shapiro,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,theodore shapiro,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
23,japa,1990-2009,stuart hauser,terms_bigram,975,11189,18,0,1.8462,0.0,1.8462,424.2111,5.435887,stuart hauser,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,stuart hauser,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
26,japa,1990-2009,comcast net,terms_bigram,975,11189,23,92,2.359,0.8222,1.5367,2.9128,4.883837,comcast net,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,comcast net,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
27,japa,1990-2009,glen gabbard,terms_bigram,975,11189,20,51,2.0513,0.4558,1.5955,4.5638,4.857466,glen gabbard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,glen gabbard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
28,japa,1990-2009,held winter,terms_bigram,975,11189,16,2,1.641,0.0179,1.6232,75.6701,4.598733,held winter,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,held winter,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
29,japa,1990-2009,january panelists,terms_bigram,975,11189,16,2,1.641,0.0179,1.6232,75.6701,4.598733,january panelists,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,january panelists,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
30,japa,1990-2009,personality disorder,terms_bigram,975,11189,24,116,2.4615,1.0367,1.4248,2.4111,4.586273,personality disorder,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,personality disorder,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
31,japa,1990-2009,judy kantrowitz,terms_bigram,975,11189,16,19,1.641,0.1698,1.4712,9.7013,4.168269,judy kantrowitz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,judy kantrowitz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
32,japa,1990-2009,harvard medical,terms_bigram,975,11189,22,108,2.2564,0.9652,1.2912,2.3776,4.048477,harvard medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,harvard medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
34,japa,1990-2009,roose steven,terms_bigram,975,11189,15,13,1.5385,0.1162,1.4223,13.1637,3.943386,roose steven,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,roose steven,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
35,japa,1990-2009,hauser stuart,terms_bigram,975,11189,14,0,1.4359,0.0,1.4359,332.4898,3.888482,hauser stuart,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,hauser stuart,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
36,japa,1990-2009,deborah cabaniss,terms_bigram,975,11189,14,7,1.4359,0.0626,1.3733,22.166,3.719063,deborah cabaniss,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,deborah cabaniss,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
37,japa,1990-2009,cornell medical,terms_bigram,975,11189,16,39,1.641,0.3486,1.2925,4.7892,3.66184,cornell medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,cornell medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
38,japa,1990-2009,henry smith,terms_bigram,975,11189,14,10,1.4359,0.0894,1.3465,15.8328,3.646454,henry smith,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,henry smith,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
39,japa,1990-2009,kent brookline,terms_bigram,975,11189,14,12,1.4359,0.1072,1.3286,13.2996,3.598049,kent brookline,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,kent brookline,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
41,japa,1990-2009,psychiatry harvard,terms_bigram,975,11189,16,46,1.641,0.4111,1.2299,4.0683,3.484591,psychiatry harvard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psychiatry harvard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
42,japa,1990-2009,hms harvard,terms_bigram,975,11189,15,34,1.5385,0.3039,1.2346,5.151,3.423015,hms harvard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,hms harvard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
43,japa,1990-2009,peter fonagy,terms_bigram,975,11189,16,51,1.641,0.4558,1.1852,3.6733,3.357983,peter fonagy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,peter fonagy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
45,japa,1990-2009,phyllis tyson,terms_bigram,975,11189,13,8,1.3333,0.0715,1.2618,18.2094,3.330054,phyllis tyson,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,phyllis tyson,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
47,japa,1990-2009,harold blum,terms_bigram,975,11189,16,55,1.641,0.4916,1.1495,3.4086,3.256698,harold blum,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,harold blum,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
48,japa,1990-2009,plenary address,terms_bigram,975,11189,14,27,1.4359,0.2413,1.1946,6.0453,3.235007,plenary address,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,plenary address,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
49,japa,1990-2009,blum harold,terms_bigram,975,11189,15,42,1.5385,0.3754,1.1631,4.1814,3.224778,blum harold,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,blum harold,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
51,japa,1990-2009,steven levy,terms_bigram,975,11189,13,16,1.3333,0.143,1.1903,9.3806,3.141364,steven levy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,steven levy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
53,japa,1990-2009,gender identity,terms_bigram,975,11189,16,61,1.641,0.5452,1.0958,3.076,3.104769,gender identity,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,gender identity,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
54,japa,1990-2009,therapeutic action,terms_bigram,975,11189,23,157,2.359,1.4032,0.9558,1.7107,3.037617,therapeutic action,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,therapeutic action,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
55,japa,1990-2009,fred busch,terms_bigram,975,11189,13,21,1.3333,0.1877,1.1456,7.1991,3.023433,fred busch,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,fred busch,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
56,japa,1990-2009,robert emde,terms_bigram,975,11189,12,8,1.2308,0.0715,1.1593,16.8605,2.97347,robert emde,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,robert emde,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
57,japa,1990-2009,kantrowitz kent,terms_bigram,975,11189,12,8,1.2308,0.0715,1.1593,16.8605,2.97347,kantrowitz kent,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,kantrowitz kent,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
58,japa,1990-2009,richard gottlieb,terms_bigram,975,11189,12,8,1.2308,0.0715,1.1593,16.8605,2.97347,richard gottlieb,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,richard gottlieb,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
59,japa,1990-2009,kantrowitz judy,terms_bigram,975,11189,12,10,1.2308,0.0894,1.1414,13.649,2.927622,kantrowitz judy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,kantrowitz judy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
61,japa,1990-2009,haven fax,terms_bigram,975,11189,11,0,1.1282,0.0,1.1282,263.6988,2.803484,haven fax,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,haven fax,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
62,japa,1990-2009,cognitive psychology,terms_bigram,975,11189,12,17,1.2308,0.1519,1.0788,8.1894,2.767155,cognitive psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,cognitive psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
63,japa,1990-2009,stanley coen,terms_bigram,975,11189,12,18,1.2308,0.1609,1.0699,7.7467,2.744231,stanley coen,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,stanley coen,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
64,japa,1990-2009,weill cornell,terms_bigram,975,11189,12,19,1.2308,0.1698,1.061,7.3495,2.721308,weill cornell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,weill cornell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
65,japa,1990-2009,columbia steven,terms_bigram,975,11189,11,4,1.1282,0.0357,1.0925,29.2999,2.714651,columbia steven,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,columbia steven,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
66,japa,1990-2009,unconscious fantasies,terms_bigram,975,11189,16,77,1.641,0.6882,0.9528,2.441,2.699627,unconscious fantasies,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,unconscious fantasies,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
68,japa,1990-2009,tyson phyllis,terms_bigram,975,11189,11,6,1.1282,0.0536,1.0746,20.2845,2.670234,tyson phyllis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,tyson phyllis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
69,japa,1990-2009,smith henry,terms_bigram,975,11189,11,7,1.1282,0.0626,1.0656,17.5799,2.648025,smith henry,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,smith henry,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
70,japa,1990-2009,drive ann,terms_bigram,975,11189,11,7,1.1282,0.0626,1.0656,17.5799,2.648025,drive ann,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,drive ann,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
72,japa,1990-2009,med cornell,terms_bigram,975,11189,12,26,1.2308,0.2324,0.9984,5.4081,2.560841,med cornell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,med cornell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
73,japa,1990-2009,over course,terms_bigram,975,11189,14,57,1.4359,0.5094,0.9265,2.8912,2.508923,over course,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,over course,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
74,japa,1990-2009,intrapsychic conflict,terms_bigram,975,11189,13,43,1.3333,0.3843,0.949,3.5582,2.504538,intrapsychic conflict,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,intrapsychic conflict,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
75,japa,1990-2009,brookline fax,terms_bigram,975,11189,10,0,1.0256,0.0,1.0256,240.7684,2.45938,brookline fax,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,brookline fax,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
76,japa,1990-2009,end fax,terms_bigram,975,11189,10,0,1.0256,0.0,1.0256,240.7684,2.45938,end fax,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,end fax,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
77,japa,1990-2009,arbor fax,terms_bigram,975,11189,10,0,1.0256,0.0,1.0256,240.7684,2.45938,arbor fax,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,arbor fax,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
78,japa,1990-2009,busch fred,terms_bigram,975,11189,11,16,1.1282,0.143,0.9852,7.9909,2.448149,busch fred,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,busch fred,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
79,japa,1990-2009,held spring,terms_bigram,975,11189,10,1,1.0256,0.0089,1.0167,80.2561,2.437949,held spring,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,held spring,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
80,japa,1990-2009,lawrence friedman,terms_bigram,975,11189,11,18,1.1282,0.1609,0.9673,7.127,2.403732,lawrence friedman,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,lawrence friedman,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
81,japa,1990-2009,psychiatry weill,terms_bigram,975,11189,11,18,1.1282,0.1609,0.9673,7.127,2.403732,psychiatry weill,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psychiatry weill,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
82,japa,1990-2009,roslyn estates,terms_bigram,975,11189,12,33,1.2308,0.2949,0.9358,4.278,2.400374,roslyn estates,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,roslyn estates,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
83,japa,1990-2009,bonnie litowitz,terms_bigram,975,11189,11,19,1.1282,0.1698,0.9584,6.7615,2.381523,bonnie litowitz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,bonnie litowitz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
84,japa,1990-2009,emde robert,terms_bigram,975,11189,10,4,1.0256,0.0357,0.9899,26.752,2.373656,emde robert,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,emde robert,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
85,japa,1990-2009,barbara milrod,terms_bigram,975,11189,10,4,1.0256,0.0357,0.9899,26.752,2.373656,barbara milrod,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,barbara milrod,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
86,japa,1990-2009,borderline personality,terms_bigram,975,11189,16,90,1.641,0.8044,0.8367,2.0903,2.370448,borderline personality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,borderline personality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
87,japa,1990-2009,otto kernberg,terms_bigram,975,11189,14,63,1.4359,0.5631,0.8728,2.618,2.363707,otto kernberg,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,otto kernberg,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
88,japa,1990-2009,blum hemlocks,terms_bigram,975,11189,12,36,1.2308,0.3217,0.909,3.9264,2.331602,blum hemlocks,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,blum hemlocks,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
89,japa,1990-2009,hemlocks roslyn,terms_bigram,975,11189,12,36,1.2308,0.3217,0.909,3.9264,2.331602,hemlocks roslyn,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,hemlocks roslyn,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
90,japa,1990-2009,female psychology,terms_bigram,975,11189,10,7,1.0256,0.0626,0.9631,16.0512,2.309364,female psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,female psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
91,japa,1990-2009,smith hammond,terms_bigram,975,11189,10,7,1.0256,0.0626,0.9631,16.0512,2.309364,smith hammond,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,smith hammond,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
92,japa,1990-2009,spring meeting,terms_bigram,975,11189,11,23,1.1282,0.2056,0.9226,5.6106,2.292689,spring meeting,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,spring meeting,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
93,japa,1990-2009,judith chused,terms_bigram,975,11189,10,8,1.0256,0.0715,0.9541,14.1628,2.287933,judith chused,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,judith chused,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
95,japa,1990-2009,aol richard,terms_bigram,975,11189,10,9,1.0256,0.0804,0.9452,12.672,2.266502,aol richard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,aol richard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
97,japa,1990-2009,arnold richards,terms_bigram,975,11189,10,11,1.0256,0.0983,0.9273,10.4682,2.223641,arnold richards,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,arnold richards,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
98,japa,1990-2009,early childhood,terms_bigram,975,11189,18,125,1.8462,1.1172,0.729,1.6901,2.146452,early childhood,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,early childhood,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
99,japa,1990-2009,fax compuserve,terms_bigram,975,11189,9,0,0.9231,0.0,0.9231,217.8381,2.125463,fax compuserve,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,fax compuserve,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
1,japa,2010-2025,training supervising,terms_bigram,730,11434,113,366,15.4795,3.201,12.2785,4.8444,58.153282,training supervising,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,training supervising,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
3,japa,2010-2025,submitted publication,terms_bigram,730,11434,59,64,8.0822,0.5597,7.5225,14.4303,30.799534,submitted publication,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,submitted publication,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
5,japa,2010-2025,comcast net,terms_bigram,730,11434,35,80,4.7945,0.6997,4.0949,6.8984,14.673983,comcast net,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,comcast net,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
8,japa,2010-2025,mitchell wilson,terms_bigram,730,11434,25,7,3.4247,0.0612,3.3634,53.186,10.958401,mitchell wilson,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,mitchell wilson,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
13,japa,2010-2025,plenary address,terms_bigram,730,11434,23,18,3.1507,0.1574,2.9933,19.8708,9.51274,plenary address,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,plenary address,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
15,japa,2010-2025,united states,terms_bigram,730,11434,32,234,4.3836,2.0465,2.337,2.168,8.171456,united states,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,united states,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
16,japa,2010-2025,address american,terms_bigram,730,11434,19,15,2.6027,0.1312,2.4716,19.6798,7.404108,address american,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,address american,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
18,japa,2010-2025,wilson mitchell,terms_bigram,730,11434,17,4,2.3288,0.035,2.2938,60.8337,6.629888,wilson mitchell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,wilson mitchell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
19,japa,2010-2025,hms harvard,terms_bigram,730,11434,18,31,2.4658,0.2711,2.1946,9.1871,6.461961,hms harvard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,hms harvard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
20,japa,2010-2025,bonnie litowitz,terms_bigram,730,11434,17,13,2.3288,0.1137,2.2151,20.2779,6.402379,bonnie litowitz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,bonnie litowitz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
21,japa,2010-2025,anne erreich,terms_bigram,730,11434,16,2,2.1918,0.0175,2.1743,103.2435,6.160225,anne erreich,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,anne erreich,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
22,japa,2010-2025,harvard medical,terms_bigram,730,11434,21,109,2.8767,0.9533,1.9234,3.0714,5.945358,harvard medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,harvard medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
23,japa,2010-2025,united kingdom,terms_bigram,730,11434,16,34,2.1918,0.2974,1.8944,7.4814,5.367302,united kingdom,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,united kingdom,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
25,japa,2010-2025,editor japa,terms_bigram,730,11434,14,5,1.9178,0.0437,1.8741,41.2405,5.0751,editor japa,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,editor japa,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
31,japa,2010-2025,adrienne harris,terms_bigram,730,11434,15,54,2.0548,0.4723,1.5825,4.4489,4.387674,adrienne harris,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,adrienne harris,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
32,japa,2010-2025,kerry malawista,terms_bigram,730,11434,12,0,1.6438,0.0,1.6438,391.0739,4.216355,kerry malawista,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,kerry malawista,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
33,japa,2010-2025,cumc columbia,terms_bigram,730,11434,12,5,1.6438,0.0437,1.6001,35.5522,4.104192,cumc columbia,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,cumc columbia,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
34,japa,2010-2025,leon hoffman,terms_bigram,730,11434,12,6,1.6438,0.0525,1.5914,30.0826,4.081759,leon hoffman,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,leon hoffman,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
36,japa,2010-2025,psychiatry behavioral,terms_bigram,730,11434,13,33,1.7808,0.2886,1.4922,6.3039,3.938025,psychiatry behavioral,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psychiatry behavioral,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
37,japa,2010-2025,directions writing,terms_bigram,730,11434,11,0,1.5068,0.0,1.5068,359.788,3.74438,directions writing,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,directions writing,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
38,japa,2010-2025,erreich anne,terms_bigram,730,11434,11,1,1.5068,0.0087,1.4981,119.9293,3.722647,erreich anne,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,erreich anne,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
39,japa,2010-2025,journal american,terms_bigram,730,11434,13,47,1.7808,0.4111,1.3698,4.4459,3.614894,journal american,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,journal american,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
41,japa,2010-2025,therapeutic action,terms_bigram,730,11434,19,161,2.6027,1.4081,1.1947,1.8888,3.578877,therapeutic action,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,therapeutic action,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
42,japa,2010-2025,litowitz bonnie,terms_bigram,730,11434,11,11,1.5068,0.0962,1.4106,15.643,3.505321,litowitz bonnie,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,litowitz bonnie,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
43,japa,2010-2025,publication october,terms_bigram,730,11434,12,33,1.6438,0.2886,1.3552,5.8369,3.476078,publication october,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,publication october,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
44,japa,2010-2025,steven levy,terms_bigram,730,11434,11,18,1.5068,0.1574,1.3494,9.724,3.353193,steven levy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,steven levy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
45,japa,2010-2025,weill cornell,terms_bigram,730,11434,11,20,1.5068,0.1749,1.3319,8.7753,3.309728,weill cornell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,weill cornell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
46,japa,2010-2025,gregory rizzolo,terms_bigram,730,11434,10,1,1.3699,0.0087,1.3611,109.5007,3.263816,gregory rizzolo,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,gregory rizzolo,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
48,japa,2010-2025,systemic racism,terms_bigram,730,11434,10,3,1.3699,0.0262,1.3436,46.9289,3.221873,systemic racism,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,systemic racism,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
49,japa,2010-2025,former editor,terms_bigram,730,11434,10,5,1.3699,0.0437,1.3261,29.8638,3.17993,former editor,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,former editor,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
50,japa,2010-2025,behavioral sciences,terms_bigram,730,11434,12,48,1.6438,0.4198,1.224,4.0317,3.139588,behavioral sciences,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,behavioral sciences,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
51,japa,2010-2025,jeanine vivona,terms_bigram,730,11434,10,8,1.3699,0.07,1.2999,19.3237,3.117015,jeanine vivona,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,jeanine vivona,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
52,japa,2010-2025,consulting room,terms_bigram,730,11434,16,125,2.1918,1.0932,1.0986,2.0566,3.112427,consulting room,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,consulting room,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
