rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
93,1946-1969,either,terms_unigram,1743,10421,174,441,9.9828,4.2318,5.7509,2.3619,29.702419,either,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,either,final_keep,kept_after_final_cleanup,True,key_terms_by_period
94,1946-1969,knowledge,terms_unigram,1743,10421,209,671,11.9908,6.4389,5.5519,1.8644,29.686601,knowledge,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,knowledge,final_keep,kept_after_final_cleanup,True,key_terms_by_period
95,1946-1969,psycho-analytical,terms_unigram,1743,10421,147,261,8.4337,2.5046,5.9292,3.3707,29.629355,psycho-analytical,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,psycho-analytical,final_keep,kept_after_final_cleanup,True,key_terms_by_period
96,1946-1969,functions,terms_unigram,1743,10421,179,477,10.2697,4.5773,5.6924,2.2464,29.56015,functions,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,functions,final_keep,kept_after_final_cleanup,True,key_terms_by_period
97,1946-1969,cannot,terms_unigram,1743,10421,192,563,11.0155,5.4026,5.6129,2.0415,29.539154,cannot,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,cannot,final_keep,kept_after_final_cleanup,True,key_terms_by_period
98,1946-1969,freud's,terms_unigram,1743,10421,321,1395,18.4165,13.3864,5.0301,1.3768,29.046525,freud's,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,freud's,final_keep,kept_after_final_cleanup,True,key_terms_by_period
99,1946-1969,symptoms,terms_unigram,1743,10421,181,502,10.3844,4.8172,5.5672,2.1585,28.971739,symptoms,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,symptoms,final_keep,kept_after_final_cleanup,True,key_terms_by_period
100,1946-1969,attitude,terms_unigram,1743,10421,148,287,8.4911,2.7541,5.7371,3.0867,28.707905,attitude,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,attitude,final_keep,kept_after_final_cleanup,True,key_terms_by_period
2,1970-1989,ego,terms_unigram,1758,10406,413,1117,23.4926,10.7342,12.7584,2.1892,76.880489,ego,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,ego,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
3,1970-1989,object,terms_unigram,1758,10406,409,1469,23.2651,14.1169,9.1482,1.6487,55.037119,object,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,object,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
4,1970-1989,narcissistic,terms_unigram,1758,10406,203,478,11.5472,4.5935,6.9537,2.5162,36.980659,narcissistic,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,narcissistic,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
5,1970-1989,transference,terms_unigram,1758,10406,312,1240,17.7474,11.9162,5.8312,1.4904,33.507479,transference,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,transference,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
6,1970-1989,freud's,terms_unigram,1758,10406,329,1387,18.7144,13.3288,5.3856,1.405,31.23159,freud's,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,freud's,final_keep,kept_after_final_cleanup,True,key_terms_by_period
10,1970-1989,self,terms_unigram,1758,10406,259,1068,14.7327,10.2633,4.4693,1.4369,24.852583,self,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,self,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
13,1970-1989,identification,terms_unigram,1758,10406,183,605,10.4096,5.814,4.5956,1.793,23.965774,identification,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,identification,final_keep,kept_after_final_cleanup,True,key_terms_by_period
14,1970-1989,conflicts,terms_unigram,1758,10406,164,499,9.3288,4.7953,4.5335,1.9485,23.147662,conflicts,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,conflicts,final_keep,kept_after_final_cleanup,True,key_terms_by_period
15,1970-1989,early,terms_unigram,1758,10406,323,1497,18.3732,14.3859,3.9872,1.2781,23.049097,early,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,early,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
16,1970-1989,structural,terms_unigram,1758,10406,132,299,7.5085,2.8733,4.6352,2.6175,22.667698,structural,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,structural,final_keep,kept_after_final_cleanup,True,key_terms_by_period
17,1970-1989,neurosis,terms_unigram,1758,10406,137,354,7.7929,3.4019,4.3911,2.2948,21.635881,neurosis,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,neurosis,final_keep,kept_after_final_cleanup,True,key_terms_by_period
18,1970-1989,superego,terms_unigram,1758,10406,127,289,7.2241,2.7772,4.4469,2.6057,21.576369,superego,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,superego,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
19,1970-1989,formation,terms_unigram,1758,10406,147,421,8.3618,4.0457,4.316,2.0704,21.568128,formation,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,formation,final_keep,kept_after_final_cleanup,True,key_terms_by_period
20,1970-1989,objects,terms_unigram,1758,10406,166,564,9.4425,5.42,4.0226,1.7451,20.587633,objects,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,objects,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
21,1970-1989,fantasies,terms_unigram,1758,10406,144,426,8.1911,4.0938,4.0973,2.0045,20.391342,fantasies,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,fantasies,final_keep,kept_after_final_cleanup,True,key_terms_by_period
22,1970-1989,normal,terms_unigram,1758,10406,142,420,8.0774,4.0361,4.0412,2.005,20.055985,normal,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,normal,final_keep,kept_after_final_cleanup,True,key_terms_by_period
23,1970-1989,phase,terms_unigram,1758,10406,131,351,7.4516,3.3731,4.0786,2.2134,19.914974,phase,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,phase,final_keep,kept_after_final_cleanup,True,key_terms_by_period
24,1970-1989,drive,terms_unigram,1758,10406,158,532,8.9875,5.1124,3.8751,1.761,19.642261,drive,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,drive,final_keep,kept_after_final_cleanup,True,key_terms_by_period
26,1970-1989,function,terms_unigram,1758,10406,206,847,11.7179,8.1395,3.5783,1.4416,19.082208,function,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,function,final_keep,kept_after_final_cleanup,True,key_terms_by_period
27,1970-1989,phenomena,terms_unigram,1758,10406,169,617,9.6132,5.9293,3.6839,1.624,18.919897,phenomena,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,phenomena,final_keep,kept_after_final_cleanup,True,key_terms_by_period
28,1970-1989,structure,terms_unigram,1758,10406,184,712,10.4664,6.8422,3.6242,1.532,18.919784,structure,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,structure,final_keep,kept_after_final_cleanup,True,key_terms_by_period
29,1970-1989,conflict,terms_unigram,1758,10406,174,654,9.8976,6.2848,3.6128,1.5774,18.659211,conflict,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,conflict,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
30,1970-1989,functions,terms_unigram,1758,10406,150,506,8.5324,4.8626,3.6698,1.758,18.412634,functions,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,functions,final_keep,kept_after_final_cleanup,True,key_terms_by_period
31,1970-1989,freud,terms_unigram,1758,10406,386,1964,21.9568,18.8737,3.083,1.164,18.370076,freud,candidate_concept,protected_theoretical_name,True,key_terms_by_period,,,freud,final_keep,kept_after_final_cleanup,True,key_terms_by_period
32,1970-1989,oedipal,terms_unigram,1758,10406,127,374,7.2241,3.5941,3.63,2.0143,17.613054,oedipal,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,oedipal,final_keep,kept_after_final_cleanup,True,key_terms_by_period
37,1970-1989,observations,terms_unigram,1758,10406,139,480,7.9067,4.6127,3.294,1.7177,16.277715,observations,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,observations,final_keep,kept_after_final_cleanup,True,key_terms_by_period
38,1970-1989,attempt,terms_unigram,1758,10406,184,766,10.4664,7.3611,3.1053,1.4241,16.210778,attempt,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,attempt,final_keep,kept_after_final_cleanup,True,key_terms_by_period
39,1970-1989,character,terms_unigram,1758,10406,148,548,8.4187,5.2662,3.1525,1.6018,15.774766,character,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,character,final_keep,kept_after_final_cleanup,True,key_terms_by_period
41,1970-1989,attempted,terms_unigram,1758,10406,88,165,5.0057,1.5856,3.4201,3.1638,15.351426,attempted,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,attempted,final_keep,kept_after_final_cleanup,True,key_terms_by_period
42,1970-1989,situation,terms_unigram,1758,10406,209,942,11.8885,9.0525,2.836,1.3151,15.164611,situation,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,situation,final_keep,kept_after_final_cleanup,True,key_terms_by_period
44,1970-1989,terms,terms_unigram,1758,10406,202,909,11.4903,8.7353,2.755,1.3173,14.637802,terms,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,terms,final_keep,kept_after_final_cleanup,True,key_terms_by_period
45,1970-1989,fantasy,terms_unigram,1758,10406,129,457,7.3379,4.3917,2.9462,1.6747,14.340666,fantasy,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,fantasy,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
46,1970-1989,psychopathology,terms_unigram,1758,10406,108,322,6.1433,3.0944,3.049,1.9905,14.303807,psychopathology,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,psychopathology,final_keep,kept_after_final_cleanup,True,key_terms_by_period
47,1970-1989,narcissism,terms_unigram,1758,10406,99,267,5.6314,2.5658,3.0656,2.2007,14.11748,narcissism,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,narcissism,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
48,1970-1989,personality,terms_unigram,1758,10406,188,844,10.694,8.1107,2.5833,1.3206,13.540822,personality,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,personality,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
50,1970-1989,neurotic,terms_unigram,1758,10406,114,379,6.4846,3.6421,2.8425,1.7851,13.487527,neurotic,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,neurotic,final_keep,kept_after_final_cleanup,True,key_terms_by_period
51,1970-1989,defensive,terms_unigram,1758,10406,118,407,6.7122,3.9112,2.801,1.7205,13.386171,defensive,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,defensive,final_keep,kept_after_final_cleanup,True,key_terms_by_period
52,1970-1989,nature,terms_unigram,1758,10406,238,1156,13.5381,11.109,2.4291,1.2201,13.303074,nature,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,nature,final_keep,kept_after_final_cleanup,True,key_terms_by_period
53,1970-1989,organization,terms_unigram,1758,10406,115,392,6.5415,3.7671,2.7745,1.741,13.188679,organization,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,organization,final_keep,kept_after_final_cleanup,True,key_terms_by_period
54,1970-1989,park,terms_unigram,1758,10406,107,343,6.0865,3.2962,2.7903,1.8516,13.064488,park,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,park,final_keep,kept_after_final_cleanup,True,key_terms_by_period
56,1970-1989,vicissitudes,terms_unigram,1758,10406,85,202,4.835,1.9412,2.8939,2.498,12.890222,vicissitudes,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,vicissitudes,final_keep,kept_after_final_cleanup,True,key_terms_by_period
57,1970-1989,reviewed,terms_unigram,1758,10406,85,209,4.835,2.0085,2.8266,2.4146,12.590583,reviewed,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,reviewed,final_keep,kept_after_final_cleanup,True,key_terms_by_period
59,1970-1989,pathological,terms_unigram,1758,10406,104,338,5.9158,3.2481,2.6677,1.8265,12.415311,pathological,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,pathological,final_keep,kept_after_final_cleanup,True,key_terms_by_period
62,1970-1989,aggressive,terms_unigram,1758,10406,84,217,4.7782,2.0853,2.6928,2.2986,11.963267,aggressive,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,aggressive,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
63,1970-1989,cannot,terms_unigram,1758,10406,145,610,8.248,5.862,2.386,1.4101,11.890917,cannot,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,cannot,final_keep,kept_after_final_cleanup,True,key_terms_by_period
64,1970-1989,shall,terms_unigram,1758,10406,118,442,6.7122,4.2475,2.4646,1.5844,11.77874,shall,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,shall,final_keep,kept_after_final_cleanup,True,key_terms_by_period
65,1970-1989,borderline,terms_unigram,1758,10406,89,259,5.0626,2.4889,2.5736,2.0405,11.580811,borderline,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,borderline,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
66,1970-1989,childhood,terms_unigram,1758,10406,145,618,8.248,5.9389,2.3091,1.3918,11.507784,childhood,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,childhood,final_keep,kept_after_final_cleanup,True,key_terms_by_period
67,1970-1989,michigan,terms_unigram,1758,10406,73,157,4.1524,1.5087,2.6437,2.761,11.378661,michigan,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,michigan,final_keep,kept_after_final_cleanup,True,key_terms_by_period
69,1970-1989,resistance,terms_unigram,1758,10406,105,373,5.9727,3.5845,2.3882,1.6712,11.137345,resistance,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,resistance,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
70,1970-1989,representations,terms_unigram,1758,10406,91,286,5.1763,2.7484,2.4279,1.8895,10.978552,representations,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,representations,final_keep,kept_after_final_cleanup,True,key_terms_by_period
71,1970-1989,infantile,terms_unigram,1758,10406,110,411,6.2571,3.9496,2.3075,1.5887,10.86708,infantile,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,infantile,final_keep,kept_after_final_cleanup,True,key_terms_by_period
72,1970-1989,submitted,terms_unigram,1758,10406,96,327,5.4608,3.1424,2.3183,1.7433,10.605704,submitted,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,submitted,final_keep,kept_after_final_cleanup,True,key_terms_by_period
73,1970-1989,differentiation,terms_unigram,1758,10406,75,190,4.2662,1.8259,2.4403,2.3448,10.56847,differentiation,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,differentiation,final_keep,kept_after_final_cleanup,True,key_terms_by_period
74,1970-1989,primitive,terms_unigram,1758,10406,109,412,6.2002,3.9593,2.241,1.5705,10.533651,primitive,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,primitive,final_keep,kept_after_final_cleanup,True,key_terms_by_period
75,1970-1989,metapsychological,terms_unigram,1758,10406,68,144,3.868,1.3838,2.4842,2.8047,10.51843,metapsychological,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,metapsychological,final_keep,kept_after_final_cleanup,True,key_terms_by_period
76,1970-1989,changes,terms_unigram,1758,10406,133,564,7.5654,5.42,2.1455,1.3992,10.508145,changes,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,changes,final_keep,kept_after_final_cleanup,True,key_terms_by_period
77,1970-1989,wishes,terms_unigram,1758,10406,92,304,5.2332,2.9214,2.3118,1.7973,10.478591,wishes,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,wishes,final_keep,kept_after_final_cleanup,True,key_terms_by_period
78,1970-1989,aggression,terms_unigram,1758,10406,88,279,5.0057,2.6811,2.3245,1.8734,10.434027,aggression,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,aggression,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
79,1970-1989,defence,terms_unigram,1758,10406,96,331,5.4608,3.1809,2.2799,1.7223,10.429855,defence,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,defence,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
80,1970-1989,resolution,terms_unigram,1758,10406,69,155,3.9249,1.4895,2.4354,2.6443,10.34674,resolution,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,resolution,final_keep,kept_after_final_cleanup,True,key_terms_by_period
81,1970-1989,intrapsychic,terms_unigram,1758,10406,88,282,5.0057,2.71,2.2957,1.8535,10.304622,intrapsychic,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,intrapsychic,final_keep,kept_after_final_cleanup,True,key_terms_by_period
82,1970-1989,external,terms_unigram,1758,10406,136,590,7.7361,5.6698,2.0663,1.3676,10.165949,external,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,external,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
83,1970-1989,instinctual,terms_unigram,1758,10406,85,266,4.835,2.5562,2.2788,1.8981,10.150666,instinctual,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,instinctual,final_keep,kept_after_final_cleanup,True,key_terms_by_period
84,1970-1989,mass,terms_unigram,1758,10406,63,119,3.5836,1.1436,2.44,3.1439,10.147869,mass,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,mass,final_keep,kept_after_final_cleanup,True,key_terms_by_period
85,1970-1989,believe,terms_unigram,1758,10406,104,389,5.9158,3.7382,2.1776,1.5873,10.134396,believe,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,believe,final_keep,kept_after_final_cleanup,True,key_terms_by_period
86,1970-1989,wish,terms_unigram,1758,10406,117,472,6.6553,4.5358,2.1194,1.4713,10.111206,wish,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,wish,final_keep,kept_after_final_cleanup,True,key_terms_by_period
87,1970-1989,mother,terms_unigram,1758,10406,178,851,10.1251,8.178,1.9472,1.2403,10.100711,mother,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,mother,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
88,1970-1989,derived,terms_unigram,1758,10406,86,274,4.8919,2.6331,2.2588,1.8644,10.087711,derived,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,derived,final_keep,kept_after_final_cleanup,True,key_terms_by_period
89,1970-1989,calif,terms_unigram,1758,10406,52,46,2.9579,0.4421,2.5159,6.6798,9.988675,calif,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,calif,final_keep,kept_after_final_cleanup,True,key_terms_by_period
90,1970-1989,libidinal,terms_unigram,1758,10406,79,231,4.4937,2.2199,2.2739,2.0318,9.964158,libidinal,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,libidinal,final_keep,kept_after_final_cleanup,True,key_terms_by_period
92,1970-1989,medical,terms_unigram,1758,10406,142,635,8.0774,6.1022,1.9751,1.3267,9.802174,medical,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,medical,final_keep,kept_after_final_cleanup,True,key_terms_by_period
93,1970-1989,scientific,terms_unigram,1758,10406,134,590,7.6223,5.6698,1.9525,1.3476,9.577511,scientific,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,scientific,final_keep,kept_after_final_cleanup,True,key_terms_by_period
94,1970-1989,course,terms_unigram,1758,10406,180,875,10.2389,8.4086,1.8303,1.2198,9.514796,course,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,course,final_keep,kept_after_final_cleanup,True,key_terms_by_period
95,1970-1989,seems,terms_unigram,1758,10406,135,599,7.6792,5.7563,1.9229,1.3372,9.446477,seems,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,seems,final_keep,kept_after_final_cleanup,True,key_terms_by_period
96,1970-1989,phenomenon,terms_unigram,1758,10406,108,430,6.1433,4.1322,2.0111,1.4911,9.434832,phenomenon,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,phenomenon,final_keep,kept_after_final_cleanup,True,key_terms_by_period
97,1970-1989,viewed,terms_unigram,1758,10406,78,243,4.4369,2.3352,2.1017,1.9074,9.183132,viewed,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,viewed,final_keep,kept_after_final_cleanup,True,key_terms_by_period
98,1970-1989,drives,terms_unigram,1758,10406,81,263,4.6075,2.5274,2.0801,1.8299,9.166507,drives,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,drives,final_keep,kept_after_final_cleanup,True,key_terms_by_period
100,1970-1989,pathology,terms_unigram,1758,10406,80,258,4.5506,2.4793,2.0713,1.8424,9.102165,pathology,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,pathology,final_keep,kept_after_final_cleanup,True,key_terms_by_period
2,1990-2009,analyst's,terms_unigram,3927,8237,511,537,13.0125,6.5194,6.4931,1.9958,40.506152,analyst's,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,analyst's,final_keep,kept_after_final_cleanup,True,key_terms_by_period
3,1990-2009,fax,terms_unigram,3927,8237,257,0,6.5444,0.0,6.5444,1080.084,36.340988,fax,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,fax,final_keep,kept_after_final_cleanup,True,key_terms_by_period
4,1990-2009,aol,terms_unigram,3927,8237,300,179,7.6394,2.1731,5.4663,3.511,31.196766,aol,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,aol,final_keep,kept_after_final_cleanup,True,key_terms_by_period
5,1990-2009,countertransference,terms_unigram,3927,8237,374,375,9.5238,4.5526,4.9712,2.0917,29.463823,countertransference,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,countertransference,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
6,1990-2009,net,terms_unigram,3927,8237,299,213,7.614,2.5859,5.0281,2.942,28.67897,net,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,net,final_keep,kept_after_final_cleanup,True,key_terms_by_period
7,1990-2009,patient's,terms_unigram,3927,8237,599,918,15.2534,11.1448,4.1085,1.3689,26.28204,patient's,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,patient's,final_keep,kept_after_final_cleanup,True,key_terms_by_period
9,1990-2009,version,terms_unigram,3927,8237,310,295,7.8941,3.5814,4.3127,2.2037,24.753808,version,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,version,final_keep,kept_after_final_cleanup,True,key_terms_by_period
11,1990-2009,training,terms_unigram,3927,8237,568,920,14.464,11.1691,3.2949,1.2953,20.90215,training,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,training,final_keep,kept_after_final_cleanup,True,key_terms_by_period
14,1990-2009,transference,terms_unigram,3927,8237,582,970,14.8205,11.7761,3.0443,1.2588,19.386937,transference,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,transference,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
16,1990-2009,supervising,terms_unigram,3927,8237,294,365,7.4866,4.4312,3.0554,1.6899,17.376019,supervising,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,supervising,final_keep,kept_after_final_cleanup,True,key_terms_by_period
17,1990-2009,theories,terms_unigram,3927,8237,369,557,9.3965,6.7622,2.6343,1.39,15.578031,theories,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,theories,final_keep,kept_after_final_cleanup,True,key_terms_by_period
18,1990-2009,final,terms_unigram,3927,8237,278,358,7.0792,4.3462,2.733,1.6292,15.389836,final,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,final,final_keep,kept_after_final_cleanup,True,key_terms_by_period
19,1990-2009,implications,terms_unigram,3927,8237,338,493,8.6071,5.9852,2.6219,1.4385,15.275134,implications,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,implications,final_keep,kept_after_final_cleanup,True,key_terms_by_period
20,1990-2009,illustrate,terms_unigram,3927,8237,302,417,7.6903,5.0625,2.6278,1.5196,15.014696,illustrate,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,illustrate,final_keep,kept_after_final_cleanup,True,key_terms_by_period
27,1990-2009,interaction,terms_unigram,3927,8237,214,256,5.4495,3.1079,2.3415,1.7538,12.575482,interaction,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,interaction,final_keep,kept_after_final_cleanup,True,key_terms_by_period
28,1990-2009,ideas,terms_unigram,3927,8237,435,747,11.0772,9.0688,2.0083,1.2219,12.205865,ideas,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,ideas,final_keep,kept_after_final_cleanup,True,key_terms_by_period
29,1990-2009,intersubjective,terms_unigram,3927,8237,168,157,4.2781,1.906,2.372,2.2437,12.168331,intersubjective,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,intersubjective,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
30,1990-2009,press,terms_unigram,3927,8237,172,167,4.3799,2.0274,2.3525,2.1599,12.123101,press,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,press,final_keep,kept_after_final_cleanup,True,key_terms_by_period
34,1990-2009,commentary,terms_unigram,3927,8237,131,92,3.3359,1.1169,2.219,2.9815,10.834783,commentary,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,commentary,final_keep,kept_after_final_cleanup,True,key_terms_by_period
36,1990-2009,author's,terms_unigram,3927,8237,133,118,3.3868,1.4326,1.9542,2.3627,9.571598,author's,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,author's,final_keep,kept_after_final_cleanup,True,key_terms_by_period
40,1990-2009,psychoanalysts,terms_unigram,3927,8237,301,504,7.6649,6.1187,1.5462,1.2534,8.829186,psychoanalysts,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,psychoanalysts,final_keep,kept_after_final_cleanup,True,key_terms_by_period
42,1990-2009,columbia,terms_unigram,3927,8237,134,134,3.4123,1.6268,1.7855,2.0973,8.758212,columbia,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,columbia,final_keep,kept_after_final_cleanup,True,key_terms_by_period
43,1990-2009,subjectivity,terms_unigram,3927,8237,161,201,4.0998,2.4402,1.6596,1.6809,8.443441,subjectivity,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,subjectivity,final_keep,protected_psychoanalytic_term,True,key_terms_by_period
45,1990-2009,vignettes,terms_unigram,3927,8237,131,136,3.3359,1.6511,1.6848,2.0204,8.226512,vignettes,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,vignettes,final_keep,kept_after_final_cleanup,True,key_terms_by_period
47,1990-2009,illustrates,terms_unigram,3927,8237,140,163,3.5651,1.9789,1.5862,1.8022,7.849657,illustrates,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,illustrates,final_keep,kept_after_final_cleanup,True,key_terms_by_period
48,1990-2009,affect,terms_unigram,3927,8237,234,373,5.9587,4.5283,1.4304,1.3167,7.809388,affect,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,affect,final_keep,kept_after_final_cleanup,True,key_terms_by_period
50,1990-2009,therapeutic,terms_unigram,3927,8237,535,1021,13.6236,12.3953,1.2283,1.0994,7.719064,therapeutic,candidate_concept,kept_for_semantic_review,True,key_terms_by_period,,,therapeutic,final_keep,kept_after_final_cleanup,True,key_terms_by_period
