term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,manual_override,manual_override_note
object constancy,final_keep,kept_after_final_cleanup,True,,
object loss,final_keep,kept_after_final_cleanup,True,,
object relations,final_keep,protected_psychoanalytic_term,True,,
object relationship,final_keep,kept_after_final_cleanup,True,,
object relationships,final_keep,kept_after_final_cleanup,True,,
object representations,final_keep,kept_after_final_cleanup,True,,
objects,final_keep,protected_psychoanalytic_term,True,,
observations,final_keep,kept_after_final_cleanup,True,,
observed,final_keep,kept_after_final_cleanup,True,,
obsessional neurosis,final_keep,kept_after_final_cleanup,True,,
occur,final_keep,kept_after_final_cleanup,True,,
oedipal,final_keep,kept_after_final_cleanup,True,,
oedipal phase,final_keep,kept_after_final_cleanup,True,,
oedipus,final_keep,kept_after_final_cleanup,True,,
oedipus complex,final_keep,kept_after_final_cleanup,True,,
oedipus situation,final_keep,kept_after_final_cleanup,True,,
offer,final_keep,kept_after_final_cleanup,True,,
offered requirements,final_keep,kept_after_final_cleanup,True,,
offers annual,final_keep,kept_after_final_cleanup,True,,
ogden laurel,final_keep,kept_after_final_cleanup,True,,
ogden thomas,final_keep,kept_after_final_cleanup,True,,
once,final_keep,kept_after_final_cleanup,True,,
one's own,final_keep,kept_after_final_cleanup,True,,
ongoing,final_keep,kept_after_final_cleanup,True,,
online,final_keep,kept_after_final_cleanup,True,,
online like,final_keep,kept_after_final_cleanup,True,,
online notification,final_keep,kept_after_final_cleanup,True,,
online service,final_keep,kept_after_final_cleanup,True,,
ontario canada,final_keep,kept_after_final_cleanup,True,,
opposite sex,final_keep,kept_after_final_cleanup,True,,
oral,final_keep,kept_after_final_cleanup,True,,
orcid,final_keep,kept_after_final_cleanup,True,,
orcid orcid,final_keep,kept_after_final_cleanup,True,,
order,final_keep,kept_after_final_cleanup,True,,
organisation,final_keep,kept_after_final_cleanup,True,,
organization,final_keep,kept_after_final_cleanup,True,,
oriented,final_keep,kept_after_final_cleanup,True,,
otto fenichel,final_keep,kept_after_final_cleanup,True,,
otto kernberg,final_keep,kept_after_final_cleanup,True,,
out plan,final_keep,kept_after_final_cleanup,True,,
outcome,final_keep,kept_after_final_cleanup,True,,
outcomes,final_keep,kept_after_final_cleanup,True,,
outer world,final_keep,kept_after_final_cleanup,True,,
outside world,final_keep,kept_after_final_cleanup,True,,
over course,final_keep,kept_after_final_cleanup,True,,
over past,final_keep,kept_after_final_cleanup,True,,
over period,final_keep,kept_after_final_cleanup,True,,
overall,final_keep,kept_after_final_cleanup,True,,
pandemic,final_keep,kept_after_final_cleanup,True,,
panel,final_keep,kept_after_final_cleanup,True,,
panel held,final_keep,kept_after_final_cleanup,True,,
panelists,final_keep,kept_after_final_cleanup,True,,
paperback,final_keep,kept_after_final_cleanup,True,,
paperback isbn,final_keep,kept_after_final_cleanup,True,,
papers,final_keep,kept_after_final_cleanup,True,,
papers psycho-analysis,final_keep,kept_after_final_cleanup,True,,
papers vol,final_keep,kept_after_final_cleanup,True,,
par,final_keep,kept_after_final_cleanup,True,,
par les,final_keep,kept_after_final_cleanup,True,,
paradigm,final_keep,kept_after_final_cleanup,True,,
parent-infant relationship-contributions,final_keep,kept_after_final_cleanup,True,,
parent-infant relationshipcontributions,final_keep,kept_after_final_cleanup,True,,
parents,final_keep,kept_after_final_cleanup,True,,
park,final_keep,kept_after_final_cleanup,True,,
part ego,final_keep,kept_after_final_cleanup,True,,
part panel,final_keep,kept_after_final_cleanup,True,,
part played,final_keep,kept_after_final_cleanup,True,,
participants,final_keep,kept_after_final_cleanup,True,,
particularly,final_keep,kept_after_final_cleanup,True,,
parts self,final_keep,kept_after_final_cleanup,True,,
past president,final_keep,kept_after_final_cleanup,True,,
pathological,final_keep,kept_after_final_cleanup,True,,
pathology,final_keep,kept_after_final_cleanup,True,,
patient's,final_keep,kept_after_final_cleanup,True,,
patient's internal,final_keep,kept_after_final_cleanup,True,,
patient's psychic,final_keep,kept_after_final_cleanup,True,,
patterns,final_keep,kept_after_final_cleanup,True,,
paula heimann,final_keep,kept_after_final_cleanup,True,,
paulo,final_keep,kept_after_final_cleanup,True,,
paulo brazil,final_keep,kept_after_final_cleanup,True,,
pay any,final_keep,kept_after_final_cleanup,True,,
penis envy,final_keep,kept_after_final_cleanup,True,,
pennsylvania,final_keep,kept_after_final_cleanup,True,,
people,final_keep,kept_after_final_cleanup,True,,
perhaps,final_keep,kept_after_final_cleanup,True,,
period,final_keep,kept_after_final_cleanup,True,,
person,final_keep,kept_after_final_cleanup,True,,
personal,final_keep,kept_after_final_cleanup,True,,
personal supervising,final_keep,kept_after_final_cleanup,True,,
personality,final_keep,protected_psychoanalytic_term,True,,
personality assessment,final_keep,kept_after_final_cleanup,True,,
personality disorder,final_keep,kept_after_final_cleanup,True,,
personality disorders,final_keep,kept_after_final_cleanup,True,,
personality organization,final_keep,kept_after_final_cleanup,True,,
personality pathology,final_keep,kept_after_final_cleanup,True,,
personality structure,final_keep,kept_after_final_cleanup,True,,
peter fonagy,final_keep,kept_after_final_cleanup,True,,
peter goldberg,final_keep,kept_after_final_cleanup,True,,
peut tre,final_keep,kept_after_final_cleanup,True,,
phallic phase,final_keep,kept_after_final_cleanup,True,,
phase,final_keep,kept_after_final_cleanup,True,,
phenomena,final_keep,kept_after_final_cleanup,True,,
phenomenon,final_keep,kept_after_final_cleanup,True,,
phil richardson,final_keep,kept_after_final_cleanup,True,,
philadelphia,final_keep,kept_after_final_cleanup,True,,
philadelphia pennsylvania,final_keep,kept_after_final_cleanup,True,,
philip bromberg,final_keep,kept_after_final_cleanup,True,,
phyllis greenacre,final_keep,kept_after_final_cleanup,True,,
phyllis tyson,final_keep,kept_after_final_cleanup,True,,
physical,final_keep,kept_after_final_cleanup,True,,
physical symptoms,final_keep,kept_after_final_cleanup,True,,
physicians,final_keep,kept_after_final_cleanup,True,,
physicians surgeons,final_keep,kept_after_final_cleanup,True,,
pilot study,final_keep,kept_after_final_cleanup,True,,
pizer brattle,final_keep,kept_after_final_cleanup,True,,
place floor,final_keep,kept_after_final_cleanup,True,,
plains otto,final_keep,kept_after_final_cleanup,True,,
plan meets,final_keep,kept_after_final_cleanup,True,,
play,final_keep,kept_after_final_cleanup,True,,
pleasure principle,final_keep,kept_after_final_cleanup,True,,
plenary,final_keep,kept_after_final_cleanup,True,,
plenary address,final_keep,kept_after_final_cleanup,True,,
plenary panel,final_keep,kept_after_final_cleanup,True,,
point vue,final_keep,kept_after_final_cleanup,True,,
pointed out,final_keep,kept_after_final_cleanup,True,,
policy,final_keep,kept_after_final_cleanup,True,,
political,final_keep,kept_after_final_cleanup,True,,
portal,final_keep,kept_after_final_cleanup,True,,
portal alerts,final_keep,kept_after_final_cleanup,True,,
porto alegre,final_keep,kept_after_final_cleanup,True,,
position,final_keep,kept_after_final_cleanup,True,,
postdoctoral,final_keep,kept_after_final_cleanup,True,,
poster american,final_keep,kept_after_final_cleanup,True,,
posttraumatic stress,final_keep,kept_after_final_cleanup,True,,
potential,final_keep,kept_after_final_cleanup,True,,
potential space,final_keep,kept_after_final_cleanup,True,,
power,final_keep,kept_after_final_cleanup,True,,
practitioner,final_keep,kept_after_final_cleanup,True,,
practitioners,final_keep,kept_after_final_cleanup,True,,
practitioners enter,final_keep,kept_after_final_cleanup,True,,
pratyusha tummala-narra,final_keep,kept_after_final_cleanup,True,,
preoedipal,final_keep,kept_after_final_cleanup,True,,
presente art,final_keep,kept_after_final_cleanup,True,,
presente articolo,final_keep,kept_after_final_cleanup,True,,
president,final_keep,kept_after_final_cleanup,True,,
president international,final_keep,kept_after_final_cleanup,True,,
presidential address,final_keep,kept_after_final_cleanup,True,,
press,final_keep,kept_after_final_cleanup,True,,
press inc,final_keep,kept_after_final_cleanup,True,,
press pages,final_keep,kept_after_final_cleanup,True,,
previously published,final_keep,kept_after_final_cleanup,True,,
primal scene,final_keep,kept_after_final_cleanup,True,,
primary care,final_keep,kept_after_final_cleanup,True,,
primitive,final_keep,kept_after_final_cleanup,True,,
primitive mental,final_keep,kept_after_final_cleanup,True,,
private,final_keep,kept_after_final_cleanup,True,,
private correspondence,final_keep,kept_after_final_cleanup,True,,
private practitioner,final_keep,kept_after_final_cleanup,True,,
prize awarded,final_keep,kept_after_final_cleanup,True,,
prize best,final_keep,kept_after_final_cleanup,True,,
prize chair,final_keep,kept_after_final_cleanup,True,,
prize essay,final_keep,kept_after_final_cleanup,True,,
prize fund,final_keep,kept_after_final_cleanup,True,,
prize judges,final_keep,kept_after_final_cleanup,True,,
prize proposal,final_keep,kept_after_final_cleanup,True,,
prize submitted,final_keep,kept_after_final_cleanup,True,,
prize want,final_keep,kept_after_final_cleanup,True,,
prize winners,final_keep,kept_after_final_cleanup,True,,
prizes evidence-based,final_keep,kept_after_final_cleanup,True,,
professional,final_keep,kept_after_final_cleanup,True,,
professional psychology,final_keep,kept_after_final_cleanup,True,,
professionals,final_keep,kept_after_final_cleanup,True,,
projective,final_keep,kept_after_final_cleanup,True,,
projective identification,final_keep,kept_after_final_cleanup,True,,
proposal must,final_keep,kept_after_final_cleanup,True,,
proposals contain,final_keep,kept_after_final_cleanup,True,,
proposals evidence-based,final_keep,kept_after_final_cleanup,True,,
proposals submissions,final_keep,kept_after_final_cleanup,True,,
protocols,final_keep,kept_after_final_cleanup,True,,
provide,final_keep,kept_after_final_cleanup,True,,
provided,final_keep,kept_after_final_cleanup,True,,
provided previously,final_keep,kept_after_final_cleanup,True,,
provides,final_keep,kept_after_final_cleanup,True,,
provision,final_keep,kept_after_final_cleanup,True,,
psicoan lisis,final_keep,kept_after_final_cleanup,True,,
psicoanal tica,final_keep,kept_after_final_cleanup,True,,
psicoanal tico,final_keep,kept_after_final_cleanup,True,,
psy,final_keep,kept_after_final_cleanup,True,,
psyche,final_keep,kept_after_final_cleanup,True,,
psychiatric,final_keep,kept_after_final_cleanup,True,,
psychiatrists,final_keep,kept_after_final_cleanup,True,,
psychiatry,final_keep,kept_after_final_cleanup,True,,
psychiatry behavioral,final_keep,kept_after_final_cleanup,True,,
psychiatry columbia,final_keep,kept_after_final_cleanup,True,,
psychiatry harvard,final_keep,kept_after_final_cleanup,True,,
psychiatry mount,final_keep,kept_after_final_cleanup,True,,
psychiatry weill,final_keep,kept_after_final_cleanup,True,,
psychic,final_keep,kept_after_final_cleanup,True,,
psychic apparatus,final_keep,kept_after_final_cleanup,True,,
psychic change,final_keep,kept_after_final_cleanup,True,,
psychic energy,final_keep,kept_after_final_cleanup,True,,
psychic functioning,final_keep,kept_after_final_cleanup,True,,
psychic life,final_keep,kept_after_final_cleanup,True,,
psychic reality,final_keep,protected_psychoanalytic_term,True,,
psychic structure,final_keep,kept_after_final_cleanup,True,,
psychic trauma,final_keep,kept_after_final_cleanup,True,,
psycho-analysis,final_keep,kept_after_final_cleanup,True,,
psycho-analysis cavendish,final_keep,kept_after_final_cleanup,True,,
psycho-analysts,final_keep,kept_after_final_cleanup,True,,
psycho-analytic,final_keep,kept_after_final_cleanup,True,,
psycho-analytic situation,final_keep,kept_after_final_cleanup,True,,
psycho-analytic study,final_keep,kept_after_final_cleanup,True,,
psycho-analytic technique,final_keep,kept_after_final_cleanup,True,,
psycho-analytic training,final_keep,kept_after_final_cleanup,True,,
psycho-analytical,final_keep,kept_after_final_cleanup,True,,
psycho-analytical congress,final_keep,kept_after_final_cleanup,True,,
psychoanalyst,final_keep,kept_after_final_cleanup,True,,
psychoanalyst private,final_keep,kept_after_final_cleanup,True,,
psychoanalysts,final_keep,kept_after_final_cleanup,True,,
psychoanalytically,final_keep,kept_after_final_cleanup,True,,
psychoanalytically informed,final_keep,kept_after_final_cleanup,True,,
psychoanalytically oriented,final_keep,kept_after_final_cleanup,True,,
psychodynamic,final_keep,kept_after_final_cleanup,True,,
psychodynamic diagnostic,final_keep,kept_after_final_cleanup,True,,
psychodynamic doctoral,final_keep,kept_after_final_cleanup,True,,
psychological,final_keep,kept_after_final_cleanup,True,,
psychological services,final_keep,kept_after_final_cleanup,True,,
psychological testing,final_keep,kept_after_final_cleanup,True,,
psychologist,final_keep,kept_after_final_cleanup,True,,
psychologist private,final_keep,kept_after_final_cleanup,True,,
psychologist psychoanalyst,final_keep,kept_after_final_cleanup,True,,
psychologists,final_keep,kept_after_final_cleanup,True,,
psychology,final_keep,kept_after_final_cleanup,True,,
psychology harvard,final_keep,kept_after_final_cleanup,True,,
psychology postdoctoral,final_keep,kept_after_final_cleanup,True,,
psychology psychiatry,final_keep,kept_after_final_cleanup,True,,
psychopathology,final_keep,kept_after_final_cleanup,True,,
psychotherapist,final_keep,kept_after_final_cleanup,True,,
psychotherapists,final_keep,kept_after_final_cleanup,True,,
psychotic,final_keep,protected_psychoanalytic_term,True,,
psychotic wavelength,final_keep,kept_after_final_cleanup,True,,
public,final_keep,kept_after_final_cleanup,True,,
public sector,final_keep,kept_after_final_cleanup,True,,
publication,final_keep,kept_after_final_cleanup,True,,
publication august,final_keep,kept_after_final_cleanup,True,,
publication december,final_keep,kept_after_final_cleanup,True,,
publication february,final_keep,kept_after_final_cleanup,True,,
publication january,final_keep,kept_after_final_cleanup,True,,
publication july,final_keep,kept_after_final_cleanup,True,,
publication march,final_keep,kept_after_final_cleanup,True,,
publication november,final_keep,kept_after_final_cleanup,True,,
publication october,final_keep,kept_after_final_cleanup,True,,
publication september,final_keep,kept_after_final_cleanup,True,,
publications received,final_keep,kept_after_final_cleanup,True,,
publish winning,final_keep,kept_after_final_cleanup,True,,
published,final_keep,kept_after_final_cleanup,True,,
published online,final_keep,kept_after_final_cleanup,True,,
published routledge,final_keep,kept_after_final_cleanup,True,,
published submitted,final_keep,kept_after_final_cleanup,True,,
put forward,final_keep,kept_after_final_cleanup,True,,
quality,final_keep,kept_after_final_cleanup,True,,
que,final_keep,kept_after_final_cleanup,True,,
que les,final_keep,kept_after_final_cleanup,True,,
que los,final_keep,kept_after_final_cleanup,True,,
questo,final_keep,kept_after_final_cleanup,True,,
qui,final_keep,kept_after_final_cleanup,True,,
qui est,final_keep,kept_after_final_cleanup,True,,
quinodoz chemin,final_keep,kept_after_final_cleanup,True,,
quinodoz danielle,final_keep,kept_after_final_cleanup,True,,
quite,final_keep,kept_after_final_cleanup,True,,
race,final_keep,protected_psychoanalytic_term,True,,
race class,final_keep,kept_after_final_cleanup,True,,
rachel blass,final_keep,kept_after_final_cleanup,True,,
racial,final_keep,kept_after_final_cleanup,True,,
racism,final_keep,kept_after_final_cleanup,True,,
ralph greenson,final_keep,kept_after_final_cleanup,True,,
rangell leo,final_keep,kept_after_final_cleanup,True,,
read,final_keep,kept_after_final_cleanup,True,,
read annual,final_keep,kept_after_final_cleanup,True,,
readers,final_keep,kept_after_final_cleanup,True,,
reading,final_keep,kept_after_final_cleanup,True,,
real,final_keep,kept_after_final_cleanup,True,,
reality,final_keep,protected_psychoanalytic_term,True,,
reality testing,final_keep,kept_after_final_cleanup,True,,
received publications,final_keep,kept_after_final_cleanup,True,,
received topbotport,final_keep,kept_after_final_cleanup,True,,
recognition,final_keep,kept_after_final_cleanup,True,,
reference,final_keep,kept_after_final_cleanup,True,,
reflective,final_keep,kept_after_final_cleanup,True,,
reflective functioning,final_keep,kept_after_final_cleanup,True,,
regarding,final_keep,kept_after_final_cleanup,True,,
regents park,final_keep,kept_after_final_cleanup,True,,
regression,final_keep,kept_after_final_cleanup,True,,
regulation,final_keep,kept_after_final_cleanup,True,,
reik theodor,final_keep,kept_after_final_cleanup,True,,
relation external,final_keep,kept_after_final_cleanup,True,,
relational,final_keep,protected_psychoanalytic_term,True,,
relational perspective,final_keep,kept_after_final_cleanup,True,,
relational perspectives,final_keep,kept_after_final_cleanup,True,,
relational studies,final_keep,kept_after_final_cleanup,True,,
relational study,final_keep,kept_after_final_cleanup,True,,
relational theories,final_keep,kept_after_final_cleanup,True,,
relational track,final_keep,kept_after_final_cleanup,True,,
relations perspective,final_keep,kept_after_final_cleanup,True,,
relationship,final_keep,protected_psychoanalytic_term,True,,
relationship mother,final_keep,kept_after_final_cleanup,True,,
relationship-contributions discussion,final_keep,kept_after_final_cleanup,True,,
relationshipcontributions discussion,final_keep,kept_after_final_cleanup,True,,
relationships,final_keep,protected_psychoanalytic_term,True,,
relatively,final_keep,kept_after_final_cleanup,True,,
reliability,final_keep,kept_after_final_cleanup,True,,
reliability validity,final_keep,kept_after_final_cleanup,True,,
repetition compulsion,final_keep,kept_after_final_cleanup,True,,
representational world,final_keep,kept_after_final_cleanup,True,,
representations,final_keep,kept_after_final_cleanup,True,,
reprints,final_keep,kept_after_final_cleanup,True,,
reprints sent,final_keep,kept_after_final_cleanup,True,,
requests,final_keep,kept_after_final_cleanup,True,,
requests reprints,final_keep,kept_after_final_cleanup,True,,
requirements essay,final_keep,kept_after_final_cleanup,True,,
resistance,final_keep,protected_psychoanalytic_term,True,,
resolution,final_keep,kept_after_final_cleanup,True,,
response,final_keep,kept_after_final_cleanup,True,,
responses,final_keep,kept_after_final_cleanup,True,,
responsibility,final_keep,kept_after_final_cleanup,True,,
results indicate,final_keep,kept_after_final_cleanup,True,,
results showed,final_keep,kept_after_final_cleanup,True,,
results suggest,final_keep,kept_after_final_cleanup,True,,
results support,final_keep,kept_after_final_cleanup,True,,
returned advice,final_keep,kept_after_final_cleanup,True,,
revealed,final_keep,kept_after_final_cleanup,True,,
reviewed,final_keep,kept_after_final_cleanup,True,,
riccardo lombardi,final_keep,kept_after_final_cleanup,True,,
richard gottlieb,final_keep,kept_after_final_cleanup,True,,
richard lucas,final_keep,kept_after_final_cleanup,True,,
richmond surrey,final_keep,kept_after_final_cleanup,True,,
rio janeiro,final_keep,kept_after_final_cleanup,True,,
risk,final_keep,kept_after_final_cleanup,True,,
riverside drive,final_keep,kept_after_final_cleanup,True,,
riviere joan,final_keep,kept_after_final_cleanup,True,,
rizzolo gregory,final_keep,kept_after_final_cleanup,True,,
robert bornstein,final_keep,kept_after_final_cleanup,True,,
robert emde,final_keep,kept_after_final_cleanup,True,,
robert stolorow,final_keep,kept_after_final_cleanup,True,,
robert wallerstein,final_keep,kept_after_final_cleanup,True,,
role played,final_keep,kept_after_final_cleanup,True,,
rome,final_keep,kept_after_final_cleanup,True,,
rome italy,final_keep,kept_after_final_cleanup,True,,
ronald naso,final_keep,kept_after_final_cleanup,True,,
room,final_keep,kept_after_final_cleanup,True,,
roose,final_keep,kept_after_final_cleanup,True,,
roose steven,final_keep,kept_after_final_cleanup,True,,
rorschach,final_keep,kept_after_final_cleanup,True,,
rorschach protocols,final_keep,kept_after_final_cleanup,True,,
rosemary balsam,final_keep,kept_after_final_cleanup,True,,
roslyn estates,final_keep,kept_after_final_cleanup,True,,
routledge,final_keep,kept_after_final_cleanup,True,,
routledge correspondence,final_keep,kept_after_final_cleanup,True,,
roy schafer,final_keep,kept_after_final_cleanup,True,,
royal psychiatrists,final_keep,kept_after_final_cleanup,True,,
rua,final_keep,kept_after_final_cleanup,True,,
rudolf ekstein,final_keep,kept_after_final_cleanup,True,,
rudolph loewenstein,final_keep,kept_after_final_cleanup,True,,
rue,final_keep,kept_after_final_cleanup,True,,
runners-up app,final_keep,kept_after_final_cleanup,True,,
said,final_keep,kept_after_final_cleanup,True,,
sarah ackerman,final_keep,kept_after_final_cleanup,True,,
say,final_keep,kept_after_final_cleanup,True,,
scale,final_keep,kept_after_final_cleanup,True,,
schizophrenic,final_keep,kept_after_final_cleanup,True,,
schmideberg melitta,final_keep,kept_after_final_cleanup,True,,
schwartz cooney,final_keep,kept_after_final_cleanup,True,,
science,final_keep,kept_after_final_cleanup,True,,
science psycho-analysis,final_keep,kept_after_final_cleanup,True,,
sciences,final_keep,kept_after_final_cleanup,True,,
scientific,final_keep,kept_after_final_cleanup,True,,
searl searl,final_keep,kept_after_final_cleanup,True,,
secretary copies,final_keep,kept_after_final_cleanup,True,,
secretary psycho-analysis,final_keep,kept_after_final_cleanup,True,,
sector,final_keep,kept_after_final_cleanup,True,,
sector expect,final_keep,kept_after_final_cleanup,True,,
see,final_keep,kept_after_final_cleanup,True,,
seem,final_keep,kept_after_final_cleanup,True,,
seems,final_keep,kept_after_final_cleanup,True,,
self,final_keep,protected_psychoanalytic_term,True,,
self object,final_keep,kept_after_final_cleanup,True,,
self objects,final_keep,kept_after_final_cleanup,True,,
self psychological,final_keep,kept_after_final_cleanup,True,,
self psychology,final_keep,kept_after_final_cleanup,True,,
self-esteem,final_keep,kept_after_final_cleanup,True,,
self-object differentiation,final_keep,kept_after_final_cleanup,True,,
self-report,final_keep,kept_after_final_cleanup,True,,
selfand object,final_keep,kept_after_final_cleanup,True,,
sense,final_keep,kept_after_final_cleanup,True,,
sense guilt,final_keep,kept_after_final_cleanup,True,,
sense self,final_keep,kept_after_final_cleanup,True,,
sent,final_keep,kept_after_final_cleanup,True,,
sent hon,final_keep,kept_after_final_cleanup,True,,
separate,final_keep,kept_after_final_cleanup,True,,
separation anxiety,final_keep,kept_after_final_cleanup,True,,
separation-individuation,final_keep,kept_after_final_cleanup,True,,
series routledge,final_keep,kept_after_final_cleanup,True,,
serves,final_keep,kept_after_final_cleanup,True,,
service,final_keep,kept_after_final_cleanup,True,,
service nhs,final_keep,kept_after_final_cleanup,True,,
service now,final_keep,kept_after_final_cleanup,True,,
services,final_keep,kept_after_final_cleanup,True,,
setting,final_keep,kept_after_final_cleanup,True,,
settings,final_keep,kept_after_final_cleanup,True,,
severe,final_keep,kept_after_final_cleanup,True,,
severe mental,final_keep,kept_after_final_cleanup,True,,
severe personality,final_keep,kept_after_final_cleanup,True,,
sex differences,final_keep,kept_after_final_cleanup,True,,
sexual,final_keep,protected_psychoanalytic_term,True,,
sexual abuse,final_keep,kept_after_final_cleanup,True,,
sexual act,final_keep,kept_after_final_cleanup,True,,
sexual boundary,final_keep,kept_after_final_cleanup,True,,
sexual intercourse,final_keep,kept_after_final_cleanup,True,,
sexual life,final_keep,kept_after_final_cleanup,True,,
sexuality,final_keep,protected_psychoanalytic_term,True,,
shall,final_keep,kept_after_final_cleanup,True,,
shall attempt,final_keep,kept_after_final_cleanup,True,,
shall try,final_keep,kept_after_final_cleanup,True,,
shame,final_keep,protected_psychoanalytic_term,True,,
shapiro,final_keep,kept_after_final_cleanup,True,,
shared,final_keep,kept_after_final_cleanup,True,,
show,final_keep,kept_after_final_cleanup,True,,
showed,final_keep,kept_after_final_cleanup,True,,
sich,final_keep,kept_after_final_cleanup,True,,
sidney blatt,final_keep,kept_after_final_cleanup,True,,
sigmund freud,final_keep,kept_after_final_cleanup,True,,
sign,final_keep,kept_after_final_cleanup,True,,
sign apa,final_keep,kept_after_final_cleanup,True,,
sign notify,final_keep,kept_after_final_cleanup,True,,
significance,final_keep,kept_after_final_cleanup,True,,
significantly,final_keep,kept_after_final_cleanup,True,,
silverman,final_keep,kept_after_final_cleanup,True,,
situation,final_keep,kept_after_final_cleanup,True,,
situations,final_keep,kept_after_final_cleanup,True,,
smith,final_keep,kept_after_final_cleanup,True,,
smith hammond,final_keep,kept_after_final_cleanup,True,,
smith henry,final_keep,kept_after_final_cleanup,True,,
sobre,final_keep,kept_after_final_cleanup,True,,
social,final_keep,kept_after_final_cleanup,True,,
social cognition,final_keep,kept_after_final_cleanup,True,,
social psychology,final_keep,kept_after_final_cleanup,True,,
somatic symptoms,final_keep,kept_after_final_cleanup,True,,
something,final_keep,kept_after_final_cleanup,True,,
son,final_keep,kept_after_final_cleanup,True,,
sostiene que,final_keep,kept_after_final_cleanup,True,,
sotiris zalidis,final_keep,kept_after_final_cleanup,True,,
space,final_keep,kept_after_final_cleanup,True,,
specialist,final_keep,kept_after_final_cleanup,True,,
specifically,final_keep,kept_after_final_cleanup,True,,
splitting,final_keep,kept_after_final_cleanup,True,,
spring meeting,final_keep,kept_after_final_cleanup,True,,
staff,final_keep,kept_after_final_cleanup,True,,
stage,final_keep,kept_after_final_cleanup,True,,
stage enter,final_keep,kept_after_final_cleanup,True,,
stage winner,final_keep,kept_after_final_cleanup,True,,
standard edition,final_keep,kept_after_final_cleanup,True,,
stanley,final_keep,kept_after_final_cleanup,True,,
stanley coen,final_keep,kept_after_final_cleanup,True,,
starting point,final_keep,kept_after_final_cleanup,True,,
states,final_keep,kept_after_final_cleanup,True,,
states mind,final_keep,kept_after_final_cleanup,True,,
statistical manual,final_keep,kept_after_final_cleanup,True,,
stephen hartman,final_keep,kept_after_final_cleanup,True,,
stephen mitchell,final_keep,kept_after_final_cleanup,True,,
stephen seligman,final_keep,kept_after_final_cleanup,True,,
steven,final_keep,kept_after_final_cleanup,True,,
steven cooper,final_keep,kept_after_final_cleanup,True,,
steven knoblauch,final_keep,kept_after_final_cleanup,True,,
steven levy,final_keep,kept_after_final_cleanup,True,,
steven roose,final_keep,kept_after_final_cleanup,True,,
stockholm sweden,final_keep,kept_after_final_cleanup,True,,
story,final_keep,kept_after_final_cleanup,True,,
structural,final_keep,kept_after_final_cleanup,True,,
structural change,final_keep,kept_after_final_cleanup,True,,
structure,final_keep,kept_after_final_cleanup,True,,
structure formation,final_keep,kept_after_final_cleanup,True,,
stuart,final_keep,kept_after_final_cleanup,True,,
stuart hauser,final_keep,kept_after_final_cleanup,True,,
stuart pizer,final_keep,kept_after_final_cleanup,True,,
study-prize evidence-based,final_keep,kept_after_final_cleanup,True,,
style,final_keep,kept_after_final_cleanup,True,,
subject matter,final_keep,kept_after_final_cleanup,True,,
subjectivity,final_keep,protected_psychoanalytic_term,True,,
submissions proposals,final_keep,kept_after_final_cleanup,True,,
submitted,final_keep,kept_after_final_cleanup,True,,
submitted april,final_keep,kept_after_final_cleanup,True,,
submitted december,final_keep,kept_after_final_cleanup,True,,
submitted january,final_keep,kept_after_final_cleanup,True,,
submitted june,final_keep,kept_after_final_cleanup,True,,
submitted march,final_keep,kept_after_final_cleanup,True,,
submitted november,final_keep,kept_after_final_cleanup,True,,
submitted october,final_keep,kept_after_final_cleanup,True,,
submitted publication,final_keep,kept_after_final_cleanup,True,,
submitted september,final_keep,kept_after_final_cleanup,True,,
submitted theme,final_keep,kept_after_final_cleanup,True,,
sue grand,final_keep,kept_after_final_cleanup,True,,
suffering,final_keep,kept_after_final_cleanup,True,,
suggest,final_keep,kept_after_final_cleanup,True,,
suicide,final_keep,kept_after_final_cleanup,True,,
superego,final_keep,protected_psychoanalytic_term,True,,
supervising,final_keep,kept_after_final_cleanup,True,,
supervising columbia,final_keep,kept_after_final_cleanup,True,,
supervising northern,final_keep,kept_after_final_cleanup,True,,
supervising william,final_keep,kept_after_final_cleanup,True,,
supervision,final_keep,kept_after_final_cleanup,True,,
supervisor,final_keep,kept_after_final_cleanup,True,,
supervisor postdoctoral,final_keep,kept_after_final_cleanup,True,,
support,final_keep,kept_after_final_cleanup,True,,
surgeons,final_keep,kept_after_final_cleanup,True,,
surrey,final_keep,kept_after_final_cleanup,True,,
survey,final_keep,kept_after_final_cleanup,True,,
sylvan keiser,final_keep,kept_after_final_cleanup,True,,
symptom formation,final_keep,kept_after_final_cleanup,True,,
symptoms,final_keep,kept_after_final_cleanup,True,,
system,final_keep,kept_after_final_cleanup,True,,
systemic racism,final_keep,kept_after_final_cleanup,True,,
t-online final,final_keep,kept_after_final_cleanup,True,,
take account,final_keep,kept_after_final_cleanup,True,,
talking cure,final_keep,kept_after_final_cleanup,True,,
task,final_keep,kept_after_final_cleanup,True,,
tavi-port nhs,final_keep,kept_after_final_cleanup,True,,
tavistock,final_keep,kept_after_final_cleanup,True,,
tavistock portman,final_keep,kept_after_final_cleanup,True,,
teaches,final_keep,kept_after_final_cleanup,True,,
team,final_keep,kept_after_final_cleanup,True,,
technical,final_keep,kept_after_final_cleanup,True,,
technique,final_keep,kept_after_final_cleanup,True,,
technique psycho-analysis,final_keep,kept_after_final_cleanup,True,,
