term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
correspondence addressed,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,374,23.7009,138.569802,23.3797,pending,,,correspondence addressed,correspondence addressed,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,correspondence addressed,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
training supervising,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,193,12.2307,50.197369,9.529,pending,,,training supervising,training supervising,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,training supervising,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
editor dialogues,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,137,8.6819,42.638169,8.6535,pending,,,editor dialogues,editor dialogues,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,editor dialogues,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
stephen mitchell,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,127,8.0482,38.683251,7.9726,pending,,,stephen mitchell,stephen mitchell,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,stephen mitchell,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
associate editor,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,122,7.7313,36.340765,7.5518,pending,,,associate editor,associate editor,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,associate editor,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
nyu postdoctoral,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,115,7.2877,33.520155,7.0515,pending,,,nyu postdoctoral,nyu postdoctoral,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,nyu postdoctoral,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
gender sexuality,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,104,6.5906,29.969075,6.4395,pending,,,gender sexuality,gender sexuality,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,gender sexuality,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
alanson white,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,97,6.147,27.101104,5.9109,pending,,,alanson white,alanson white,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,alanson white,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
william alanson,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,95,6.0203,26.400728,5.7841,pending,,,william alanson,william alanson,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,william alanson,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
relational studies,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,73,4.6261,19.911074,4.6261,pending,,,relational studies,relational studies,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,relational studies,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
self psychology,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,78,4.943,18.915109,4.3289,pending,,,self psychology,self psychology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,self psychology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
harvard medical,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,69,4.3726,16.128948,3.7964,pending,,,harvard medical,harvard medical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,harvard medical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
editorial board,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,64,4.0558,15.51075,3.7157,pending,,,editorial board,editorial board,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,editorial board,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
american psychological,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,60,3.8023,14.388039,3.5,pending,,,american psychological,american psychological,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,american psychological,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
board member,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,52,3.2953,12.745799,3.2103,pending,,,board member,board member,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,board member,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
lewis aron,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,48,3.0418,11.544126,2.9663,pending,,,lewis aron,lewis aron,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,lewis aron,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
member international,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,47,2.9785,11.201072,2.8934,pending,,,member international,member international,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,member international,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
editorial boards,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,46,2.9151,10.859796,2.8206,pending,,,editorial boards,editorial boards,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,editorial boards,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
international journal,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,57,3.6122,10.831327,2.6675,pending,,,international journal,international journal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,international journal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
maintains private,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,44,2.7883,10.47043,2.7506,pending,,,maintains private,maintains private,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,maintains private,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
relational perspectives,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,44,2.7883,10.326593,2.7128,pending,,,relational perspectives,relational perspectives,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,relational perspectives,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
lauren levine,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,43,2.725,10.311797,2.725,pending,,,lauren levine,lauren levine,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,lauren levine,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
stephen hartman,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,43,2.725,10.311797,2.725,pending,,,stephen hartman,stephen hartman,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,stephen hartman,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
past president,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,43,2.725,9.811337,2.5927,pending,,,past president,past president,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,past president,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
adrienne harris,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,44,2.7883,9.715283,2.5522,pending,,,adrienne harris,adrienne harris,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,adrienne harris,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personal supervising,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,41,2.5982,9.322925,2.4943,pending,,,personal supervising,personal supervising,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personal supervising,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
therapeutic action,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,55,3.4854,9.276905,2.3046,pending,,,therapeutic action,therapeutic action,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,therapeutic action,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
relational perspective,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,39,2.4715,8.559454,2.3203,pending,,,relational perspective,relational perspective,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,relational perspective,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychoanalyst private,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,36,2.2814,8.203725,2.2719,pending,,,psychoanalyst private,psychoanalyst private,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychoanalyst private,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mental health,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,75,4.7529,8.187601,1.8906,pending,,,mental health,mental health,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mental health,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
private correspondence,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,36,2.2814,8.169615,2.2625,pending,,,private correspondence,private correspondence,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,private correspondence,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
founding member,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,35,2.218,7.81283,2.1802,pending,,,founding member,founding member,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,founding member,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
jack foehl,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,34,2.1546,7.660446,2.1546,pending,,,jack foehl,jack foehl,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,jack foehl,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
editor studies,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,34,2.1546,7.593275,2.1357,pending,,,editor studies,editor studies,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,editor studies,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
stephen seligman,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,34,2.1546,7.324592,2.0602,pending,,,stephen seligman,stephen seligman,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,stephen seligman,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
supervising william,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,32,2.0279,6.859303,1.9618,pending,,,supervising william,supervising william,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,supervising william,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
president international,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,33,2.0913,6.841533,1.9401,pending,,,president international,president international,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,president international,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
national training,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,31,1.9645,6.775741,1.9551,pending,,,national training,national training,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,national training,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mitchell relational,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,31,1.9645,6.743002,1.9456,pending,,,mitchell relational,mitchell relational,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mitchell relational,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
supervisor postdoctoral,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,32,2.0279,6.727185,1.924,pending,,,supervisor postdoctoral,supervisor postdoctoral,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,supervisor postdoctoral,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
issue dialogues,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,30,1.9011,6.528493,1.9011,pending,,,issue dialogues,issue dialogues,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,issue dialogues,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
consulting room,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,42,2.6616,6.493334,1.7264,pending,,,consulting room,consulting room,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,consulting room,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
joint editor-in-chief,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,28,1.7744,5.974923,1.7744,pending,,,joint editor-in-chief,joint editor-in-chief,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,joint editor-in-chief,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
child adolescent,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,36,2.2814,5.952444,1.6485,pending,,,child adolescent,child adolescent,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,child adolescent,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
white adjunct,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,28,1.7744,5.943114,1.765,pending,,,white adjunct,white adjunct,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,white adjunct,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
contributing editor,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,27,1.711,5.670013,1.7016,pending,,,contributing editor,contributing editor,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,contributing editor,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
muriel dimen,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,27,1.711,5.512626,1.6543,pending,,,muriel dimen,muriel dimen,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,muriel dimen,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
amy schwartz,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,26,1.6477,5.430403,1.6477,pending,,,amy schwartz,amy schwartz,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,amy schwartz,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
schwartz cooney,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,26,1.6477,5.430403,1.6477,pending,,,schwartz cooney,schwartz cooney,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,schwartz cooney,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
tel aviv,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,30,1.9011,5.328252,1.5516,pending,,,tel aviv,tel aviv,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,tel aviv,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
advisory board,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,26,1.6477,5.243599,1.591,pending,,,advisory board,advisory board,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,advisory board,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychologist psychoanalyst,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,26,1.6477,5.243599,1.591,pending,,,psychologist psychoanalyst,psychologist psychoanalyst,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychologist psychoanalyst,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
relational track,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,25,1.5843,5.130972,1.5748,pending,,,relational track,relational track,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,relational track,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
jody davies,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,25,1.5843,5.130972,1.5748,pending,,,jody davies,jody davies,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,jody davies,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
director postdoctoral,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,25,1.5843,5.130972,1.5748,pending,,,director postdoctoral,director postdoctoral,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,director postdoctoral,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
levine lauren,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,24,1.5209,4.895629,1.5209,pending,,,levine lauren,levine lauren,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,levine lauren,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
published routledge,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,24,1.5209,4.895629,1.5209,pending,,,published routledge,published routledge,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,published routledge,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
relational study,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,24,1.5209,4.865222,1.5115,pending,,,relational study,relational study,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,relational study,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
board directors,key_bigrams_by_journal,terms_bigram,psychoanalytic_dialogues,,,24,1.5209,4.804408,1.4926,pending,,,board directors,board directors,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,board directors,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
united states,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,90,6.5741,22.300594,4.9438,pending,,,united states,united states,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,united states,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
apa journal,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,57,4.1636,16.906154,4.1636,pending,,,apa journal,apa journal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,apa journal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
available online,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,54,3.9445,15.732621,3.926,pending,,,available online,available online,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,available online,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
now available,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,54,3.9445,15.287156,3.8148,pending,,,now available,now available,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,now available,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
object relations,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,96,7.0124,15.170941,3.3163,pending,,,object relations,object relations,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,object relations,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
become available,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,52,3.7984,14.860055,3.7428,pending,,,become available,become available,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,become available,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
online notification,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,online notification,online notification,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,online notification,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
know next,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,know next,know next,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,know next,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
online like,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,online like,online like,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,online like,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
available sign,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,available sign,available sign,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,available sign,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
online service,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,online service,online service,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,online service,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
journal available,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,journal available,journal available,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,journal available,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
issue online,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,issue online,issue online,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,issue online,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
notification latest,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,notification latest,notification latest,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,notification latest,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
issue favorite,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,issue favorite,issue favorite,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,issue favorite,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
service now,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,service now,service now,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,service now,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
favorite apa,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,favorite apa,favorite apa,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,favorite apa,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
latest issue,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.323788,3.643,pending,,,latest issue,latest issue,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,latest issue,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
interest become,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.323788,3.643,pending,,,interest become,interest become,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,interest become,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
issues interest,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.323788,3.643,pending,,,issues interest,issues interest,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,issues interest,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
like know,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.287365,3.6338,pending,,,like know,like know,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,like know,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
next issue,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,50,3.6523,14.287365,3.6338,pending,,,next issue,next issue,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,next issue,final_exclude,all_tokens_final_stop_terms,False,discriminative_candidate_terms
notified issues,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,49,3.5793,14.002128,3.5793,pending,,,notified issues,notified issues,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,notified issues,final_exclude,final_stop_pattern,False,discriminative_candidate_terms
personality disorder,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,47,3.4332,9.955385,2.5717,pending,,,personality disorder,personality disorder,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personality disorder,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
reprints sent,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,32,2.3375,8.172991,2.3375,pending,,,reprints sent,reprints sent,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,reprints sent,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
requests reprints,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,32,2.3375,8.172991,2.3375,pending,,,requests reprints,requests reprints,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,requests reprints,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
therapeutic relationship,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,41,2.9949,7.766113,2.0778,pending,,,therapeutic relationship,therapeutic relationship,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,therapeutic relationship,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
adult attachment,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,31,2.2644,7.141594,2.0606,pending,,,adult attachment,adult attachment,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,adult attachment,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
borderline personality,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,35,2.5566,6.80474,1.8989,pending,,,borderline personality,borderline personality,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,borderline personality,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sign apa,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,27,1.9722,6.571915,1.9722,pending,,,sign apa,sign apa,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sign apa,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
portal alerts,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,27,1.9722,6.571915,1.9722,pending,,,portal alerts,portal alerts,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,portal alerts,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
apa portal,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,27,1.9722,6.571915,1.9722,pending,,,apa portal,apa portal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,apa portal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
alerts notified,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,27,1.9722,6.571915,1.9722,pending,,,alerts notified,alerts notified,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,alerts notified,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personality disorders,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,34,2.4836,6.03045,1.6962,pending,,,personality disorders,personality disorders,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personality disorders,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mental health,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,59,4.3097,5.546377,1.3546,pending,,,mental health,mental health,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mental health,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
apa notified,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,23,1.6801,5.339316,1.6801,pending,,,apa notified,apa notified,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,apa notified,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sign notify,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,23,1.6801,5.339316,1.6801,pending,,,sign notify,sign notify,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sign notify,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
notify apa,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,23,1.6801,5.339316,1.6801,pending,,,notify apa,notify apa,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,notify apa,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
