term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
write,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,18.183442,4.7767,pending,,,write,write,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,write,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
essay,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,57,7.8082,18.10373,4.4586,pending,,,essay,essay,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,essay,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
words,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,70,9.589,17.984638,4.2191,pending,,,words,words,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,words,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
columbia,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,47,6.4384,17.44179,4.5055,pending,,,columbia,columbia,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,columbia,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
united,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,47,6.4384,14.970234,3.8671,pending,,,united,united,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,united,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
comcast,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,35,4.7945,14.673983,4.0949,pending,,,comcast,comcast,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,comcast,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
now,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,90,12.3288,14.15004,3.1369,pending,,,now,now,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,now,final_exclude,final_stop_term,False,discriminative_candidate_terms
aol,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,53,7.2603,14.099238,3.5345,pending,,,aol,aol,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,aol,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
education,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,46,6.3014,13.485909,3.5027,pending,,,education,education,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,education,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
harvard,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,38,5.2055,13.303225,3.6312,pending,,,harvard,harvard,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,harvard,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
think,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,66,9.0411,13.192854,3.1377,pending,,,think,think,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,think,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
medical,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,68,9.3151,13.186125,3.1143,pending,,,medical,medical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,medical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
regarding,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,55,7.5342,12.760645,3.1701,pending,,,regarding,regarding,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,regarding,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
power,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,51,6.9863,12.123058,3.0682,pending,,,power,power,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,power,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
racism,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,30,4.1096,12.009958,3.4974,pending,,,racism,racism,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,racism,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychodynamic,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,50,6.8493,11.903132,3.0274,pending,,,psychodynamic,psychodynamic,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychodynamic,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
emotional,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,79,10.8219,11.856769,2.7058,pending,,,emotional,emotional,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,emotional,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
readers,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,35,4.7945,11.508552,3.2115,pending,,,readers,readers,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,readers,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
wilson,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,28,3.8356,11.502062,3.4158,pending,,,wilson,wilson,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,wilson,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
chair,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,11.427999,3.1648,pending,,,chair,chair,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,chair,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
address,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,46,6.3014,11.364523,2.9517,pending,,,address,address,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,address,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
candidates,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,34,4.6575,11.02433,3.1008,pending,,,candidates,candidates,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,candidates,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mind,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,103,14.1096,10.735246,2.3114,pending,,,mind,mind,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mind,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
moment,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,10.725926,2.8177,pending,,,moment,moment,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,moment,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
back,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,50,6.8493,10.665195,2.7125,pending,,,back,back,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,back,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
known,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,50,6.8493,10.321324,2.6251,pending,,,known,known,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,known,final_exclude,final_stop_term,False,discriminative_candidate_terms
ourselves,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,10.196358,2.8238,pending,,,ourselves,ourselves,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ourselves,final_exclude,final_stop_term,False,discriminative_candidate_terms
steven,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,33,4.5205,10.081291,2.8588,pending,,,steven,steven,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,steven,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
just,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,58,7.9452,10.037104,2.4616,pending,,,just,just,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,just,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
play,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,55,7.5342,9.979442,2.4791,pending,,,play,play,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,play,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
january,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,31,4.2466,9.837471,2.8385,pending,,,january,january,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,january,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
ideas,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,86,11.7808,9.804343,2.1954,pending,,,ideas,ideas,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ideas,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
engagement,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,32,4.3836,9.731032,2.7831,pending,,,engagement,engagement,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,engagement,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
it's,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,27,3.6986,9.73087,2.9202,pending,,,it's,it's,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,it's,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
ever,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,9.72265,2.6926,pending,,,ever,ever,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ever,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
editor,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,9.693859,2.5466,pending,,,editor,editor,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,editor,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
efforts,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,39,5.3425,9.674115,2.6225,pending,,,efforts,efforts,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,efforts,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
racial,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,27,3.6986,9.264583,2.7803,pending,,,racial,racial,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,racial,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
white,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,40,5.4795,9.208273,2.4796,pending,,,white,white,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,white,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
story,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,35,4.7945,9.03262,2.5206,pending,,,story,story,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,story,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
colleagues,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,9.027879,2.5002,pending,,,colleagues,colleagues,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,colleagues,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
apsaa,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,22,3.0137,8.900984,2.8388,pending,,,apsaa,apsaa,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,apsaa,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
after,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,104,14.2466,8.830616,1.8974,pending,,,after,after,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,after,final_exclude,final_stop_term,False,discriminative_candidate_terms
nyu,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,31,4.2466,8.776593,2.5324,pending,,,nyu,nyu,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,nyu,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
room,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,38,5.2055,8.625247,2.3543,pending,,,room,room,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,room,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
myself,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,37,5.0685,8.574813,2.3573,pending,,,myself,myself,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,myself,final_exclude,final_stop_term,False,discriminative_candidate_terms
thinking,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,85,11.6438,8.545466,1.9185,pending,,,thinking,thinking,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,thinking,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
field,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,67,9.1781,8.429491,1.9977,pending,,,field,field,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,field,final_exclude,final_stop_term,False,discriminative_candidate_terms
something,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,53,7.2603,8.30799,2.0827,pending,,,something,something,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,something,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
ongoing,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,34,4.6575,8.225822,2.3136,pending,,,ongoing,ongoing,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,ongoing,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
around,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,8.129112,2.1355,pending,,,around,around,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,around,final_exclude,final_stop_term,False,discriminative_candidate_terms
like,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,91,12.4658,8.080779,1.7871,pending,,,like,like,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,like,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
relational,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,167,31.215,128.616251,25.1009,pending,,,relational,relational,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,relational,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
psychology,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,168,31.4019,97.21281,18.9502,pending,,,psychology,psychology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
commentary,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,110,20.5607,92.255171,19.589,pending,,,commentary,commentary,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,commentary,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
press,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,108,20.1869,85.384889,18.2005,pending,,,press,press,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,press,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
postdoctoral,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,110,20.5607,84.844009,18.0154,pending,,,postdoctoral,postdoctoral,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,postdoctoral,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
supervising,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,113,21.1215,77.79839,16.4263,pending,,,supervising,supervising,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,supervising,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
member,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,109,20.3738,73.980237,15.7389,pending,,,member,member,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,member,final_exclude,final_stop_term,False,discriminative_candidate_terms
dialogues,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,88,16.4486,62.367978,13.8946,pending,,,dialogues,dialogues,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,dialogues,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
training,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,130,24.2991,61.531636,12.6214,pending,,,training,training,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,training,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
net,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,87,16.2617,56.445901,12.607,pending,,,net,net,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,net,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
aol,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,85,15.8879,55.678312,12.4998,pending,,,aol,aol,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,aol,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
self,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,117,21.8692,54.691782,11.4641,pending,,,self,self,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,self,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
supervisor,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,75,14.0187,50.283789,11.6109,pending,,,supervisor,supervisor,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,supervisor,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
associate,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,77,14.3925,48.242862,11.0732,pending,,,associate,associate,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,associate,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
analyst's,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,99,18.5047,47.636065,10.344,pending,,,analyst's,analyst's,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,analyst's,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
subjectivity,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,68,12.7103,43.112172,10.1821,pending,,,subjectivity,subjectivity,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,subjectivity,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
intersubjective,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,65,12.1495,41.53516,9.9137,pending,,,intersubjective,intersubjective,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,intersubjective,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
private,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,76,14.2056,37.987103,8.7451,pending,,,private,private,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,private,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
american,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,84,15.7009,35.103466,7.9015,pending,,,american,american,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,american,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
editor,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,60,11.215,32.599485,7.9301,pending,,,editor,editor,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,editor,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mitchell,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,47,8.785,27.916758,7.2114,pending,,,mitchell,mitchell,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mitchell,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychological,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,90,16.8224,26.620641,5.9015,pending,,,psychological,psychological,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychological,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
therapeutic,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,97,18.1308,25.605303,5.5846,pending,,,therapeutic,therapeutic,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,therapeutic,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
patient's,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,95,17.757,25.236093,5.529,pending,,,patient's,patient's,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,patient's,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personal,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,72,13.4579,24.314361,5.6671,pending,,,personal,personal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
gender,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,50,9.3458,23.55993,5.9921,pending,,,gender,gender,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,gender,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
countertransference,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,62,11.5888,23.53773,5.6811,pending,,,countertransference,countertransference,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,countertransference,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
director,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,46,8.5981,23.171626,6.0184,pending,,,director,director,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,director,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
international,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,61,11.4019,22.249523,5.391,pending,,,international,international,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,international,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mutual,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,43,8.0374,21.368592,5.6468,pending,,,mutual,mutual,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mutual,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
white,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,21.075477,5.5047,pending,,,white,white,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,white,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
northern,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,37,6.9159,20.027169,5.5056,pending,,,northern,northern,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,northern,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
medical,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,59,11.028,19.873202,4.8538,pending,,,medical,medical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,medical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
essay,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,19.198853,5.0145,pending,,,essay,essay,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,essay,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
president,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,38,7.1028,18.964738,5.1766,pending,,,president,president,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,president,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
social,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,73,13.6449,18.60792,4.3233,pending,,,social,social,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,social,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
aron,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,31,5.7944,18.591708,5.3644,pending,,,aron,aron,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,aron,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
alanson,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,32,5.9813,18.207648,5.2074,pending,,,alanson,alanson,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,alanson,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
position,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,55,10.2804,17.982535,4.4673,pending,,,position,position,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,position,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
cultural,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,16.861305,4.404,pending,,,cultural,cultural,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,cultural,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
massachusetts,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,35,6.5421,16.787463,4.6846,pending,,,massachusetts,massachusetts,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,massachusetts,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
harvard,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,32,5.9813,15.321202,4.3819,pending,,,harvard,harvard,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,harvard,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychiatry,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,62,11.5888,15.272124,3.6861,pending,,,psychiatry,psychiatry,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychiatry,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
intersubjectivity,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,30,5.6075,15.151401,4.4122,pending,,,intersubjectivity,intersubjectivity,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,intersubjectivity,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
context,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,60,11.215,14.818338,3.6047,pending,,,context,context,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,context,final_exclude,final_stop_term,False,discriminative_candidate_terms
desire,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,39,7.2897,14.678165,3.979,pending,,,desire,desire,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,desire,final_keep,protected_psychoanalytic_term,True,discriminative_candidate_terms
interpersonal,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,41,7.6636,14.180401,3.7939,pending,,,interpersonal,interpersonal,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,interpersonal,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
national,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,34,6.3551,13.942543,3.9216,pending,,,national,national,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,national,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
argue,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,32,5.9813,13.66751,3.9089,pending,,,argue,argue,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,argue,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
davies,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,24,4.486,13.609425,4.228,pending,,,davies,davies,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,davies,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
assistant,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,28,5.2336,13.424607,3.9868,pending,,,assistant,assistant,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,assistant,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
