rank_within_group,journal_key,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
92,psychoanalytic_dialogues,relational track,terms_bigram,1578,10586,25,1,1.5843,0.0094,1.5748,113.9829,5.130972,relational track,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,relational track,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
93,psychoanalytic_dialogues,jody davies,terms_bigram,1578,10586,25,1,1.5843,0.0094,1.5748,113.9829,5.130972,jody davies,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,jody davies,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
94,psychoanalytic_dialogues,director postdoctoral,terms_bigram,1578,10586,25,1,1.5843,0.0094,1.5748,113.9829,5.130972,director postdoctoral,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,director postdoctoral,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
96,psychoanalytic_dialogues,levine lauren,terms_bigram,1578,10586,24,0,1.5209,0.0,1.5209,328.5389,4.895629,levine lauren,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,levine lauren,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
97,psychoanalytic_dialogues,published routledge,terms_bigram,1578,10586,24,0,1.5209,0.0,1.5209,328.5389,4.895629,published routledge,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,published routledge,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
99,psychoanalytic_dialogues,relational study,terms_bigram,1578,10586,24,1,1.5209,0.0094,1.5115,109.513,4.865222,relational study,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,relational study,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
100,psychoanalytic_dialogues,board directors,terms_bigram,1578,10586,24,3,1.5209,0.0283,1.4926,46.9341,4.804408,board directors,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,board directors,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
1,psychoanalytic_psychology,united states,terms_bigram,1369,10795,90,176,6.5741,1.6304,4.9438,4.0406,22.300594,united states,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,united states,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
2,psychoanalytic_psychology,apa journal,terms_bigram,1369,10795,57,0,4.1636,0.0,4.1636,906.2336,16.906154,apa journal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,apa journal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
3,psychoanalytic_psychology,available online,terms_bigram,1369,10795,54,2,3.9445,0.0185,3.926,171.7904,15.732621,available online,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,available online,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
4,psychoanalytic_psychology,now available,terms_bigram,1369,10795,54,14,3.9445,0.1297,3.8148,29.619,15.287156,now available,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,now available,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
5,psychoanalytic_psychology,object relations,terms_bigram,1369,10795,96,399,7.0124,3.6962,3.3163,1.9035,15.170941,object relations,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,object relations,final_keep,protected_psychoanalytic_term,True,key_bigrams_by_journal
6,psychoanalytic_psychology,become available,terms_bigram,1369,10795,52,6,3.7984,0.0556,3.7428,63.6485,14.860055,become available,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,become available,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
7,psychoanalytic_psychology,online notification,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,online notification,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,online notification,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
8,psychoanalytic_psychology,know next,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,know next,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,know next,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
9,psychoanalytic_psychology,online like,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,online like,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,online like,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
10,psychoanalytic_psychology,available sign,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,available sign,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,available sign,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
11,psychoanalytic_psychology,online service,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,online service,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,online service,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
12,psychoanalytic_psychology,journal available,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,journal available,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,journal available,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
14,psychoanalytic_psychology,notification latest,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,notification latest,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,notification latest,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
16,psychoanalytic_psychology,service now,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,service now,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,service now,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
17,psychoanalytic_psychology,favorite apa,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021,favorite apa,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,favorite apa,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
19,psychoanalytic_psychology,interest become,terms_bigram,1369,10795,50,1,3.6523,0.0093,3.643,265.3032,14.323788,interest become,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,interest become,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
21,psychoanalytic_psychology,like know,terms_bigram,1369,10795,50,2,3.6523,0.0185,3.6338,159.1819,14.287365,like know,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,like know,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
24,psychoanalytic_psychology,personality disorder,terms_bigram,1369,10795,47,93,3.4332,0.8615,2.5717,4.0034,9.955385,personality disorder,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,personality disorder,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
26,psychoanalytic_psychology,reprints sent,terms_bigram,1369,10795,32,0,2.3375,0.0,2.3375,512.219,8.172991,reprints sent,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,reprints sent,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
27,psychoanalytic_psychology,requests reprints,terms_bigram,1369,10795,32,0,2.3375,0.0,2.3375,512.219,8.172991,requests reprints,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,requests reprints,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
28,psychoanalytic_psychology,therapeutic relationship,terms_bigram,1369,10795,41,99,2.9949,0.9171,2.0778,3.2868,7.766113,therapeutic relationship,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,therapeutic relationship,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
29,psychoanalytic_psychology,adult attachment,terms_bigram,1369,10795,31,22,2.2644,0.2038,2.0606,11.0324,7.141594,adult attachment,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,adult attachment,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
30,psychoanalytic_psychology,borderline personality,terms_bigram,1369,10795,35,71,2.5566,0.6577,1.8989,3.9126,6.80474,borderline personality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,borderline personality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
31,psychoanalytic_psychology,sign apa,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915,sign apa,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,sign apa,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
32,psychoanalytic_psychology,portal alerts,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915,portal alerts,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,portal alerts,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
33,psychoanalytic_psychology,apa portal,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915,apa portal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,apa portal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
34,psychoanalytic_psychology,alerts notified,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915,alerts notified,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,alerts notified,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
35,psychoanalytic_psychology,personality disorders,terms_bigram,1369,10795,34,85,2.4836,0.7874,1.6962,3.1798,6.03045,personality disorders,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,personality disorders,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
36,psychoanalytic_psychology,mental health,terms_bigram,1369,10795,59,319,4.3097,2.9551,1.3546,1.4675,5.546377,mental health,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,mental health,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
37,psychoanalytic_psychology,apa notified,terms_bigram,1369,10795,23,0,1.6801,0.0,1.6801,370.3737,5.339316,apa notified,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,apa notified,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
38,psychoanalytic_psychology,sign notify,terms_bigram,1369,10795,23,0,1.6801,0.0,1.6801,370.3737,5.339316,sign notify,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,sign notify,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
39,psychoanalytic_psychology,notify apa,terms_bigram,1369,10795,23,0,1.6801,0.0,1.6801,370.3737,5.339316,notify apa,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,notify apa,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
40,psychoanalytic_psychology,psychoanalytically oriented,terms_bigram,1369,10795,26,33,1.8992,0.3057,1.5935,6.2337,5.251914,psychoanalytically oriented,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychoanalytically oriented,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
41,psychoanalytic_psychology,reflective functioning,terms_bigram,1369,10795,24,20,1.7531,0.1853,1.5678,9.4179,5.046661,reflective functioning,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,reflective functioning,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
42,psychoanalytic_psychology,diagnostic manual,terms_bigram,1369,10795,22,5,1.607,0.0463,1.5607,32.2376,4.893549,diagnostic manual,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,diagnostic manual,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
43,psychoanalytic_psychology,personality organization,terms_bigram,1369,10795,26,45,1.8992,0.4169,1.4823,4.5896,4.88554,personality organization,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,personality organization,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
44,psychoanalytic_psychology,rome italy,terms_bigram,1369,10795,25,38,1.8262,0.352,1.4741,5.2194,4.802876,rome italy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,rome italy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
45,psychoanalytic_psychology,psychodynamic diagnostic,terms_bigram,1369,10795,21,5,1.534,0.0463,1.4876,30.8048,4.598385,psychodynamic diagnostic,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychodynamic diagnostic,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
46,psychoanalytic_psychology,mental disorders,terms_bigram,1369,10795,22,21,1.607,0.1945,1.4125,8.2468,4.428816,mental disorders,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,mental disorders,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
47,psychoanalytic_psychology,defense mechanisms,terms_bigram,1369,10795,24,41,1.7531,0.3798,1.3733,4.6522,4.420479,defense mechanisms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,defense mechanisms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
48,psychoanalytic_psychology,affect regulation,terms_bigram,1369,10795,23,35,1.6801,0.3242,1.3558,5.2165,4.308914,affect regulation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,affect regulation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
49,psychoanalytic_psychology,attachment style,terms_bigram,1369,10795,20,5,1.4609,0.0463,1.4146,29.372,4.306789,attachment style,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,attachment style,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
50,psychoanalytic_psychology,self psychology,terms_bigram,1369,10795,31,112,2.2644,1.0375,1.2269,2.2065,4.252143,self psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,self psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
51,psychoanalytic_psychology,orcid orcid,terms_bigram,1369,10795,20,7,1.4609,0.0648,1.3961,21.5395,4.250383,orcid orcid,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,orcid orcid,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
52,psychoanalytic_psychology,robert bornstein,terms_bigram,1369,10795,19,1,1.3879,0.0093,1.3786,102.4438,4.129949,robert bornstein,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,robert bornstein,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
53,psychoanalytic_psychology,social cognition,terms_bigram,1369,10795,19,4,1.3879,0.0371,1.3508,34.1479,4.046696,social cognition,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,social cognition,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
54,psychoanalytic_psychology,electronic sent,terms_bigram,1369,10795,18,0,1.3148,0.0,1.3148,291.5708,3.871432,electronic sent,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,electronic sent,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
55,psychoanalytic_psychology,statistical manual,terms_bigram,1369,10795,18,2,1.3148,0.0185,1.2963,58.3142,3.81688,statistical manual,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,statistical manual,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
56,psychoanalytic_psychology,diagnostic statistical,terms_bigram,1369,10795,18,2,1.3148,0.0185,1.2963,58.3142,3.81688,diagnostic statistical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,diagnostic statistical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
57,psychoanalytic_psychology,manual mental,terms_bigram,1369,10795,18,2,1.3148,0.0185,1.2963,58.3142,3.81688,manual mental,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,manual mental,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
58,psychoanalytic_psychology,results showed,terms_bigram,1369,10795,18,9,1.3148,0.0834,1.2315,15.3458,3.625948,results showed,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,results showed,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
59,psychoanalytic_psychology,professional psychology,terms_bigram,1369,10795,19,20,1.3879,0.1853,1.2026,7.4959,3.602678,professional psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,professional psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
60,psychoanalytic_psychology,via degli,terms_bigram,1369,10795,17,0,1.2418,0.0,1.2418,275.8102,3.589213,via degli,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,via degli,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
61,psychoanalytic_psychology,degli apuli,terms_bigram,1369,10795,17,0,1.2418,0.0,1.2418,275.8102,3.589213,degli apuli,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,degli apuli,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
63,psychoanalytic_psychology,covid pandemic,terms_bigram,1369,10795,21,41,1.534,0.3798,1.1542,4.0826,3.56756,covid pandemic,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,covid pandemic,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
64,psychoanalytic_psychology,frank summers,terms_bigram,1369,10795,17,4,1.2418,0.0371,1.2047,30.6456,3.482112,frank summers,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,frank summers,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
65,psychoanalytic_psychology,sense self,terms_bigram,1369,10795,24,78,1.7531,0.7226,1.0305,2.4595,3.317205,sense self,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,sense self,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
66,psychoanalytic_psychology,attachment styles,terms_bigram,1369,10795,16,3,1.1687,0.0278,1.1409,37.1499,3.232542,attachment styles,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,attachment styles,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
68,psychoanalytic_psychology,sidney blatt,terms_bigram,1369,10795,17,18,1.2418,0.1667,1.075,7.4543,3.107261,sidney blatt,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,sidney blatt,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
70,psychoanalytic_psychology,implications discussed,terms_bigram,1369,10795,16,8,1.1687,0.0741,1.0946,15.297,3.101314,implications discussed,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,implications discussed,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
71,psychoanalytic_psychology,francesco gazzillo,terms_bigram,1369,10795,15,0,1.0957,0.0,1.0957,244.2891,3.037899,francesco gazzillo,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,francesco gazzillo,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
72,psychoanalytic_psychology,apuli rome,terms_bigram,1369,10795,15,0,1.0957,0.0,1.0957,244.2891,3.037899,apuli rome,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,apuli rome,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
73,psychoanalytic_psychology,personality pathology,terms_bigram,1369,10795,16,11,1.1687,0.1019,1.0668,11.3065,3.022578,personality pathology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,personality pathology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
75,psychoanalytic_psychology,vittorio lingiardi,terms_bigram,1369,10795,15,7,1.0957,0.0648,1.0308,16.2859,2.85811,vittorio lingiardi,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,vittorio lingiardi,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
77,psychoanalytic_psychology,construct validity,terms_bigram,1369,10795,14,3,1.0226,0.0278,0.9949,32.6469,2.694114,construct validity,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,construct validity,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
78,psychoanalytic_psychology,posttraumatic stress,terms_bigram,1369,10795,14,5,1.0226,0.0463,0.9763,20.7753,2.643941,posttraumatic stress,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,posttraumatic stress,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
79,psychoanalytic_psychology,attachment interview,terms_bigram,1369,10795,15,17,1.0957,0.1575,0.9382,6.9797,2.60127,attachment interview,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,attachment interview,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
80,psychoanalytic_psychology,young adults,terms_bigram,1369,10795,15,20,1.0957,0.1853,0.9104,5.9583,2.524218,young adults,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,young adults,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
81,psychoanalytic_psychology,attachment anxiety,terms_bigram,1369,10795,13,0,0.9496,0.0,0.9496,212.7679,2.506044,attachment anxiety,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,attachment anxiety,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
82,psychoanalytic_psychology,chestnut hill,terms_bigram,1369,10795,17,41,1.2418,0.3798,0.862,3.323,2.491434,chestnut hill,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,chestnut hill,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
83,psychoanalytic_psychology,therapeutic action,terms_bigram,1369,10795,29,151,2.1183,1.3988,0.7195,1.5344,2.447294,therapeutic action,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,therapeutic action,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
84,psychoanalytic_psychology,manual pdm,terms_bigram,1369,10795,13,3,0.9496,0.0278,0.9218,30.3954,2.432703,manual pdm,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,manual pdm,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
85,psychoanalytic_psychology,over course,terms_bigram,1369,10795,18,53,1.3148,0.491,0.8239,2.725,2.425806,over course,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,over course,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
86,psychoanalytic_psychology,riverside drive,terms_bigram,1369,10795,15,24,1.0957,0.2223,0.8734,4.9855,2.421482,riverside drive,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,riverside drive,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
87,psychoanalytic_psychology,american psychological,terms_bigram,1369,10795,20,72,1.4609,0.667,0.7939,2.2282,2.417183,american psychological,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,american psychological,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
88,psychoanalytic_psychology,narcissistic personality,terms_bigram,1369,10795,17,44,1.2418,0.4076,0.8342,3.099,2.411108,narcissistic personality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,narcissistic personality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
89,psychoanalytic_psychology,frank lachmann,terms_bigram,1369,10795,14,15,1.0226,0.139,0.8837,7.3719,2.39308,frank lachmann,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,frank lachmann,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
90,psychoanalytic_psychology,austen riggs,terms_bigram,1369,10795,14,17,1.0226,0.1575,0.8652,6.5294,2.342907,austen riggs,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,austen riggs,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
91,psychoanalytic_psychology,empirical investigation,terms_bigram,1369,10795,13,8,0.9496,0.0741,0.8755,12.5158,2.310468,empirical investigation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,empirical investigation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
93,psychoanalytic_psychology,object representations,terms_bigram,1369,10795,19,67,1.3879,0.6207,0.7672,2.2765,2.298376,object representations,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,object representations,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
94,psychoanalytic_psychology,results indicate,terms_bigram,1369,10795,13,10,0.9496,0.0926,0.857,10.1318,2.261574,results indicate,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,results indicate,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
95,psychoanalytic_psychology,private practitioner,terms_bigram,1369,10795,12,0,0.8766,0.0,0.8766,197.0073,2.248312,private practitioner,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,private practitioner,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
97,psychoanalytic_psychology,african american,terms_bigram,1369,10795,13,11,0.9496,0.1019,0.8477,9.2508,2.237127,african american,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,african american,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
98,psychoanalytic_psychology,thematic apperception,terms_bigram,1369,10795,12,1,0.8766,0.0093,0.8673,65.6691,2.224552,thematic apperception,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,thematic apperception,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
99,psychoanalytic_psychology,apperception test,terms_bigram,1369,10795,12,1,0.8766,0.0093,0.8673,65.6691,2.224552,apperception test,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,apperception test,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
100,psychoanalytic_psychology,elliot jurist,terms_bigram,1369,10795,12,1,0.8766,0.0093,0.8673,65.6691,2.224552,elliot jurist,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,elliot jurist,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
1,psychoanalytic_psychotherapy,mental health,terms_bigram,870,11294,110,268,12.6437,2.3729,10.2707,5.3369,48.370345,mental health,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,mental health,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
2,psychoanalytic_psychotherapy,health service,terms_bigram,870,11294,47,14,5.4023,0.124,5.2783,42.4809,20.433512,health service,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,health service,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
3,psychoanalytic_psychotherapy,national health,terms_bigram,870,11294,41,7,4.7126,0.062,4.6507,71.7555,17.382645,national health,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,national health,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
4,psychoanalytic_psychotherapy,personality disorder,terms_bigram,870,11294,38,102,4.3678,0.9031,3.4647,4.8709,12.693075,personality disorder,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,personality disorder,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
5,psychoanalytic_psychotherapy,corresponding author,terms_bigram,870,11294,31,0,3.5632,0.0,3.5632,816.9747,12.349174,corresponding author,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,corresponding author,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
6,psychoanalytic_psychotherapy,public sector,terms_bigram,870,11294,31,4,3.5632,0.0354,3.5278,90.775,12.226428,public sector,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,public sector,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
7,psychoanalytic_psychotherapy,belsize lane,terms_bigram,870,11294,31,35,3.5632,0.3099,3.2533,11.5067,11.275146,belsize lane,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,belsize lane,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
