rank_within_group,journal_key,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
35,japa,address american,terms_bigram,2924,9240,31,3,1.0602,0.0325,1.0277,28.4338,3.56182,address american,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,address american,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
36,japa,midwinter meeting,terms_bigram,2924,9240,30,0,1.026,0.0,1.026,192.7183,3.523243,midwinter meeting,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,midwinter meeting,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
37,japa,mitchell wilson,terms_bigram,2924,9240,30,2,1.026,0.0216,1.0043,38.5437,3.448914,mitchell wilson,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,mitchell wilson,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
38,japa,otto kernberg,terms_bigram,2924,9240,39,38,1.3338,0.4113,0.9225,3.2414,3.403116,otto kernberg,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,otto kernberg,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
39,japa,hms harvard,terms_bigram,2924,9240,33,16,1.1286,0.1732,0.9554,6.4144,3.369193,hms harvard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,hms harvard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
41,japa,steven levy,terms_bigram,2924,9240,28,1,0.9576,0.0108,0.9468,60.027,3.188054,steven levy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,steven levy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
43,japa,kernberg otto,terms_bigram,2924,9240,34,25,1.1628,0.2706,0.8922,4.2744,3.172181,kernberg otto,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,kernberg otto,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
44,japa,bonnie litowitz,terms_bigram,2924,9240,28,2,0.9576,0.0216,0.9359,36.0162,3.151611,bonnie litowitz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,bonnie litowitz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
47,japa,columbia physicians,terms_bigram,2924,9240,29,8,0.9918,0.0866,0.9052,10.9647,3.078805,columbia physicians,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,columbia physicians,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
49,japa,glen gabbard,terms_bigram,2924,9240,36,35,1.2312,0.3788,0.8524,3.2483,3.077955,glen gabbard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,glen gabbard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
50,japa,ego functions,terms_bigram,2924,9240,43,61,1.4706,0.6602,0.8104,2.2346,3.066764,ego functions,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,ego functions,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
52,japa,transference neurosis,terms_bigram,2924,9240,48,82,1.6416,0.8874,0.7541,1.8573,2.934981,transference neurosis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,transference neurosis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
54,japa,blum hemlocks,terms_bigram,2924,9240,30,18,1.026,0.1948,0.8312,5.2086,2.854284,blum hemlocks,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,blum hemlocks,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
55,japa,hemlocks roslyn,terms_bigram,2924,9240,30,18,1.026,0.1948,0.8312,5.2086,2.854284,hemlocks roslyn,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,hemlocks roslyn,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
56,japa,attempt made,terms_bigram,2924,9240,44,70,1.5048,0.7576,0.7472,1.9942,2.844385,attempt made,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,attempt made,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
57,japa,judy kantrowitz,terms_bigram,2924,9240,27,8,0.9234,0.0866,0.8368,10.2213,2.78843,judy kantrowitz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,judy kantrowitz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
58,japa,stanley coen,terms_bigram,2924,9240,26,4,0.8892,0.0433,0.8459,18.6049,2.787958,stanley coen,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,stanley coen,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
59,japa,roslyn estates,terms_bigram,2924,9240,29,16,0.9918,0.1732,0.8186,5.6485,2.784329,roslyn estates,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,roslyn estates,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
61,japa,international universities,terms_bigram,2924,9240,27,11,0.9234,0.119,0.8043,7.5549,2.680242,international universities,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,international universities,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
62,japa,universities press,terms_bigram,2924,9240,27,11,0.9234,0.119,0.8043,7.5549,2.680242,universities press,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,universities press,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
63,japa,white plains,terms_bigram,2924,9240,32,31,1.0944,0.3355,0.7589,3.2596,2.653477,white plains,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,white plains,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
64,japa,journal american,terms_bigram,2924,9240,31,29,1.0602,0.3139,0.7463,3.3735,2.586613,journal american,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,journal american,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
65,japa,harvard medical,terms_bigram,2924,9240,46,84,1.5732,0.9091,0.6641,1.7386,2.55687,harvard medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,harvard medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
66,japa,defenses against,terms_bigram,2924,9240,27,15,0.9234,0.1623,0.7611,5.6052,2.535991,defenses against,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,defenses against,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
67,japa,submitted january,terms_bigram,2924,9240,23,0,0.7866,0.0,0.7866,148.4879,2.499837,submitted january,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,submitted january,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
68,japa,winter meeting,terms_bigram,2924,9240,23,0,0.7866,0.0,0.7866,148.4879,2.499837,winter meeting,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,winter meeting,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
69,japa,theodore shapiro,terms_bigram,2924,9240,24,5,0.8208,0.0541,0.7667,14.0733,2.467851,theodore shapiro,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,theodore shapiro,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
70,japa,defense mechanisms,terms_bigram,2924,9240,31,34,1.0602,0.368,0.6922,2.8846,2.399073,defense mechanisms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,defense mechanisms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
71,japa,unconscious fantasies,terms_bigram,2924,9240,37,56,1.2654,0.6061,0.6593,2.0969,2.398367,unconscious fantasies,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,unconscious fantasies,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
72,japa,ego ideal,terms_bigram,2924,9240,32,38,1.0944,0.4113,0.6831,2.667,2.38859,ego ideal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,ego ideal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
73,japa,submitted june,terms_bigram,2924,9240,22,0,0.7524,0.0,0.7524,142.1692,2.359127,submitted june,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,submitted june,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
74,japa,levy steven,terms_bigram,2924,9240,22,0,0.7524,0.0,0.7524,142.1692,2.359127,levy steven,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,levy steven,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
76,japa,roose steven,terms_bigram,2924,9240,23,5,0.7866,0.0541,0.7325,13.4989,2.327865,roose steven,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,roose steven,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
77,japa,object representations,terms_bigram,2924,9240,35,51,1.197,0.5519,0.645,2.1778,2.311522,object representations,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,object representations,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
78,japa,body image,terms_bigram,2924,9240,29,29,0.9918,0.3139,0.6779,3.1593,2.305805,body image,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,body image,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
79,japa,lawrence friedman,terms_bigram,2924,9240,23,6,0.7866,0.0649,0.7217,11.4221,2.29347,lawrence friedman,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,lawrence friedman,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
80,japa,reality testing,terms_bigram,2924,9240,33,45,1.1286,0.487,0.6416,2.3261,2.262435,reality testing,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,reality testing,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
81,japa,jacob arlow,terms_bigram,2924,9240,25,15,0.855,0.1623,0.6927,5.1976,2.256738,jacob arlow,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,jacob arlow,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
82,japa,weill cornell,terms_bigram,2924,9240,23,8,0.7866,0.0866,0.7,8.7346,2.224681,weill cornell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,weill cornell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
85,japa,human behavior,terms_bigram,2924,9240,23,10,0.7866,0.1082,0.6784,7.0709,2.155892,human behavior,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,human behavior,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
87,japa,psychic structure,terms_bigram,2924,9240,44,90,1.5048,0.974,0.5308,1.5535,2.020432,psychic structure,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychic structure,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
88,japa,litowitz bonnie,terms_bigram,2924,9240,20,2,0.684,0.0216,0.6623,25.9064,2.016538,litowitz bonnie,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,litowitz bonnie,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
89,japa,bloomingdale white,terms_bigram,2924,9240,25,22,0.855,0.2381,0.6169,3.5806,2.009913,bloomingdale white,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,bloomingdale white,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
90,japa,selfand object,terms_bigram,2924,9240,21,7,0.7182,0.0758,0.6424,9.0567,1.985799,selfand object,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,selfand object,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
91,japa,psychiatry harvard,terms_bigram,2924,9240,28,34,0.9576,0.368,0.5896,2.6099,1.985448,psychiatry harvard,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychiatry harvard,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
93,japa,psychiatry weill,terms_bigram,2924,9240,21,8,0.7182,0.0866,0.6316,7.9912,1.952346,psychiatry weill,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychiatry weill,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
94,japa,submitted december,terms_bigram,2924,9240,19,0,0.6498,0.0,0.6498,123.2133,1.946611,submitted december,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,submitted december,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
95,japa,editor japa,terms_bigram,2924,9240,19,0,0.6498,0.0,0.6498,123.2133,1.946611,editor japa,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,editor japa,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
97,japa,richard gottlieb,terms_bigram,2924,9240,19,1,0.6498,0.0108,0.639,41.0711,1.91419,richard gottlieb,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,richard gottlieb,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
99,japa,kent brookline,terms_bigram,2924,9240,20,6,0.684,0.0649,0.6191,9.964,1.88474,kent brookline,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,kent brookline,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
100,japa,rosemary balsam,terms_bigram,2924,9240,19,2,0.6498,0.0216,0.6281,24.6427,1.881769,rosemary balsam,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,rosemary balsam,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
1,psychoanalytic_dialogues,correspondence addressed,terms_bigram,1578,10586,374,34,23.7009,0.3212,23.3797,72.7819,138.569802,correspondence addressed,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,correspondence addressed,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
3,psychoanalytic_dialogues,training supervising,terms_bigram,1578,10586,193,286,12.2307,2.7017,9.529,4.5284,50.197369,training supervising,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,training supervising,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
6,psychoanalytic_dialogues,editor dialogues,terms_bigram,1578,10586,137,3,8.6819,0.0283,8.6535,263.4059,42.638169,editor dialogues,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,editor dialogues,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
8,psychoanalytic_dialogues,stephen mitchell,terms_bigram,1578,10586,127,8,8.0482,0.0756,7.9726,100.5731,38.683251,stephen mitchell,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,stephen mitchell,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
11,psychoanalytic_dialogues,associate editor,terms_bigram,1578,10586,122,19,7.7313,0.1795,7.5518,42.1204,36.340765,associate editor,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,associate editor,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
12,psychoanalytic_dialogues,nyu postdoctoral,terms_bigram,1578,10586,115,25,7.2877,0.2362,7.0515,30.3691,33.520155,nyu postdoctoral,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,nyu postdoctoral,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
13,psychoanalytic_dialogues,gender sexuality,terms_bigram,1578,10586,104,16,6.5906,0.1511,6.4395,42.4642,29.969075,gender sexuality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,gender sexuality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
15,psychoanalytic_dialogues,alanson white,terms_bigram,1578,10586,97,25,6.147,0.2362,5.9109,25.6363,27.101104,alanson white,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,alanson white,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
17,psychoanalytic_dialogues,william alanson,terms_bigram,1578,10586,95,25,6.0203,0.2362,5.7841,25.1104,26.400728,william alanson,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,william alanson,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
22,psychoanalytic_dialogues,relational studies,terms_bigram,1578,10586,73,0,4.6261,0.0,4.6261,985.6168,19.911074,relational studies,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,relational studies,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
23,psychoanalytic_dialogues,self psychology,terms_bigram,1578,10586,78,65,4.943,0.614,4.3289,8.0356,18.915109,self psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,self psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
26,psychoanalytic_dialogues,harvard medical,terms_bigram,1578,10586,69,61,4.3726,0.5762,3.7964,7.5771,16.128948,harvard medical,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,harvard medical,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
27,psychoanalytic_dialogues,editorial board,terms_bigram,1578,10586,64,36,4.0558,0.3401,3.7157,11.8483,15.51075,editorial board,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,editorial board,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
29,psychoanalytic_dialogues,american psychological,terms_bigram,1578,10586,60,32,3.8023,0.3023,3.5,12.4814,14.388039,american psychological,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,american psychological,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
32,psychoanalytic_dialogues,board member,terms_bigram,1578,10586,52,9,3.2953,0.085,3.2103,37.0533,12.745799,board member,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,board member,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
36,psychoanalytic_dialogues,lewis aron,terms_bigram,1578,10586,48,8,3.0418,0.0756,2.9663,38.2572,11.544126,lewis aron,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,lewis aron,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
38,psychoanalytic_dialogues,member international,terms_bigram,1578,10586,47,9,2.9785,0.085,2.8934,33.5244,11.201072,member international,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,member international,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
39,psychoanalytic_dialogues,editorial boards,terms_bigram,1578,10586,46,10,2.9151,0.0945,2.8206,29.693,10.859796,editorial boards,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,editorial boards,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
40,psychoanalytic_dialogues,international journal,terms_bigram,1578,10586,57,100,3.6122,0.9446,2.6675,3.8361,10.831327,international journal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,international journal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
41,psychoanalytic_dialogues,maintains private,terms_bigram,1578,10586,44,4,2.7883,0.0378,2.7506,66.3038,10.47043,maintains private,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,maintains private,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
42,psychoanalytic_dialogues,relational perspectives,terms_bigram,1578,10586,44,8,2.7883,0.0756,2.7128,35.102,10.326593,relational perspectives,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,relational perspectives,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
43,psychoanalytic_dialogues,lauren levine,terms_bigram,1578,10586,43,0,2.725,0.0,2.725,583.3243,10.311797,lauren levine,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,lauren levine,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
44,psychoanalytic_dialogues,stephen hartman,terms_bigram,1578,10586,43,0,2.725,0.0,2.725,583.3243,10.311797,stephen hartman,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,stephen hartman,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
46,psychoanalytic_dialogues,past president,terms_bigram,1578,10586,43,14,2.725,0.1323,2.5927,20.1146,9.811337,past president,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,past president,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
47,psychoanalytic_dialogues,adrienne harris,terms_bigram,1578,10586,44,25,2.7883,0.2362,2.5522,11.7007,9.715283,adrienne harris,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,adrienne harris,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
49,psychoanalytic_dialogues,personal supervising,terms_bigram,1578,10586,41,11,2.5982,0.1039,2.4943,24.1959,9.322925,personal supervising,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,personal supervising,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
50,psychoanalytic_dialogues,therapeutic action,terms_bigram,1578,10586,55,125,3.4854,1.1808,2.3046,2.9651,9.276905,therapeutic action,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,therapeutic action,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
51,psychoanalytic_dialogues,relational perspective,terms_bigram,1578,10586,39,16,2.4715,0.1511,2.3203,16.0511,8.559454,relational perspective,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,relational perspective,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
53,psychoanalytic_dialogues,psychoanalyst private,terms_bigram,1578,10586,36,1,2.2814,0.0094,2.2719,163.152,8.203725,psychoanalyst private,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychoanalyst private,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
54,psychoanalytic_dialogues,mental health,terms_bigram,1578,10586,75,303,4.7529,2.8623,1.8906,1.6679,8.187601,mental health,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,mental health,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
55,psychoanalytic_dialogues,private correspondence,terms_bigram,1578,10586,36,2,2.2814,0.0189,2.2625,97.8912,8.169615,private correspondence,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,private correspondence,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
59,psychoanalytic_dialogues,founding member,terms_bigram,1578,10586,35,4,2.218,0.0378,2.1802,52.894,7.81283,founding member,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,founding member,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
61,psychoanalytic_dialogues,jack foehl,terms_bigram,1578,10586,34,0,2.1546,0.0,2.1546,462.6365,7.660446,jack foehl,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,jack foehl,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
62,psychoanalytic_dialogues,editor studies,terms_bigram,1578,10586,34,2,2.1546,0.0189,2.1357,92.5273,7.593275,editor studies,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,editor studies,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
64,psychoanalytic_dialogues,stephen seligman,terms_bigram,1578,10586,34,10,2.1546,0.0945,2.0602,22.0303,7.324592,stephen seligman,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,stephen seligman,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
67,psychoanalytic_dialogues,supervising william,terms_bigram,1578,10586,32,7,2.0279,0.0661,1.9618,29.0545,6.859303,supervising william,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,supervising william,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
68,psychoanalytic_dialogues,president international,terms_bigram,1578,10586,33,16,2.0913,0.1511,1.9401,13.6129,6.841533,president international,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,president international,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
69,psychoanalytic_dialogues,national training,terms_bigram,1578,10586,31,1,1.9645,0.0094,1.9551,140.8024,6.775741,national training,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,national training,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
70,psychoanalytic_dialogues,mitchell relational,terms_bigram,1578,10586,31,2,1.9645,0.0189,1.9456,84.4814,6.743002,mitchell relational,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,mitchell relational,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
71,psychoanalytic_dialogues,supervisor postdoctoral,terms_bigram,1578,10586,32,11,2.0279,0.1039,1.924,18.9486,6.727185,supervisor postdoctoral,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,supervisor postdoctoral,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
76,psychoanalytic_dialogues,consulting room,terms_bigram,1578,10586,42,99,2.6616,0.9352,1.7264,2.8639,6.493334,consulting room,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,consulting room,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
79,psychoanalytic_dialogues,joint editor-in-chief,terms_bigram,1578,10586,28,0,1.7744,0.0,1.7744,382.178,5.974923,joint editor-in-chief,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,joint editor-in-chief,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
80,psychoanalytic_dialogues,child adolescent,terms_bigram,1578,10586,36,67,2.2814,0.6329,1.6485,3.6256,5.952444,child adolescent,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,child adolescent,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
81,psychoanalytic_dialogues,white adjunct,terms_bigram,1578,10586,28,1,1.7744,0.0094,1.765,127.3927,5.943114,white adjunct,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,white adjunct,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
84,psychoanalytic_dialogues,contributing editor,terms_bigram,1578,10586,27,1,1.711,0.0094,1.7016,122.9227,5.670013,contributing editor,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,contributing editor,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
85,psychoanalytic_dialogues,muriel dimen,terms_bigram,1578,10586,27,6,1.711,0.0567,1.6543,28.3668,5.512626,muriel dimen,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,muriel dimen,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
87,psychoanalytic_dialogues,amy schwartz,terms_bigram,1578,10586,26,0,1.6477,0.0,1.6477,355.3585,5.430403,amy schwartz,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,amy schwartz,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
88,psychoanalytic_dialogues,schwartz cooney,terms_bigram,1578,10586,26,0,1.6477,0.0,1.6477,355.3585,5.430403,schwartz cooney,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,schwartz cooney,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
89,psychoanalytic_dialogues,tel aviv,terms_bigram,1578,10586,30,37,1.9011,0.3495,1.5516,5.4533,5.328252,tel aviv,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,tel aviv,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
90,psychoanalytic_dialogues,advisory board,terms_bigram,1578,10586,26,6,1.6477,0.0567,1.591,27.3353,5.243599,advisory board,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,advisory board,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
91,psychoanalytic_dialogues,psychologist psychoanalyst,terms_bigram,1578,10586,26,6,1.6477,0.0567,1.591,27.3353,5.243599,psychologist psychoanalyst,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal,,,psychologist psychoanalyst,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal
