rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
15,ijpa,2010-2025,che,terms_unigram,1221,10943,104,2,8.5176,0.0183,8.4993,374.3529,39.555554,che,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,che,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
16,ijpa,2010-2025,freud's,terms_unigram,1221,10943,250,1466,20.475,13.3967,7.0783,1.5298,39.110971,freud's,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,freud's,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
17,ijpa,2010-2025,thinking,terms_unigram,1221,10943,201,996,16.4619,9.1017,7.3602,1.8109,39.069952,thinking,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,thinking,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
19,ijpa,2010-2025,world,terms_unigram,1221,10943,227,1258,18.5913,11.4959,7.0954,1.6189,38.523298,world,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,world,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
21,ijpa,2010-2025,que,terms_unigram,1221,10943,102,16,8.3538,0.1462,8.2076,55.6346,38.039984,que,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,que,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
25,ijpa,2010-2025,von,terms_unigram,1221,10943,96,49,7.8624,0.4478,7.4146,17.4593,33.919803,von,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,von,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
29,ijpa,2010-2025,qui,terms_unigram,1221,10943,87,3,7.1253,0.0274,7.0979,223.8953,31.779655,qui,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,qui,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
30,ijpa,2010-2025,como,terms_unigram,1221,10943,86,6,7.0434,0.0548,6.9886,119.1812,31.210345,como,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,como,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
34,ijpa,2010-2025,come,terms_unigram,1221,10943,151,690,12.3669,6.3054,6.0615,1.965,30.45231,come,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,come,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
35,ijpa,2010-2025,unconscious,terms_unigram,1221,10943,262,1767,21.4578,16.1473,5.3105,1.3301,29.590995,unconscious,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,unconscious,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
36,ijpa,2010-2025,als,terms_unigram,1221,10943,82,5,6.7158,0.0457,6.6701,134.3372,29.474177,als,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,als,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
37,ijpa,2010-2025,mit,terms_unigram,1221,10943,82,15,6.7158,0.1371,6.5787,47.668,29.070372,mit,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,mit,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
38,ijpa,2010-2025,internal,terms_unigram,1221,10943,157,783,12.8583,7.1553,5.7031,1.8003,28.872252,internal,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,internal,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
39,ijpa,2010-2025,cui,terms_unigram,1221,10943,80,0,6.552,0.0,6.552,1441.8854,28.79246,cui,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,cui,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
40,ijpa,2010-2025,germany,terms_unigram,1221,10943,94,151,7.6986,1.3799,6.3187,5.5863,28.774719,germany,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,germany,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
41,ijpa,2010-2025,par,terms_unigram,1221,10943,79,20,6.4701,0.1828,6.2873,34.7311,27.551297,par,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,par,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
42,ijpa,2010-2025,art,terms_unigram,1221,10943,102,279,8.3538,2.5496,5.8042,3.2843,26.901048,art,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,art,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
44,ijpa,2010-2025,notion,terms_unigram,1221,10943,106,327,8.6814,2.9882,5.6932,2.9123,26.603335,notion,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,notion,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
45,ijpa,2010-2025,auf,terms_unigram,1221,10943,75,5,6.1425,0.0457,6.0968,122.9388,26.403679,auf,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,auf,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
47,ijpa,2010-2025,nel,terms_unigram,1221,10943,73,0,5.9787,0.0,5.9787,1316.5041,25.73274,nel,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,nel,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
48,ijpa,2010-2025,sich,terms_unigram,1221,10943,73,2,5.9787,0.0183,5.9604,263.3008,25.654076,sich,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,sich,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
51,ijpa,2010-2025,est,terms_unigram,1221,10943,72,13,5.8968,0.1188,5.778,48.096,24.790311,est,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,est,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
53,ijpa,2010-2025,werden,terms_unigram,1221,10943,70,1,5.733,0.0091,5.7239,420.9231,24.399015,werden,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,werden,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
54,ijpa,2010-2025,questo,terms_unigram,1221,10943,69,0,5.6511,0.0,5.6511,1244.8576,24.008695,questo,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,questo,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
55,ijpa,2010-2025,alla,terms_unigram,1221,10943,69,4,5.6511,0.0366,5.6146,138.3175,23.8534,alla,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,alla,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
56,ijpa,2010-2025,war,terms_unigram,1221,10943,91,244,7.4529,2.2297,5.2232,3.3516,23.618077,war,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,war,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
57,ijpa,2010-2025,psychoanalysts,terms_unigram,1221,10943,133,672,10.8927,6.1409,4.7518,1.7778,23.27355,psychoanalysts,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psychoanalysts,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
58,ijpa,2010-2025,order,terms_unigram,1221,10943,155,888,12.6945,8.1148,4.5797,1.5674,23.127008,order,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,order,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
61,ijpa,2010-2025,dass,terms_unigram,1221,10943,65,2,5.3235,0.0183,5.3052,234.6422,22.227077,dass,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,dass,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
62,ijpa,2010-2025,bion,terms_unigram,1221,10943,83,197,6.7977,1.8002,4.9975,3.7864,22.14287,bion,candidate_concept,protected_theoretical_name,True,key_terms_by_journal_period,,,bion,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
64,ijpa,2010-2025,son,terms_unigram,1221,10943,76,129,6.2244,1.1788,5.0456,5.2905,21.916976,son,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,son,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
65,ijpa,2010-2025,ist,terms_unigram,1221,10943,64,6,5.2416,0.0548,5.1868,88.8692,21.65161,ist,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,ist,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
66,ijpa,2010-2025,l'auteur,terms_unigram,1221,10943,63,0,5.1597,0.0,5.1597,1137.3879,21.458611,l'auteur,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,l'auteur,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
67,ijpa,2010-2025,culo,terms_unigram,1221,10943,62,3,5.0778,0.0274,5.0504,159.9252,20.924447,culo,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,culo,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
68,ijpa,2010-2025,tre,terms_unigram,1221,10943,62,6,5.0778,0.0548,5.023,86.1136,20.810864,tre,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,tre,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
69,ijpa,2010-2025,italy,terms_unigram,1221,10943,79,193,6.4701,1.7637,4.7064,3.6795,20.623666,italy,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,italy,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
70,ijpa,2010-2025,death,terms_unigram,1221,10943,121,620,9.9099,5.6657,4.2442,1.7536,20.389166,death,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,death,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
71,ijpa,2010-2025,comme,terms_unigram,1221,10943,60,3,4.914,0.0274,4.8866,154.8076,20.088156,comme,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,comme,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
75,ijpa,2010-2025,thought,terms_unigram,1221,10943,162,1035,13.2678,9.4581,3.8097,1.4054,19.405722,thought,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,thought,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
76,ijpa,2010-2025,reading,terms_unigram,1221,10943,91,348,7.4529,3.1801,4.2728,2.3514,19.320663,reading,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,reading,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
77,ijpa,2010-2025,este,terms_unigram,1221,10943,58,4,4.7502,0.0366,4.7137,116.4255,19.220091,este,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,este,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
79,ijpa,2010-2025,cet,terms_unigram,1221,10943,57,1,4.6683,0.0091,4.6592,343.3061,18.91828,cet,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,cet,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
80,ijpa,2010-2025,text,terms_unigram,1221,10943,72,164,5.8968,1.4987,4.3981,3.9471,18.870002,text,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,text,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
81,ijpa,2010-2025,bion's,terms_unigram,1221,10943,70,150,5.733,1.3707,4.3623,4.1952,18.594945,bion's,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,bion's,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
82,ijpa,2010-2025,wie,terms_unigram,1221,10943,56,1,4.5864,0.0091,4.5773,337.3355,18.506122,wie,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,wie,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
83,ijpa,2010-2025,tra,terms_unigram,1221,10943,56,1,4.5864,0.0091,4.5773,337.3355,18.506122,tra,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,tra,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
84,ijpa,2010-2025,setting,terms_unigram,1221,10943,96,423,7.8624,3.8655,3.9969,2.0407,18.284768,setting,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,setting,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
85,ijpa,2010-2025,tica,terms_unigram,1221,10943,56,8,4.5864,0.0731,4.5133,59.5298,18.247497,tica,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,tica,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
87,ijpa,2010-2025,wird,terms_unigram,1221,10943,55,1,4.5045,0.0091,4.4954,331.365,18.09543,wird,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,wird,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
88,ijpa,2010-2025,cette,terms_unigram,1221,10943,55,2,4.5045,0.0183,4.4862,198.819,18.058645,cette,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,cette,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
90,ijpa,2010-2025,psyche,terms_unigram,1221,10943,77,240,6.3063,2.1932,4.1131,2.886,17.919681,psyche,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psyche,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
91,ijpa,2010-2025,lisis,terms_unigram,1221,10943,55,6,4.5045,0.0548,4.4497,76.4688,17.911507,lisis,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,lisis,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
93,ijpa,2010-2025,mind,terms_unigram,1221,10943,183,1269,14.9877,11.5965,3.3913,1.2945,17.685206,mind,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,mind,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
94,ijpa,2010-2025,sobre,terms_unigram,1221,10943,54,6,4.4226,0.0548,4.3678,75.091,17.503129,sobre,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,sobre,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
96,ijpa,2010-2025,dei,terms_unigram,1221,10943,55,26,4.5045,0.2376,4.2669,18.7565,17.175812,dei,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,dei,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
97,ijpa,2010-2025,diese,terms_unigram,1221,10943,52,0,4.2588,0.0,4.2588,940.3601,16.908696,diese,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,diese,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
98,ijpa,2010-2025,modo,terms_unigram,1221,10943,52,2,4.2588,0.0183,4.2405,188.072,16.836133,modo,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,modo,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
99,ijpa,2010-2025,space,terms_unigram,1221,10943,95,448,7.7805,4.0939,3.6866,1.907,16.826773,space,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,space,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
100,ijpa,2010-2025,entre,terms_unigram,1221,10943,52,3,4.2588,0.0274,4.2314,134.3372,16.799851,entre,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,entre,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
2,japa,1946-1969,ego,terms_unigram,538,11626,189,1341,35.1301,11.5345,23.5956,3.0472,123.806785,ego,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,ego,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
3,japa,1946-1969,submitted,terms_unigram,538,11626,141,282,26.2082,2.4256,23.7826,10.8048,117.862357,submitted,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,submitted,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
6,japa,1946-1969,american,terms_unigram,538,11626,130,861,24.1636,7.4058,16.7578,3.2676,81.697359,american,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,american,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
7,japa,1946-1969,meeting,terms_unigram,538,11626,99,400,18.4015,3.4406,14.9609,5.3592,68.897595,meeting,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,meeting,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
8,japa,1946-1969,freud,terms_unigram,538,11626,161,2189,29.9257,18.8285,11.0972,1.5911,56.457884,freud,candidate_concept,protected_theoretical_name,True,key_terms_by_journal_period,,,freud,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
9,japa,1946-1969,december,terms_unigram,538,11626,71,177,13.197,1.5224,11.6746,8.6893,49.928265,december,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,december,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
10,japa,1946-1969,early,terms_unigram,538,11626,129,1691,23.9777,14.545,9.4327,1.6515,45.91404,early,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,early,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
11,japa,1946-1969,behavior,terms_unigram,538,11626,69,337,12.8253,2.8987,9.9266,4.4421,42.173127,behavior,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,behavior,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
14,japa,1946-1969,defense,terms_unigram,538,11626,63,264,11.71,2.2708,9.4393,5.1788,39.256799,defense,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,defense,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
18,japa,1946-1969,attempt,terms_unigram,538,11626,82,868,15.2416,7.466,7.7756,2.0491,34.359187,attempt,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,attempt,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
20,japa,1946-1969,read,terms_unigram,538,11626,63,442,11.71,3.8018,7.9082,3.0956,32.889336,read,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,read,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
21,japa,1946-1969,object,terms_unigram,538,11626,115,1763,21.3755,15.1643,6.2112,1.4128,29.525394,object,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,object,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
22,japa,1946-1969,functions,terms_unigram,538,11626,64,592,11.8959,5.092,6.8039,2.3483,28.402012,functions,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,functions,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
24,japa,1946-1969,dreams,terms_unigram,538,11626,60,521,11.1524,4.4813,6.6711,2.5025,27.423974,dreams,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,dreams,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
26,japa,1946-1969,period,terms_unigram,538,11626,61,565,11.3383,4.8598,6.4785,2.346,26.737611,period,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,period,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
27,japa,1946-1969,dream,terms_unigram,538,11626,59,519,10.9665,4.4641,6.5024,2.4706,26.62311,dream,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,dream,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
29,japa,1946-1969,instinctual,terms_unigram,538,11626,50,301,9.2937,2.589,6.7047,3.6131,26.361537,instinctual,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,instinctual,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
32,japa,1946-1969,nature,terms_unigram,538,11626,91,1303,16.9145,11.2076,5.7069,1.5142,25.805215,nature,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,nature,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
33,japa,1946-1969,annual,terms_unigram,538,11626,42,120,7.8067,1.0322,6.7745,7.6082,25.480334,annual,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,annual,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
34,japa,1946-1969,function,terms_unigram,538,11626,76,977,14.1264,8.4036,5.7228,1.6882,24.858799,function,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,function,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
38,japa,1946-1969,great,terms_unigram,538,11626,64,746,11.8959,6.4167,5.4793,1.8638,22.872547,great,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,great,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
40,japa,1946-1969,defensive,terms_unigram,538,11626,52,473,9.6654,4.0685,5.597,2.3918,22.221566,defensive,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,defensive,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
41,japa,1946-1969,observations,terms_unigram,538,11626,55,564,10.223,4.8512,5.3719,2.1208,21.623596,observations,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,observations,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
42,japa,1946-1969,against,terms_unigram,538,11626,74,1025,13.7546,8.8164,4.9382,1.5671,21.320624,against,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,against,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
44,japa,1946-1969,phenomena,terms_unigram,538,11626,61,725,11.3383,6.236,5.1023,1.8286,21.057743,phenomena,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,phenomena,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
46,japa,1946-1969,midwinter,terms_unigram,538,11626,32,5,5.948,0.043,5.9049,127.4675,20.646697,midwinter,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,midwinter,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
47,japa,1946-1969,defenses,terms_unigram,538,11626,38,177,7.0632,1.5224,5.5407,4.6789,20.298869,defenses,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,defenses,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
48,japa,1946-1969,phase,terms_unigram,538,11626,48,434,8.9219,3.733,5.1889,2.4079,20.194348,phase,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,phase,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
49,japa,1946-1969,phenomenon,terms_unigram,538,11626,50,488,9.2937,4.1975,5.0962,2.23,20.037338,phenomenon,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,phenomenon,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
50,japa,1946-1969,superego,terms_unigram,538,11626,45,371,8.3643,3.1911,5.1732,2.642,19.806285,superego,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,superego,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
51,japa,1946-1969,fact,terms_unigram,538,11626,72,1021,13.3829,8.782,4.6009,1.531,19.739801,fact,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,fact,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
54,japa,1946-1969,terms,terms_unigram,538,11626,72,1039,13.3829,8.9369,4.446,1.5045,19.075528,terms,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,terms,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
55,japa,1946-1969,body,terms_unigram,538,11626,60,773,11.1524,6.6489,4.5035,1.6872,18.513427,body,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,body,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
58,japa,1946-1969,formation,terms_unigram,538,11626,48,520,8.9219,4.4727,4.4492,2.01,17.315485,formation,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,formation,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
60,japa,1946-1969,occur,terms_unigram,538,11626,41,350,7.6208,3.0105,4.6103,2.5541,17.231868,occur,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,occur,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
61,japa,1946-1969,infantile,terms_unigram,538,11626,46,475,8.5502,4.0857,4.4645,2.1095,17.189045,infantile,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,infantile,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
62,japa,1946-1969,relatively,terms_unigram,538,11626,38,282,7.0632,2.4256,4.6376,2.9398,16.990131,relatively,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,relatively,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
65,japa,1946-1969,man,terms_unigram,538,11626,57,750,10.5948,6.4511,4.1437,1.6527,16.82541,man,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,man,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
66,japa,1946-1969,any,terms_unigram,538,11626,84,1375,15.6134,11.8269,3.7864,1.3252,16.821847,any,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,any,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
67,japa,1946-1969,mother,terms_unigram,538,11626,66,963,12.2677,8.2832,3.9845,1.4888,16.753596,mother,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,mother,final_keep,protected_psychoanalytic_term,True,key_terms_by_journal_period
68,japa,1946-1969,normal,terms_unigram,538,11626,47,515,8.7361,4.4297,4.3063,1.9877,16.670681,normal,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,normal,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
70,japa,1946-1969,attempted,terms_unigram,538,11626,35,218,6.5056,1.8751,4.6305,3.5047,16.593372,attempted,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,attempted,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
71,japa,1946-1969,communication,terms_unigram,538,11626,49,569,9.1078,4.8942,4.2136,1.875,16.483716,communication,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,communication,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
72,japa,1946-1969,fantasies,terms_unigram,538,11626,47,523,8.7361,4.4985,4.2375,1.9573,16.404298,fantasies,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,fantasies,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
73,japa,1946-1969,frequently,terms_unigram,538,11626,40,355,7.4349,3.0535,4.3814,2.4575,16.270806,frequently,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,frequently,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
76,japa,1946-1969,deal,terms_unigram,538,11626,42,414,7.8067,3.561,4.2457,2.2118,15.968955,deal,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,deal,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
77,japa,1946-1969,psychiatry,terms_unigram,538,11626,63,918,11.71,7.8961,3.8139,1.4913,15.86174,psychiatry,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,psychiatry,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
78,japa,1946-1969,course,terms_unigram,538,11626,66,989,12.2677,8.5068,3.7609,1.4497,15.813272,course,candidate_concept,kept_for_semantic_review,True,key_terms_by_journal_period,,,course,final_keep,kept_after_final_cleanup,True,key_terms_by_journal_period
