rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
16,1946-1969,defence mechanisms,terms_bigram,1743,10421,40,45,2.2949,0.4318,1.8631,5.3192,6.918658,defence mechanisms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,defence mechanisms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
17,1946-1969,ego superego,terms_bigram,1743,10421,43,69,2.467,0.6621,1.8049,3.7403,6.830032,ego superego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego superego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
18,1946-1969,external world,terms_bigram,1743,10421,43,76,2.467,0.7293,1.7377,3.3981,6.57584,external world,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,external world,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
19,1946-1969,transference neurosis,terms_bigram,1743,10421,44,86,2.5244,0.8253,1.6991,3.0743,6.468001,transference neurosis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,transference neurosis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
20,1946-1969,attempt made,terms_bigram,1743,10421,42,72,2.4096,0.6909,1.7187,3.5031,6.464472,attempt made,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,attempt made,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
21,1946-1969,object relationship,terms_bigram,1743,10421,38,52,2.1801,0.499,1.6812,4.3823,6.159021,object relationship,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,object relationship,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
22,1946-1969,great deal,terms_bigram,1743,10421,39,70,2.2375,0.6717,1.5658,3.3482,5.776051,great deal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,great deal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
23,1946-1969,heinz hartmann,terms_bigram,1743,10421,31,13,1.7785,0.1247,1.6538,13.9438,5.731615,heinz hartmann,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,heinz hartmann,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
24,1946-1969,instinctual drives,terms_bigram,1743,10421,33,29,1.8933,0.2783,1.615,6.7862,5.695084,instinctual drives,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,instinctual drives,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
25,1946-1969,beverly hills,terms_bigram,1743,10421,34,43,1.9507,0.4126,1.538,4.7395,5.468237,beverly hills,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,beverly hills,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
26,1946-1969,well known,terms_bigram,1743,10421,38,77,2.1801,0.7389,1.4413,2.9687,5.280132,well known,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,well known,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
27,1946-1969,symptom formation,terms_bigram,1743,10421,30,21,1.7212,0.2015,1.5197,8.4775,5.218473,symptom formation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,symptom formation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
28,1946-1969,castration anxiety,terms_bigram,1743,10421,33,48,1.8933,0.4606,1.4327,4.1277,5.052143,castration anxiety,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,castration anxiety,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
29,1946-1969,phyllis greenacre,terms_bigram,1743,10421,27,7,1.5491,0.0672,1.4819,21.9117,4.937932,phyllis greenacre,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,phyllis greenacre,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
30,1946-1969,defence against,terms_bigram,1743,10421,34,61,1.9507,0.5854,1.3653,3.3523,4.854128,defence against,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,defence against,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
31,1946-1969,midwinter meeting,terms_bigram,1743,10421,26,4,1.4917,0.0384,1.4533,35.1915,4.78983,midwinter meeting,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,midwinter meeting,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
32,1946-1969,very early,terms_bigram,1743,10421,33,57,1.8933,0.547,1.3463,3.4816,4.747592,very early,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,very early,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
33,1946-1969,lampl-de groot,terms_bigram,1743,10421,26,6,1.4917,0.0576,1.4341,24.3634,4.726576,lampl-de groot,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,lampl-de groot,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
34,1946-1969,human mind,terms_bigram,1743,10421,31,46,1.7785,0.4414,1.3371,4.0482,4.634127,human mind,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,human mind,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
35,1946-1969,psycho-analytic technique,terms_bigram,1743,10421,25,7,1.4343,0.0672,1.3671,20.3181,4.454263,psycho-analytic technique,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psycho-analytic technique,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
36,1946-1969,oedipus complex,terms_bigram,1743,10421,51,190,2.926,1.8232,1.1027,1.6155,4.357227,oedipus complex,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,oedipus complex,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
37,1946-1969,reality testing,terms_bigram,1743,10421,30,48,1.7212,0.4606,1.2606,3.7581,4.328754,reality testing,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,reality testing,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
38,1946-1969,functions ego,terms_bigram,1743,10421,25,16,1.4343,0.1535,1.2808,9.2355,4.172881,functions ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,functions ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
39,1946-1969,ernst kris,terms_bigram,1743,10421,24,9,1.3769,0.0864,1.2906,15.4116,4.154192,ernst kris,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ernst kris,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
40,1946-1969,members international,terms_bigram,1743,10421,23,4,1.3196,0.0384,1.2812,31.2076,4.071659,members international,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,members international,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
42,1946-1969,love object,terms_bigram,1743,10421,27,35,1.5491,0.3359,1.2132,4.6292,4.042607,love object,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,love object,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
43,1946-1969,transference situation,terms_bigram,1743,10421,25,22,1.4343,0.2111,1.2232,6.7727,3.985292,transference situation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,transference situation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
44,1946-1969,submitted march,terms_bigram,1743,10421,23,9,1.3196,0.0864,1.2332,14.7825,3.919176,submitted march,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,submitted march,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
45,1946-1969,mental life,terms_bigram,1743,10421,42,143,2.4096,1.3722,1.0374,1.7699,3.901904,mental life,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,mental life,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
46,1946-1969,michael balint,terms_bigram,1743,10421,23,10,1.3196,0.096,1.2236,13.3747,3.888679,michael balint,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,michael balint,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
47,1946-1969,shall attempt,terms_bigram,1743,10421,24,18,1.3769,0.1727,1.2042,7.9141,3.876197,shall attempt,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,shall attempt,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
49,1946-1969,freud himself,terms_bigram,1743,10421,29,59,1.6638,0.5662,1.0976,2.9628,3.733268,freud himself,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,freud himself,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
50,1946-1969,psychic apparatus,terms_bigram,1743,10421,27,47,1.5491,0.451,1.098,3.4597,3.658897,psychic apparatus,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychic apparatus,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
51,1946-1969,early ego,terms_bigram,1743,10421,22,13,1.2622,0.1247,1.1374,9.9599,3.566448,early ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,early ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
52,1946-1969,news notes,terms_bigram,1743,10421,20,0,1.1474,0.0,1.1474,245.0126,3.493428,news notes,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,news notes,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
53,1946-1969,interpretation dreams,terms_bigram,1743,10421,29,67,1.6638,0.6429,1.0209,2.6117,3.472165,interpretation dreams,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,interpretation dreams,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
54,1946-1969,function ego,terms_bigram,1743,10421,22,17,1.2622,0.1631,1.0991,7.6833,3.446095,function ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,function ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
55,1946-1969,carried out,terms_bigram,1743,10421,32,91,1.8359,0.8732,0.9627,2.1226,3.366012,carried out,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,carried out,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
56,1946-1969,even though,terms_bigram,1743,10421,31,85,1.7785,0.8157,0.9629,2.2017,3.337095,even though,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,even though,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
57,1946-1969,ego function,terms_bigram,1743,10421,22,21,1.2622,0.2015,1.0607,6.2539,3.325742,ego function,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego function,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
58,1946-1969,psycho-analytic study,terms_bigram,1743,10421,20,6,1.1474,0.0576,1.0899,18.8471,3.318136,psycho-analytic study,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psycho-analytic study,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
59,1946-1969,outside world,terms_bigram,1743,10421,24,37,1.3769,0.3551,1.0219,3.9043,3.289318,outside world,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,outside world,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
60,1946-1969,comments news,terms_bigram,1743,10421,19,0,1.0901,0.0,1.0901,233.0608,3.265572,comments news,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,comments news,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
61,1946-1969,notes comments,terms_bigram,1743,10421,19,0,1.0901,0.0,1.0901,233.0608,3.265572,notes comments,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,notes comments,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
62,1946-1969,maxwell gitelson,terms_bigram,1743,10421,19,0,1.0901,0.0,1.0901,233.0608,3.265572,maxwell gitelson,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,maxwell gitelson,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
63,1946-1969,pleasure principle,terms_bigram,1743,10421,31,88,1.7785,0.8444,0.9341,2.127,3.237323,pleasure principle,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,pleasure principle,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
64,1946-1969,balint michael,terms_bigram,1743,10421,19,1,1.0901,0.0096,1.0805,77.6869,3.236825,balint michael,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,balint michael,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
65,1946-1969,ralph greenson,terms_bigram,1743,10421,20,10,1.1474,0.096,1.0515,11.6673,3.201275,ralph greenson,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ralph greenson,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
66,1946-1969,personality structure,terms_bigram,1743,10421,23,34,1.3196,0.3263,0.9933,4.0706,3.15676,personality structure,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,personality structure,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
67,1946-1969,part ego,terms_bigram,1743,10421,20,12,1.1474,0.1152,1.0323,9.8005,3.142845,part ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,part ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
68,1946-1969,body image,terms_bigram,1743,10421,23,35,1.3196,0.3359,0.9837,3.9559,3.126263,body image,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,body image,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
69,1946-1969,sigmund freud,terms_bigram,1743,10421,41,158,2.3523,1.5162,0.8361,1.5647,3.125054,sigmund freud,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,sigmund freud,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
70,1946-1969,van der,terms_bigram,1743,10421,20,13,1.1474,0.1247,1.0227,9.0745,3.11363,van der,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,van der,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
71,1946-1969,subject matter,terms_bigram,1743,10421,21,21,1.2048,0.2015,1.0033,5.9759,3.101252,subject matter,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,subject matter,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
72,1946-1969,english language,terms_bigram,1743,10421,21,22,1.2048,0.2111,0.9937,5.7103,3.071591,english language,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,english language,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
73,1946-1969,early stages,terms_bigram,1743,10421,23,37,1.3196,0.3551,0.9645,3.7449,3.06527,early stages,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,early stages,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
74,1946-1969,relationship mother,terms_bigram,1743,10421,22,30,1.2622,0.2879,0.9743,4.4085,3.054948,relationship mother,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,relationship mother,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
75,1946-1969,relation external,terms_bigram,1743,10421,19,9,1.0901,0.0864,1.0037,12.2664,3.006848,relation external,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,relation external,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
76,1946-1969,essay prize,terms_bigram,1743,10421,20,18,1.1474,0.1727,0.9747,6.622,2.967553,essay prize,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,essay prize,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
77,1946-1969,buenos aires,terms_bigram,1743,10421,41,163,2.3523,1.5641,0.7881,1.5168,2.945721,buenos aires,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,buenos aires,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
79,1946-1969,submitted june,terms_bigram,1743,10421,18,4,1.0327,0.0384,0.9943,24.5677,2.927709,submitted june,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,submitted june,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
80,1946-1969,castration complex,terms_bigram,1743,10421,22,35,1.2622,0.3359,0.9263,3.7876,2.904507,castration complex,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,castration complex,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
81,1946-1969,analytical situation,terms_bigram,1743,10421,19,13,1.0901,0.1247,0.9653,8.6319,2.89186,analytical situation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,analytical situation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
82,1946-1969,international congress,terms_bigram,1743,10421,21,30,1.2048,0.2879,0.9169,4.2125,2.834297,international congress,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,international congress,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
83,1946-1969,mental apparatus,terms_bigram,1743,10421,20,23,1.1474,0.2207,0.9267,5.213,2.821477,mental apparatus,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,mental apparatus,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
85,1946-1969,international universities,terms_bigram,1743,10421,19,19,1.0901,0.1823,0.9078,5.9759,2.719377,international universities,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,international universities,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
86,1946-1969,universities press,terms_bigram,1743,10421,19,19,1.0901,0.1823,0.9078,5.9759,2.719377,universities press,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,universities press,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
88,1946-1969,human behaviour,terms_bigram,1743,10421,18,13,1.0327,0.1247,0.908,8.1892,2.673416,human behaviour,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,human behaviour,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
89,1946-1969,separation anxiety,terms_bigram,1743,10421,20,29,1.1474,0.2783,0.8692,4.1528,2.646185,separation anxiety,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,separation anxiety,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
90,1946-1969,aggressive impulses,terms_bigram,1743,10421,19,22,1.0901,0.2111,0.879,5.1791,2.633136,aggressive impulses,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,aggressive impulses,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
91,1946-1969,great importance,terms_bigram,1743,10421,19,22,1.0901,0.2111,0.879,5.1791,2.633136,great importance,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,great importance,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
93,1946-1969,ipso facto,terms_bigram,1743,10421,17,7,0.9753,0.0672,0.9082,13.9438,2.624914,ipso facto,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ipso facto,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
94,1946-1969,very beginning,terms_bigram,1743,10421,20,30,1.1474,0.2879,0.8596,4.0166,2.61697,very beginning,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,very beginning,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
95,1946-1969,secretary psycho-analysis,terms_bigram,1743,10421,16,2,0.918,0.0192,0.8988,39.4411,2.546394,secretary psycho-analysis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,secretary psycho-analysis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
96,1946-1969,bear mind,terms_bigram,1743,10421,18,18,1.0327,0.1727,0.86,5.9759,2.532141,bear mind,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,bear mind,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
97,1946-1969,memory traces,terms_bigram,1743,10421,17,11,0.9753,0.1056,0.8698,9.0938,2.51397,memory traces,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,memory traces,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
98,1946-1969,freud stated,terms_bigram,1743,10421,17,11,0.9753,0.1056,0.8698,9.0938,2.51397,freud stated,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,freud stated,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
99,1946-1969,ego ideal,terms_bigram,1743,10421,22,48,1.2622,0.4606,0.8016,2.7723,2.51336,ego ideal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego ideal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
100,1946-1969,greenson ralph,terms_bigram,1743,10421,16,4,0.918,0.0384,0.8796,21.9117,2.492019,greenson ralph,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,greenson ralph,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
1,1970-1989,object relations,terms_bigram,1758,10406,135,360,7.6792,3.4595,4.2196,2.2238,20.729627,object relations,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,object relations,final_keep,protected_psychoanalytic_term,True,key_bigrams_by_period
3,1970-1989,transference neurosis,terms_bigram,1758,10406,62,68,3.5267,0.6535,2.8733,5.3982,11.904327,transference neurosis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,transference neurosis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
5,1970-1989,psychic structure,terms_bigram,1758,10406,49,85,2.7873,0.8168,1.9704,3.4253,7.708335,psychic structure,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,psychic structure,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
6,1970-1989,ego superego,terms_bigram,1758,10406,44,68,2.5028,0.6535,1.8494,3.8435,7.039946,ego superego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego superego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
7,1970-1989,narcissistic personality,terms_bigram,1758,10406,36,25,2.0478,0.2402,1.8075,8.4686,6.526863,narcissistic personality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,narcissistic personality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
10,1970-1989,ego functions,terms_bigram,1758,10406,38,66,2.1615,0.6342,1.5273,3.4253,5.595349,ego functions,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego functions,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
11,1970-1989,self object,terms_bigram,1758,10406,37,66,2.1047,0.6342,1.4704,3.3363,5.348761,self object,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,self object,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
12,1970-1989,ego ideal,terms_bigram,1758,10406,32,38,1.8203,0.3652,1.4551,4.9944,5.087685,ego ideal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,ego ideal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
13,1970-1989,attempt made,terms_bigram,1758,10406,37,77,2.1047,0.74,1.3647,2.8628,4.964238,attempt made,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,attempt made,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
16,1970-1989,oedipus complex,terms_bigram,1758,10406,52,189,2.9579,1.8163,1.1416,1.6391,4.532671,oedipus complex,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,oedipus complex,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
18,1970-1989,object constancy,terms_bigram,1758,10406,26,16,1.479,0.1538,1.3252,9.5021,4.36763,object constancy,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,object constancy,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
19,1970-1989,cambridge mass,terms_bigram,1758,10406,26,20,1.479,0.1922,1.2868,7.6481,4.24094,cambridge mass,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,cambridge mass,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
20,1970-1989,harold blum,terms_bigram,1758,10406,29,42,1.6496,0.4036,1.246,4.1067,4.237853,harold blum,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,harold blum,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
21,1970-1989,object relationships,terms_bigram,1758,10406,34,93,1.934,0.8937,1.0403,2.1831,3.698631,object relationships,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,object relationships,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
22,1970-1989,topeka kansas,terms_bigram,1758,10406,25,32,1.4221,0.3075,1.1146,4.6421,3.63133,topeka kansas,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,topeka kansas,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
23,1970-1989,projective identification,terms_bigram,1758,10406,45,170,2.5597,1.6337,0.9261,1.5789,3.545529,projective identification,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,projective identification,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
24,1970-1989,libidinal aggressive,terms_bigram,1758,10406,23,23,1.3083,0.221,1.0873,5.9164,3.45543,libidinal aggressive,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,libidinal aggressive,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
27,1970-1989,haven conn,terms_bigram,1758,10406,21,9,1.1945,0.0865,1.1081,13.3898,3.425032,haven conn,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,haven conn,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
28,1970-1989,blum harold,terms_bigram,1758,10406,24,33,1.3652,0.3171,1.0481,4.3269,3.373585,blum harold,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,blum harold,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
29,1970-1989,object representations,terms_bigram,1758,10406,27,59,1.5358,0.567,0.9689,2.7345,3.228425,object representations,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,object representations,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
30,1970-1989,reality testing,terms_bigram,1758,10406,26,52,1.479,0.4997,0.9792,2.9864,3.227421,reality testing,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,reality testing,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
32,1970-1989,estates harold,terms_bigram,1758,10406,20,9,1.1377,0.0865,1.0512,12.767,3.200304,estates harold,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,estates harold,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
33,1970-1989,blum hemlocks,terms_bigram,1758,10406,22,26,1.2514,0.2499,1.0016,5.0234,3.140405,blum hemlocks,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,blum hemlocks,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
34,1970-1989,hemlocks roslyn,terms_bigram,1758,10406,22,26,1.2514,0.2499,1.0016,5.0234,3.140405,hemlocks roslyn,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,hemlocks roslyn,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
35,1970-1989,fall meeting,terms_bigram,1758,10406,22,26,1.2514,0.2499,1.0016,5.0234,3.140405,fall meeting,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,fall meeting,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
37,1970-1989,roslyn estates,terms_bigram,1758,10406,21,24,1.1945,0.2306,0.9639,5.192,2.979465,roslyn estates,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,roslyn estates,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
38,1970-1989,acting out,terms_bigram,1758,10406,36,128,2.0478,1.2301,0.8177,1.6805,2.952727,acting out,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,acting out,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
