rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
91,1920-1945,karen horney,terms_bigram,686,11478,9,7,1.312,0.061,1.251,21.1646,2.880458,karen horney,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,karen horney,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
92,1920-1945,great importance,terms_bigram,686,11478,10,31,1.4577,0.2701,1.1876,5.5696,2.847846,great importance,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,great importance,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
93,1920-1945,mental mechanisms,terms_bigram,686,11478,9,9,1.312,0.0784,1.2335,16.7089,2.840337,mental mechanisms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,mental mechanisms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
94,1920-1945,neurotic symptoms,terms_bigram,686,11478,10,32,1.4577,0.2788,1.1789,5.3983,2.826955,neurotic symptoms,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,neurotic symptoms,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
95,1920-1945,oedipus situation,terms_bigram,686,11478,9,10,1.312,0.0871,1.2248,15.1176,2.820276,oedipus situation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,oedipus situation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
96,1920-1945,drew attention,terms_bigram,686,11478,9,12,1.312,0.1045,1.2074,12.6987,2.780154,drew attention,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,drew attention,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
97,1920-1945,instinctual impulses,terms_bigram,686,11478,9,12,1.312,0.1045,1.2074,12.6987,2.780154,instinctual impulses,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,instinctual impulses,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
98,1920-1945,draw attention,terms_bigram,686,11478,10,35,1.4577,0.3049,1.1528,4.9421,2.764281,draw attention,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,draw attention,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
99,1920-1945,infantile sexuality,terms_bigram,686,11478,11,57,1.6035,0.4966,1.1069,3.3418,2.750534,infantile sexuality,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,infantile sexuality,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
100,1920-1945,very often,terms_bigram,686,11478,9,15,1.312,0.1307,1.1813,10.2409,2.719971,very often,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_period,,,very often,final_keep,kept_after_final_cleanup,True,key_bigrams_by_period
