article_id,journal_key,journal_title_config,journal_title_crossref,publisher_family,article_url,doi,year,publication_date,volume,issue_number,pages,title,authors,article_type,crossref_subjects,abstract_text,n_keywords,keyword_extraction_status,keyword_source,source_file,title_raw,title_clean_initial,doi_norm,source_issue_url,journal_title,online_publication_date,in_scope_year
10.1037/pst0000610.supp,psychotherapy,Psychotherapy,Psychotherapy,apa,https://supp.apa.org/psycarticles/supplemental/pst0000610/pst0000610_supp.html,10.1037/pst0000610.supp,2026,2026,,,,Supplemental Material for Emotion Regulation in Short-Term Dynamic Therapy: Attachment-Moderated Changes and Bidirectional Temporal Associations With Symptoms,,journal-article,,,0,no_keywords_found,,psychotherapy_articles.csv,Supplemental Material for Emotion Regulation in Short-Term Dynamic Therapy: Attachment-Moderated Changes and Bidirectional Temporal Associations With Symptoms,Supplemental Material for Emotion Regulation in Short-Term Dynamic Therapy: Attachment-Moderated Changes and Bidirectional Temporal Associations With Symptoms,10.1037/pst0000610.supp,,psychotherapy,,False
10.1037/pst0000605.supp,psychotherapy,Psychotherapy,Psychotherapy,apa,https://supp.apa.org/psycarticles/supplemental/pst0000605/pst0000605_supp.html,10.1037/pst0000605.supp,2026,2026,,,,Supplemental Material for Barriers and Facilitators in the Implementation of Routine Outcome Monitoring From the Clinicians’ Perspective: A Qualitative Meta-Analysis,,journal-article,,,0,no_keywords_found,,psychotherapy_articles.csv,Supplemental Material for Barriers and Facilitators in the Implementation of Routine Outcome Monitoring From the Clinicians’ Perspective: A Qualitative Meta-Analysis,Supplemental Material for Barriers and Facilitators in the Implementation of Routine Outcome Monitoring From the Clinicians’ Perspective: A Qualitative Meta-Analysis,10.1037/pst0000605.supp,,psychotherapy,,False
10.1037/pst0000611.supp,psychotherapy,Psychotherapy,Psychotherapy,apa,https://supp.apa.org/psycarticles/supplemental/pst0000611/pst0000611_supp.html,10.1037/pst0000611.supp,2026,2026,,,,Supplemental Material for Young People’s Perceptions of Therapist Interpersonal Skills and Alliance: How Distinct Are They?,,journal-article,,,0,no_keywords_found,,psychotherapy_articles.csv,Supplemental Material for Young People’s Perceptions of Therapist Interpersonal Skills and Alliance: How Distinct Are They?,Supplemental Material for Young People’s Perceptions of Therapist Interpersonal Skills and Alliance: How Distinct Are They?,10.1037/pst0000611.supp,,psychotherapy,,False
10.1080/10503307.2025.2451798,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2451798,10.1080/10503307.2025.2451798,2026,2026-1-2,36.0,1,192-206,Inter-brain plasticity as a mechanism of change in psychotherapy: A proof of concept focusing on test anxiety,Haran Sened; Keren Gorst Kaduri; Hadas Nathan Gamliel; Eshkol Rafaeli; Sigal Zilcha-Mano; Simone Shamay-Tsoory,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Inter-brain plasticity as a mechanism of change in psychotherapy: A proof of concept focusing on test anxiety,Inter-brain plasticity as a mechanism of change in psychotherapy: A proof of concept focusing on test anxiety,10.1080/10503307.2025.2451798,,psychotherapy_research,,False
10.1080/10503307.2025.2451330,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2451330,10.1080/10503307.2025.2451330,2026,2026-1-2,36.0,1,139-151,Flexibility between immersion and distancing: Relationship with depressive symptoms and therapeutic alliance,Ricardo Lisboa; Eunice Barbosa; Inês Moura; João Salgado; Marlene Sousa,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Flexibility between immersion and distancing: Relationship with depressive symptoms and therapeutic alliance,Flexibility between immersion and distancing: Relationship with depressive symptoms and therapeutic alliance,10.1080/10503307.2025.2451330,,psychotherapy_research,,False
10.1080/10503307.2025.2451329,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2451329,10.1080/10503307.2025.2451329,2026,2026-1-2,36.0,1,86-97,Assessing therapist skills in teletherapy: the development and validation of the tele-facilitative interpersonal skills task,Eva Antebi-Lerman; Tao Lin; Timothy Anderson; Katie Aafjes-Van Doorn,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Assessing therapist skills in teletherapy: the development and validation of the tele-facilitative interpersonal skills task,Assessing therapist skills in teletherapy: the development and validation of the tele-facilitative interpersonal skills task,10.1080/10503307.2025.2451329,,psychotherapy_research,,False
10.1080/10503307.2025.2454455,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2454455,10.1080/10503307.2025.2454455,2026,2026-1-2,36.0,1,1-9,Effectiveness of emotion-focused therapy: Main results of a practice–research network study,Ueli Kramer; Marielle Sutter; Julian Rubel; José Blanco Machinea; Catalina Woldarsky; Lars Auszra; Imke Herrmann; Martin Grosse Holtforth,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Effectiveness of emotion-focused therapy: Main results of a practice–research network study,Effectiveness of emotion-focused therapy: Main results of a practice–research network study,10.1080/10503307.2025.2454455,,psychotherapy_research,,False
10.1080/10503307.2025.2455470,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2455470,10.1080/10503307.2025.2455470,2026,2026-1-2,36.0,1,98-111,Development and validation of countertransference feeling and behavior awareness measures in an Italian and American clinician sample,Diego Rocco; Francesco De Bei; Attà Negri; Andrea Spoto; Jeffrey A. Hayes,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Development and validation of countertransference feeling and behavior awareness measures in an Italian and American clinician sample,Development and validation of countertransference feeling and behavior awareness measures in an Italian and American clinician sample,10.1080/10503307.2025.2455470,,psychotherapy_research,,False
10.1080/10503307.2025.2457389,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2457389,10.1080/10503307.2025.2457389,2026,2026-1-2,36.0,1,112-123,Mapping the growth of the CORE system tools in psychotherapy research from 1998 to 2021: Learning from historical evidence,Clara Paz; Alejandro Unda-López; Jorge Valdiviezo-Oña; Juan Fernando Chávez; Jonathan Elias Herrera Criollo; Lizbeth Toscano-Molina; Chris Evans,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Mapping the growth of the CORE system tools in psychotherapy research from 1998 to 2021: Learning from historical evidence,Mapping the growth of the CORE system tools in psychotherapy research from 1998 to 2021: Learning from historical evidence,10.1080/10503307.2025.2457389,,psychotherapy_research,,False
10.1080/10503307.2025.2457398,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2457398,10.1080/10503307.2025.2457398,2026,2026-1-2,36.0,1,54-68,Therapist Interpersonal Skills and Outcomes for Young People,Mick Cooper; David Saxon; Charlie Duncan; Robert Scruggs; Michael Barkham; Peter Bower; Karen Cromarty; Peter Pearce; Megan Rose Stafford,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Therapist Interpersonal Skills and Outcomes for Young People,Therapist Interpersonal Skills and Outcomes for Young People,10.1080/10503307.2025.2457398,,psychotherapy_research,,False
10.1080/10503307.2025.2460327,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2460327,10.1080/10503307.2025.2460327,2026,2026-1-2,36.0,1,41-53,Improved dropout prediction in group cognitive behavior therapy (CBT) using classification trees,Ashleigh G. Cameron; Andrew C. Page; Geoff R. Hooke,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Improved dropout prediction in group cognitive behavior therapy (CBT) using classification trees,Improved dropout prediction in group cognitive behavior therapy (CBT) using classification trees,10.1080/10503307.2025.2460327,,psychotherapy_research,,False
10.1080/10503307.2025.2458174,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2458174,10.1080/10503307.2025.2458174,2026,2026-1-2,36.0,1,152-165,“Vulnerability can breed strength”: The role of borderline personality disorder severity in movement synchrony among patients with major depressive disorder,Galit Peysachov; Manar Shehab; Yael Bouknik; Keren Deres-Cohen; Pavel Goldstein; Sigal Zilcha-Mano,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,“Vulnerability can breed strength”: The role of borderline personality disorder severity in movement synchrony among patients with major depressive disorder,“Vulnerability can breed strength”: The role of borderline personality disorder severity in movement synchrony among patients with major depressive disorder,10.1080/10503307.2025.2458174,,psychotherapy_research,,False
10.1080/10503307.2025.2455466,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2455466,10.1080/10503307.2025.2455466,2026,2026-1-2,36.0,1,177-191,Maintaining relevance in psychodynamic psychotherapy: A novel approach to discerning between effective vs. ineffective discourse correlated with better session outcomes,Mor Bar; Amit Saad; Noa Weiss; Shlomo Mendlovic,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Maintaining relevance in psychodynamic psychotherapy: A novel approach to discerning between effective vs. ineffective discourse correlated with better session outcomes,Maintaining relevance in psychodynamic psychotherapy: A novel approach to discerning between effective vs. ineffective discourse correlated with better session outcomes,10.1080/10503307.2025.2455466,,psychotherapy_research,,False
10.1080/10503307.2025.2462146,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2462146,10.1080/10503307.2025.2462146,2026,2026-1-2,36.0,1,25-40,Personalization of structured group psychotherapy through add-on interventions: A potential for active engagement,Jasmin Gryesten; Christian Moltu; Stig Poulsen; Elisabeth Belmudez Biering; Kirsten Møller; Kirstine Dichmann; Sidse Marie Arnfred,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Personalization of structured group psychotherapy through add-on interventions: A potential for active engagement,Personalization of structured group psychotherapy through add-on interventions: A potential for active engagement,10.1080/10503307.2025.2462146,,psychotherapy_research,,False
10.1080/10503307.2025.2460535,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2460535,10.1080/10503307.2025.2460535,2026,2026-1-2,36.0,1,10-24,Emotion cascade: Harnessing emotional sequences to enhance chair work interventions and reduce self-criticism,A. Delatraba; R. Jódar; C. López-Cavada; A. Pascual-Leone,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Emotion cascade: Harnessing emotional sequences to enhance chair work interventions and reduce self-criticism,Emotion cascade: Harnessing emotional sequences to enhance chair work interventions and reduce self-criticism,10.1080/10503307.2025.2460535,,psychotherapy_research,,False
10.1080/10503307.2025.2457402,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2457402,10.1080/10503307.2025.2457402,2026,2026-1-2,36.0,1,124-138,“I know that all this is me” Pathways of change in complex dissociative disorder,Ingunn Holbæk; Karianne Vrabel; Margrethe Seeger Halvorsen,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,“I know that all this is me” Pathways of change in complex dissociative disorder,“I know that all this is me” Pathways of change in complex dissociative disorder,10.1080/10503307.2025.2457402,,psychotherapy_research,,False
10.1080/10503307.2025.2465432,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2465432,10.1080/10503307.2025.2465432,2026,2026-2-17,36.0,2,220-236,Assessing the psychotherapist's affective reactions toward their patient: validation of the <i>Clinician Affective REsponse (CARE) scales</i>,Alberto Stefana; Eduard Vieta; Paolo Fusar-Poli; Eric A. Youngstrom,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Assessing the psychotherapist's affective reactions toward their patient: validation of the <i>Clinician Affective REsponse (CARE) scales</i>,Assessing the psychotherapist's affective reactions toward their patient: validation of the <i>Clinician Affective REsponse (CARE) scales</i>,10.1080/10503307.2025.2465432,,psychotherapy_research,,False
10.1080/10503307.2025.2457395,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2457395,10.1080/10503307.2025.2457395,2026,2026-1-2,36.0,1,69-85,Therapist interpersonal responsiveness: Being interpersonally flexible in response to client collaboration,Mira An; Carol A. Jauquet; Sangida Akter; Dennis M. Kivlighan,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Therapist interpersonal responsiveness: Being interpersonally flexible in response to client collaboration,Therapist interpersonal responsiveness: Being interpersonally flexible in response to client collaboration,10.1080/10503307.2025.2457395,,psychotherapy_research,,False
10.1080/10503307.2025.2473927,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2473927,10.1080/10503307.2025.2473927,2026,2026-2-17,36.0,2,353-371,A theory-building case study of resolving epistemic mistrust and developing epistemic trust in psychotherapy with depressed adolescents,Elizabeth Li; Nick Midgley; Chloe Campbell; Patrick Luyten,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,A theory-building case study of resolving epistemic mistrust and developing epistemic trust in psychotherapy with depressed adolescents,A theory-building case study of resolving epistemic mistrust and developing epistemic trust in psychotherapy with depressed adolescents,10.1080/10503307.2025.2473927,,psychotherapy_research,,False
10.1080/10503307.2025.2469256,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2469256,10.1080/10503307.2025.2469256,2026,2026-2-17,36.0,2,324-338,A mixed-methods evaluation of long-term outcomes after trauma-focused cognitive behavioural therapy for children subjected to family violence,M. Onsjö; U. Axberg; O. Hultmann; J. Strand,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,A mixed-methods evaluation of long-term outcomes after trauma-focused cognitive behavioural therapy for children subjected to family violence,A mixed-methods evaluation of long-term outcomes after trauma-focused cognitive behavioural therapy for children subjected to family violence,10.1080/10503307.2025.2469256,,psychotherapy_research,,False
10.1080/10503307.2025.2467380,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2467380,10.1080/10503307.2025.2467380,2026,2026-2-17,36.0,2,308-323,"Trauma-focused cognitive-behavioral therapy for long-term posttraumatic stress disorder, major depressive disorder and anxiety disorders in victims of terrorism: A randomized clinical trial",Clara Gesteira; Maria Paz Garcia-Vera; Jesus Sanz; James M. Shultz,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,"Trauma-focused cognitive-behavioral therapy for long-term posttraumatic stress disorder, major depressive disorder and anxiety disorders in victims of terrorism: A randomized clinical trial","Trauma-focused cognitive-behavioral therapy for long-term posttraumatic stress disorder, major depressive disorder and anxiety disorders in victims of terrorism: A randomized clinical trial",10.1080/10503307.2025.2467380,,psychotherapy_research,,False
10.1080/10503307.2025.2462150,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2462150,10.1080/10503307.2025.2462150,2026,2026-1-2,36.0,1,166-176,Associations between interpersonal synchrony and clients’ perception of session quality are moderated by depression severity,Dana Stolowicz-Melman; Dana Atzil-Slonim; Adar Paz; Eran Bar-Kalifa; Eva Gilboa-Schechtman; Ruth Feldman,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Associations between interpersonal synchrony and clients’ perception of session quality are moderated by depression severity,Associations between interpersonal synchrony and clients’ perception of session quality are moderated by depression severity,10.1080/10503307.2025.2462150,,psychotherapy_research,,False
10.1080/10503307.2025.2473931,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2473931,10.1080/10503307.2025.2473931,2026,2026-2-17,36.0,2,256-269,Practices of personalized treatment selection among German psychotherapists: A preregistered mixed methods study,Robin Anno Wester; Tobias Steinbrenner; Sofie Hanraths; Johannes C. Ehrenthal; Flavio Iovoli; Jessica Fritz; Julian Rubel,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Practices of personalized treatment selection among German psychotherapists: A preregistered mixed methods study,Practices of personalized treatment selection among German psychotherapists: A preregistered mixed methods study,10.1080/10503307.2025.2473931,,psychotherapy_research,,False
10.1080/10503307.2025.2477556,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2477556,10.1080/10503307.2025.2477556,2026,2026-2-17,36.0,2,384-386,Harnessing implementation science to integrate ambulatory assessment data into clinical practice,Saskia Scholten; Julian Burger; Mila Hall; Miriam Hehlmann; Marilyn L. Piccirillo,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Harnessing implementation science to integrate ambulatory assessment data into clinical practice,Harnessing implementation science to integrate ambulatory assessment data into clinical practice,10.1080/10503307.2025.2477556,,psychotherapy_research,,False
10.1080/10503307.2025.2473921,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2473921,10.1080/10503307.2025.2473921,2026,2026-2-17,36.0,2,387-402,Machine learned text topics improve drop-out risk prediction but not symptom prediction in online psychotherapies for depression and anxiety,Sanna Mylläri; Suoma Eeva Saarni; Grigori Joffe; Ville Ritola; Jan-Henry Stenberg; Tom Henrik Rosenström,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Machine learned text topics improve drop-out risk prediction but not symptom prediction in online psychotherapies for depression and anxiety,Machine learned text topics improve drop-out risk prediction but not symptom prediction in online psychotherapies for depression and anxiety,10.1080/10503307.2025.2473921,,psychotherapy_research,,False
10.1080/10503307.2025.2481268,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2481268,10.1080/10503307.2025.2481268,2026,2026-2-17,36.0,2,287-307,Therapist cultural humility in early psychotherapy: A catalyst for improved client functioning at treatment termination,Lushna M. Mehra; Alexander M. Kallen; Miracle Potter; Nikhila S. Udupa; Chloe P. Bryen; Therese S. Kemper; Natalie J. Sachs-Ericsson; Thomas E. Joiner,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Therapist cultural humility in early psychotherapy: A catalyst for improved client functioning at treatment termination,Therapist cultural humility in early psychotherapy: A catalyst for improved client functioning at treatment termination,10.1080/10503307.2025.2481268,,psychotherapy_research,,False
10.1080/10503307.2025.2485156,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2485156,10.1080/10503307.2025.2485156,2026,2026-2-17,36.0,2,207-219,Assessing clinical micro-skills in deliberate practice exercises: validation of the clinical micro-skill training (CMST) scale,Jana Bommer; Wolfgang Lutz; Anne-Katharina Deisenhofer,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Assessing clinical micro-skills in deliberate practice exercises: validation of the clinical micro-skill training (CMST) scale,Assessing clinical micro-skills in deliberate practice exercises: validation of the clinical micro-skill training (CMST) scale,10.1080/10503307.2025.2485156,,psychotherapy_research,,False
10.1080/10503307.2025.2485154,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2485154,10.1080/10503307.2025.2485154,2026,2026-2-17,36.0,2,237-255,"The German version of the Clinical Outcomes in Routine Evaluation—Outcome Measure (CORE-OM): Factorial validity, internal consistency, and gender differences in a large outpatient sample",Gabor Aranyi; Elke Humer; Human-Friedrich Unterrainer; Martin Kuska; Lisa Winter; Marina Zeldovich,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,"The German version of the Clinical Outcomes in Routine Evaluation—Outcome Measure (CORE-OM): Factorial validity, internal consistency, and gender differences in a large outpatient sample","The German version of the Clinical Outcomes in Routine Evaluation—Outcome Measure (CORE-OM): Factorial validity, internal consistency, and gender differences in a large outpatient sample",10.1080/10503307.2025.2485154,,psychotherapy_research,,False
10.1080/10503307.2025.2487061,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2487061,10.1080/10503307.2025.2487061,2026,2026-2-17,36.0,2,270-286,Integrating religion and spirituality with psychotherapy in a religiously diverse nation—A mixed methods study on client attitudes and experiences in Singapore,Xiangbin Lin; Jonathan E. Ramsay; Joanna Barlas,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Integrating religion and spirituality with psychotherapy in a religiously diverse nation—A mixed methods study on client attitudes and experiences in Singapore,Integrating religion and spirituality with psychotherapy in a religiously diverse nation—A mixed methods study on client attitudes and experiences in Singapore,10.1080/10503307.2025.2487061,,psychotherapy_research,,False
10.1080/10503307.2025.2491479,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2491479,10.1080/10503307.2025.2491479,2026,2026-4-3,36.0,3,627-641,Effects of preference alignment and client-rated attachment style on therapy: The moderating role of interpersonal synchrony,Xiaoyan Dai; Liying Chen; Qianyi Zhou; Ya Zhang,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Effects of preference alignment and client-rated attachment style on therapy: The moderating role of interpersonal synchrony,Effects of preference alignment and client-rated attachment style on therapy: The moderating role of interpersonal synchrony,10.1080/10503307.2025.2491479,,psychotherapy_research,,False
10.1080/10503307.2025.2491478,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2491478,10.1080/10503307.2025.2491478,2026,2026-4-3,36.0,3,455-470,A pilot and feasibility study of Sage: A couple therapy for borderline personality disorder,Skye Fitzpatrick; Sonya Varma; Jenna Traynor; Elizabeth A. Earle; Ruth Vanstone; Lindsay Fulham; Kamya Goenka; Michelle J. Blumberg; Lindsay Wyatt; Ashley N. Siegel; Alyssa A. Di Bartolomeo; Nikoo Norouzian; Jessica Burdo; Naomi Ennis; Alison Carney; Omega Luxor; Ravina Sankar; Candice Monson; Rachel Liebman,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,A pilot and feasibility study of Sage: A couple therapy for borderline personality disorder,A pilot and feasibility study of Sage: A couple therapy for borderline personality disorder,10.1080/10503307.2025.2491478,,psychotherapy_research,,False
10.1080/10503307.2025.2481604,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2481604,10.1080/10503307.2025.2481604,2026,2026-2-17,36.0,2,339-352,"Sharing, carrying, and tolerating the pain – A meta-synthesis of clinicians’ experiences from working with adolescents who self-harm",Mathea Fretheim Walle; Maria Härter Langvik; Reidar Schei Jessen; Line Indrevoll Stänicke,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,"Sharing, carrying, and tolerating the pain – A meta-synthesis of clinicians’ experiences from working with adolescents who self-harm","Sharing, carrying, and tolerating the pain – A meta-synthesis of clinicians’ experiences from working with adolescents who self-harm",10.1080/10503307.2025.2481604,,psychotherapy_research,,False
10.1080/10503307.2025.2485165,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2485165,10.1080/10503307.2025.2485165,2026,2026-2-17,36.0,2,403-420,Treatment and prevention of common mental health problems: comparisons of four low-intensity interventions in a community outpatient setting,Martin Schevik Lindberg; Jakob Lundqvist; Martin Brattmyr; Stian Solem; Odin Hjemdal; Eirik Roos; Thröstur Björgvinsson; Peter Cornish; Audun Havnen,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Treatment and prevention of common mental health problems: comparisons of four low-intensity interventions in a community outpatient setting,Treatment and prevention of common mental health problems: comparisons of four low-intensity interventions in a community outpatient setting,10.1080/10503307.2025.2485165,,psychotherapy_research,,False
10.1080/10503307.2025.2488019,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2488019,10.1080/10503307.2025.2488019,2026,2026-2-17,36.0,2,421-441,When theory and therapy part ways—A scoping review of the science-to-practice gap,Nina R. Schwarzbach; Rink Hoekstra; Anika Poppe; Theo K. Bouman; Gerdina H.M. Pijnenborg,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,When theory and therapy part ways—A scoping review of the science-to-practice gap,When theory and therapy part ways—A scoping review of the science-to-practice gap,10.1080/10503307.2025.2488019,,psychotherapy_research,,False
10.1080/10503307.2025.2495773,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2495773,10.1080/10503307.2025.2495773,2026,2026-4-3,36.0,3,570-582,Development and psychometric evaluation of a screening instrument for cognitive perceptual disruption (Copeds) in psychotherapy patients,Mikkel Eielsen; PÅL Gunnar Ulvenes; Linne Melsom; Bruce E. Wampold; Jan Ivar Røssberg; Filip Myhre; Øystein Sørensen; susanna Memmen Rasch; Allan Abbass,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Development and psychometric evaluation of a screening instrument for cognitive perceptual disruption (Copeds) in psychotherapy patients,Development and psychometric evaluation of a screening instrument for cognitive perceptual disruption (Copeds) in psychotherapy patients,10.1080/10503307.2025.2495773,,psychotherapy_research,,False
10.1080/10503307.2025.2498430,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2498430,10.1080/10503307.2025.2498430,2026,2026-4-3,36.0,3,443-454,A randomized controlled trial of a peer and clinician led group program for borderline personality disorder,Brin F. S. Grenyer; Sophie Lucas; Karlen R. Barr; Adam Finch; Georgia Denmeade; Nicholas J. S. Day,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,A randomized controlled trial of a peer and clinician led group program for borderline personality disorder,A randomized controlled trial of a peer and clinician led group program for borderline personality disorder,10.1080/10503307.2025.2498430,,psychotherapy_research,,False
10.1080/10503307.2025.2491477,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2491477,10.1080/10503307.2025.2491477,2026,2026-2-17,36.0,2,372-383,Effectiveness of emotion-focused skills training (EFST) for parents: A randomized controlled trial investigating remission of mental health diagnosis and symptom reduction in children,Linda Severinsen; Jan Reidar Stiegler; Helene Amundsen Nissen-Lie; Ben Shahar; Thomas Bjerregaard Bertelsen; Rune Zahl-Olsen,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Effectiveness of emotion-focused skills training (EFST) for parents: A randomized controlled trial investigating remission of mental health diagnosis and symptom reduction in children,Effectiveness of emotion-focused skills training (EFST) for parents: A randomized controlled trial investigating remission of mental health diagnosis and symptom reduction in children,10.1080/10503307.2025.2491477,,psychotherapy_research,,False
10.1080/10503307.2025.2495827,psychotherapy_research,Psychotherapy Research,Psychotherapy Research,taylor_francis,https://www.tandfonline.com/doi/full/10.1080/10503307.2025.2495827,10.1080/10503307.2025.2495827,2026,2026-4-3,36.0,3,583-593,Evidence of Measurement Invariance in the Working Alliance Inventory Across In-Person and Videoconferencing Psychotherapy,Alberto Stefana,journal-article,,,0,no_keywords_found,,psychotherapy_journals_articles.csv,Evidence of Measurement Invariance in the Working Alliance Inventory Across In-Person and Videoconferencing Psychotherapy,Evidence of Measurement Invariance in the Working Alliance Inventory Across In-Person and Videoconferencing Psychotherapy,10.1080/10503307.2025.2495827,,psychotherapy_research,,False
