period,n_articles,relational_hits,relational_refined_coverage_pct,school_signaling_interpretation_allowed,relational_school_signal_coverage_pct_thresholded,note
1920-1945,686,39,5.6851,False,,Fallback aggregate mode: cannot separate exact terms; use as conservative period-threshold diagnostic.
1946-1969,1743,249,14.2857,False,,Fallback aggregate mode: cannot separate exact terms; use as conservative period-threshold diagnostic.
1970-1989,1758,245,13.9363,False,,Fallback aggregate mode: cannot separate exact terms; use as conservative period-threshold diagnostic.
1990-2009,3927,961,24.4716,True,24.4716,Fallback aggregate mode: cannot separate exact terms; use as conservative period-threshold diagnostic.
2010-2025,4050,1241,30.642,True,30.642,Fallback aggregate mode: cannot separate exact terms; use as conservative period-threshold diagnostic.
