journal_id,journal_label,pep_code_candidate,probe_year,document_id,pep_code_record,year_record,title,authors,source_title,volume,issue,pages,doi,article_type,has_abstract,has_keywords,n_keywords,keywords_joined,keyword_source,art_kwds_count,source_file
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0352A,IJP,1934,"Mental Defect: By Lionel S. Penrose, M.A., M.D.  (Sidgwick and Jackson Ltd., London, 1933.  Pp. 183.  Price 8 s. 6 d.)",E. J.,International Journal of Psychoanalysis ,15,,352,,REV,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0472C,IJP,1934,"Aapplied Psycho-Analysis: Paul Schilder.  'Das Körperbild und die Socialpsychologie.'  Imago, 1933, Bd. XIX, S. 367–376.",I. F. Grant,International Journal of Psychoanalysis ,15,,472-473,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0041A,IJP,1934,The Treatment of Bewitchment in a Puritan Community,Merell Middlemore,International Journal of Psychoanalysis ,15,,41-58,,ART,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0435A,IJP,1934,On Making Contact with the Child Patient,Helen Sheehan-Dare,International Journal of Psychoanalysis ,15,,435-439,,ART,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0066A,IJP,1934,"General: Paul Schilder.  'Psychoanalyse und Biologie.'  Imago, 1933, Bd. XIX, Heft 2, S. 168-297.",,International Journal of Psychoanalysis ,15,,66-68,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0069A,IJP,1934,"General: Manmathanath Banerji.  'Expansion of Wundt's Definition, Method and Scope of Experimental Psychology.'  Indian Journal of Psychology, 1932, Vol. VII, pp. 30–52.",I. F. Grant,International Journal of Psychoanalysis ,15,,69-70,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0073B,IJP,1934,"General: Denes Szilagyi.  'Grundsätzliches zur Psychoanalyse.'  Psycho-analytische Bewegung, 1933, Jg. V., S. 271–277.",Walter Schmideberg,International Journal of Psychoanalysis ,15,,73,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0074A,IJP,1934,"Clinical: Franz Alexander.  'Functional Disturbances of Psychogenic Nature.'  The Journal of the American Medical Association, 1933, Vol. 100, pp. 469–473.",H. G. Williams,International Journal of Psychoanalysis ,15,,74-74,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0074B,IJP,1934,"Clinical: Leo Kessel and Harold Thomas Hyman.  'The Value of Psycho-analysis as a Therapeutic Procedure.'  The Journal of the American Medical Association, November 18, 1933, Vol. 101, No. 21, pp. 1612–1615.",P. Goolker,International Journal of Psychoanalysis ,15,,74-76,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0076A,IJP,1934,"Clinical: Gustavo Berger.  'Contributo alla psicoanalisi dei tuberculotici' ('Contribution to Psycho-Analysis of Tubercular Patients').  Rivista di patologia dell' apparato respiratorio, 1933, Vol. II, pp. 1–3.",Käthe Misch,International Journal of Psychoanalysis ,15,,76,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0076B,IJP,1934,"Clinical: Gregory Zilboorg.  'Anxiety Without Effect.'  The Psychoanalytic Quarterly, January, 1933, Vol. II, No. 1, pp. 48–67.",Leonard Rothschild,International Journal of Psychoanalysis ,15,,76-77,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0078A,IJP,1934,"Clinical: Clifford Allen.  'Some Experiments in Reinforcing Mental Analysis in Cases of Psychosis.'  British Journal of Medical Psychology, Vol. XIII, Part II, p. 151.",P. Middlemore,International Journal of Psychoanalysis ,15,,78,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0078B,IJP,1934,"Clinical: Felix Deutsch.  'The Biology and Psychology of Recovery from Illness.'  Internationale Zeitschrift für Psychoanalyse, 1933, Vol. XIX, pp. 130–146.",John Rickman,International Journal of Psychoanalysis ,15,,78-79,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0081C,IJP,1934,"Childhood: David Levy.  'Use of Play Technic as Experimental Procedure.'  American Journal of Orthopsychiatry, Vol. III, No. III, July, 1933, p. 266.",Samuel Z. Orgel,International Journal of Psychoanalysis ,15,,81,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0083B,IJP,1934,"Applied: Walter Muschg.  'Dichtung als archaisches Erbe.'  Imago, 1933, Bd. XIX, S. 99–112.",W. Schmideberg,International Journal of Psychoanalysis ,15,,83,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0083C,IJP,1934,"Applied: Manfred S. Guttmacher.  'Psychiatry and the Courts.'  American Journal of Orthopsychiatry, April, 1933, p. 161.",Samuel Z. Orgel,International Journal of Psychoanalysis ,15,,83-84,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0100A,IJP,1934,"The Adolescent Boy: By Winifred V. Richmond, Ph.D. (Farrar and Rinehart, New York, 1933.  Pp. 233.  Price $2.50.)",I. T. Broadwin,International Journal of Psychoanalysis ,15,,100-101,,REV,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0101A,IJP,1934,"Jocasta's Crime: By Lord Raglan.  (Methuen, London, 1933.  Pp. 215.  Price 6 s.",Henry Alden Bunker,International Journal of Psychoanalysis ,15,,101-103,,REV,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0104B,IJP,1934,"Persons One and Three: By Shepherd Ivory Franz.  (McGraw, Hill & Co., New York, 1933.  Pp. 188.  Price $2.00.)",C. P. O.,International Journal of Psychoanalysis ,15,,104-105,,REV,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0105B,IJP,1934,"Making Life Better: By Elwood Worcester.  (Charles Scribner & Sons, New York and London, 1933.  Pp. 244.  Price 7 s. 6 d.",Robert M. Riggall,International Journal of Psychoanalysis ,15,,105-106,,REV,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0107A,IJP,1934,Clinical Prize Essay—Clinical Prizeman for 1933: Dr. Melitta Schmideberg,,International Journal of Psychoanalysis ,15,,107-107,,ART,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0301A,IJP,1934,A Note on Washington,Phillip Resnikoff,International Journal of Psychoanalysis ,15,,301-302,,ART,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0308B,IJP,1934,"General: Felix Deutsch.  'Studies in Pathogenesis, Biological and Physiological Aspects.'  The Psychoanalytic Quarterly, 1933, Vol. II, pp. 225–243.",H. G. Williams,International Journal of Psychoanalysis ,15,,308,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0308C,IJP,1934,"General: Panchanan Mitra.  'The Psychology of Cultural Change.'  Indian Journal of Psychology, 1932, Vol. VII, pp. 100–116.",I. F. Grant,International Journal of Psychoanalysis ,15,,308-309,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
ijpa,International Journal of Psychoanalysis,IJP,1934,IJP.015.0310A,IJP,1934,"Clinical: Viktor von Weizsäcker.  'Körpergeschehen und Neurose.'  Internationale Zeitschrift für Psychoanalyse, 1933, Bd. XIX, S. 16–116.",H. Mayor,International Journal of Psychoanalysis ,15,,310-310,,ABS,True,False,0,,,0,data\raw_pep_metadata\ijpa\1934\ijpa_IJP_1934_art_id_IJP._AND_year_1934.json
