scope,drive_conflict_defense,dream_fantasy_unconscious,ego_self_narcissism,object_relations,kleinian_bionian,winnicottian_environment_holding,attachment_development_infant,transference_countertransference,technique_interpretation_process,relational_intersubjective_field,trauma_dissociation_affect_regulation,psychosis_borderline_primitive_states,body_sexuality_gender,language_narrative_symbolization,culture_race_social_ethics,empirical_research_measurement,history_theory_schools,classical_drive_conflict_index,classical_metapsychology_index,object_relations_tradition_index,relational_shift_index,relational_process_index,contemporary_contextualization_index,social_ethical_turn_index,trauma_affect_regulation_index,clinical_severity_continuity_index,developmental_attachment_index,body_sexuality_gender_index,language_narrative_index,narrative_reframing_index,research_psychology_index,relational_to_drive_conflict_ratio,contemporary_to_classical_ratio,contextualization_minus_classical_metapsychology,culture_plus_trauma_index
global,35.0871,18.9822,19.344,19.3851,5.6971,2.5321,20.1003,18.8918,19.9523,22.4844,16.6968,6.5192,15.5623,15.5788,9.002,10.9586,4.9819,35.0871,92.9134,27.6143,-12.6027,61.3285,48.1832,9.002,16.6968,43.3163,20.1003,15.5623,15.5788,11.9781,10.9586,0.6408,0.5186,-44.7302,25.6988
