year,issue_label,item_type,title,url,keyword,keyword_raw,keyword_norm,keyword_final
2006,1/2006 vol. 136,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",disorder,disorder,disorder,disorder
2006,1/2006 vol. 136,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa
2006,1/2006 vol. 136,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu
2006,1/2006 vol. 136,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",kryzys relacyjny,kryzys relacyjny,kryzys relacyjny,kryzys relacyjny
2006,1/2006 vol. 136,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",Szekspir,Szekspir,Szekspir,Szekspir
2006,1/2006 vol. 136,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",terapia par,terapia par,terapia par,terapia par
2006,1/2006 vol. 136,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",psychoanalityczna terapia par,psychoanalityczna terapia par,psychoanalityczna terapia par,psychoanalityczna terapia par
2006,1/2006 vol. 136,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów
2006,1/2006 vol. 136,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",samotność terapeuty,samotność terapeuty,samotność terapeuty,samotność terapeuty
2006,1/2006 vol. 136,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",kontakt seksualny z klientem,kontakt seksualny z klientem,kontakt seksualny z klientem,kontakt seksualny z klientem
2006,1/2006 vol. 136,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html",zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny
2006,1/2006 vol. 136,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html",zastępcza trauma,zastępcza trauma,zastępcza trauma,zastępcza trauma
2007,1/2007 vol. 140,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Sposob-ujmowania-relacji-terapeutycznej-w-psychoterapii-poznawczej,153681,0,1.html",therapeutic relation,therapeutic relation,therapeutic relation,therapeutic relation
2007,1/2007 vol. 140,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Sposob-ujmowania-relacji-terapeutycznej-w-psychoterapii-poznawczej,153681,0,1.html",cognitive-behavioral therapy,cognitive-behavioral therapy,cognitive-behavioral therapy,cognitive-behavioral therapy
2007,1/2007 vol. 140,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",borderline,borderline,borderline,borderline
2007,1/2007 vol. 140,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",personality,personality,personality,personality
2007,1/2007 vol. 140,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",disorder,disorder,disorder,disorder
2007,1/2007 vol. 140,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa
2007,1/2007 vol. 140,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu
2007,1/2007 vol. 140,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",kryzys relacyjny,kryzys relacyjny,kryzys relacyjny,kryzys relacyjny
2007,1/2007 vol. 140,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",Szekspir,Szekspir,Szekspir,Szekspir
2007,1/2007 vol. 140,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",terapia par,terapia par,terapia par,terapia par
2007,1/2007 vol. 140,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",psychoanalityczna terapia par,psychoanalityczna terapia par,psychoanalityczna terapia par,psychoanalityczna terapia par
2007,1/2007 vol. 140,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów
2007,1/2007 vol. 140,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",samotność terapeuty,samotność terapeuty,samotność terapeuty,samotność terapeuty
2007,1/2007 vol. 140,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",kontakt seksualny z klientem,kontakt seksualny z klientem,kontakt seksualny z klientem,kontakt seksualny z klientem
2007,1/2007 vol. 140,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html",zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny
2007,1/2007 vol. 140,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html",zastępcza trauma,zastępcza trauma,zastępcza trauma,zastępcza trauma
2008,1/2008 vol. 144,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",borderline,borderline,borderline,borderline
2008,1/2008 vol. 144,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",personality,personality,personality,personality
2008,1/2008 vol. 144,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",disorder,disorder,disorder,disorder
2008,1/2008 vol. 144,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa
2008,1/2008 vol. 144,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu
2008,1/2008 vol. 144,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",kryzys relacyjny,kryzys relacyjny,kryzys relacyjny,kryzys relacyjny
2008,1/2008 vol. 144,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",Szekspir,Szekspir,Szekspir,Szekspir
2008,1/2008 vol. 144,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",terapia par,terapia par,terapia par,terapia par
2008,1/2008 vol. 144,UNKNOWN,Śnienie małżeństwa. „Sen nocy letniej” jako mapa terapeuty par,"https://www.psychoterapiaptp.pl/Snienie-malzenstwa-Sen-nocy-letniej-jako-mapa-terapeuty-par,200642,0,1.html",psychoanalityczna terapia par,psychoanalityczna terapia par,psychoanalityczna terapia par,psychoanalityczna terapia par
2008,1/2008 vol. 144,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów,zagrożenia zawodowe terapeutów
2008,1/2008 vol. 144,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",samotność terapeuty,samotność terapeuty,samotność terapeuty,samotność terapeuty
2008,1/2008 vol. 144,UNKNOWN,Zagrożenia zawodowe terapeutów,"https://www.psychoterapiaptp.pl/Zagrozenia-zawodowe-terapeutow,206032,0,1.html",kontakt seksualny z klientem,kontakt seksualny z klientem,kontakt seksualny z klientem,kontakt seksualny z klientem
2008,1/2008 vol. 144,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html",zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny,zastępczy wzrost potraumatyczny
2008,1/2008 vol. 144,UNKNOWN,Czy korzysta tylko pacjent? Potencjalny wpływ pracy z osobami z traumą — na terapeutę,"https://www.psychoterapiaptp.pl/Czy-korzysta-tylko-pacjent-Potencjalny-wplyw-pracy-z-osobami-z-trauma-na-terapeute,200100,0,1.html",zastępcza trauma,zastępcza trauma,zastępcza trauma,zastępcza trauma
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spostrzezenia-na-temat-zaleznosci-pomiedzy-psychoterapia-a-postepami-w-neurobiologii,153748,0,1.html",neurobiology,neurobiology,neurobiology,neurobiology
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spostrzezenia-na-temat-zaleznosci-pomiedzy-psychoterapia-a-postepami-w-neurobiologii,153748,0,1.html",pharmacotherapy,pharmacotherapy,pharmacotherapy,pharmacotherapy
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spostrzezenia-na-temat-zaleznosci-pomiedzy-psychoterapia-a-postepami-w-neurobiologii,153748,0,1.html",versus psychotherapy,versus psychotherapy,versus psychotherapy,versus psychotherapy
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spojrzenie-na-depresje-z-perspektywy-psychoterapii-35-42,153749,0,1.html",depression,depression,depression,depression
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Spojrzenie-na-depresje-z-perspektywy-psychoterapii-35-42,153749,0,1.html",psychotherapy,psychotherapy,psychotherapy,psychotherapy
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html",mechanisms of change,mechanisms of change,mechanisms of change,mechanisms of change
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html",in psychotherapy,in psychotherapy,in psychotherapy,in psychotherapy
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html",experience of values,experience of values,experience of values,experience of values
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html",symptoms relief,symptoms relief,symptoms relief,symptoms relief
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html",the subjective assessment of,the subjective assessment of,the subjective assessment of,the subjective assessment of
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Korektywne-przezywanie-wartosci-opis-zjawiska-i-przeglad-badan-dotyczacych-zmian,153750,0,1.html",the psychotherapy outcome,the psychotherapy outcome,the psychotherapy outcome,the psychotherapy outcome
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Dialog-w-milczeniu-rozumienie-i-terapia-pacjentki-mutystycznej-57-63,153751,0,1.html",understanding of the symptoms,understanding of the symptoms,understanding of the symptoms,understanding of the symptoms
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Dialog-w-milczeniu-rozumienie-i-terapia-pacjentki-mutystycznej-57-63,153751,0,1.html",psychodynamic psychotherapy,psychodynamic psychotherapy,psychodynamic psychotherapy,psychodynamic psychotherapy
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wykorzystanie-genogramu-we-wspolczesnych-nurtach-terapii-rodzin-65-76,153752,0,1.html",genograms,genograms,genograms,genograms
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wykorzystanie-genogramu-we-wspolczesnych-nurtach-terapii-rodzin-65-76,153752,0,1.html",narrations,narrations,narrations,narrations
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Wykorzystanie-genogramu-we-wspolczesnych-nurtach-terapii-rodzin-65-76,153752,0,1.html",family therapy,family therapy,family therapy,family therapy
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Godne-zycie-a-zaburzenia-odzywiania-sie-77-88,153753,0,1.html",eating disorders,eating disorders,eating disorders,eating disorders
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Godne-zycie-a-zaburzenia-odzywiania-sie-77-88,153753,0,1.html",dignity,dignity,dignity,dignity
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Godne-zycie-a-zaburzenia-odzywiania-sie-77-88,153753,0,1.html",workshop,workshop,workshop,workshop
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Milosc-wczoraj-i-dzis-89-94,153754,0,1.html",love,love,love,love
2009,1/2009 vol. 148,UNKNOWN,Streszczenie,"https://www.psychoterapiaptp.pl/Milosc-wczoraj-i-dzis-89-94,153754,0,1.html",attributes,attributes,attributes,attributes
2009,1/2009 vol. 148,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",borderline,borderline,borderline,borderline
2009,1/2009 vol. 148,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",personality,personality,personality,personality
2009,1/2009 vol. 148,UNKNOWN,Analiza przypadku pacjentki z zaburzeniami osobowości typu borderline hospitalizowanej na Oddziale Leczenia Zaburzeń Osobowości i Nerwic 53-63,"https://www.psychoterapiaptp.pl/Analiza-przypadku-pacjentki-z-zaburzeniami-osobowosci-typu-borderline-hospitalizowanej,153744,0,1.html",disorder,disorder,disorder,disorder
2009,1/2009 vol. 148,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa,perspektywa rozwojowa
2009,1/2009 vol. 148,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu,integracja ciała i umysłu
2009,1/2009 vol. 148,UNKNOWN,Ciało w psychoterapii. Natura i funkcja integracji ciała i umysłu w pracy psychoterapeutycznej na podstawie studium przypadku w pierwszym roku psychoterapii,"https://www.psychoterapiaptp.pl/Cialo-w-psychoterapii-Natura-i-funkcja-integracji-ciala-i-umyslu-w-pracy-psychoterapeutycznej,209818,0,1.html",kryzys relacyjny,kryzys relacyjny,kryzys relacyjny,kryzys relacyjny
