timestamp,journal_id,probe_year,endpoint,params_json,status_code,n_records,raw_path,error
2026-05-30T01:18:00,psychoanalytic_psychology,1984,https://api.pep-web.org/v2/Database/Search/,"{""facetquery"": ""art_id:PPSY.* AND year:1984"", ""formatrequested"": ""JSON"", ""abstract"": ""true"", ""limit"": ""500"", ""offset"": ""0"", ""synonyms"": ""false""}",200,28,data\raw_pep_metadata\psychoanalytic_psychology\1984\psychoanalytic_psychology_PPSY_1984_art_id_PPSY._AND_year_1984.json,
