rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base,semantic_review_status,candidate_reason,suggested_family,term_norm_for_audit,audit_category,audit_reason,include_in_semantic_review,audit_scope,audit_stage,manual_override,manual_override_note
129,meaning,1,808,543,10.013,5423,pending,ijpa_high_frequency_recon,language_narrative_meaning,meaning,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
130,question,1,803,578,10.658,5423,pending,ijpa_high_frequency_recon,,question,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
131,history,1,801,567,10.455,5423,pending,ijpa_high_frequency_recon,,history,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
132,now,1,799,625,11.525,5423,pending,ijpa_high_frequency_recon,,now,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
133,over,1,795,610,11.248,5423,pending,ijpa_high_frequency_recon,,over,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
134,importance,1,793,639,11.783,5423,pending,ijpa_high_frequency_recon,,importance,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
135,character,1,788,447,8.243,5423,pending,ijpa_high_frequency_recon,,character,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
136,accepted,1,788,762,14.051,5423,pending,ijpa_high_frequency_recon,,accepted,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
137,rather,1,785,688,12.687,5423,pending,ijpa_high_frequency_recon,,rather,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
138,become,1,785,666,12.281,5423,pending,ijpa_high_frequency_recon,,become,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
139,des,1,781,183,3.375,5423,pending,ijpa_high_frequency_recon,,des,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
140,since,1,780,654,12.06,5423,pending,ijpa_high_frequency_recon,,since,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
141,general,1,777,607,11.193,5423,pending,ijpa_high_frequency_recon,,general,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
142,another,1,774,650,11.986,5423,pending,ijpa_high_frequency_recon,,another,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
143,trauma,1,774,282,5.2,5423,pending,ijpa_high_frequency_recon,affect_trauma_regulation,trauma,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
144,father,1,769,374,6.897,5423,pending,ijpa_high_frequency_recon,,father,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
145,towards,1,766,559,10.308,5423,pending,ijpa_high_frequency_recon,,towards,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
146,und,1,758,154,2.84,5423,pending,ijpa_high_frequency_recon,,und,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
147,society,1,757,412,7.597,5423,pending,ijpa_high_frequency_recon,,society,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
148,individual,1,752,550,10.142,5423,pending,ijpa_high_frequency_recon,,individual,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
149,specific,1,747,575,10.603,5423,pending,ijpa_high_frequency_recon,,specific,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
150,make,1,747,650,11.986,5423,pending,ijpa_high_frequency_recon,,make,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
151,del,1,745,122,2.25,5423,pending,ijpa_high_frequency_recon,,del,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
152,group,1,737,425,7.837,5423,pending,ijpa_high_frequency_recon,,group,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
153,language,1,734,354,6.528,5423,pending,ijpa_high_frequency_recon,language_narrative_meaning,language,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
154,knowledge,1,733,520,9.589,5423,pending,ijpa_high_frequency_recon,,knowledge,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
155,course,1,731,634,11.691,5423,pending,ijpa_high_frequency_recon,,course,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
156,defence,1,730,381,7.026,5423,pending,ijpa_high_frequency_recon,,defence,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
157,order,1,728,629,11.599,5423,pending,ijpa_high_frequency_recon,,order,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
158,shall,1,727,452,8.335,5423,pending,ijpa_high_frequency_recon,,shall,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
159,various,1,726,619,11.414,5423,pending,ijpa_high_frequency_recon,,various,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
160,structure,1,726,498,9.183,5423,pending,ijpa_high_frequency_recon,,structure,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
161,second,1,719,578,10.658,5423,pending,ijpa_high_frequency_recon,,second,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
162,personality,1,717,465,8.575,5423,pending,ijpa_high_frequency_recon,,personality,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
163,states,1,713,465,8.575,5423,pending,ijpa_high_frequency_recon,,states,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
164,emotional,1,713,454,8.372,5423,pending,ijpa_high_frequency_recon,affect_trauma_regulation,emotional,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
165,conflict,1,711,415,7.653,5423,pending,ijpa_high_frequency_recon,,conflict,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
166,external,1,706,479,8.833,5423,pending,ijpa_high_frequency_recon,,external,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
167,scientific,1,704,431,7.948,5423,pending,ijpa_high_frequency_recon,,scientific,candidate_concept,kept_for_semantic_review,True,ijpa_candidate_queue,2b_recon_audit_terms,,
