term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm
cognitive,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,53,5.4359,11.630142,2.9156,pending,,,cognitive
steven,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,45,4.6154,11.579865,3.0245,pending,,,steven
defense,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,52,5.3333,11.416822,2.8756,pending,,,defense
address,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,59,6.0513,11.236777,2.7445,pending,,,address
behavior,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,57,5.8462,11.072905,2.727,pending,,,behavior
submitted,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,58,5.9487,10.954653,2.6866,pending,,,submitted
intrapsychic,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,54,5.5385,10.876941,2.7143,pending,,,intrapsychic
brookline,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,37,3.7949,10.618156,2.919,pending,,,brookline
outcome,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,56,5.7436,10.610806,2.6245,pending,,,outcome
arnold,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,37,3.7949,10.585646,2.9101,pending,,,arnold
japa,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,34,3.4872,10.332737,2.9063,pending,,,japa
interaction,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,60,6.1538,10.234156,2.4895,pending,,,interaction
ann,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,37,3.7949,9.967949,2.7403,pending,,,ann
interpersonal,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,61,6.2564,9.96022,2.4134,pending,,,interpersonal
measures,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,41,4.2051,9.938339,2.659,pending,,,measures
role,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,143,14.6667,9.862933,1.9846,pending,,,role
physicians,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,32,3.2821,9.694495,2.7726,pending,,,physicians
fantasy,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,67,6.8718,9.423471,2.2333,pending,,,fantasy
increasingly,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,46,4.7179,9.39022,2.4389,pending,,,increasingly
held,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,55,5.641,9.32405,2.3163,pending,,,held
boston,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,47,4.8205,9.215845,2.3806,pending,,,boston
arbor,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,32,3.2821,9.163253,2.6207,pending,,,arbor
richard,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,39,4.0,9.084884,2.4628,pending,,,richard
female,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,59,6.0513,9.077814,2.2172,pending,,,female
study,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,178,18.2564,9.027032,1.7402,pending,,,study
differences,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,68,6.9744,8.982142,2.1214,pending,,,differences
assistant,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,36,3.6923,8.911351,2.4679,pending,,,assistant
south,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,42,4.3077,8.907603,2.3683,pending,,,south
compuserve,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,27,2.7692,8.840489,2.653,pending,,,compuserve
england,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,35,3.5897,8.764438,2.4458,pending,,,england
affect,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,67,6.8718,8.631536,2.0456,pending,,,affect
candidates,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,38,3.8974,8.581297,2.3423,pending,,,candidates
surgeons,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,27,2.7692,8.423554,2.5279,pending,,,surgeons
haven,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,32,3.2821,8.382016,2.3973,pending,,,haven
panel,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,45,4.6154,8.192293,2.1397,pending,,,panel
stuart,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,28,2.8718,8.105259,2.4071,pending,,,stuart
transference,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,139,14.2564,8.044677,1.6279,pending,,,transference
defenses,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,37,3.7949,8.017326,2.204,pending,,,defenses
shapiro,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,27,2.7692,8.006619,2.4028,pending,,,shapiro
drive,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,72,7.3846,7.985976,1.8613,pending,,,drive
interactions,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,39,4.0,7.898007,2.141,pending,,,interactions
representations,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,48,4.9231,7.716269,1.9827,pending,,,representations
proposed,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,55,5.641,7.705131,1.9142,pending,,,proposed
fonagy,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,30,3.0769,7.589112,2.21,pending,,,fonagy
contribute,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,45,4.6154,7.234192,1.8895,pending,,,contribute
often,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,127,13.0256,7.130779,1.4696,pending,,,often
michigan,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,36,3.6923,7.071845,1.9585,pending,,,michigan
theodore,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,25,2.5641,7.04375,2.1619,pending,,,theodore
roose,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,23,2.359,7.01409,2.207,pending,,,roose
cambridge,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,39,4.0,6.908943,1.8729,pending,,,cambridge
yale,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,27,2.7692,6.815376,2.0453,pending,,,yale
sciences,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,37,3.7949,6.781932,1.8644,pending,,,sciences
cornell,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,26,2.6667,6.726975,2.0411,pending,,,cornell
brain,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,31,3.1795,6.713808,1.9372,pending,,,brain
henry,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,28,2.8718,6.660713,1.9781,pending,,,henry
ways,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,100,10.2564,6.623836,1.4352,pending,,,ways
smith,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,25,2.5641,6.403138,1.9653,pending,,,smith
john,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,49,5.0256,6.374439,1.6294,pending,,,john
influence,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,75,7.6923,6.335756,1.463,pending,,,influence
levy,key_terms_by_journal_period,terms_unigram,japa,1990-2009,,23,2.359,6.247199,1.9657,pending,,,levy
gmail,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,231,31.6438,126.434245,23.2128,pending,,,gmail
training,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,194,26.5753,80.456577,15.2582,pending,,,training
suite,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,139,19.0411,64.14363,12.9802,pending,,,suite
american,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,147,20.137,63.741904,12.7555,pending,,,american
supervising,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,127,17.3973,61.836556,12.7445,pending,,,supervising
center,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,124,16.9863,44.981511,9.3162,pending,,,center
professor,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,118,16.1644,41.472945,8.6779,pending,,,professor
psychiatry,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,108,14.7945,33.587223,7.1594,pending,,,psychiatry
psychoanalysts,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,96,13.1507,31.793694,6.9499,pending,,,psychoanalysts
introduction,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,87,11.9178,30.844136,6.8889,pending,,,introduction
over,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,124,16.9863,30.159593,6.2464,pending,,,over
orcid,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,66,9.0411,29.262914,6.9596,pending,,,orcid
writing,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,76,10.411,28.849381,6.6415,pending,,,writing
japa,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,55,7.5342,28.778968,7.1494,pending,,,japa
submitted,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,69,9.4521,27.003544,6.356,pending,,,submitted
publication,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,78,10.6849,25.631052,5.866,pending,,,publication
association,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,107,14.6575,23.911975,5.1071,pending,,,association
see,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,81,11.0959,22.303538,5.0613,pending,,,see
reading,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,62,8.4932,21.527591,5.196,pending,,,reading
south,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,51,6.9863,20.41673,5.1672,pending,,,south
west,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,79,10.8219,19.751622,4.5074,pending,,,west
faculty,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,86,11.7808,19.686053,4.4081,pending,,,faculty
here,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,97,13.2877,19.58104,4.2707,pending,,,here
net,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,63,8.6301,19.560276,4.7033,pending,,,net
ways,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,94,12.8767,19.090251,4.1921,pending,,,ways
plenary,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,41,5.6164,18.998357,5.0829,pending,,,plenary
thought,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,100,13.6986,18.942473,4.1044,pending,,,thought
personal,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,87,11.9178,18.470177,4.1253,pending,,,personal
write,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,18.183442,4.7767,pending,,,write
essay,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,57,7.8082,18.10373,4.4586,pending,,,essay
words,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,70,9.589,17.984638,4.2191,pending,,,words
columbia,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,47,6.4384,17.44179,4.5055,pending,,,columbia
society,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,86,11.7808,17.147274,3.8396,pending,,,society
way,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,147,20.137,16.715488,3.345,pending,,,way
long,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,71,9.726,15.113604,3.534,pending,,,long
united,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,47,6.4384,14.970234,3.8671,pending,,,united
comcast,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,35,4.7945,14.673983,4.0949,pending,,,comcast
east,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,65,8.9041,14.513775,3.4642,pending,,,east
yet,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,82,11.2329,14.467978,3.2742,pending,,,yet
san,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,56,7.6712,14.289954,3.5344,pending,,,san
now,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,90,12.3288,14.15004,3.1369,pending,,,now
aol,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,53,7.2603,14.099238,3.5345,pending,,,aol
education,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,46,6.3014,13.485909,3.5027,pending,,,education
harvard,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,38,5.2055,13.303225,3.6312,pending,,,harvard
think,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,66,9.0411,13.192854,3.1377,pending,,,think
medical,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,68,9.3151,13.186125,3.1143,pending,,,medical
boston,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,43,5.8904,13.122857,3.4678,pending,,,boston
regarding,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,55,7.5342,12.760645,3.1701,pending,,,regarding
know,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,67,9.1781,12.747161,3.021,pending,,,know
life,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,158,21.6438,12.712432,2.5079,pending,,,life
power,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,51,6.9863,12.123058,3.0682,pending,,,power
racism,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,30,4.1096,12.009958,3.4974,pending,,,racism
psychodynamic,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,50,6.8493,11.903132,3.0274,pending,,,psychodynamic
emotional,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,79,10.8219,11.856769,2.7058,pending,,,emotional
readers,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,35,4.7945,11.508552,3.2115,pending,,,readers
wilson,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,28,3.8356,11.502062,3.4158,pending,,,wilson
chair,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,11.427999,3.1648,pending,,,chair
address,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,46,6.3014,11.364523,2.9517,pending,,,address
time,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,153,20.9589,11.252796,2.234,pending,,,time
candidates,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,34,4.6575,11.02433,3.1008,pending,,,candidates
make,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,86,11.7808,10.937029,2.449,pending,,,make
francisco,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,48,6.5753,10.81788,2.7796,pending,,,francisco
mind,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,103,14.1096,10.735246,2.3114,pending,,,mind
moment,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,10.725926,2.8177,pending,,,moment
back,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,50,6.8493,10.665195,2.7125,pending,,,back
anne,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,27,3.6986,10.342872,3.1039,pending,,,anne
known,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,50,6.8493,10.321324,2.6251,pending,,,known
ourselves,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,10.196358,2.8238,pending,,,ourselves
steven,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,33,4.5205,10.081291,2.8588,pending,,,steven
just,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,58,7.9452,10.037104,2.4616,pending,,,just
play,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,55,7.5342,9.979442,2.4791,pending,,,play
place,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,91,12.4658,9.939482,2.1981,pending,,,place
january,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,31,4.2466,9.837471,2.8385,pending,,,january
ideas,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,86,11.7808,9.804343,2.1954,pending,,,ideas
engagement,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,32,4.3836,9.731032,2.7831,pending,,,engagement
it's,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,27,3.6986,9.73087,2.9202,pending,,,it's
ever,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,9.72265,2.6926,pending,,,ever
editor,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,9.693859,2.5466,pending,,,editor
efforts,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,39,5.3425,9.674115,2.6225,pending,,,efforts
racial,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,27,3.6986,9.264583,2.7803,pending,,,racial
white,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,40,5.4795,9.208273,2.4796,pending,,,white
studies,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,77,10.5479,9.146728,2.0995,pending,,,studies
chicago,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,42,5.7534,9.073939,2.4125,pending,,,chicago
story,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,35,4.7945,9.03262,2.5206,pending,,,story
colleagues,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,36,4.9315,9.027879,2.5002,pending,,,colleagues
mark,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,29,3.9726,8.930669,2.6257,pending,,,mark
apsaa,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,22,3.0137,8.900984,2.8388,pending,,,apsaa
after,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,104,14.2466,8.830616,1.8974,pending,,,after
nyu,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,31,4.2466,8.776593,2.5324,pending,,,nyu
richard,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,30,4.1096,8.676281,2.5266,pending,,,richard
room,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,38,5.2055,8.625247,2.3543,pending,,,room
myself,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,37,5.0685,8.574813,2.3573,pending,,,myself
thinking,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,85,11.6438,8.545466,1.9185,pending,,,thinking
field,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,67,9.1781,8.429491,1.9977,pending,,,field
even,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,101,13.8356,8.331115,1.8013,pending,,,even
something,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,53,7.2603,8.30799,2.0827,pending,,,something
ongoing,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,34,4.6575,8.225822,2.3136,pending,,,ongoing
study,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,133,18.2192,8.146538,1.6633,pending,,,study
around,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,44,6.0274,8.129112,2.1355,pending,,,around
like,key_terms_by_journal_period,terms_unigram,japa,2010-2025,,91,12.4658,8.080779,1.7871,pending,,,like
faculty,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,187,34.9533,149.619132,28.5727,pending,,,faculty
relational,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,167,31.215,128.616251,25.1009,pending,,,relational
program,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,150,28.0374,115.561269,23.0327,pending,,,program
psychology,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,168,31.4019,97.21281,18.9502,pending,,,psychology
commentary,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,110,20.5607,92.255171,19.589,pending,,,commentary
professor,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,138,25.7944,91.808198,18.6055,pending,,,professor
west,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,131,24.486,91.428136,18.7245,pending,,,west
press,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,108,20.1869,85.384889,18.2005,pending,,,press
postdoctoral,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,110,20.5607,84.844009,18.0154,pending,,,postdoctoral
supervising,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,113,21.1215,77.79839,16.4263,pending,,,supervising
member,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,109,20.3738,73.980237,15.7389,pending,,,member
dialogues,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,88,16.4486,62.367978,13.8946,pending,,,dialogues
training,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,130,24.2991,61.531636,12.6214,pending,,,training
net,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,87,16.2617,56.445901,12.607,pending,,,net
aol,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,85,15.8879,55.678312,12.4998,pending,,,aol
self,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,117,21.8692,54.691782,11.4641,pending,,,self
supervisor,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,75,14.0187,50.283789,11.6109,pending,,,supervisor
associate,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,77,14.3925,48.242862,11.0732,pending,,,associate
analyst's,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,99,18.5047,47.636065,10.344,pending,,,analyst's
subjectivity,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,68,12.7103,43.112172,10.1821,pending,,,subjectivity
intersubjective,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,65,12.1495,41.53516,9.9137,pending,,,intersubjective
center,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,91,17.0093,41.528474,9.1841,pending,,,center
private,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,76,14.2056,37.987103,8.7451,pending,,,private
perspective,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,86,16.0748,36.457486,8.1635,pending,,,perspective
american,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,84,15.7009,35.103466,7.9015,pending,,,american
association,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,92,17.1963,34.796569,7.677,pending,,,association
california,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,62,11.5888,33.442205,8.0717,pending,,,california
editor,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,60,11.215,32.599485,7.9301,pending,,,editor
author,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,118,22.0561,32.010179,6.6979,pending,,,author
san,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,62,11.5888,31.375804,7.573,pending,,,san
stephen,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,54,10.0935,31.315995,7.8147,pending,,,stephen
view,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,104,19.4393,30.078881,6.4631,pending,,,view
francisco,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,57,10.6542,28.42127,6.9995,pending,,,francisco
mitchell,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,47,8.785,27.916758,7.2114,pending,,,mitchell
psychological,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,90,16.8224,26.620641,5.9015,pending,,,psychological
therapeutic,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,97,18.1308,25.605303,5.5846,pending,,,therapeutic
patient's,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,95,17.757,25.236093,5.529,pending,,,patient's
way,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,117,21.8692,24.333999,5.1007,pending,,,way
personal,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,72,13.4579,24.314361,5.6671,pending,,,personal
gender,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,50,9.3458,23.55993,5.9921,pending,,,gender
countertransference,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,62,11.5888,23.53773,5.6811,pending,,,countertransference
director,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,46,8.5981,23.171626,6.0184,pending,,,director
international,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,61,11.4019,22.249523,5.391,pending,,,international
ways,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,74,13.8318,22.10897,5.1208,pending,,,ways
mutual,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,43,8.0374,21.368592,5.6468,pending,,,mutual
white,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,21.075477,5.5047,pending,,,white
northern,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,37,6.9159,20.027169,5.5056,pending,,,northern
medical,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,59,11.028,19.873202,4.8538,pending,,,medical
explores,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,19.363469,5.0575,pending,,,explores
essay,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,19.198853,5.0145,pending,,,essay
president,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,38,7.1028,18.964738,5.1766,pending,,,president
east,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,54,10.0935,18.634779,4.6502,pending,,,east
social,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,73,13.6449,18.60792,4.3233,pending,,,social
aron,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,31,5.7944,18.591708,5.3644,pending,,,aron
society,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,66,12.3364,18.317318,4.3564,pending,,,society
own,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,112,20.9346,18.272224,3.8652,pending,,,own
alanson,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,32,5.9813,18.207648,5.2074,pending,,,alanson
position,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,55,10.2804,17.982535,4.4673,pending,,,position
approach,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,71,13.271,17.332022,4.0527,pending,,,approach
william,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,36,6.729,16.907633,4.6824,pending,,,william
cultural,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,45,8.4112,16.861305,4.404,pending,,,cultural
massachusetts,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,35,6.5421,16.787463,4.6846,pending,,,massachusetts
suite,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,57,10.6542,16.200486,3.9898,pending,,,suite
harvard,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,32,5.9813,15.321202,4.3819,pending,,,harvard
psychiatry,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,62,11.5888,15.272124,3.6861,pending,,,psychiatry
intersubjectivity,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,30,5.6075,15.151401,4.4122,pending,,,intersubjectivity
context,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,60,11.215,14.818338,3.6047,pending,,,context
desire,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,39,7.2897,14.678165,3.979,pending,,,desire
interpersonal,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,41,7.6636,14.180401,3.7939,pending,,,interpersonal
division,key_terms_by_journal_period,terms_unigram,psychoanalytic_dialogues,1990-2009,,31,5.7944,14.091526,4.066,pending,,,division
