term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm
training,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,446,28.2636,112.411788,18.4204,pending,,,training
center,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,382,24.2079,109.208971,18.3605,pending,,,center
psychology,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,445,28.2003,104.550156,17.1385,pending,,,psychology
supervising,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,329,20.8492,102.828649,17.7319,pending,,,supervising
gmail,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,382,24.2079,98.308548,16.5279,pending,,,gmail
editor,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,261,16.5399,82.579209,14.8301,pending,,,editor
associate,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,252,15.9696,77.336772,13.9764,pending,,,associate
supervisor,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,230,14.5754,72.899047,13.3946,pending,,,supervisor
trauma,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,290,18.3777,72.428531,12.7665,pending,,,trauma
stephen,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,224,14.1952,72.022069,13.2978,pending,,,stephen
author,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,404,25.602,68.638657,11.4324,pending,,,author
california,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,221,14.0051,62.905858,11.6435,pending,,,california
self,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,319,20.2155,61.683266,10.6935,pending,,,self
international,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,247,15.6527,59.581981,10.8067,pending,,,international
discussion,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,318,20.1521,59.32387,10.29,pending,,,discussion
board,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,190,12.0406,57.088007,10.8692,pending,,,board
gender,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,203,12.8644,56.508106,10.6256,pending,,,gender
white,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,196,12.4208,56.288847,10.6543,pending,,,white
studies,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,270,17.1103,54.946528,9.8082,pending,,,studies
social,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,283,17.9341,54.670244,9.6779,pending,,,social
suite,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,243,15.3992,54.066228,9.8353,pending,,,suite
personal,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,260,16.4766,53.942514,9.694,pending,,,personal
mitchell,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,170,10.7731,52.477588,10.2063,pending,,,mitchell
west,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,235,14.8923,52.155468,9.5456,pending,,,west
subjectivity,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,177,11.2167,49.067028,9.4691,pending,,,subjectivity
nyu,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,159,10.076,47.877605,9.4337,pending,,,nyu
psychoanalyst,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,199,12.6109,47.34701,8.9362,pending,,,psychoanalyst
commentary,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,153,9.6958,45.506685,9.0346,pending,,,commentary
press,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,165,10.4563,45.04987,8.8126,pending,,,press
northern,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,149,9.4423,44.850784,8.9511,pending,,,northern
journal,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,194,12.294,43.009236,8.1565,pending,,,journal
book,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,193,12.2307,41.339644,7.8475,pending,,,book
society,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,233,14.7655,41.333801,7.5768,pending,,,society
san,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,178,11.2801,41.314423,7.9644,pending,,,san
ways,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,243,15.3992,40.824419,7.4264,pending,,,ways
francisco,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,170,10.7731,40.237845,7.8258,pending,,,francisco
director,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,153,9.6958,39.654189,7.8727,pending,,,director
psychologist,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,138,8.7452,39.097845,7.9234,pending,,,psychologist
psy,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,130,8.2383,38.919785,7.9832,pending,,,psy
american,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,227,14.3853,38.918737,7.1682,pending,,,american
president,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,140,8.872,38.202072,7.7195,pending,,,president
association,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,249,15.7795,37.575479,6.8054,pending,,,association
published,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,193,12.2307,35.716482,6.7801,pending,,,published
national,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,140,8.872,35.630924,7.2,pending,,,national
routledge,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,126,7.9848,35.476599,7.3235,pending,,,routledge
intersubjective,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,139,8.8086,34.846391,7.0516,pending,,,intersubjective
founding,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,121,7.6679,34.386349,7.1578,pending,,,founding
issue,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,184,11.6603,33.206044,6.3609,pending,,,issue
editorial,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,124,7.858,33.106423,6.8567,pending,,,editorial
perspectives,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,158,10.0127,32.653478,6.4419,pending,,,perspectives
perspective,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,214,13.5615,32.652893,6.0799,pending,,,perspective
massachusetts,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,122,7.7313,31.340385,6.5127,pending,,,massachusetts
sexuality,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,157,9.9493,30.139954,5.9535,pending,,,sexuality
dissociation,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,116,7.3511,29.653824,6.227,pending,,,dissociation
political,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,131,8.3016,29.603655,6.0628,pending,,,political
graduate,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,110,6.9708,28.380596,6.0262,pending,,,graduate
response,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,157,9.9493,27.557485,5.4434,pending,,,response
race,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,103,6.5272,27.463357,5.9132,pending,,,race
aol,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,138,8.7452,27.258091,5.524,pending,,,aol
alanson,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,97,6.147,27.101104,5.9109,pending,,,alanson
therapeutic,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,268,16.9835,26.946986,4.8165,pending,,,therapeutic
culture,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,136,8.6185,26.693889,5.4256,pending,,,culture
cultural,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,140,8.872,26.561781,5.3674,pending,,,cultural
adjunct,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,98,6.2104,26.497346,5.7664,pending,,,adjunct
explores,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,128,8.1115,25.3268,5.2115,pending,,,explores
space,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,139,8.8086,24.66995,4.9923,pending,,,space
net,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,135,8.5551,24.532942,4.9938,pending,,,net
own,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,330,20.9125,24.488945,4.2207,pending,,,own
books,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,113,7.161,24.207118,5.1111,pending,,,books
context,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,186,11.7871,24.153207,4.6172,pending,,,context
analyst's,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,198,12.5475,23.915446,4.5181,pending,,,analyst's
william,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,105,6.654,23.58555,5.0575,pending,,,william
dialogue,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,118,7.4778,23.277213,4.8706,pending,,,dialogue
medical,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,163,10.3295,23.099425,4.5294,pending,,,medical
mutual,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,109,6.9075,23.05507,4.9048,pending,,,mutual
teaches,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,83,5.2598,22.30078,5.0331,pending,,,teaches
writing,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,126,7.9848,21.24514,4.3857,pending,,,writing
psychiatry,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,182,11.5336,20.764399,3.9859,pending,,,psychiatry
essay,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,116,7.3511,20.43178,4.2904,pending,,,essay
currently,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,97,6.147,20.387803,4.4467,pending,,,currently
living,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,107,6.7807,20.160172,4.3058,pending,,,living
past,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,174,11.0266,20.114542,3.8946,pending,,,past
explore,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,117,7.4144,19.103178,4.0043,pending,,,explore
collective,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,83,5.2598,18.784923,4.2396,pending,,,collective
serves,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,91,5.7668,18.558416,4.1042,pending,,,serves
field,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,165,10.4563,18.538617,3.6265,pending,,,field
recognition,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,109,6.9075,18.348374,3.9035,pending,,,recognition
articles,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,89,5.6401,18.152935,4.0342,pending,,,articles
iarpp,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,67,4.2459,17.915527,4.2459,pending,,,iarpp
aron,key_terms_by_journal,terms_unigram,psychoanalytic_dialogues,,,68,4.3093,17.725869,4.1864,pending,,,aron
study,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,319,23.3017,43.197824,7.4888,pending,,,study
psychology,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,274,20.0146,42.59157,7.5829,pending,,,psychology
implications,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,188,13.7327,40.760822,7.7762,pending,,,implications
psychodynamic,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,141,10.2995,35.158129,7.0943,pending,,,psychodynamic
psyd,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,103,7.5237,34.599001,7.4496,pending,,,psyd
attachment,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,130,9.496,33.062432,6.7818,pending,,,attachment
discussed,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,206,15.0475,32.37548,6.0711,pending,,,discussed
results,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,150,10.9569,31.967331,6.3714,pending,,,results
empirical,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,129,9.4229,30.670923,6.3011,pending,,,empirical
issues,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,179,13.0752,29.992242,5.7756,pending,,,issues
interpersonal,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,128,9.3499,29.096778,5.9872,pending,,,interpersonal
perspective,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,181,13.2213,29.032645,5.5789,pending,,,perspective
therapeutic,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,238,17.385,28.343965,5.1756,pending,,,therapeutic
personality,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,177,12.9291,25.954579,5.0088,pending,,,personality
behavior,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,109,7.962,24.492992,5.2107,pending,,,behavior
self,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,204,14.9014,23.945153,4.4984,pending,,,self
disorder,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,109,7.962,23.317328,4.9606,pending,,,disorder
online,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,80,5.8437,23.155854,5.2693,pending,,,online
united,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,98,7.1585,22.550402,4.9075,pending,,,united
sample,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,78,5.6976,21.57624,4.938,pending,,,sample
apa,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,72,5.2593,21.452014,4.9999,pending,,,apa
psychological,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,202,14.7553,21.402164,4.0281,pending,,,psychological
assessment,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,84,6.1359,19.193187,4.3202,pending,,,assessment
associated,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,117,8.5464,18.454404,3.8683,pending,,,associated
disorders,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,103,7.5237,17.991916,3.8739,pending,,,disorders
functioning,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,131,9.569,17.322825,3.5477,pending,,,functioning
psychopathology,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,94,6.8663,17.094223,3.7538,pending,,,psychopathology
relationships,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,132,9.6421,16.619574,3.3984,pending,,,relationships
independent,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,79,5.7706,16.316,3.7234,pending,,,independent
orcid,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,79,5.7706,16.153628,3.6863,pending,,,orcid
examined,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,95,6.9394,15.691091,3.4378,pending,,,examined
participants,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,75,5.4785,15.621885,3.6072,pending,,,participants
scale,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,61,4.4558,15.598786,3.7796,pending,,,scale
gmail,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,171,12.4909,15.468201,3.005,pending,,,gmail
interests,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,69,5.0402,15.431028,3.6321,pending,,,interests
measures,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,68,4.9671,15.304819,3.6147,pending,,,measures
states,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,157,11.4682,15.19458,3.0013,pending,,,states
latest,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,57,4.1636,14.950221,3.6819,pending,,,latest
diagnostic,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,63,4.6019,14.862373,3.5736,pending,,,diagnostic
notified,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,50,3.6523,14.36021,3.6523,pending,,,notified
notification,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,50,3.6523,14.323788,3.643,pending,,,notification
relational,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,133,9.7151,13.781431,2.8138,pending,,,relational
favorite,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,50,3.6523,13.777448,3.5041,pending,,,favorite
relations,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,133,9.7151,13.599945,2.7767,pending,,,relations
significantly,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,62,4.5289,13.12177,3.1671,pending,,,significantly
test,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,60,4.3828,13.066412,3.1785,pending,,,test
individuals,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,88,6.428,13.052512,2.9079,pending,,,individuals
sign,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,53,3.8714,12.930363,3.2415,pending,,,sign
support,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,91,6.6472,12.925065,2.8584,pending,,,support
adult,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,116,8.4733,12.868098,2.7021,pending,,,adult
interventions,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,67,4.8941,12.207698,2.8932,pending,,,interventions
available,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,82,5.9898,12.140905,2.7475,pending,,,available
construct,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,56,4.0906,12.081506,2.9882,pending,,,construct
behaviors,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,49,3.5793,12.081449,3.0883,pending,,,behaviors
affect,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,100,7.3046,12.036156,2.608,pending,,,affect
potential,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,94,6.8663,12.032016,2.6421,pending,,,potential
abpp,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,50,3.6523,11.992738,3.0502,pending,,,abpp
suite,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,123,8.9847,11.64968,2.4168,pending,,,suite
context,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,135,9.8612,11.582757,2.3577,pending,,,context
defense,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,69,5.0402,11.259277,2.6502,pending,,,defense
issue,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,112,8.1812,10.954909,2.3173,pending,,,issue
rorschach,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,42,3.0679,10.911952,2.9012,pending,,,rorschach
interview,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,54,3.9445,10.869623,2.7124,pending,,,interview
therapist's,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,50,3.6523,10.572254,2.6889,pending,,,therapist's
representations,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,72,5.2593,10.442683,2.4339,pending,,,representations
sent,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,52,3.7984,10.373018,2.6127,pending,,,sent
integration,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,83,6.0628,10.281029,2.3203,pending,,,integration
frank,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,48,3.5062,10.148485,2.6076,pending,,,frank
articles,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,59,4.3097,10.059827,2.457,pending,,,articles
illustrate,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,107,7.8159,10.050816,2.1466,pending,,,illustrate
variables,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,45,3.2871,10.031406,2.6201,pending,,,variables
impact,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,102,7.4507,9.759009,2.1056,pending,,,impact
measure,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,52,3.7984,9.747775,2.4552,pending,,,measure
regulation,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,49,3.5793,9.725901,2.4862,pending,,,regulation
via,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,78,5.6976,9.716599,2.2238,pending,,,via
completed,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,49,3.5793,9.580944,2.4491,pending,,,completed
approaches,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,81,5.9167,9.499684,2.1557,pending,,,approaches
examines,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,64,4.6749,9.460926,2.2664,pending,,,examines
role,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,197,14.3901,9.229733,1.7453,pending,,,role
assessed,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,41,2.9949,9.220325,2.4669,pending,,,assessed
italy,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,58,4.2367,9.19187,2.2543,pending,,,italy
specifically,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,71,5.1863,9.10629,2.1293,pending,,,specifically
next,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,62,4.5289,9.091857,2.1944,pending,,,next
oriented,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,45,3.2871,9.073802,2.37,pending,,,oriented
across,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,58,4.2367,9.04078,2.2172,pending,,,across
higher,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,47,3.4332,9.022998,2.3308,pending,,,higher
alliance,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,50,3.6523,8.896812,2.2628,pending,,,alliance
cognitive,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,63,4.6019,8.659685,2.0822,pending,,,cognitive
style,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,52,3.7984,8.644406,2.1773,pending,,,style
division,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,52,3.7984,8.460511,2.131,pending,,,division
patterns,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,62,4.5289,8.170734,1.9721,pending,,,patterns
manual,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,35,2.5566,8.16578,2.2787,pending,,,manual
reprints,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,32,2.3375,8.108211,2.3189,pending,,,reprints
validity,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,45,3.2871,7.974331,2.0828,pending,,,validity
suggest,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,86,6.282,7.907381,1.7706,pending,,,suggest
questionnaire,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,36,2.6297,7.889879,2.185,pending,,,questionnaire
msc,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,31,2.2644,7.8158,2.2552,pending,,,msc
borderline,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,62,4.5289,7.786933,1.8795,pending,,,borderline
psychoanalytically,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,48,3.5062,7.732997,1.987,pending,,,psychoanalytically
requests,key_terms_by_journal,terms_unigram,psychoanalytic_psychology,,,32,2.3375,7.65475,2.1893,pending,,,requests
health,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,191,21.954,92.938932,17.6774,pending,,,health
nhs,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,140,16.092,78.539777,15.8706,pending,,,nhs
psychodynamic,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,134,15.4023,60.22081,12.2767,pending,,,psychodynamic
service,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,124,14.2529,56.889777,11.7825,pending,,,service
care,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,114,13.1034,51.125591,10.7748,pending,,,care
mental,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,181,20.8046,42.468421,8.1607,pending,,,mental
therapeutic,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,177,20.3448,42.152796,8.1348,pending,,,therapeutic
services,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,84,9.6552,39.472298,8.8849,pending,,,services
group,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,133,15.2874,36.582189,7.469,pending,,,group
staff,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,77,8.8506,35.550494,8.1599,pending,,,staff
describes,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,101,11.6092,32.520698,7.0315,pending,,,describes
disorder,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,88,10.1149,31.690775,7.0602,pending,,,disorder
psychiatric,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,84,9.6552,30.149575,6.7864,pending,,,psychiatric
psychotherapists,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,67,7.7011,29.244686,6.9308,pending,,,psychotherapists
difficulties,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,96,11.0345,28.768527,6.2886,pending,,,difficulties
setting,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,88,10.1149,28.27283,6.2988,pending,,,setting
need,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,133,15.2874,27.735374,5.6628,pending,,,need
public,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,74,8.5057,27.242879,6.3099,pending,,,public
disorders,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,78,8.9655,22.963995,5.2556,pending,,,disorders
routledge,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,58,6.6667,22.20129,5.4448,pending,,,routledge
approach,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,118,13.5632,21.446809,4.4876,pending,,,approach
psychotherapist,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,53,6.092,21.192592,5.3128,pending,,,psychotherapist
tavistock,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,49,5.6322,20.058863,5.1275,pending,,,tavistock
national,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,61,7.0115,19.582444,4.7448,pending,,,national
explore,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,71,8.1609,19.489778,4.5572,pending,,,explore
people,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,95,10.9195,18.762279,4.1106,pending,,,people
psychotic,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,68,7.8161,18.735544,4.4249,pending,,,psychotic
settings,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,48,5.5172,18.198489,4.6761,pending,,,settings
supervision,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,54,6.2069,18.167011,4.5334,pending,,,supervision
help,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,88,10.1149,18.018994,4.0144,pending,,,help
practitioners,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,45,5.1724,17.023535,4.4464,pending,,,practitioners
management,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,45,5.1724,16.582838,4.3313,pending,,,management
individual,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,109,12.5287,16.522659,3.5151,pending,,,individual
assessment,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,53,6.092,16.283181,4.082,pending,,,assessment
depression,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,58,6.6667,16.099786,3.9484,pending,,,depression
issues,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,97,11.1494,15.800807,3.4462,pending,,,issues
approaches,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,65,7.4713,15.647385,3.7348,pending,,,approaches
psychological,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,123,14.1379,15.353622,3.1852,pending,,,psychological
unit,key_terms_by_journal,terms_unigram,psychoanalytic_psychotherapy,,,44,5.0575,15.274875,4.0127,pending,,,unit
