rank_within_group,journal_key,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
39,psychoanalytic_dialogues,editorial boards,terms_bigram,1578,10586,46,10,2.9151,0.0945,2.8206,29.693,10.859796
40,psychoanalytic_dialogues,international journal,terms_bigram,1578,10586,57,100,3.6122,0.9446,2.6675,3.8361,10.831327
41,psychoanalytic_dialogues,maintains private,terms_bigram,1578,10586,44,4,2.7883,0.0378,2.7506,66.3038,10.47043
42,psychoanalytic_dialogues,relational perspectives,terms_bigram,1578,10586,44,8,2.7883,0.0756,2.7128,35.102,10.326593
43,psychoanalytic_dialogues,lauren levine,terms_bigram,1578,10586,43,0,2.725,0.0,2.725,583.3243,10.311797
44,psychoanalytic_dialogues,stephen hartman,terms_bigram,1578,10586,43,0,2.725,0.0,2.725,583.3243,10.311797
45,psychoanalytic_dialogues,study subjectivity,terms_bigram,1578,10586,43,12,2.725,0.1134,2.6116,23.333,9.882831
46,psychoanalytic_dialogues,past president,terms_bigram,1578,10586,43,14,2.725,0.1323,2.5927,20.1146,9.811337
47,psychoanalytic_dialogues,adrienne harris,terms_bigram,1578,10586,44,25,2.7883,0.2362,2.5522,11.7007,9.715283
48,psychoanalytic_dialogues,faculty nyu,terms_bigram,1578,10586,41,4,2.5982,0.0378,2.5604,61.8339,9.570078
49,psychoanalytic_dialogues,personal supervising,terms_bigram,1578,10586,41,11,2.5982,0.1039,2.4943,24.1959,9.322925
50,psychoanalytic_dialogues,therapeutic action,terms_bigram,1578,10586,55,125,3.4854,1.1808,2.3046,2.9651,9.276905
51,psychoanalytic_dialogues,relational perspective,terms_bigram,1578,10586,39,16,2.4715,0.1511,2.3203,16.0511,8.559454
52,psychoanalytic_dialogues,book series,terms_bigram,1578,10586,37,7,2.3447,0.0661,2.2786,33.5244,8.288659
53,psychoanalytic_dialogues,psychoanalyst private,terms_bigram,1578,10586,36,1,2.2814,0.0094,2.2719,163.152,8.203725
54,psychoanalytic_dialogues,mental health,terms_bigram,1578,10586,75,303,4.7529,2.8623,1.8906,1.6679,8.187601
55,psychoanalytic_dialogues,private correspondence,terms_bigram,1578,10586,36,2,2.2814,0.0189,2.2625,97.8912,8.169615
56,psychoanalytic_dialogues,faculty northern,terms_bigram,1578,10586,36,3,2.2814,0.0283,2.253,69.9223,8.135505
57,psychoanalytic_dialogues,california san,terms_bigram,1578,10586,39,30,2.4715,0.2834,2.1881,8.6834,8.071599
58,psychoanalytic_dialogues,study center,terms_bigram,1578,10586,39,34,2.4715,0.3212,2.1503,7.6766,7.932212
59,psychoanalytic_dialogues,founding member,terms_bigram,1578,10586,35,4,2.218,0.0378,2.1802,52.894,7.81283
60,psychoanalytic_dialogues,francisco center,terms_bigram,1578,10586,38,30,2.4081,0.2834,2.1247,8.4635,7.784037
61,psychoanalytic_dialogues,jack foehl,terms_bigram,1578,10586,34,0,2.1546,0.0,2.1546,462.6365,7.660446
62,psychoanalytic_dialogues,editor studies,terms_bigram,1578,10586,34,2,2.1546,0.0189,2.1357,92.5273,7.593275
63,psychoanalytic_dialogues,los angeles,terms_bigram,1578,10586,61,220,3.8657,2.0782,1.7874,1.8701,7.376989
64,psychoanalytic_dialogues,stephen seligman,terms_bigram,1578,10586,34,10,2.1546,0.0945,2.0602,22.0303,7.324592
65,psychoanalytic_dialogues,member faculty,terms_bigram,1578,10586,33,9,2.0913,0.085,2.0062,23.6435,7.074714
66,psychoanalytic_dialogues,boston society,terms_bigram,1578,10586,38,56,2.4081,0.529,1.8791,4.5688,6.884239
67,psychoanalytic_dialogues,supervising william,terms_bigram,1578,10586,32,7,2.0279,0.0661,1.9618,29.0545,6.859303
68,psychoanalytic_dialogues,president international,terms_bigram,1578,10586,33,16,2.0913,0.1511,1.9401,13.6129,6.841533
69,psychoanalytic_dialogues,national training,terms_bigram,1578,10586,31,1,1.9645,0.0094,1.9551,140.8024,6.775741
70,psychoanalytic_dialogues,mitchell relational,terms_bigram,1578,10586,31,2,1.9645,0.0189,1.9456,84.4814,6.743002
71,psychoanalytic_dialogues,supervisor postdoctoral,terms_bigram,1578,10586,32,11,2.0279,0.1039,1.924,18.9486,6.727185
72,psychoanalytic_dialogues,south africa,terms_bigram,1578,10586,34,30,2.1546,0.2834,1.8712,7.5842,6.652884
73,psychoanalytic_dialogues,doctoral program,terms_bigram,1578,10586,32,16,2.0279,0.1511,1.8767,13.2066,6.562037
74,psychoanalytic_dialogues,faculty postdoctoral,terms_bigram,1578,10586,30,0,1.9011,0.0,1.9011,408.9975,6.528493
75,psychoanalytic_dialogues,issue dialogues,terms_bigram,1578,10586,30,0,1.9011,0.0,1.9011,408.9975,6.528493
76,psychoanalytic_dialogues,consulting room,terms_bigram,1578,10586,42,99,2.6616,0.9352,1.7264,2.8639,6.493334
77,psychoanalytic_dialogues,supervisor faculty,terms_bigram,1578,10586,29,4,1.8378,0.0378,1.8,43.9542,6.122099
78,psychoanalytic_dialogues,francisco california,terms_bigram,1578,10586,33,39,2.0913,0.3684,1.7228,5.6864,6.075368
79,psychoanalytic_dialogues,joint editor-in-chief,terms_bigram,1578,10586,28,0,1.7744,0.0,1.7744,382.178,5.974923
80,psychoanalytic_dialogues,child adolescent,terms_bigram,1578,10586,36,67,2.2814,0.6329,1.6485,3.6256,5.952444
81,psychoanalytic_dialogues,white adjunct,terms_bigram,1578,10586,28,1,1.7744,0.0094,1.765,127.3927,5.943114
82,psychoanalytic_dialogues,division american,terms_bigram,1578,10586,29,12,1.8378,0.1134,1.7244,15.8235,5.865066
83,psychoanalytic_dialogues,graduate center,terms_bigram,1578,10586,28,7,1.7744,0.0661,1.7083,25.4785,5.75226
84,psychoanalytic_dialogues,contributing editor,terms_bigram,1578,10586,27,1,1.711,0.0094,1.7016,122.9227,5.670013
85,psychoanalytic_dialogues,muriel dimen,terms_bigram,1578,10586,27,6,1.711,0.0567,1.6543,28.3668,5.512626
86,psychoanalytic_dialogues,faculty stephen,terms_bigram,1578,10586,26,0,1.6477,0.0,1.6477,355.3585,5.430403
87,psychoanalytic_dialogues,amy schwartz,terms_bigram,1578,10586,26,0,1.6477,0.0,1.6477,355.3585,5.430403
88,psychoanalytic_dialogues,schwartz cooney,terms_bigram,1578,10586,26,0,1.6477,0.0,1.6477,355.3585,5.430403
89,psychoanalytic_dialogues,tel aviv,terms_bigram,1578,10586,30,37,1.9011,0.3495,1.5516,5.4533,5.328252
90,psychoanalytic_dialogues,advisory board,terms_bigram,1578,10586,26,6,1.6477,0.0567,1.591,27.3353,5.243599
91,psychoanalytic_dialogues,psychologist psychoanalyst,terms_bigram,1578,10586,26,6,1.6477,0.0567,1.591,27.3353,5.243599
92,psychoanalytic_dialogues,relational track,terms_bigram,1578,10586,25,1,1.5843,0.0094,1.5748,113.9829,5.130972
93,psychoanalytic_dialogues,jody davies,terms_bigram,1578,10586,25,1,1.5843,0.0094,1.5748,113.9829,5.130972
94,psychoanalytic_dialogues,director postdoctoral,terms_bigram,1578,10586,25,1,1.5843,0.0094,1.5748,113.9829,5.130972
95,psychoanalytic_dialogues,park west,terms_bigram,1578,10586,42,143,2.6616,1.3508,1.3108,1.9858,4.930016
96,psychoanalytic_dialogues,levine lauren,terms_bigram,1578,10586,24,0,1.5209,0.0,1.5209,328.5389,4.895629
97,psychoanalytic_dialogues,published routledge,terms_bigram,1578,10586,24,0,1.5209,0.0,1.5209,328.5389,4.895629
98,psychoanalytic_dialogues,professor postdoctoral,terms_bigram,1578,10586,24,1,1.5209,0.0094,1.5115,109.513,4.865222
99,psychoanalytic_dialogues,relational study,terms_bigram,1578,10586,24,1,1.5209,0.0094,1.5115,109.513,4.865222
100,psychoanalytic_dialogues,board directors,terms_bigram,1578,10586,24,3,1.5209,0.0283,1.4926,46.9341,4.804408
1,psychoanalytic_psychology,united states,terms_bigram,1369,10795,90,176,6.5741,1.6304,4.9438,4.0406,22.300594
2,psychoanalytic_psychology,apa journal,terms_bigram,1369,10795,57,0,4.1636,0.0,4.1636,906.2336,16.906154
3,psychoanalytic_psychology,available online,terms_bigram,1369,10795,54,2,3.9445,0.0185,3.926,171.7904,15.732621
4,psychoanalytic_psychology,now available,terms_bigram,1369,10795,54,14,3.9445,0.1297,3.8148,29.619,15.287156
5,psychoanalytic_psychology,object relations,terms_bigram,1369,10795,96,399,7.0124,3.6962,3.3163,1.9035,15.170941
6,psychoanalytic_psychology,become available,terms_bigram,1369,10795,52,6,3.7984,0.0556,3.7428,63.6485,14.860055
7,psychoanalytic_psychology,online notification,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
8,psychoanalytic_psychology,know next,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
9,psychoanalytic_psychology,online like,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
10,psychoanalytic_psychology,available sign,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
11,psychoanalytic_psychology,online service,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
12,psychoanalytic_psychology,journal available,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
13,psychoanalytic_psychology,issue online,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
14,psychoanalytic_psychology,notification latest,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
15,psychoanalytic_psychology,issue favorite,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
16,psychoanalytic_psychology,service now,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
17,psychoanalytic_psychology,favorite apa,terms_bigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
18,psychoanalytic_psychology,latest issue,terms_bigram,1369,10795,50,1,3.6523,0.0093,3.643,265.3032,14.323788
19,psychoanalytic_psychology,interest become,terms_bigram,1369,10795,50,1,3.6523,0.0093,3.643,265.3032,14.323788
20,psychoanalytic_psychology,issues interest,terms_bigram,1369,10795,50,1,3.6523,0.0093,3.643,265.3032,14.323788
21,psychoanalytic_psychology,like know,terms_bigram,1369,10795,50,2,3.6523,0.0185,3.6338,159.1819,14.287365
22,psychoanalytic_psychology,next issue,terms_bigram,1369,10795,50,2,3.6523,0.0185,3.6338,159.1819,14.287365
23,psychoanalytic_psychology,notified issues,terms_bigram,1369,10795,49,0,3.5793,0.0,3.5793,780.1489,14.002128
24,psychoanalytic_psychology,personality disorder,terms_bigram,1369,10795,47,93,3.4332,0.8615,2.5717,4.0034,9.955385
25,psychoanalytic_psychology,present study,terms_bigram,1369,10795,39,38,2.8488,0.352,2.4968,8.085,9.21032
26,psychoanalytic_psychology,reprints sent,terms_bigram,1369,10795,32,0,2.3375,0.0,2.3375,512.219,8.172991
27,psychoanalytic_psychology,requests reprints,terms_bigram,1369,10795,32,0,2.3375,0.0,2.3375,512.219,8.172991
28,psychoanalytic_psychology,therapeutic relationship,terms_bigram,1369,10795,41,99,2.9949,0.9171,2.0778,3.2868,7.766113
29,psychoanalytic_psychology,adult attachment,terms_bigram,1369,10795,31,22,2.2644,0.2038,2.0606,11.0324,7.141594
30,psychoanalytic_psychology,borderline personality,terms_bigram,1369,10795,35,71,2.5566,0.6577,1.8989,3.9126,6.80474
31,psychoanalytic_psychology,sign apa,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915
32,psychoanalytic_psychology,portal alerts,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915
33,psychoanalytic_psychology,apa portal,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915
34,psychoanalytic_psychology,alerts notified,terms_bigram,1369,10795,27,0,1.9722,0.0,1.9722,433.4161,6.571915
35,psychoanalytic_psychology,personality disorders,terms_bigram,1369,10795,34,85,2.4836,0.7874,1.6962,3.1798,6.03045
36,psychoanalytic_psychology,mental health,terms_bigram,1369,10795,59,319,4.3097,2.9551,1.3546,1.4675,5.546377
37,psychoanalytic_psychology,apa notified,terms_bigram,1369,10795,23,0,1.6801,0.0,1.6801,370.3737,5.339316
38,psychoanalytic_psychology,sign notify,terms_bigram,1369,10795,23,0,1.6801,0.0,1.6801,370.3737,5.339316
39,psychoanalytic_psychology,notify apa,terms_bigram,1369,10795,23,0,1.6801,0.0,1.6801,370.3737,5.339316
40,psychoanalytic_psychology,psychoanalytically oriented,terms_bigram,1369,10795,26,33,1.8992,0.3057,1.5935,6.2337,5.251914
41,psychoanalytic_psychology,reflective functioning,terms_bigram,1369,10795,24,20,1.7531,0.1853,1.5678,9.4179,5.046661
42,psychoanalytic_psychology,diagnostic manual,terms_bigram,1369,10795,22,5,1.607,0.0463,1.5607,32.2376,4.893549
43,psychoanalytic_psychology,personality organization,terms_bigram,1369,10795,26,45,1.8992,0.4169,1.4823,4.5896,4.88554
44,psychoanalytic_psychology,rome italy,terms_bigram,1369,10795,25,38,1.8262,0.352,1.4741,5.2194,4.802876
45,psychoanalytic_psychology,psychodynamic diagnostic,terms_bigram,1369,10795,21,5,1.534,0.0463,1.4876,30.8048,4.598385
46,psychoanalytic_psychology,mental disorders,terms_bigram,1369,10795,22,21,1.607,0.1945,1.4125,8.2468,4.428816
47,psychoanalytic_psychology,defense mechanisms,terms_bigram,1369,10795,24,41,1.7531,0.3798,1.3733,4.6522,4.420479
48,psychoanalytic_psychology,affect regulation,terms_bigram,1369,10795,23,35,1.6801,0.3242,1.3558,5.2165,4.308914
49,psychoanalytic_psychology,attachment style,terms_bigram,1369,10795,20,5,1.4609,0.0463,1.4146,29.372,4.306789
50,psychoanalytic_psychology,self psychology,terms_bigram,1369,10795,31,112,2.2644,1.0375,1.2269,2.2065,4.252143
51,psychoanalytic_psychology,orcid orcid,terms_bigram,1369,10795,20,7,1.4609,0.0648,1.3961,21.5395,4.250383
52,psychoanalytic_psychology,robert bornstein,terms_bigram,1369,10795,19,1,1.3879,0.0093,1.3786,102.4438,4.129949
53,psychoanalytic_psychology,social cognition,terms_bigram,1369,10795,19,4,1.3879,0.0371,1.3508,34.1479,4.046696
54,psychoanalytic_psychology,electronic sent,terms_bigram,1369,10795,18,0,1.3148,0.0,1.3148,291.5708,3.871432
55,psychoanalytic_psychology,statistical manual,terms_bigram,1369,10795,18,2,1.3148,0.0185,1.2963,58.3142,3.81688
56,psychoanalytic_psychology,diagnostic statistical,terms_bigram,1369,10795,18,2,1.3148,0.0185,1.2963,58.3142,3.81688
57,psychoanalytic_psychology,manual mental,terms_bigram,1369,10795,18,2,1.3148,0.0185,1.2963,58.3142,3.81688
58,psychoanalytic_psychology,results showed,terms_bigram,1369,10795,18,9,1.3148,0.0834,1.2315,15.3458,3.625948
59,psychoanalytic_psychology,professional psychology,terms_bigram,1369,10795,19,20,1.3879,0.1853,1.2026,7.4959,3.602678
60,psychoanalytic_psychology,via degli,terms_bigram,1369,10795,17,0,1.2418,0.0,1.2418,275.8102,3.589213
61,psychoanalytic_psychology,degli apuli,terms_bigram,1369,10795,17,0,1.2418,0.0,1.2418,275.8102,3.589213
62,psychoanalytic_psychology,professor psychology,terms_bigram,1369,10795,36,177,2.6297,1.6396,0.99,1.6205,3.57484
63,psychoanalytic_psychology,covid pandemic,terms_bigram,1369,10795,21,41,1.534,0.3798,1.1542,4.0826,3.56756
64,psychoanalytic_psychology,frank summers,terms_bigram,1369,10795,17,4,1.2418,0.0371,1.2047,30.6456,3.482112
65,psychoanalytic_psychology,sense self,terms_bigram,1369,10795,24,78,1.7531,0.7226,1.0305,2.4595,3.317205
66,psychoanalytic_psychology,attachment styles,terms_bigram,1369,10795,16,3,1.1687,0.0278,1.1409,37.1499,3.232542
67,psychoanalytic_psychology,psychological association,terms_bigram,1369,10795,23,75,1.6801,0.6948,0.9853,2.4528,3.131312
68,psychoanalytic_psychology,sidney blatt,terms_bigram,1369,10795,17,18,1.2418,0.1667,1.075,7.4543,3.107261
69,psychoanalytic_psychology,qualitative study,terms_bigram,1369,10795,17,18,1.2418,0.1667,1.075,7.4543,3.107261
70,psychoanalytic_psychology,implications discussed,terms_bigram,1369,10795,16,8,1.1687,0.0741,1.0946,15.297,3.101314
71,psychoanalytic_psychology,francesco gazzillo,terms_bigram,1369,10795,15,0,1.0957,0.0,1.0957,244.2891,3.037899
72,psychoanalytic_psychology,apuli rome,terms_bigram,1369,10795,15,0,1.0957,0.0,1.0957,244.2891,3.037899
73,psychoanalytic_psychology,personality pathology,terms_bigram,1369,10795,16,11,1.1687,0.1019,1.0668,11.3065,3.022578
74,psychoanalytic_psychology,empirical study,terms_bigram,1369,10795,17,24,1.2418,0.2223,1.0195,5.6288,2.94661
75,psychoanalytic_psychology,vittorio lingiardi,terms_bigram,1369,10795,15,7,1.0957,0.0648,1.0308,16.2859,2.85811
76,psychoanalytic_psychology,gmail orcid,terms_bigram,1369,10795,22,77,1.607,0.7133,0.8937,2.2878,2.802251
77,psychoanalytic_psychology,construct validity,terms_bigram,1369,10795,14,3,1.0226,0.0278,0.9949,32.6469,2.694114
78,psychoanalytic_psychology,posttraumatic stress,terms_bigram,1369,10795,14,5,1.0226,0.0463,0.9763,20.7753,2.643941
79,psychoanalytic_psychology,attachment interview,terms_bigram,1369,10795,15,17,1.0957,0.1575,0.9382,6.9797,2.60127
80,psychoanalytic_psychology,young adults,terms_bigram,1369,10795,15,20,1.0957,0.1853,0.9104,5.9583,2.524218
81,psychoanalytic_psychology,attachment anxiety,terms_bigram,1369,10795,13,0,0.9496,0.0,0.9496,212.7679,2.506044
82,psychoanalytic_psychology,chestnut hill,terms_bigram,1369,10795,17,41,1.2418,0.3798,0.862,3.323,2.491434
83,psychoanalytic_psychology,therapeutic action,terms_bigram,1369,10795,29,151,2.1183,1.3988,0.7195,1.5344,2.447294
84,psychoanalytic_psychology,manual pdm,terms_bigram,1369,10795,13,3,0.9496,0.0278,0.9218,30.3954,2.432703
85,psychoanalytic_psychology,over course,terms_bigram,1369,10795,18,53,1.3148,0.491,0.8239,2.725,2.425806
86,psychoanalytic_psychology,riverside drive,terms_bigram,1369,10795,15,24,1.0957,0.2223,0.8734,4.9855,2.421482
87,psychoanalytic_psychology,american psychological,terms_bigram,1369,10795,20,72,1.4609,0.667,0.7939,2.2282,2.417183
88,psychoanalytic_psychology,narcissistic personality,terms_bigram,1369,10795,17,44,1.2418,0.4076,0.8342,3.099,2.411108
89,psychoanalytic_psychology,frank lachmann,terms_bigram,1369,10795,14,15,1.0226,0.139,0.8837,7.3719,2.39308
90,psychoanalytic_psychology,austen riggs,terms_bigram,1369,10795,14,17,1.0226,0.1575,0.8652,6.5294,2.342907
91,psychoanalytic_psychology,empirical investigation,terms_bigram,1369,10795,13,8,0.9496,0.0741,0.8755,12.5158,2.310468
92,psychoanalytic_psychology,study examined,terms_bigram,1369,10795,13,8,0.9496,0.0741,0.8755,12.5158,2.310468
93,psychoanalytic_psychology,object representations,terms_bigram,1369,10795,19,67,1.3879,0.6207,0.7672,2.2765,2.298376
94,psychoanalytic_psychology,results indicate,terms_bigram,1369,10795,13,10,0.9496,0.0926,0.857,10.1318,2.261574
95,psychoanalytic_psychology,private practitioner,terms_bigram,1369,10795,12,0,0.8766,0.0,0.8766,197.0073,2.248312
96,psychoanalytic_psychology,freudian society,terms_bigram,1369,10795,15,31,1.0957,0.2872,0.8085,3.8776,2.241694
97,psychoanalytic_psychology,african american,terms_bigram,1369,10795,13,11,0.9496,0.1019,0.8477,9.2508,2.237127
98,psychoanalytic_psychology,thematic apperception,terms_bigram,1369,10795,12,1,0.8766,0.0093,0.8673,65.6691,2.224552
99,psychoanalytic_psychology,apperception test,terms_bigram,1369,10795,12,1,0.8766,0.0093,0.8673,65.6691,2.224552
100,psychoanalytic_psychology,elliot jurist,terms_bigram,1369,10795,12,1,0.8766,0.0093,0.8673,65.6691,2.224552
1,psychoanalytic_psychotherapy,mental health,terms_bigram,870,11294,110,268,12.6437,2.3729,10.2707,5.3369,48.370345
2,psychoanalytic_psychotherapy,health service,terms_bigram,870,11294,47,14,5.4023,0.124,5.2783,42.4809,20.433512
3,psychoanalytic_psychotherapy,national health,terms_bigram,870,11294,41,7,4.7126,0.062,4.6507,71.7555,17.382645
4,psychoanalytic_psychotherapy,personality disorder,terms_bigram,870,11294,38,102,4.3678,0.9031,3.4647,4.8709,12.693075
5,psychoanalytic_psychotherapy,corresponding author,terms_bigram,870,11294,31,0,3.5632,0.0,3.5632,816.9747,12.349174
6,psychoanalytic_psychotherapy,public sector,terms_bigram,870,11294,31,4,3.5632,0.0354,3.5278,90.775,12.226428
7,psychoanalytic_psychotherapy,belsize lane,terms_bigram,870,11294,31,35,3.5632,0.3099,3.2533,11.5067,11.275146
8,psychoanalytic_psychotherapy,health services,terms_bigram,870,11294,26,15,2.9885,0.1328,2.8557,22.1708,9.411895
9,psychoanalytic_psychotherapy,health care,terms_bigram,870,11294,23,25,2.6437,0.2214,2.4223,11.9508,7.698269
10,psychoanalytic_psychotherapy,publications received,terms_bigram,870,11294,21,0,2.4138,0.0,2.4138,557.6177,7.461137
11,psychoanalytic_psychotherapy,personality disorders,terms_bigram,870,11294,25,94,2.8736,0.8323,2.0413,3.4993,6.650632
12,psychoanalytic_psychotherapy,states mind,terms_bigram,870,11294,23,65,2.6437,0.5755,2.0682,4.6526,6.572696
13,psychoanalytic_psychotherapy,service nhs,terms_bigram,870,11294,17,0,1.954,0.0,1.954,453.8749,5.647853
14,psychoanalytic_psychotherapy,dynamic interpersonal,terms_bigram,870,11294,17,2,1.954,0.0177,1.9363,90.775,5.596669
15,psychoanalytic_psychotherapy,carried out,terms_bigram,870,11294,23,100,2.6437,0.8854,1.7583,3.0323,5.58782
16,psychoanalytic_psychotherapy,tavi-port nhs,terms_bigram,870,11294,17,12,1.954,0.1063,1.8478,18.155,5.340748
17,psychoanalytic_psychotherapy,received topbotport,terms_bigram,870,11294,16,0,1.8391,0.0,1.8391,427.9392,5.210507
18,psychoanalytic_psychotherapy,karnac books,terms_bigram,870,11294,16,3,1.8391,0.0266,1.8125,61.1342,5.135249
19,psychoanalytic_psychotherapy,primary care,terms_bigram,870,11294,16,4,1.8391,0.0354,1.8037,47.5488,5.110163
20,psychoanalytic_psychotherapy,therapeutic relationship,terms_bigram,870,11294,23,117,2.6437,1.0359,1.6077,2.5936,5.109452
21,psychoanalytic_psychotherapy,jessica kingsley,terms_bigram,870,11294,15,0,1.7241,0.0,1.7241,402.0034,4.780325
22,psychoanalytic_psychotherapy,received publications,terms_bigram,870,11294,15,0,1.7241,0.0,1.7241,402.0034,4.780325
23,psychoanalytic_psychotherapy,internal world,terms_bigram,870,11294,19,75,2.1839,0.6641,1.5198,3.3493,4.55303
24,psychoanalytic_psychotherapy,available review,terms_bigram,870,11294,14,0,1.6092,0.0,1.6092,376.0677,4.357782
25,psychoanalytic_psychotherapy,books available,terms_bigram,870,11294,14,0,1.6092,0.0,1.6092,376.0677,4.357782
26,psychoanalytic_psychotherapy,mental illness,terms_bigram,870,11294,17,52,1.954,0.4604,1.4936,4.3226,4.317064
27,psychoanalytic_psychotherapy,paperback isbn,terms_bigram,870,11294,13,0,1.4943,0.0,1.4943,350.132,3.943419
28,psychoanalytic_psychotherapy,cognitive behavioural,terms_bigram,870,11294,13,1,1.4943,0.0089,1.4854,116.7107,3.920052
29,psychoanalytic_psychotherapy,interpersonal dit,terms_bigram,870,11294,13,1,1.4943,0.0089,1.4854,116.7107,3.920052
30,psychoanalytic_psychotherapy,borderline personality,terms_bigram,870,11294,18,88,2.069,0.7792,1.2898,2.7108,3.79771
31,psychoanalytic_psychotherapy,psychoanalytically informed,terms_bigram,870,11294,15,44,1.7241,0.3896,1.3346,4.5169,3.70016
32,psychoanalytic_psychotherapy,richard lucas,terms_bigram,870,11294,12,1,1.3793,0.0089,1.3705,108.0654,3.51515
33,psychoanalytic_psychotherapy,young people,terms_bigram,870,11294,13,21,1.4943,0.1859,1.3083,8.1426,3.452714
34,psychoanalytic_psychotherapy,therapeutic community,terms_bigram,870,11294,12,4,1.3793,0.0354,1.3439,36.0218,3.447018
35,psychoanalytic_psychotherapy,review books,terms_bigram,870,11294,12,13,1.3793,0.1151,1.2642,12.0073,3.242622
36,psychoanalytic_psychotherapy,phil richardson,terms_bigram,870,11294,11,0,1.2644,0.0,1.2644,298.2606,3.141836
37,psychoanalytic_psychotherapy,jeremy clarke,terms_bigram,870,11294,11,0,1.2644,0.0,1.2644,298.2606,3.141836
38,psychoanalytic_psychotherapy,julian stern,terms_bigram,870,11294,11,1,1.2644,0.0089,1.2555,99.4202,3.119834
39,psychoanalytic_psychotherapy,richmond surrey,terms_bigram,870,11294,11,2,1.2644,0.0177,1.2467,59.6521,3.097832
40,psychoanalytic_psychotherapy,evidence base,terms_bigram,870,11294,11,4,1.2644,0.0354,1.229,33.1401,3.053828
41,psychoanalytic_psychotherapy,qualitative study,terms_bigram,870,11294,12,23,1.3793,0.2036,1.1757,6.8978,3.015514
42,psychoanalytic_psychotherapy,projective identification,terms_bigram,870,11294,23,192,2.6437,1.7,0.9437,1.5831,2.999004
43,psychoanalytic_psychotherapy,children adolescents,terms_bigram,870,11294,13,45,1.4943,0.3984,1.0958,3.8476,2.891909
44,psychoanalytic_psychotherapy,severe personality,terms_bigram,870,11294,11,14,1.2644,0.124,1.1404,10.2848,2.833808
45,psychoanalytic_psychotherapy,study carried,terms_bigram,870,11294,10,0,1.1494,0.0,1.1494,272.3249,2.756201
46,psychoanalytic_psychotherapy,clarke jeremy,terms_bigram,870,11294,10,0,1.1494,0.0,1.1494,272.3249,2.756201
47,psychoanalytic_psychotherapy,marco chiesa,terms_bigram,870,11294,10,2,1.1494,0.0177,1.1317,54.465,2.713738
48,psychoanalytic_psychotherapy,journal child,terms_bigram,870,11294,10,3,1.1494,0.0266,1.1229,38.9036,2.692507
49,psychoanalytic_psychotherapy,themes emerged,terms_bigram,870,11294,10,4,1.1494,0.0354,1.114,30.2583,2.671275
50,psychoanalytic_psychotherapy,dublin ireland,terms_bigram,870,11294,10,5,1.1494,0.0443,1.1052,24.7568,2.650044
51,psychoanalytic_psychotherapy,medical students,terms_bigram,870,11294,10,6,1.1494,0.0531,1.0963,20.9481,2.628812
52,psychoanalytic_psychotherapy,association child,terms_bigram,870,11294,10,6,1.1494,0.0531,1.0963,20.9481,2.628812
53,psychoanalytic_psychotherapy,child adolescent,terms_bigram,870,11294,15,88,1.7241,0.7792,0.945,2.2712,2.619994
54,psychoanalytic_psychotherapy,tavistock portman,terms_bigram,870,11294,10,7,1.1494,0.062,1.0874,18.155,2.60758
55,psychoanalytic_psychotherapy,sexual abuse,terms_bigram,870,11294,13,58,1.4943,0.5135,0.9807,2.9926,2.588139
56,psychoanalytic_psychotherapy,any time,terms_bigram,870,11294,11,28,1.2644,0.2479,1.0164,5.2326,2.52578
57,psychoanalytic_psychotherapy,stockholm sweden,terms_bigram,870,11294,11,29,1.2644,0.2568,1.0076,5.0553,2.503778
58,psychoanalytic_psychotherapy,pilot study,terms_bigram,870,11294,10,13,1.1494,0.1151,1.0343,10.0861,2.480191
59,psychoanalytic_psychotherapy,association nhs,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
60,psychoanalytic_psychotherapy,marcus evans,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
61,psychoanalytic_psychotherapy,evans marcus,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
62,psychoanalytic_psychotherapy,alexis brook,terms_bigram,870,11294,9,0,1.0345,0.0,1.0345,246.3892,2.381985
