rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
63,1920-1945,time time,terms_bigram,686,11478,13,45,1.895,0.3921,1.503,4.9576,3.966475
64,1920-1945,vienna psycho-analytical,terms_bigram,686,11478,11,1,1.6035,0.0087,1.5948,128.1014,3.962895
65,1920-1945,vol iii,terms_bigram,686,11478,11,1,1.6035,0.0087,1.5948,128.1014,3.962895
66,1920-1945,congress marienbad,terms_bigram,686,11478,11,1,1.6035,0.0087,1.5948,128.1014,3.962895
67,1920-1945,phallic phase,terms_bigram,686,11478,12,25,1.7493,0.2178,1.5315,8.1906,3.928125
68,1920-1945,human beings,terms_bigram,686,11478,15,91,2.1866,0.7928,1.3938,2.8305,3.864345
69,1920-1945,journal psycho-analysis,terms_bigram,686,11478,12,32,1.7493,0.2788,1.4705,6.4265,3.771699
70,1920-1945,little boy,terms_bigram,686,11478,11,16,1.6035,0.1394,1.4641,11.6456,3.638155
71,1920-1945,outer world,terms_bigram,686,11478,12,39,1.7493,0.3398,1.4095,5.2876,3.615272
72,1920-1945,freud pointed,terms_bigram,686,11478,11,19,1.6035,0.1655,1.438,9.854,3.573207
73,1920-1945,reik theodor,terms_bigram,686,11478,10,2,1.4577,0.0174,1.4403,70.1773,3.453692
74,1920-1945,papers psycho-analysis,terms_bigram,686,11478,10,3,1.4577,0.0261,1.4316,50.1266,3.4328
75,1920-1945,takes place,terms_bigram,686,11478,16,129,2.3324,1.1239,1.2085,2.1289,3.42386
76,1920-1945,ella sharpe,terms_bigram,686,11478,10,8,1.4577,0.0697,1.388,20.6404,3.328344
77,1920-1945,joan riviere,terms_bigram,686,11478,10,12,1.4577,0.1045,1.3532,14.0355,3.244779
78,1920-1945,society november,terms_bigram,686,11478,10,12,1.4577,0.1045,1.3532,14.0355,3.244779
79,1920-1945,theodor reik,terms_bigram,686,11478,10,13,1.4577,0.1133,1.3445,12.9958,3.223888
80,1920-1945,opposite sex,terms_bigram,686,11478,10,17,1.4577,0.1481,1.3096,10.0253,3.140323
81,1920-1945,budapest ferenczi,terms_bigram,686,11478,9,0,1.312,0.0,1.312,317.4687,3.020884
82,1920-1945,fourteenth international,terms_bigram,686,11478,9,0,1.312,0.0,1.312,317.4687,3.020884
83,1920-1945,congress lucerne,terms_bigram,686,11478,9,1,1.312,0.0087,1.3032,105.8229,3.000823
84,1920-1945,untranslated freud,terms_bigram,686,11478,9,2,1.312,0.0174,1.2945,63.4937,2.980763
85,1920-1945,riviere joan,terms_bigram,686,11478,9,3,1.312,0.0261,1.2858,45.3527,2.960702
86,1920-1945,ferenczi budapest,terms_bigram,686,11478,9,3,1.312,0.0261,1.2858,45.3527,2.960702
87,1920-1945,laid down,terms_bigram,686,11478,10,27,1.4577,0.2352,1.2225,6.3798,2.931411
88,1920-1945,early stages,terms_bigram,686,11478,11,49,1.6035,0.4269,1.1766,3.8819,2.923728
