rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
47,1970-1989,denver colorado,terms_bigram,1758,10406,17,7,0.967,0.0673,0.8997,13.805,2.60058
48,1970-1989,buenos aires,terms_bigram,1758,10406,40,164,2.2753,1.576,0.6993,1.4566,2.596897
49,1970-1989,early object,terms_bigram,1758,10406,20,30,1.1377,0.2883,0.8494,3.9766,2.585899
50,1970-1989,aggressive drives,terms_bigram,1758,10406,18,17,1.0239,0.1634,0.8605,6.2545,2.533759
51,1970-1989,menninger foundation,terms_bigram,1758,10406,19,26,1.0808,0.2499,0.8309,4.3536,2.489207
52,1970-1989,anna freud,terms_bigram,1758,10406,38,155,2.1615,1.4895,0.672,1.4648,2.461994
53,1970-1989,presented panel,terms_bigram,1758,10406,17,13,0.967,0.1249,0.8421,7.6694,2.433924
54,1970-1989,normal pathological,terms_bigram,1758,10406,18,22,1.0239,0.2114,0.8125,4.8646,2.392281
55,1970-1989,castration anxiety,terms_bigram,1758,10406,23,58,1.3083,0.5574,0.7509,2.3767,2.386509
56,1970-1989,haven connecticut,terms_bigram,1758,10406,16,8,0.9101,0.0769,0.8332,11.4848,2.360765
57,1970-1989,margaret mahler,terms_bigram,1758,10406,17,18,0.967,0.173,0.794,5.5966,2.295044
58,1970-1989,instinctual drive,terms_bigram,1758,10406,17,19,0.967,0.1826,0.7844,5.3096,2.267268
59,1970-1989,instinctual drives,terms_bigram,1758,10406,20,42,1.1377,0.4036,0.734,2.8538,2.234811
60,1970-1989,francisco california,terms_bigram,1758,10406,21,51,1.1945,0.4901,0.7044,2.47,2.177446
61,1970-1989,early childhood,terms_bigram,1758,10406,30,113,1.7065,1.0859,0.6206,1.5899,2.131039
62,1970-1989,forest park,terms_bigram,1758,10406,14,1,0.7964,0.0096,0.7867,57.1922,2.130558
63,1970-1989,foundation box,terms_bigram,1758,10406,14,2,0.7964,0.0192,0.7771,34.3153,2.104534
64,1970-1989,downstate medical,terms_bigram,1758,10406,15,10,0.8532,0.0961,0.7571,8.7338,2.099249
65,1970-1989,summary author,terms_bigram,1758,10406,15,10,0.8532,0.0961,0.7571,8.7338,2.099249
66,1970-1989,kernberg otto,terms_bigram,1758,10406,19,40,1.0808,0.3844,0.6964,2.8487,2.086168
67,1970-1989,pointed out,terms_bigram,1758,10406,37,160,2.1047,1.5376,0.5671,1.3823,2.062838
68,1970-1989,summary study,terms_bigram,1758,10406,15,12,0.8532,0.1153,0.7379,7.3364,2.04596
69,1970-1989,external objects,terms_bigram,1758,10406,16,20,0.9101,0.1922,0.7179,4.762,2.034044
70,1970-1989,great neck,terms_bigram,1758,10406,16,20,0.9101,0.1922,0.7179,4.762,2.034044
71,1970-1989,ego psychology,terms_bigram,1758,10406,28,103,1.5927,0.9898,0.6029,1.6292,2.030161
72,1970-1989,scott san,terms_bigram,1758,10406,14,6,0.7964,0.0577,0.7387,13.1982,2.000438
73,1970-1989,transference phenomena,terms_bigram,1758,10406,17,29,0.967,0.2787,0.6883,3.5097,1.989508
74,1970-1989,arbor michigan,terms_bigram,1758,10406,15,15,0.8532,0.1441,0.7091,5.9164,1.966028
75,1970-1989,joseph sandler,terms_bigram,1758,10406,16,23,0.9101,0.221,0.6891,4.1541,1.952364
76,1970-1989,identification vicissitudes,terms_bigram,1758,10406,13,0,0.7395,0.0,0.7395,159.7436,1.951521
77,1970-1989,primal scene,terms_bigram,1758,10406,21,59,1.1945,0.567,0.6276,2.1379,1.93981
78,1970-1989,intrapsychic conflict,terms_bigram,1758,10406,18,38,1.0239,0.3652,0.6587,2.843,1.939552
79,1970-1989,penis envy,terms_bigram,1758,10406,17,31,0.967,0.2979,0.6691,3.2869,1.933956
80,1970-1989,internal external,terms_bigram,1758,10406,27,100,1.5358,0.961,0.5749,1.6189,1.915525
81,1970-1989,infantile neurosis,terms_bigram,1758,10406,15,17,0.8532,0.1634,0.6899,5.2403,1.91274
82,1970-1989,leo rangell,terms_bigram,1758,10406,17,32,0.967,0.3075,0.6595,3.1858,1.90618
83,1970-1989,sutter san,terms_bigram,1758,10406,14,10,0.7964,0.0961,0.7003,8.1703,1.896342
84,1970-1989,take place,terms_bigram,1758,10406,32,133,1.8203,1.2781,0.5421,1.4403,1.895602
85,1970-1989,very early,terms_bigram,1758,10406,22,68,1.2514,0.6535,0.598,1.9434,1.874878
86,1970-1989,blum summary,terms_bigram,1758,10406,13,4,0.7395,0.0384,0.701,17.7493,1.850078
87,1970-1989,programme committee,terms_bigram,1758,10406,14,12,0.7964,0.1153,0.681,6.8631,1.844294
88,1970-1989,summary concept,terms_bigram,1758,10406,14,12,0.7964,0.1153,0.681,6.8631,1.844294
89,1970-1989,frame reference,terms_bigram,1758,10406,19,49,1.0808,0.4709,0.6099,2.3307,1.827071
90,1970-1989,psychic energy,terms_bigram,1758,10406,14,13,0.7964,0.1249,0.6714,6.3547,1.81827
91,1970-1989,structure formation,terms_bigram,1758,10406,13,6,0.7395,0.0577,0.6818,12.288,1.799356
92,1970-1989,beverly hills,terms_bigram,1758,10406,20,57,1.1377,0.5478,0.5899,2.1093,1.79595
93,1970-1989,angeles california,terms_bigram,1758,10406,17,36,0.967,0.346,0.6211,2.8366,1.795076
94,1970-1989,american association,terms_bigram,1758,10406,77,413,4.38,3.9689,0.4111,1.1089,1.7911
95,1970-1989,role played,terms_bigram,1758,10406,18,45,1.0239,0.4324,0.5914,2.4056,1.741482
96,1970-1989,personality organization,terms_bigram,1758,10406,19,52,1.0808,0.4997,0.5811,2.1975,1.740706
97,1970-1989,mental life,terms_bigram,1758,10406,34,151,1.934,1.4511,0.4829,1.3473,1.716984
98,1970-1989,inner outer,terms_bigram,1758,10406,18,46,1.0239,0.4421,0.5818,2.3538,1.713187
99,1970-1989,jacob arlow,terms_bigram,1758,10406,15,25,0.8532,0.2402,0.613,3.5963,1.699587
100,1970-1989,oedipal phase,terms_bigram,1758,10406,14,18,0.7964,0.173,0.6234,4.6372,1.688151
1,1990-2009,version accepted,terms_bigram,3927,8237,217,146,5.5258,1.7725,3.7534,3.1137,20.209931
2,1990-2009,final version,terms_bigram,3927,8237,219,152,5.5768,1.8453,3.7314,3.0187,20.12602
3,1990-2009,training supervising,terms_bigram,3927,8237,226,253,5.755,3.0715,2.6835,1.8739,14.557976
4,1990-2009,professor psychiatry,terms_bigram,3927,8237,172,164,4.3799,1.991,2.3889,2.1992,12.310789
5,1990-2009,author argues,terms_bigram,3927,8237,113,49,2.8775,0.5949,2.2826,4.8088,10.811026
6,1990-2009,transference countertransference,terms_bigram,3927,8237,124,115,3.1576,1.3961,1.7615,2.2607,8.505013
7,1990-2009,professor psychology,terms_bigram,3927,8237,113,100,2.8775,1.214,1.6635,2.3685,7.878573
8,1990-2009,author discusses,terms_bigram,3927,8237,85,39,2.1645,0.4735,1.691,4.5396,7.53243
9,1990-2009,associate professor,terms_bigram,3927,8237,112,111,2.852,1.3476,1.5045,2.1161,7.112222
10,1990-2009,author describes,terms_bigram,3927,8237,83,47,2.1136,0.5706,1.543,3.6867,6.836647
11,1990-2009,author presents,terms_bigram,3927,8237,68,23,1.7316,0.2792,1.4524,6.1133,6.149506
12,1990-2009,center training,terms_bigram,3927,8237,75,56,1.9099,0.6799,1.23,2.8025,5.326783
13,1990-2009,author suggests,terms_bigram,3927,8237,67,38,1.7061,0.4613,1.2448,3.677,5.25246
14,1990-2009,assistant professor,terms_bigram,3927,8237,74,57,1.8844,0.692,1.1924,2.7173,5.148132
15,1990-2009,therapeutic action,terms_bigram,3927,8237,88,92,2.2409,1.1169,1.124,2.0066,5.045159
16,1990-2009,psychic reality,terms_bigram,3927,8237,78,71,1.9862,0.862,1.1243,2.3026,4.912504
17,1990-2009,self psychology,terms_bigram,3927,8237,74,69,1.8844,0.8377,1.0467,2.2481,4.519143
18,1990-2009,columbia center,terms_bigram,3927,8237,66,53,1.6807,0.6434,1.0372,2.6069,4.361251
19,1990-2009,psychological association,terms_bigram,3927,8237,58,40,1.477,0.4856,0.9913,3.0294,4.042229
20,1990-2009,american psychological,terms_bigram,3927,8237,56,36,1.426,0.4371,0.989,3.2464,3.998467
21,1990-2009,park west,terms_bigram,3927,8237,83,102,2.1136,1.2383,0.8753,1.7085,3.878107
22,1990-2009,author examines,terms_bigram,3927,8237,50,24,1.2732,0.2914,0.9819,4.3229,3.860535
23,1990-2009,west end,terms_bigram,3927,8237,69,71,1.7571,0.862,0.8951,2.0386,3.802837
24,1990-2009,presented illustrate,terms_bigram,3927,8237,51,34,1.2987,0.4128,0.8859,3.1307,3.500524
25,1990-2009,ann arbor,terms_bigram,3927,8237,57,49,1.4515,0.5949,0.8566,2.4362,3.478228
26,1990-2009,author explores,terms_bigram,3927,8237,49,30,1.2478,0.3642,0.8836,3.4037,3.456513
27,1990-2009,submitted publication,terms_bigram,3927,8237,61,62,1.5533,0.7527,0.8006,2.0637,3.304379
28,1990-2009,harvard medical,terms_bigram,3927,8237,61,69,1.5533,0.8377,0.7157,1.8558,2.953646
29,1990-2009,peter fonagy,terms_bigram,3927,8237,42,25,1.0695,0.3035,0.766,3.4954,2.881117
30,1990-2009,postdoctoral program,terms_bigram,3927,8237,140,247,3.5651,2.9987,0.5664,1.1906,2.802967
31,1990-2009,psychic change,terms_bigram,3927,8237,40,22,1.0186,0.2671,0.7515,3.7751,2.790756
32,1990-2009,earthlink net,terms_bigram,3927,8237,41,26,1.0441,0.3156,0.7284,3.2844,2.722538
33,1990-2009,glen gabbard,terms_bigram,3927,8237,42,29,1.0695,0.3521,0.7174,3.0215,2.698468
34,1990-2009,panel held,terms_bigram,3927,8237,35,12,0.8913,0.1457,0.7456,5.9562,2.671805
35,1990-2009,san francisco,terms_bigram,3927,8237,161,295,4.0998,3.5814,0.5184,1.1462,2.637516
36,1990-2009,author considers,terms_bigram,3927,8237,39,23,0.9931,0.2792,0.7139,3.5252,2.633479
37,1990-2009,belsize lane,terms_bigram,3927,8237,40,26,1.0186,0.3156,0.7029,3.2052,2.61042
38,1990-2009,physicians surgeons,terms_bigram,3927,8237,36,16,0.9167,0.1942,0.7225,4.6394,2.608833
39,1990-2009,author shows,terms_bigram,3927,8237,35,15,0.8913,0.1821,0.7092,4.8034,2.54129
40,1990-2009,projective identification,terms_bigram,3927,8237,84,131,2.139,1.5904,0.5487,1.3477,2.437472
41,1990-2009,thomas ogden,terms_bigram,3927,8237,37,24,0.9422,0.2914,0.6508,3.2101,2.367439
42,1990-2009,supervisor postdoctoral,terms_bigram,3927,8237,31,12,0.7894,0.1457,0.6437,5.2851,2.230972
43,1990-2009,common ground,terms_bigram,3927,8237,36,26,0.9167,0.3156,0.6011,2.8887,2.170456
44,1990-2009,columbia physicians,terms_bigram,3927,8237,28,9,0.713,0.1093,0.6037,6.2918,2.033003
45,1990-2009,examples illustrate,terms_bigram,3927,8237,35,27,0.8913,0.3278,0.5635,2.7074,2.019228
46,1990-2009,division american,terms_bigram,3927,8237,29,12,0.7385,0.1457,0.5928,4.9495,2.016206
47,1990-2009,reprints sent,terms_bigram,3927,8237,26,6,0.6621,0.0728,0.5892,8.5503,1.942042
48,1990-2009,requests reprints,terms_bigram,3927,8237,26,6,0.6621,0.0728,0.5892,8.5503,1.942042
49,1990-2009,conscious unconscious,terms_bigram,3927,8237,65,99,1.6552,1.2019,0.4533,1.3806,1.899228
50,1990-2009,steven roose,terms_bigram,3927,8237,27,10,0.6875,0.1214,0.5661,5.4928,1.886509
51,1990-2009,author proposes,terms_bigram,3927,8237,37,36,0.9422,0.4371,0.5051,2.1547,1.8375
52,1990-2009,lewis aron,terms_bigram,3927,8237,32,24,0.8149,0.2914,0.5235,2.7821,1.830433
53,1990-2009,ogden thomas,terms_bigram,3927,8237,29,17,0.7385,0.2064,0.5321,3.5354,1.809748
54,1990-2009,psychiatry columbia,terms_bigram,3927,8237,29,17,0.7385,0.2064,0.5321,3.5354,1.809748
55,1990-2009,analyst's subjectivity,terms_bigram,3927,8237,25,9,0.6366,0.1093,0.5274,5.6295,1.718174
56,1990-2009,accepted february,terms_bigram,3927,8237,25,9,0.6366,0.1093,0.5274,5.6295,1.718174
57,1990-2009,spring meeting,terms_bigram,3927,8237,25,9,0.6366,0.1093,0.5274,5.6295,1.718174
58,1990-2009,california san,terms_bigram,3927,8237,35,34,0.8913,0.4128,0.4785,2.158,1.714692
59,1990-2009,finally author,terms_bigram,3927,8237,23,4,0.5857,0.0486,0.5371,10.9523,1.70702
60,1990-2009,henry smith,terms_bigram,3927,8237,22,2,0.5602,0.0243,0.5359,18.8753,1.680447
61,1990-2009,gender identity,terms_bigram,3927,8237,37,40,0.9422,0.4856,0.4566,1.9419,1.660854
62,1990-2009,author illustrates,terms_bigram,3927,8237,24,8,0.6112,0.0971,0.514,6.045,1.654601
63,1990-2009,intrapsychic interpersonal,terms_bigram,3927,8237,24,8,0.6112,0.0971,0.514,6.045,1.654601
64,1990-2009,east fax,terms_bigram,3927,8237,21,0,0.5348,0.0,0.5348,90.1818,1.652964
65,1990-2009,author attempts,terms_bigram,3927,8237,25,11,0.6366,0.1335,0.5031,4.6504,1.639065
66,1990-2009,mental states,terms_bigram,3927,8237,38,43,0.9677,0.522,0.4456,1.8562,1.632575
67,1990-2009,theodore shapiro,terms_bigram,3927,8237,23,6,0.5857,0.0728,0.5128,7.5824,1.629855
68,1990-2009,toronto ontario,terms_bigram,3927,8237,32,29,0.8149,0.3521,0.4628,2.3105,1.618189
69,1990-2009,free association,terms_bigram,3927,8237,50,71,1.2732,0.862,0.4113,1.4813,1.617051
70,1990-2009,laurel san,terms_bigram,3927,8237,24,9,0.6112,0.1093,0.5019,5.4087,1.615523
71,1990-2009,earlier version,terms_bigram,3927,8237,23,7,0.5857,0.085,0.5007,6.5714,1.591272
72,1990-2009,ogden laurel,terms_bigram,3927,8237,23,8,0.5857,0.0971,0.4886,5.7983,1.552689
73,1990-2009,accepted march,terms_bigram,3927,8237,26,16,0.6621,0.1942,0.4678,3.3683,1.541916
74,1990-2009,author demonstrates,terms_bigram,3927,8237,22,7,0.5602,0.085,0.4752,6.2918,1.490118
75,1990-2009,suite chicago,terms_bigram,3927,8237,34,37,0.8658,0.4492,0.4166,1.9295,1.481187
76,1990-2009,sexual abuse,terms_bigram,3927,8237,34,37,0.8658,0.4492,0.4166,1.9295,1.481187
77,1990-2009,faculty columbia,terms_bigram,3927,8237,23,10,0.5857,0.1214,0.4643,4.6938,1.475524
78,1990-2009,cognitive science,terms_bigram,3927,8237,21,5,0.5348,0.0607,0.4741,8.1983,1.465332
79,1990-2009,england east,terms_bigram,3927,8237,20,3,0.5093,0.0364,0.4729,12.2839,1.439674
80,1990-2009,psychiatry harvard,terms_bigram,3927,8237,31,31,0.7894,0.3764,0.4131,2.0973,1.431543
81,1990-2009,therapeutic change,terms_bigram,3927,8237,28,24,0.713,0.2914,0.4216,2.4397,1.419801
82,1990-2009,author concludes,terms_bigram,3927,8237,22,9,0.5602,0.1093,0.451,4.9672,1.413986
83,1990-2009,supervising columbia,terms_bigram,3927,8237,25,17,0.6366,0.2064,0.4302,3.056,1.401739
84,1990-2009,judy kantrowitz,terms_bigram,3927,8237,23,12,0.5857,0.1457,0.44,3.9428,1.398359
85,1990-2009,freudian society,terms_bigram,3927,8237,26,20,0.6621,0.2428,0.4193,2.7111,1.381866
86,1990-2009,author offers,terms_bigram,3927,8237,24,15,0.6112,0.1821,0.429,3.315,1.381054
87,1990-2009,neil altman,terms_bigram,3927,8237,19,2,0.4838,0.0243,0.4595,16.3586,1.376686
88,1990-2009,compromise formations,terms_bigram,3927,8237,22,10,0.5602,0.1214,0.4388,4.4941,1.37592
89,1990-2009,psychiatry california,terms_bigram,3927,8237,23,13,0.5857,0.1578,0.4279,3.6508,1.359776
90,1990-2009,ontario canada,terms_bigram,3927,8237,29,28,0.7385,0.3399,0.3985,2.1708,1.355539
91,1990-2009,smith henry,terms_bigram,3927,8237,18,0,0.4584,0.0,0.4584,77.5983,1.349628
92,1990-2009,net final,terms_bigram,3927,8237,18,0,0.4584,0.0,0.4584,77.5983,1.349628
93,1990-2009,stuart hauser,terms_bigram,3927,8237,18,0,0.4584,0.0,0.4584,77.5983,1.349628
94,1990-2009,electronic sent,terms_bigram,3927,8237,18,0,0.4584,0.0,0.4584,77.5983,1.349628
95,1990-2009,internal world,terms_bigram,3927,8237,40,54,1.0186,0.6556,0.363,1.5585,1.348067
96,1990-2009,chemin des,terms_bigram,3927,8237,19,3,0.4838,0.0364,0.4474,11.6847,1.340317
97,1990-2009,kent brookline,terms_bigram,3927,8237,20,6,0.5093,0.0728,0.4365,6.6144,1.32879
98,1990-2009,winter meeting,terms_bigram,3927,8237,19,4,0.4838,0.0486,0.4353,9.0881,1.303948
99,1990-2009,inner world,terms_bigram,3927,8237,46,69,1.1714,0.8377,0.3337,1.4032,1.284771
100,1990-2009,med cornell,terms_bigram,3927,8237,23,15,0.5857,0.1821,0.4036,3.1797,1.282611
1,2010-2025,correspondence addressed,terms_bigram,4050,8114,386,22,9.5309,0.2711,9.2597,34.4107,55.173391
2,2010-2025,accepted publication,terms_bigram,4050,8114,233,16,5.7531,0.1972,5.5559,28.3484,30.309199
3,2010-2025,postdoctoral program,terms_bigram,4050,8114,244,143,6.0247,1.7624,4.2623,3.4131,23.448042
4,2010-2025,training supervising,terms_bigram,4050,8114,245,234,6.0494,2.8839,3.1655,2.0972,17.427008
5,2010-2025,united states,terms_bigram,4050,8114,179,87,4.4198,1.0722,3.3475,4.1094,17.38359
6,2010-2025,mental health,terms_bigram,4050,8114,199,179,4.9136,2.2061,2.7075,2.2264,14.345283
7,2010-2025,nyu postdoctoral,terms_bigram,4050,8114,121,19,2.9877,0.2342,2.7535,12.4815,13.227829
8,2010-2025,northern california,terms_bigram,4050,8114,126,44,3.1111,0.5423,2.5688,5.6945,12.443934
9,2010-2025,gmail orcid,terms_bigram,4050,8114,99,0,2.4444,0.0,2.4444,398.6386,11.257083
10,2010-2025,associate editor,terms_bigram,4050,8114,110,31,2.716,0.3821,2.334,7.0271,10.992014
11,2010-2025,faculty member,terms_bigram,4050,8114,118,68,2.9136,0.8381,2.0755,3.4654,9.919179
12,2010-2025,gender sexuality,terms_bigram,4050,8114,98,22,2.4198,0.2711,2.1486,8.7696,9.873152
13,2010-2025,international association,terms_bigram,4050,8114,126,93,3.1111,1.1462,1.9649,2.7102,9.518556
14,2010-2025,san francisco,terms_bigram,4050,8114,199,257,4.9136,3.1674,1.7462,1.552,9.252002
15,2010-2025,editor dialogues,terms_bigram,4050,8114,99,41,2.4444,0.5053,1.9391,4.8029,8.930093
16,2010-2025,stephen mitchell,terms_bigram,4050,8114,94,41,2.321,0.5053,1.8157,4.5615,8.26842
17,2010-2025,mitchell center,terms_bigram,4050,8114,81,12,2.0,0.1479,1.8521,13.0609,8.161718
18,2010-2025,center relational,terms_bigram,4050,8114,74,12,1.8272,0.1479,1.6793,11.9391,7.250219
19,2010-2025,studies gender,terms_bigram,4050,8114,74,13,1.8272,0.1602,1.6669,11.0547,7.197009
20,2010-2025,relational studies,terms_bigram,4050,8114,68,5,1.679,0.0616,1.6174,24.9491,6.848203
21,2010-2025,art culo,terms_bigram,4050,8114,65,0,1.6049,0.0,1.6049,262.4204,6.724137
22,2010-2025,international journal,terms_bigram,4050,8114,92,65,2.2716,0.8011,1.4705,2.829,6.66528
23,2010-2025,covid pandemic,terms_bigram,4050,8114,62,0,1.5309,0.0,1.5309,250.4011,6.342577
24,2010-2025,consulting room,terms_bigram,4050,8114,83,58,2.0494,0.7148,1.3346,2.8593,5.91323
25,2010-2025,alanson white,terms_bigram,4050,8114,77,45,1.9012,0.5546,1.3466,3.4121,5.866908
26,2010-2025,francisco center,terms_bigram,4050,8114,61,7,1.5062,0.0863,1.4199,16.4263,5.860127
27,2010-2025,apa journal,terms_bigram,4050,8114,57,0,1.4074,0.0,1.4074,230.369,5.714698
28,2010-2025,comcast net,terms_bigram,4050,8114,74,41,1.8272,0.5053,1.3219,3.5961,5.707119
29,2010-2025,west suite,terms_bigram,4050,8114,73,40,1.8025,0.493,1.3095,3.6355,5.636148
30,2010-2025,william alanson,terms_bigram,4050,8114,75,45,1.8519,0.5546,1.2973,3.324,5.618065
31,2010-2025,available online,terms_bigram,4050,8114,56,0,1.3827,0.0,1.3827,226.3626,5.590392
32,2010-2025,final version,terms_bigram,4050,8114,152,219,3.7531,2.699,1.054,1.3918,5.302322
33,2010-2025,editorial board,terms_bigram,4050,8114,67,33,1.6543,0.4067,1.2476,4.0363,5.264328
34,2010-2025,board member,terms_bigram,4050,8114,55,6,1.358,0.0739,1.2841,17.1043,5.168867
35,2010-2025,now available,terms_bigram,4050,8114,57,11,1.4074,0.1356,1.2718,10.016,5.164231
36,2010-2025,south africa,terms_bigram,4050,8114,55,9,1.358,0.1109,1.2471,11.703,5.020037
37,2010-2025,interest become,terms_bigram,4050,8114,51,0,1.2593,0.0,1.2593,206.3305,4.97564
38,2010-2025,latest issue,terms_bigram,4050,8114,51,0,1.2593,0.0,1.2593,206.3305,4.97564
39,2010-2025,like know,terms_bigram,4050,8114,51,1,1.2593,0.0123,1.2469,68.7768,4.926944
40,2010-2025,online notification,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
41,2010-2025,know next,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
42,2010-2025,online like,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
43,2010-2025,available sign,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
44,2010-2025,online service,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
45,2010-2025,journal available,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
46,2010-2025,issue online,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
47,2010-2025,notification latest,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
48,2010-2025,issue favorite,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
49,2010-2025,service now,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
50,2010-2025,favorite apa,terms_bigram,4050,8114,50,0,1.2346,0.0,1.2346,202.3241,4.854106
51,2010-2025,issues interest,terms_bigram,4050,8114,50,1,1.2346,0.0123,1.2222,67.4414,4.805648
52,2010-2025,become available,terms_bigram,4050,8114,52,6,1.284,0.0739,1.21,16.1798,4.80407
53,2010-2025,next issue,terms_bigram,4050,8114,50,2,1.2346,0.0246,1.2099,40.4648,4.757191
54,2010-2025,notified issues,terms_bigram,4050,8114,49,0,1.2099,0.0,1.2099,198.3177,4.733065
55,2010-2025,personality disorder,terms_bigram,4050,8114,76,64,1.8765,0.7888,1.0878,2.3759,4.725118
56,2010-2025,present study,terms_bigram,4050,8114,57,20,1.4074,0.2465,1.1609,5.6188,4.713849
57,2010-2025,version accepted,terms_bigram,4050,8114,146,217,3.6049,2.6744,0.9305,1.3493,4.643839
58,2010-2025,personality disorders,terms_bigram,4050,8114,69,50,1.7037,0.6162,1.0875,2.7569,4.620174
59,2010-2025,professor psychology,terms_bigram,4050,8114,98,115,2.4198,1.4173,1.0024,1.7084,4.606376
60,2010-2025,rome italy,terms_bigram,4050,8114,52,11,1.284,0.1356,1.1484,9.1451,4.559414
61,2010-2025,over time,terms_bigram,4050,8114,66,47,1.6296,0.5792,1.0504,2.8045,4.416541
62,2010-2025,faculty supervisor,terms_bigram,4050,8114,61,36,1.5062,0.4437,1.0625,3.3753,4.385061
63,2010-2025,therapeutic relationship,terms_bigram,4050,8114,73,67,1.8025,0.8257,0.9767,2.1813,4.203935
64,2010-2025,paris france,terms_bigram,4050,8114,55,28,1.358,0.3451,1.0129,3.901,4.077448
65,2010-2025,supervising faculty,terms_bigram,4050,8114,54,26,1.3333,0.3204,1.0129,4.1198,4.059026
66,2010-2025,stephen hartman,terms_bigram,4050,8114,43,0,1.0617,0.0,1.0617,174.2792,4.017782
67,2010-2025,world war,terms_bigram,4050,8114,62,48,1.5309,0.5916,0.9393,2.5815,3.891622
68,2010-2025,psicoan lisis,terms_bigram,4050,8114,42,1,1.037,0.0123,1.0247,56.7576,3.854149
69,2010-2025,lauren levine,terms_bigram,4050,8114,42,1,1.037,0.0123,1.0247,56.7576,3.854149
70,2010-2025,association relational,terms_bigram,4050,8114,53,28,1.3086,0.3451,0.9636,3.7604,3.843623
71,2010-2025,training program,terms_bigram,4050,8114,52,26,1.284,0.3204,0.9635,3.9686,3.825443
72,2010-2025,faculty nyu,terms_bigram,4050,8114,42,3,1.037,0.037,1.0001,24.3247,3.76144
73,2010-2025,associate professor,terms_bigram,4050,8114,96,127,2.3704,1.5652,0.8052,1.5162,3.68344
74,2010-2025,tel aviv,terms_bigram,4050,8114,47,20,1.1605,0.2465,0.914,4.6416,3.538302
75,2010-2025,child adolescent,terms_bigram,4050,8114,57,46,1.4074,0.5669,0.8405,2.4771,3.412746
76,2010-2025,united kingdom,terms_bigram,4050,8114,41,9,1.0123,0.1109,0.9014,8.7509,3.369234
77,2010-2025,boston society,terms_bigram,4050,8114,54,40,1.3333,0.493,0.8404,2.6957,3.367595
78,2010-2025,death drive,terms_bigram,4050,8114,45,19,1.1111,0.2342,0.8769,4.6742,3.357519
79,2010-2025,adjunct professor,terms_bigram,4050,8114,44,17,1.0864,0.2095,0.8769,5.0939,3.338083
80,2010-2025,adrienne harris,terms_bigram,4050,8114,46,23,1.1358,0.2835,0.8523,3.9638,3.281642
81,2010-2025,publication october,terms_bigram,4050,8114,39,6,0.963,0.0739,0.889,12.1733,3.279475
82,2010-2025,private correspondence,terms_bigram,4050,8114,36,2,0.8889,0.0246,0.8642,29.2469,3.1207
83,2010-2025,personal supervising,terms_bigram,4050,8114,40,12,0.9877,0.1479,0.8398,6.4904,3.118516
84,2010-2025,relational perspectives,terms_bigram,4050,8114,40,12,0.9877,0.1479,0.8398,6.4904,3.118516
85,2010-2025,editorial boards,terms_bigram,4050,8114,41,15,1.0123,0.1849,0.8275,5.3634,3.092847
86,2010-2025,member international,terms_bigram,4050,8114,41,15,1.0123,0.1849,0.8275,5.3634,3.092847
87,2010-2025,harvard medical,terms_bigram,4050,8114,63,67,1.5556,0.8257,0.7298,1.8845,3.035245
88,2010-2025,book series,terms_bigram,4050,8114,37,7,0.9136,0.0863,0.8273,10.016,3.00941
89,2010-2025,children adolescents,terms_bigram,4050,8114,41,17,1.0123,0.2095,0.8028,4.7505,3.000718
90,2010-2025,maintains private,terms_bigram,4050,8114,38,10,0.9383,0.1232,0.815,7.3451,2.985905
91,2010-2025,este art,terms_bigram,4050,8114,34,0,0.8395,0.0,0.8395,138.2214,2.984737
92,2010-2025,jack foehl,terms_bigram,4050,8114,34,0,0.8395,0.0,0.8395,138.2214,2.984737
93,2010-2025,aviv israel,terms_bigram,4050,8114,40,15,0.9877,0.1849,0.8028,5.2342,2.981214
94,2010-2025,british society,terms_bigram,4050,8114,47,32,1.1605,0.3944,0.7661,2.9278,2.96578
95,2010-2025,publication march,terms_bigram,4050,8114,37,8,0.9136,0.0986,0.815,8.8377,2.964579
96,2010-2025,donnel stern,terms_bigram,4050,8114,35,4,0.8642,0.0493,0.8149,15.8031,2.92021
97,2010-2025,rachel blass,terms_bigram,4050,8114,37,9,0.9136,0.1109,0.8027,7.9074,2.919748
98,2010-2025,submitted publication,terms_bigram,4050,8114,60,63,1.4815,0.7764,0.705,1.9086,2.898354
99,2010-2025,berlin germany,terms_bigram,4050,8114,36,7,0.8889,0.0863,0.8026,9.749,2.898189
