rank_within_group,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
60,1970-1989,special,terms_unigram,1758,10406,145,602,8.248,5.7851,2.4629,1.4288,12.274051
61,1970-1989,considered,terms_unigram,1758,10406,173,777,9.8407,7.4668,2.3739,1.3203,12.246989
62,1970-1989,aggressive,terms_unigram,1758,10406,84,217,4.7782,2.0853,2.6928,2.2986,11.963267
63,1970-1989,cannot,terms_unigram,1758,10406,145,610,8.248,5.862,2.386,1.4101,11.890917
64,1970-1989,shall,terms_unigram,1758,10406,118,442,6.7122,4.2475,2.4646,1.5844,11.77874
65,1970-1989,borderline,terms_unigram,1758,10406,89,259,5.0626,2.4889,2.5736,2.0405,11.580811
66,1970-1989,childhood,terms_unigram,1758,10406,145,618,8.248,5.9389,2.3091,1.3918,11.507784
67,1970-1989,michigan,terms_unigram,1758,10406,73,157,4.1524,1.5087,2.6437,2.761,11.378661
68,1970-1989,point,terms_unigram,1758,10406,221,1091,12.5711,10.4843,2.0868,1.2006,11.274132
69,1970-1989,resistance,terms_unigram,1758,10406,105,373,5.9727,3.5845,2.3882,1.6712,11.137345
70,1970-1989,representations,terms_unigram,1758,10406,91,286,5.1763,2.7484,2.4279,1.8895,10.978552
71,1970-1989,infantile,terms_unigram,1758,10406,110,411,6.2571,3.9496,2.3075,1.5887,10.86708
72,1970-1989,submitted,terms_unigram,1758,10406,96,327,5.4608,3.1424,2.3183,1.7433,10.605704
73,1970-1989,differentiation,terms_unigram,1758,10406,75,190,4.2662,1.8259,2.4403,2.3448,10.56847
74,1970-1989,primitive,terms_unigram,1758,10406,109,412,6.2002,3.9593,2.241,1.5705,10.533651
75,1970-1989,metapsychological,terms_unigram,1758,10406,68,144,3.868,1.3838,2.4842,2.8047,10.51843
76,1970-1989,changes,terms_unigram,1758,10406,133,564,7.5654,5.42,2.1455,1.3992,10.508145
77,1970-1989,wishes,terms_unigram,1758,10406,92,304,5.2332,2.9214,2.3118,1.7973,10.478591
78,1970-1989,aggression,terms_unigram,1758,10406,88,279,5.0057,2.6811,2.3245,1.8734,10.434027
79,1970-1989,defence,terms_unigram,1758,10406,96,331,5.4608,3.1809,2.2799,1.7223,10.429855
80,1970-1989,resolution,terms_unigram,1758,10406,69,155,3.9249,1.4895,2.4354,2.6443,10.34674
81,1970-1989,intrapsychic,terms_unigram,1758,10406,88,282,5.0057,2.71,2.2957,1.8535,10.304622
82,1970-1989,external,terms_unigram,1758,10406,136,590,7.7361,5.6698,2.0663,1.3676,10.165949
83,1970-1989,instinctual,terms_unigram,1758,10406,85,266,4.835,2.5562,2.2788,1.8981,10.150666
84,1970-1989,mass,terms_unigram,1758,10406,63,119,3.5836,1.1436,2.44,3.1439,10.147869
85,1970-1989,believe,terms_unigram,1758,10406,104,389,5.9158,3.7382,2.1776,1.5873,10.134396
86,1970-1989,wish,terms_unigram,1758,10406,117,472,6.6553,4.5358,2.1194,1.4713,10.111206
87,1970-1989,mother,terms_unigram,1758,10406,178,851,10.1251,8.178,1.9472,1.2403,10.100711
88,1970-1989,derived,terms_unigram,1758,10406,86,274,4.8919,2.6331,2.2588,1.8644,10.087711
89,1970-1989,calif,terms_unigram,1758,10406,52,46,2.9579,0.4421,2.5159,6.6798,9.988675
90,1970-1989,libidinal,terms_unigram,1758,10406,79,231,4.4937,2.2199,2.2739,2.0318,9.964158
91,1970-1989,especially,terms_unigram,1758,10406,157,725,8.9306,6.9671,1.9635,1.2844,9.940246
92,1970-1989,medical,terms_unigram,1758,10406,142,635,8.0774,6.1022,1.9751,1.3267,9.802174
93,1970-1989,scientific,terms_unigram,1758,10406,134,590,7.6223,5.6698,1.9525,1.3476,9.577511
94,1970-1989,course,terms_unigram,1758,10406,180,875,10.2389,8.4086,1.8303,1.2198,9.514796
95,1970-1989,seems,terms_unigram,1758,10406,135,599,7.6792,5.7563,1.9229,1.3372,9.446477
96,1970-1989,phenomenon,terms_unigram,1758,10406,108,430,6.1433,4.1322,2.0111,1.4911,9.434832
97,1970-1989,viewed,terms_unigram,1758,10406,78,243,4.4369,2.3352,2.1017,1.9074,9.183132
98,1970-1989,drives,terms_unigram,1758,10406,81,263,4.6075,2.5274,2.0801,1.8299,9.166507
99,1970-1989,presentation,terms_unigram,1758,10406,89,316,5.0626,3.0367,2.0259,1.6731,9.115991
100,1970-1989,pathology,terms_unigram,1758,10406,80,258,4.5506,2.4793,2.0713,1.8424,9.102165
1,1990-2009,author,terms_unigram,3927,8237,978,926,24.9045,11.242,13.6626,2.215,94.087585
2,1990-2009,analyst's,terms_unigram,3927,8237,511,537,13.0125,6.5194,6.4931,1.9958,40.506152
3,1990-2009,fax,terms_unigram,3927,8237,257,0,6.5444,0.0,6.5444,1080.084,36.340988
4,1990-2009,aol,terms_unigram,3927,8237,300,179,7.6394,2.1731,5.4663,3.511,31.196766
5,1990-2009,countertransference,terms_unigram,3927,8237,374,375,9.5238,4.5526,4.9712,2.0917,29.463823
6,1990-2009,net,terms_unigram,3927,8237,299,213,7.614,2.5859,5.0281,2.942,28.67897
7,1990-2009,patient's,terms_unigram,3927,8237,599,918,15.2534,11.1448,4.1085,1.3689,26.28204
8,1990-2009,perspective,terms_unigram,3927,8237,437,569,11.1281,6.9079,4.2202,1.6111,25.66838
9,1990-2009,version,terms_unigram,3927,8237,310,295,7.8941,3.5814,4.3127,2.2037,24.753808
10,1990-2009,professor,terms_unigram,3927,8237,416,558,10.5933,6.7743,3.819,1.564,23.04046
11,1990-2009,training,terms_unigram,3927,8237,568,920,14.464,11.1691,3.2949,1.2953,20.90215
12,1990-2009,issues,terms_unigram,3927,8237,404,563,10.2878,6.835,3.4527,1.5055,20.729853
13,1990-2009,west,terms_unigram,3927,8237,348,453,8.8617,5.4996,3.3622,1.6117,19.685638
14,1990-2009,transference,terms_unigram,3927,8237,582,970,14.8205,11.7761,3.0443,1.2588,19.386937
15,1990-2009,argues,terms_unigram,3927,8237,201,151,5.1184,1.8332,3.2852,2.7894,17.438824
16,1990-2009,supervising,terms_unigram,3927,8237,294,365,7.4866,4.4312,3.0554,1.6899,17.376019
17,1990-2009,theories,terms_unigram,3927,8237,369,557,9.3965,6.7622,2.6343,1.39,15.578031
18,1990-2009,final,terms_unigram,3927,8237,278,358,7.0792,4.3462,2.733,1.6292,15.389836
19,1990-2009,implications,terms_unigram,3927,8237,338,493,8.6071,5.9852,2.6219,1.4385,15.275134
20,1990-2009,illustrate,terms_unigram,3927,8237,302,417,7.6903,5.0625,2.6278,1.5196,15.014696
21,1990-2009,presented,terms_unigram,3927,8237,555,969,14.1329,11.764,2.3689,1.2017,14.973484
22,1990-2009,discusses,terms_unigram,3927,8237,192,183,4.8892,2.2217,2.6675,2.2001,14.038467
23,1990-2009,discussed,terms_unigram,3927,8237,439,736,11.179,8.9353,2.2437,1.2515,13.657049
24,1990-2009,explored,terms_unigram,3927,8237,215,250,5.4749,3.0351,2.4398,1.8042,13.114774
25,1990-2009,suite,terms_unigram,3927,8237,327,505,8.327,6.1309,2.1961,1.3588,12.722004
26,1990-2009,suggests,terms_unigram,3927,8237,247,329,6.2898,3.9942,2.2956,1.5753,12.656715
27,1990-2009,interaction,terms_unigram,3927,8237,214,256,5.4495,3.1079,2.3415,1.7538,12.575482
28,1990-2009,ideas,terms_unigram,3927,8237,435,747,11.0772,9.0688,2.0083,1.2219,12.205865
29,1990-2009,intersubjective,terms_unigram,3927,8237,168,157,4.2781,1.906,2.372,2.2437,12.168331
30,1990-2009,press,terms_unigram,3927,8237,172,167,4.3799,2.0274,2.3525,2.1599,12.123101
31,1990-2009,faculty,terms_unigram,3927,8237,354,575,9.0145,6.9807,2.0338,1.2919,11.942819
32,1990-2009,east,terms_unigram,3927,8237,278,409,7.0792,4.9654,2.1138,1.4263,11.903229
33,1990-2009,authors,terms_unigram,3927,8237,292,441,7.4357,5.3539,2.0818,1.3895,11.825043
34,1990-2009,commentary,terms_unigram,3927,8237,131,92,3.3359,1.1169,2.219,2.9815,10.834783
35,1990-2009,examines,terms_unigram,3927,8237,159,165,4.0489,2.0032,2.0457,2.0212,10.382465
36,1990-2009,author's,terms_unigram,3927,8237,133,118,3.3868,1.4326,1.9542,2.3627,9.571598
37,1990-2009,concept,terms_unigram,3927,8237,574,1081,14.6168,13.1237,1.493,1.1141,9.487365
38,1990-2009,ways,terms_unigram,3927,8237,392,695,9.9822,8.4375,1.5446,1.1836,9.227366
39,1990-2009,argued,terms_unigram,3927,8237,152,171,3.8706,2.076,1.7946,1.8649,9.027828
40,1990-2009,psychoanalysts,terms_unigram,3927,8237,301,504,7.6649,6.1187,1.5462,1.2534,8.829186
41,1990-2009,presents,terms_unigram,3927,8237,196,274,4.9911,3.3265,1.6646,1.5013,8.794598
42,1990-2009,columbia,terms_unigram,3927,8237,134,134,3.4123,1.6268,1.7855,2.0973,8.758212
43,1990-2009,subjectivity,terms_unigram,3927,8237,161,201,4.0998,2.4402,1.6596,1.6809,8.443441
44,1990-2009,context,terms_unigram,3927,8237,343,602,8.7344,7.3085,1.4259,1.1957,8.328269
45,1990-2009,vignettes,terms_unigram,3927,8237,131,136,3.3359,1.6511,1.6848,2.0204,8.226512
46,1990-2009,examples,terms_unigram,3927,8237,237,377,6.0351,4.5769,1.4582,1.3195,7.979842
47,1990-2009,illustrates,terms_unigram,3927,8237,140,163,3.5651,1.9789,1.5862,1.8022,7.849657
48,1990-2009,affect,terms_unigram,3927,8237,234,373,5.9587,4.5283,1.4304,1.3167,7.809388
49,1990-2009,considers,terms_unigram,3927,8237,130,141,3.3104,1.7118,1.5986,1.9342,7.793621
50,1990-2009,therapeutic,terms_unigram,3927,8237,535,1021,13.6236,12.3953,1.2283,1.0994,7.719064
51,1990-2009,describes,terms_unigram,3927,8237,237,381,6.0351,4.6255,1.4097,1.3056,7.714101
52,1990-2009,perspectives,terms_unigram,3927,8237,211,325,5.3731,3.9456,1.4274,1.3627,7.646243
53,1990-2009,empirical,terms_unigram,3927,8237,187,279,4.7619,3.3872,1.3747,1.4069,7.198795
54,1990-2009,robert,terms_unigram,3927,8237,186,280,4.7364,3.3993,1.3371,1.3944,6.994746
55,1990-2009,technical,terms_unigram,3927,8237,209,333,5.3221,4.0427,1.2794,1.3175,6.841062
56,1990-2009,focus,terms_unigram,3927,8237,280,488,7.1301,5.9245,1.2056,1.2043,6.797813
57,1990-2009,approach,terms_unigram,3927,8237,399,744,10.1604,9.0324,1.128,1.1254,6.75845
58,1990-2009,enactments,terms_unigram,3927,8237,92,71,2.3428,0.862,1.4808,2.7132,6.711832
59,1990-2009,thinking,terms_unigram,3927,8237,416,781,10.5933,9.4816,1.1117,1.1177,6.707108
60,1990-2009,park,terms_unigram,3927,8237,179,271,4.5582,3.29,1.2682,1.3866,6.58547
61,1990-2009,relationship,terms_unigram,3927,8237,695,1375,17.698,16.693,1.005,1.0604,6.578191
62,1990-2009,examined,terms_unigram,3927,8237,186,287,4.7364,3.4843,1.2522,1.3605,6.550194
63,1990-2009,transference-countertransference,terms_unigram,3927,8237,84,55,2.139,0.6677,1.4713,3.1931,6.536555
64,1990-2009,psychology,terms_unigram,3927,8237,549,1067,13.9801,12.9537,1.0264,1.0796,6.476451
65,1990-2009,psychiatry,terms_unigram,3927,8237,346,635,8.8108,7.7091,1.1017,1.1435,6.444082
66,1990-2009,relational,terms_unigram,3927,8237,313,565,7.9705,6.8593,1.1112,1.1627,6.388539
67,1990-2009,explores,terms_unigram,3927,8237,173,262,4.4054,3.1808,1.2246,1.3862,6.317928
68,1990-2009,view,terms_unigram,3927,8237,547,1066,13.9292,12.9416,0.9876,1.0766,6.228097
69,1990-2009,proposes,terms_unigram,3927,8237,104,110,2.6483,1.3354,1.3129,1.9834,6.110158
70,1990-2009,concludes,terms_unigram,3927,8237,84,63,2.139,0.7648,1.3742,2.7908,6.105073
71,1990-2009,differences,terms_unigram,3927,8237,227,384,5.7805,4.6619,1.1186,1.2409,6.07328
72,1990-2009,interpersonal,terms_unigram,3927,8237,189,302,4.8128,3.6664,1.1465,1.3138,6.015455
73,1990-2009,associate,terms_unigram,3927,8237,180,283,4.5837,3.4357,1.1479,1.3353,5.967535
74,1990-2009,interpretation,terms_unigram,3927,8237,323,593,8.2251,7.1992,1.0259,1.1432,5.930379
75,1990-2009,harvard,terms_unigram,3927,8237,104,114,2.6483,1.384,1.2643,1.9141,5.884156
76,1990-2009,lane,terms_unigram,3927,8237,86,73,2.19,0.8862,1.3037,2.4682,5.822302
77,1990-2009,technique,terms_unigram,3927,8237,326,602,8.3015,7.3085,0.993,1.1365,5.749525
78,1990-2009,assistant,terms_unigram,3927,8237,89,84,2.2664,1.0198,1.2466,2.2213,5.609338
79,1990-2009,role,terms_unigram,3927,8237,528,1034,13.4454,12.5531,0.8923,1.0714,5.595378
80,1990-2009,interventions,terms_unigram,3927,8237,122,161,3.1067,1.9546,1.1521,1.5908,5.544128
81,1990-2009,provides,terms_unigram,3927,8237,181,292,4.6091,3.545,1.0641,1.3014,5.537773
82,1990-2009,supervisor,terms_unigram,3927,8237,144,211,3.6669,2.5616,1.1053,1.4329,5.500829
83,1990-2009,brookline,terms_unigram,3927,8237,77,58,1.9608,0.7041,1.2566,2.7784,5.474834
84,1990-2009,setting,terms_unigram,3927,8237,195,324,4.9656,3.9335,1.0322,1.2635,5.447815
85,1990-2009,theorists,terms_unigram,3927,8237,71,44,1.808,0.5342,1.2738,3.3697,5.447707
86,1990-2009,san,terms_unigram,3927,8237,198,331,5.042,4.0185,1.0236,1.2558,5.418034
87,1990-2009,ongoing,terms_unigram,3927,8237,127,175,3.234,2.1246,1.1095,1.5236,5.383138
88,1990-2009,intrapsychic,terms_unigram,3927,8237,148,222,3.7688,2.6952,1.0736,1.3997,5.372358
89,1990-2009,argue,terms_unigram,3927,8237,118,155,3.0048,1.8818,1.1231,1.5982,5.367363
90,1990-2009,washington,terms_unigram,3927,8237,126,174,3.2086,2.1124,1.0961,1.5204,5.309891
91,1990-2009,impact,terms_unigram,3927,8237,244,435,6.2134,5.281,0.9323,1.1774,5.129073
92,1990-2009,addresses,terms_unigram,3927,8237,101,122,2.5719,1.4811,1.0908,1.7377,5.044995
93,1990-2009,center,terms_unigram,3927,8237,346,655,8.8108,7.9519,0.8589,1.1086,5.023826
94,1990-2009,multiple,terms_unigram,3927,8237,154,241,3.9216,2.9258,0.9957,1.3417,5.021971
95,1990-2009,freudian,terms_unigram,3927,8237,151,235,3.8452,2.853,0.9922,1.3492,4.984664
96,1990-2009,analysand's,terms_unigram,3927,8237,71,53,1.808,0.6434,1.1646,2.8029,4.980425
97,1990-2009,change,terms_unigram,3927,8237,364,694,9.2692,8.4254,0.8438,1.1007,4.978125
98,1990-2009,enactment,terms_unigram,3927,8237,101,124,2.5719,1.5054,1.0665,1.7098,4.932697
99,1990-2009,intersubjectivity,terms_unigram,3927,8237,84,85,2.139,1.0319,1.1071,2.0727,4.918496
100,1990-2009,division,terms_unigram,3927,8237,103,129,2.6229,1.5661,1.0568,1.6762,4.908021
1,2010-2025,gmail,terms_unigram,4050,8114,1159,36,28.6173,0.4437,28.1736,63.6362,198.797905
2,2010-2025,relational,terms_unigram,4050,8114,557,321,13.7531,3.9561,9.797,3.4737,61.959499
3,2010-2025,addressed,terms_unigram,4050,8114,469,151,11.5802,1.861,9.7193,6.208,59.800045
4,2010-2025,faculty,terms_unigram,4050,8114,544,385,13.4321,4.7449,8.6872,2.8294,54.736271
5,2010-2025,correspondence,terms_unigram,4050,8114,412,101,10.1728,1.2448,8.9281,8.1411,53.777806
6,2010-2025,private,terms_unigram,4050,8114,465,246,11.4815,3.0318,8.4497,3.7829,51.916431
7,2010-2025,training,terms_unigram,4050,8114,700,788,17.284,9.7116,7.5723,1.7796,49.617824
8,2010-2025,program,terms_unigram,4050,8114,451,281,11.1358,3.4632,7.6727,3.213,46.908158
9,2010-2025,trauma,terms_unigram,4050,8114,484,400,11.9506,4.9298,7.0209,2.4234,43.418082
10,2010-2025,orcid,terms_unigram,4050,8114,304,0,7.5062,0.0,7.5062,1219.9543,42.937649
11,2010-2025,suite,terms_unigram,4050,8114,451,381,11.1358,4.6956,6.4402,2.3708,39.373425
12,2010-2025,publication,terms_unigram,4050,8114,376,253,9.284,3.1181,6.1659,2.9752,36.57753
13,2010-2025,contact,terms_unigram,4050,8114,382,278,9.4321,3.4262,6.0059,2.7513,35.723433
14,2010-2025,social,terms_unigram,4050,8114,537,620,13.2593,7.6411,5.6181,1.7353,35.326102
15,2010-2025,member,terms_unigram,4050,8114,374,274,9.2346,3.3769,5.8577,2.733,34.718086
16,2010-2025,journal,terms_unigram,4050,8114,363,269,8.963,3.3153,5.6477,2.7019,33.305388
17,2010-2025,editor,terms_unigram,4050,8114,298,144,7.358,1.7747,5.5833,4.1381,31.827368
18,2010-2025,dialogues,terms_unigram,4050,8114,279,106,6.8889,1.3064,5.5825,5.2572,31.45624
19,2010-2025,accepted,terms_unigram,4050,8114,438,461,10.8148,5.6815,5.1333,1.9034,31.233419
20,2010-2025,center,terms_unigram,4050,8114,467,534,11.5309,6.5812,4.9496,1.7521,30.432745
21,2010-2025,issue,terms_unigram,4050,8114,381,364,9.4074,4.4861,4.9213,2.0966,29.2594
22,2010-2025,supervising,terms_unigram,4050,8114,354,305,8.7407,3.7589,4.9818,2.3245,29.253749
23,2010-2025,psychodynamic,terms_unigram,4050,8114,291,196,7.1852,2.4156,4.7696,2.9717,27.075886
24,2010-2025,professor,terms_unigram,4050,8114,444,530,10.963,6.5319,4.431,1.6785,27.020828
25,2010-2025,context,terms_unigram,4050,8114,432,513,10.6667,6.3224,4.3443,1.6872,26.372869
26,2010-2025,studies,terms_unigram,4050,8114,463,580,11.4321,7.1481,4.284,1.5995,26.303018
27,2010-2025,space,terms_unigram,4050,8114,301,242,7.4321,2.9825,4.4496,2.4906,25.409113
28,2010-2025,psychoanalyst,terms_unigram,4050,8114,315,273,7.7778,3.3646,4.4132,2.3108,25.401372
29,2010-2025,health,terms_unigram,4050,8114,339,335,8.3704,4.1287,4.2417,2.0271,24.724661
30,2010-2025,postdoctoral,terms_unigram,4050,8114,255,151,6.2963,1.861,4.4353,3.3783,24.59461
31,2010-2025,thinking,terms_unigram,4050,8114,505,692,12.4691,8.5285,3.9407,1.4623,24.536704
32,2010-2025,author,terms_unigram,4050,8114,734,1170,18.1235,14.4195,3.7039,1.257,24.445491
33,2010-2025,personal,terms_unigram,4050,8114,433,545,10.6914,6.7168,3.9746,1.5919,24.137754
34,2010-2025,perspective,terms_unigram,4050,8114,440,566,10.8642,6.9756,3.8886,1.5577,23.677859
35,2010-2025,explore,terms_unigram,4050,8114,272,206,6.716,2.5388,4.1772,2.6435,23.43204
36,2010-2025,published,terms_unigram,4050,8114,363,407,8.963,5.016,3.9469,1.7869,23.27572
37,2010-2025,states,terms_unigram,4050,8114,459,612,11.3333,7.5425,3.7908,1.5028,23.242341
38,2010-2025,community,terms_unigram,4050,8114,244,149,6.0247,1.8363,4.1884,3.2762,23.041245
39,2010-2025,ways,terms_unigram,4050,8114,462,625,11.4074,7.7027,3.7047,1.4812,22.738262
40,2010-2025,challenges,terms_unigram,4050,8114,229,123,5.6543,1.5159,4.1384,3.7226,22.50507
41,2010-2025,gender,terms_unigram,4050,8114,252,188,6.2222,2.317,3.9052,2.6833,21.60921
42,2010-2025,united,terms_unigram,4050,8114,221,120,5.4568,1.4789,3.9779,3.6822,21.49112
43,2010-2025,nyu,terms_unigram,4050,8114,184,43,4.5432,0.5299,4.0133,8.4964,20.950654
44,2010-2025,impact,terms_unigram,4050,8114,323,356,7.9753,4.3875,3.5878,1.8178,20.740326
45,2010-2025,white,terms_unigram,4050,8114,230,153,5.679,1.8856,3.7934,3.0081,20.645172
46,2010-2025,routledge,terms_unigram,4050,8114,173,23,4.2716,0.2835,3.9881,14.7897,20.575057
47,2010-2025,board,terms_unigram,4050,8114,207,107,5.1111,1.3187,3.7924,3.8667,20.242094
48,2010-2025,stephen,terms_unigram,4050,8114,208,111,5.1358,1.368,3.7678,3.7459,20.128829
49,2010-2025,explores,terms_unigram,4050,8114,243,192,6.0,2.3663,3.6337,2.5339,19.975167
50,2010-2025,world,terms_unigram,4050,8114,579,906,14.2963,11.1659,3.1304,1.2806,19.918888
51,2010-2025,society,terms_unigram,4050,8114,420,574,10.3704,7.0742,3.2962,1.4662,19.917591
52,2010-2025,italy,terms_unigram,4050,8114,191,81,4.716,0.9983,3.7178,4.7069,19.546184
53,2010-2025,culture,terms_unigram,4050,8114,252,222,6.2222,2.736,3.4862,2.2733,19.29056
54,2010-2025,cultural,terms_unigram,4050,8114,262,249,6.4691,3.0688,3.4004,2.1076,18.947362
55,2010-2025,book,terms_unigram,4050,8114,305,352,7.5309,4.3382,3.1927,1.7361,18.273594
56,2010-2025,international,terms_unigram,4050,8114,337,423,8.321,5.2132,3.1078,1.5964,18.096722
57,2010-2025,potential,terms_unigram,4050,8114,269,281,6.642,3.4632,3.1788,1.9178,17.796405
58,2010-2025,writing,terms_unigram,4050,8114,254,253,6.2716,3.1181,3.1535,2.0111,17.474582
59,2010-2025,perspectives,terms_unigram,4050,8114,263,273,6.4938,3.3646,3.1293,1.93,17.448662
60,2010-2025,attachment,terms_unigram,4050,8114,227,196,5.6049,2.4156,3.1894,2.3192,17.316139
61,2010-2025,political,terms_unigram,4050,8114,208,160,5.1358,1.9719,3.1639,2.6023,16.902622
62,2010-2025,violence,terms_unigram,4050,8114,175,88,4.321,1.0845,3.2364,3.9725,16.733974
63,2010-2025,israel,terms_unigram,4050,8114,195,140,4.8148,1.7254,3.0894,2.7874,16.306218
64,2010-2025,national,terms_unigram,4050,8114,189,128,4.6667,1.5775,3.0891,2.9541,16.208825
65,2010-2025,group,terms_unigram,4050,8114,409,607,10.0988,7.4809,2.6179,1.3503,15.749507
66,2010-2025,across,terms_unigram,4050,8114,174,102,4.2963,1.2571,3.0392,3.4103,15.696868
67,2010-2025,mitchell,terms_unigram,4050,8114,160,70,3.9506,0.8627,3.0879,4.5605,15.690924
68,2010-2025,supervisor,terms_unigram,4050,8114,198,157,4.8889,1.9349,2.954,2.5247,15.636219
69,2010-2025,via,terms_unigram,4050,8114,228,225,5.6296,2.773,2.8566,2.0299,15.522213
70,2010-2025,northern,terms_unigram,4050,8114,149,52,3.679,0.6409,3.0381,5.7044,15.223035
71,2010-2025,del,terms_unigram,4050,8114,134,18,3.3086,0.2218,3.0868,14.5639,15.141618
72,2010-2025,online,terms_unigram,4050,8114,131,11,3.2346,0.1356,3.099,22.9063,15.131802
73,2010-2025,covid,terms_unigram,4050,8114,125,0,3.0864,0.0,3.0864,502.8055,14.926796
74,2010-2025,associate,terms_unigram,4050,8114,228,235,5.6296,2.8962,2.7334,1.9437,14.852541
75,2010-2025,field,terms_unigram,4050,8114,363,525,8.963,6.4703,2.4927,1.3857,14.699627
76,2010-2025,reading,terms_unigram,4050,8114,219,220,5.4074,2.7114,2.696,1.9941,14.541459
77,2010-2025,germany,terms_unigram,4050,8114,158,87,3.9012,1.0722,2.829,3.6287,14.34
78,2010-2025,psychologist,terms_unigram,4050,8114,151,74,3.7284,0.912,2.8164,4.0736,14.149212
79,2010-2025,subjectivity,terms_unigram,4050,8114,193,169,4.7654,2.0828,2.6826,2.2868,14.131621
80,2010-2025,american,terms_unigram,4050,8114,393,598,9.7037,7.37,2.3337,1.3171,13.947165
81,2010-2025,pandemic,terms_unigram,4050,8114,118,0,2.9136,0.0,2.9136,474.7606,13.92436
82,2010-2025,emotional,terms_unigram,4050,8114,398,609,9.8272,7.5055,2.3216,1.3097,13.90406
83,2010-2025,response,terms_unigram,4050,8114,277,357,6.8395,4.3998,2.4397,1.5549,13.729726
84,2010-2025,war,terms_unigram,4050,8114,182,153,4.4938,1.8856,2.6082,2.3817,13.587368
85,2010-2025,people,terms_unigram,4050,8114,350,514,8.642,6.3347,2.3072,1.3647,13.522271
86,2010-2025,shared,terms_unigram,4050,8114,182,156,4.4938,1.9226,2.5712,2.336,13.394757
87,2010-2025,psychoanalysts,terms_unigram,4050,8114,330,475,8.1481,5.8541,2.2941,1.3923,13.310459
88,2010-2025,engagement,terms_unigram,4050,8114,143,72,3.5309,0.8874,2.6435,3.965,13.137746
89,2010-2025,dialogue,terms_unigram,4050,8114,198,196,4.8889,2.4156,2.4733,2.0236,13.091988
90,2010-2025,lives,terms_unigram,4050,8114,186,172,4.5926,2.1198,2.4728,2.1658,12.935484
91,2010-2025,dissociation,terms_unigram,4050,8114,148,87,3.6543,1.0722,2.5821,3.3997,12.92069
92,2010-2025,books,terms_unigram,4050,8114,177,153,4.3704,1.8856,2.4847,2.3164,12.875388
93,2010-2025,introduction,terms_unigram,4050,8114,282,380,6.963,4.6833,2.2797,1.4873,12.869922
94,2010-2025,france,terms_unigram,4050,8114,145,82,3.5802,1.0106,2.5696,3.5329,12.806115
95,2010-2025,study,terms_unigram,4050,8114,727,1299,17.9506,16.0094,1.9413,1.1215,12.793427
96,2010-2025,una,terms_unigram,4050,8114,110,1,2.716,0.0123,2.7037,147.5697,12.733275
97,2010-2025,south,terms_unigram,4050,8114,154,105,3.8025,1.2941,2.5084,2.9336,12.650975
98,2010-2025,editorial,terms_unigram,4050,8114,145,85,3.5802,1.0476,2.5327,3.409,12.621855
99,2010-2025,beyond,terms_unigram,4050,8114,263,347,6.4938,4.2766,2.2173,1.519,12.363374
100,2010-2025,que,terms_unigram,4050,8114,110,8,2.716,0.0986,2.6175,26.0417,12.32698
