rank_within_group,journal_key,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score
59,psychoanalytic_dialogues,editorial,terms_unigram,1578,10586,124,106,7.858,1.0013,6.8567,7.8381,33.106423
60,psychoanalytic_dialogues,perspectives,terms_unigram,1578,10586,158,378,10.0127,3.5708,6.4419,2.8077,32.653478
61,psychoanalytic_dialogues,perspective,terms_unigram,1578,10586,214,792,13.5615,7.4816,6.0799,1.8148,32.652893
62,psychoanalytic_dialogues,massachusetts,terms_unigram,1578,10586,122,129,7.7313,1.2186,6.5127,6.3425,31.340385
63,psychoanalytic_dialogues,sexuality,terms_unigram,1578,10586,157,423,9.9493,3.9958,5.9535,2.4935,30.139954
64,psychoanalytic_dialogues,dissociation,terms_unigram,1578,10586,116,119,7.3511,1.1241,6.227,6.5366,29.653824
65,psychoanalytic_dialogues,political,terms_unigram,1578,10586,131,237,8.3016,2.2388,6.0628,3.7124,29.603655
66,psychoanalytic_dialogues,graduate,terms_unigram,1578,10586,110,100,6.9708,0.9446,6.0262,7.372,28.380596
67,psychoanalytic_dialogues,response,terms_unigram,1578,10586,157,477,9.9493,4.506,5.4434,2.2116,27.557485
68,psychoanalytic_dialogues,race,terms_unigram,1578,10586,103,65,6.5272,0.614,5.9132,10.5947,27.463357
69,psychoanalytic_dialogues,aol,terms_unigram,1578,10586,138,341,8.7452,3.2212,5.524,2.7193,27.258091
70,psychoanalytic_dialogues,alanson,terms_unigram,1578,10586,97,25,6.147,0.2362,5.9109,25.6363,27.101104
71,psychoanalytic_dialogues,therapeutic,terms_unigram,1578,10586,268,1288,16.9835,12.167,4.8165,1.3972,26.946986
72,psychoanalytic_dialogues,culture,terms_unigram,1578,10586,136,338,8.6185,3.1929,5.4256,2.7037,26.693889
73,psychoanalytic_dialogues,cultural,terms_unigram,1578,10586,140,371,8.872,3.5046,5.3674,2.5358,26.561781
74,psychoanalytic_dialogues,adjunct,terms_unigram,1578,10586,98,47,6.2104,0.444,5.7664,13.9038,26.497346
75,psychoanalytic_dialogues,explores,terms_unigram,1578,10586,128,307,8.1115,2.9001,5.2115,2.8019,25.3268
76,psychoanalytic_dialogues,space,terms_unigram,1578,10586,139,404,8.8086,3.8164,4.9923,2.3123,24.66995
77,psychoanalytic_dialogues,net,terms_unigram,1578,10586,135,377,8.5551,3.5613,4.9938,2.4067,24.532942
78,psychoanalytic_dialogues,own,terms_unigram,1578,10586,330,1767,20.9125,16.6919,4.2207,1.2537,24.488945
79,psychoanalytic_dialogues,books,terms_unigram,1578,10586,113,217,7.161,2.0499,5.1111,3.4989,24.207118
80,psychoanalytic_dialogues,context,terms_unigram,1578,10586,186,759,11.7871,7.1698,4.6172,1.6464,24.153207
81,psychoanalytic_dialogues,analyst's,terms_unigram,1578,10586,198,850,12.5475,8.0295,4.5181,1.5649,23.915446
82,psychoanalytic_dialogues,william,terms_unigram,1578,10586,105,169,6.654,1.5964,5.0575,4.1732,23.58555
83,psychoanalytic_dialogues,dialogue,terms_unigram,1578,10586,118,276,7.4778,2.6072,4.8706,2.8735,23.277213
84,psychoanalytic_dialogues,medical,terms_unigram,1578,10586,163,614,10.3295,5.8001,4.5294,1.784,23.099425
85,psychoanalytic_dialogues,mutual,terms_unigram,1578,10586,109,212,6.9075,2.0026,4.9048,3.455,23.05507
86,psychoanalytic_dialogues,teaches,terms_unigram,1578,10586,83,24,5.2598,0.2267,5.0331,22.8513,22.30078
87,psychoanalytic_dialogues,writing,terms_unigram,1578,10586,126,381,7.9848,3.5991,4.3857,2.2232,21.24514
88,psychoanalytic_dialogues,psychiatry,terms_unigram,1578,10586,182,799,11.5336,7.5477,3.9859,1.5305,20.764399
89,psychoanalytic_dialogues,essay,terms_unigram,1578,10586,116,324,7.3511,3.0606,4.2904,2.4071,20.43178
90,psychoanalytic_dialogues,currently,terms_unigram,1578,10586,97,180,6.147,1.7004,4.4467,3.6217,20.387803
91,psychoanalytic_dialogues,living,terms_unigram,1578,10586,107,262,6.7807,2.475,4.3058,2.7458,20.160172
92,psychoanalytic_dialogues,past,terms_unigram,1578,10586,174,755,11.0266,7.1321,3.8946,1.5486,20.114542
93,psychoanalytic_dialogues,explore,terms_unigram,1578,10586,117,361,7.4144,3.4102,4.0043,2.1793,19.103178
94,psychoanalytic_dialogues,collective,terms_unigram,1578,10586,83,108,5.2598,1.0202,4.2396,5.16,18.784923
95,psychoanalytic_dialogues,serves,terms_unigram,1578,10586,91,176,5.7668,1.6626,4.1042,3.4759,18.558416
96,psychoanalytic_dialogues,field,terms_unigram,1578,10586,165,723,10.4563,6.8298,3.6265,1.5337,18.538617
97,psychoanalytic_dialogues,recognition,terms_unigram,1578,10586,109,318,6.9075,3.004,3.9035,2.3051,18.348374
98,psychoanalytic_dialogues,articles,terms_unigram,1578,10586,89,170,5.6401,1.6059,4.0342,3.5196,18.152935
99,psychoanalytic_dialogues,iarpp,terms_unigram,1578,10586,67,0,4.2459,0.0,4.2459,905.1583,17.915527
100,psychoanalytic_dialogues,aron,terms_unigram,1578,10586,68,13,4.3093,0.1228,4.1864,34.021,17.725869
1,psychoanalytic_psychology,study,terms_unigram,1369,10795,319,1707,23.3017,15.8129,7.4888,1.4745,43.197824
2,psychoanalytic_psychology,psychology,terms_unigram,1369,10795,274,1342,20.0146,12.4317,7.5829,1.6113,42.59157
3,psychoanalytic_psychology,implications,terms_unigram,1369,10795,188,643,13.7327,5.9565,7.7762,2.3084,40.760822
4,psychoanalytic_psychology,psychodynamic,terms_unigram,1369,10795,141,346,10.2995,3.2052,7.0943,3.2181,35.158129
5,psychoanalytic_psychology,psyd,terms_unigram,1369,10795,103,8,7.5237,0.0741,7.4496,95.9541,34.599001
6,psychoanalytic_psychology,attachment,terms_unigram,1369,10795,130,293,9.496,2.7142,6.7818,3.5038,33.062432
7,psychoanalytic_psychology,discussed,terms_unigram,1369,10795,206,969,15.0475,8.9764,6.0711,1.6785,32.37548
8,psychoanalytic_psychology,results,terms_unigram,1369,10795,150,495,10.9569,4.5855,6.3714,2.3935,31.967331
9,psychoanalytic_psychology,empirical,terms_unigram,1369,10795,129,337,9.4229,3.1218,6.3011,3.0237,30.670923
10,psychoanalytic_psychology,issues,terms_unigram,1369,10795,179,788,13.0752,7.2997,5.7756,1.7939,29.992242
11,psychoanalytic_psychology,interpersonal,terms_unigram,1369,10795,128,363,9.3499,3.3627,5.9872,2.7857,29.096778
12,psychoanalytic_psychology,perspective,terms_unigram,1369,10795,181,825,13.2213,7.6424,5.5789,1.7326,29.032645
13,psychoanalytic_psychology,therapeutic,terms_unigram,1369,10795,238,1318,17.385,12.2094,5.1756,1.4254,28.343965
14,psychoanalytic_psychology,personality,terms_unigram,1369,10795,177,855,12.9291,7.9203,5.0088,1.635,25.954579
15,psychoanalytic_psychology,behavior,terms_unigram,1369,10795,109,297,7.962,2.7513,5.2107,2.9005,24.492992
16,psychoanalytic_psychology,self,terms_unigram,1369,10795,204,1123,14.9014,10.403,4.4984,1.4344,23.945153
17,psychoanalytic_psychology,disorder,terms_unigram,1369,10795,109,324,7.962,3.0014,4.9606,2.6591,23.317328
18,psychoanalytic_psychology,online,terms_unigram,1369,10795,80,62,5.8437,0.5743,5.2693,10.1498,23.155854
19,psychoanalytic_psychology,united,terms_unigram,1369,10795,98,243,7.1585,2.251,4.9075,3.1877,22.550402
20,psychoanalytic_psychology,sample,terms_unigram,1369,10795,78,82,5.6976,0.7596,4.938,7.4982,21.57624
21,psychoanalytic_psychology,apa,terms_unigram,1369,10795,72,28,5.2593,0.2594,4.9999,20.0464,21.452014
22,psychoanalytic_psychology,psychological,terms_unigram,1369,10795,202,1158,14.7553,10.7272,4.0281,1.3774,21.402164
23,psychoanalytic_psychology,assessment,terms_unigram,1369,10795,84,196,6.1359,1.8157,4.3202,3.3887,19.193187
24,psychoanalytic_psychology,associated,terms_unigram,1369,10795,117,505,8.5464,4.6781,3.8683,1.8317,18.454404
25,psychoanalytic_psychology,disorders,terms_unigram,1369,10795,103,394,7.5237,3.6498,3.8739,2.0675,17.991916
26,psychoanalytic_psychology,functioning,terms_unigram,1369,10795,131,650,9.569,6.0213,3.5477,1.593,17.322825
27,psychoanalytic_psychology,psychopathology,terms_unigram,1369,10795,94,336,6.8663,3.1126,3.7538,2.213,17.094223
28,psychoanalytic_psychology,relationships,terms_unigram,1369,10795,132,674,9.6421,6.2436,3.3984,1.548,16.619574
29,psychoanalytic_psychology,independent,terms_unigram,1369,10795,79,221,5.7706,2.0472,3.7234,2.8284,16.316
30,psychoanalytic_psychology,orcid,terms_unigram,1369,10795,79,225,5.7706,2.0843,3.6863,2.7782,16.153628
31,psychoanalytic_psychology,examined,terms_unigram,1369,10795,95,378,6.9394,3.5016,3.4378,1.9883,15.691091
32,psychoanalytic_psychology,participants,terms_unigram,1369,10795,75,202,5.4785,1.8712,3.6072,2.9381,15.621885
33,psychoanalytic_psychology,scale,terms_unigram,1369,10795,61,73,4.4558,0.6762,3.7796,6.5937,15.598786
34,psychoanalytic_psychology,gmail,terms_unigram,1369,10795,171,1024,12.4909,9.4859,3.005,1.3192,15.468201
35,psychoanalytic_psychology,interests,terms_unigram,1369,10795,69,152,5.0402,1.4081,3.6321,3.5913,15.431028
36,psychoanalytic_psychology,measures,terms_unigram,1369,10795,68,146,4.9671,1.3525,3.6147,3.6846,15.304819
37,psychoanalytic_psychology,states,terms_unigram,1369,10795,157,914,11.4682,8.4669,3.0013,1.3572,15.19458
38,psychoanalytic_psychology,latest,terms_unigram,1369,10795,57,52,4.1636,0.4817,3.6819,8.6308,14.950221
39,psychoanalytic_psychology,diagnostic,terms_unigram,1369,10795,63,111,4.6019,1.0283,3.5736,4.4879,14.862373
40,psychoanalytic_psychology,notified,terms_unigram,1369,10795,50,0,3.6523,0.0,3.6523,795.9095,14.36021
41,psychoanalytic_psychology,notification,terms_unigram,1369,10795,50,1,3.6523,0.0093,3.643,265.3032,14.323788
42,psychoanalytic_psychology,relational,terms_unigram,1369,10795,133,745,9.7151,6.9013,2.8138,1.4112,13.781431
43,psychoanalytic_psychology,favorite,terms_unigram,1369,10795,50,16,3.6523,0.1482,3.5041,24.1185,13.777448
44,psychoanalytic_psychology,relations,terms_unigram,1369,10795,133,749,9.7151,6.9384,2.7767,1.4036,13.599945
45,psychoanalytic_psychology,significantly,terms_unigram,1369,10795,62,147,4.5289,1.3617,3.1671,3.3391,13.12177
46,psychoanalytic_psychology,test,terms_unigram,1369,10795,60,130,4.3828,1.2043,3.1785,3.6533,13.066412
47,psychoanalytic_psychology,individuals,terms_unigram,1369,10795,88,380,6.428,3.5201,2.9079,1.8329,13.052512
48,psychoanalytic_psychology,sign,terms_unigram,1369,10795,53,68,3.8714,0.6299,3.2415,6.1547,12.930363
49,psychoanalytic_psychology,support,terms_unigram,1369,10795,91,409,6.6472,3.7888,2.8584,1.7608,12.925065
50,psychoanalytic_psychology,adult,terms_unigram,1369,10795,116,623,8.4733,5.7712,2.7021,1.4724,12.868098
51,psychoanalytic_psychology,interventions,terms_unigram,1369,10795,67,216,4.8941,2.0009,2.8932,2.4569,12.207698
52,psychoanalytic_psychology,available,terms_unigram,1369,10795,82,350,5.9898,3.2422,2.7475,1.8548,12.140905
53,psychoanalytic_psychology,construct,terms_unigram,1369,10795,56,119,4.0906,1.1024,2.9882,3.7258,12.081506
54,psychoanalytic_psychology,behaviors,terms_unigram,1369,10795,49,53,3.5793,0.491,3.0883,7.2911,12.081449
55,psychoanalytic_psychology,affect,terms_unigram,1369,10795,100,507,7.3046,4.6966,2.608,1.5605,12.036156
56,psychoanalytic_psychology,potential,terms_unigram,1369,10795,94,456,6.8663,4.2242,2.6421,1.6313,12.032016
57,psychoanalytic_psychology,abpp,terms_unigram,1369,10795,50,65,3.6523,0.6021,3.0502,6.0756,11.992738
58,psychoanalytic_psychology,suite,terms_unigram,1369,10795,123,709,8.9847,6.5679,2.4168,1.3717,11.64968
59,psychoanalytic_psychology,context,terms_unigram,1369,10795,135,810,9.8612,7.5035,2.3577,1.3174,11.582757
60,psychoanalytic_psychology,defense,terms_unigram,1369,10795,69,258,5.0402,2.39,2.6502,2.1187,11.259277
61,psychoanalytic_psychology,issue,terms_unigram,1369,10795,112,633,8.1812,5.8638,2.3173,1.3994,10.954909
62,psychoanalytic_psychology,rorschach,terms_unigram,1369,10795,42,18,3.0679,0.1667,2.9012,18.1034,10.911952
63,psychoanalytic_psychology,interview,terms_unigram,1369,10795,54,133,3.9445,1.2321,2.7124,3.217,10.869623
64,psychoanalytic_psychology,therapist's,terms_unigram,1369,10795,50,104,3.6523,0.9634,2.6889,3.8082,10.572254
65,psychoanalytic_psychology,representations,terms_unigram,1369,10795,72,305,5.2593,2.8254,2.4339,1.8701,10.442683
66,psychoanalytic_psychology,sent,terms_unigram,1369,10795,52,128,3.7984,1.1857,2.6127,3.2196,10.373018
67,psychoanalytic_psychology,integration,terms_unigram,1369,10795,83,404,6.0628,3.7425,2.3203,1.6267,10.281029
68,psychoanalytic_psychology,frank,terms_unigram,1369,10795,48,97,3.5062,0.8986,2.6076,3.9199,10.148485
69,psychoanalytic_psychology,articles,terms_unigram,1369,10795,59,200,4.3097,1.8527,2.457,2.3385,10.059827
70,psychoanalytic_psychology,illustrate,terms_unigram,1369,10795,107,612,7.8159,5.6693,2.1466,1.3831,10.050816
71,psychoanalytic_psychology,variables,terms_unigram,1369,10795,45,72,3.2871,0.667,2.6201,4.9456,10.031406
72,psychoanalytic_psychology,impact,terms_unigram,1369,10795,102,577,7.4507,5.3451,2.1056,1.3987,9.759009
73,psychoanalytic_psychology,measure,terms_unigram,1369,10795,52,145,3.7984,1.3432,2.4552,2.8434,9.747775
74,psychoanalytic_psychology,regulation,terms_unigram,1369,10795,49,118,3.5793,1.0931,2.4862,3.2918,9.725901
75,psychoanalytic_psychology,via,terms_unigram,1369,10795,78,375,5.6976,3.4738,2.2238,1.6474,9.716599
76,psychoanalytic_psychology,completed,terms_unigram,1369,10795,49,122,3.5793,1.1302,2.4491,3.1843,9.580944
77,psychoanalytic_psychology,approaches,terms_unigram,1369,10795,81,406,5.9167,3.761,2.1557,1.5799,9.499684
78,psychoanalytic_psychology,examines,terms_unigram,1369,10795,64,260,4.6749,2.4085,2.2664,1.9512,9.460926
79,psychoanalytic_psychology,role,terms_unigram,1369,10795,197,1365,14.3901,12.6447,1.7453,1.1398,9.229733
80,psychoanalytic_psychology,assessed,terms_unigram,1369,10795,41,57,2.9949,0.528,2.4669,5.6875,9.220325
81,psychoanalytic_psychology,italy,terms_unigram,1369,10795,58,214,4.2367,1.9824,2.2543,2.1492,9.19187
82,psychoanalytic_psychology,specifically,terms_unigram,1369,10795,71,330,5.1863,3.057,2.1293,1.7048,9.10629
83,psychoanalytic_psychology,next,terms_unigram,1369,10795,62,252,4.5289,2.3344,2.1944,1.9506,9.091857
84,psychoanalytic_psychology,oriented,terms_unigram,1369,10795,45,99,3.2871,0.9171,2.37,3.6036,9.073802
85,psychoanalytic_psychology,across,terms_unigram,1369,10795,58,218,4.2367,2.0195,2.2172,2.1098,9.04078
86,psychoanalytic_psychology,higher,terms_unigram,1369,10795,47,119,3.4332,1.1024,2.3308,3.1323,9.022998
87,psychoanalytic_psychology,alliance,terms_unigram,1369,10795,50,150,3.6523,1.3895,2.2628,2.6442,8.896812
88,psychoanalytic_psychology,cognitive,terms_unigram,1369,10795,63,272,4.6019,2.5197,2.0822,1.8363,8.659685
89,psychoanalytic_psychology,style,terms_unigram,1369,10795,52,175,3.7984,1.6211,2.1773,2.3574,8.644406
90,psychoanalytic_psychology,division,terms_unigram,1369,10795,52,180,3.7984,1.6674,2.131,2.2921,8.460511
91,psychoanalytic_psychology,patterns,terms_unigram,1369,10795,62,276,4.5289,2.5567,1.9721,1.7813,8.170734
92,psychoanalytic_psychology,manual,terms_unigram,1369,10795,35,30,2.5566,0.2779,2.2787,9.1721,8.16578
93,psychoanalytic_psychology,reprints,terms_unigram,1369,10795,32,2,2.3375,0.0185,2.3189,102.4438,8.108211
94,psychoanalytic_psychology,validity,terms_unigram,1369,10795,45,130,3.2871,1.2043,2.0828,2.7475,7.974331
95,psychoanalytic_psychology,suggest,terms_unigram,1369,10795,86,487,6.282,4.5113,1.7706,1.3982,7.907381
96,psychoanalytic_psychology,questionnaire,terms_unigram,1369,10795,36,48,2.6297,0.4447,2.185,5.9305,7.889879
97,psychoanalytic_psychology,msc,terms_unigram,1369,10795,31,1,2.2644,0.0093,2.2552,165.4861,7.8158
98,psychoanalytic_psychology,borderline,terms_unigram,1369,10795,62,286,4.5289,2.6494,1.8795,1.7191,7.786933
99,psychoanalytic_psychology,psychoanalytically,terms_unigram,1369,10795,48,164,3.5062,1.5192,1.987,2.3234,7.732997
100,psychoanalytic_psychology,requests,terms_unigram,1369,10795,32,16,2.3375,0.1482,2.1893,15.5218,7.65475
1,psychoanalytic_psychotherapy,health,terms_unigram,870,11294,191,483,21.954,4.2766,17.6774,5.1362,92.938932
2,psychoanalytic_psychotherapy,nhs,terms_unigram,870,11294,140,25,16.092,0.2214,15.8706,71.4503,78.539777
3,psychoanalytic_psychotherapy,psychodynamic,terms_unigram,870,11294,134,353,15.4023,3.1256,12.2767,4.934,60.22081
4,psychoanalytic_psychotherapy,service,terms_unigram,870,11294,124,279,14.2529,2.4703,11.7825,5.7764,56.889777
5,psychoanalytic_psychotherapy,care,terms_unigram,870,11294,114,263,13.1034,2.3287,10.7748,5.635,51.125591
6,psychoanalytic_psychotherapy,mental,terms_unigram,870,11294,181,1428,20.8046,12.6439,8.1607,1.6476,42.468421
7,psychoanalytic_psychotherapy,therapeutic,terms_unigram,870,11294,177,1379,20.3448,12.21,8.1348,1.6686,42.152796
8,psychoanalytic_psychotherapy,services,terms_unigram,870,11294,84,87,9.6552,0.7703,8.8849,12.5232,39.472298
9,psychoanalytic_psychotherapy,group,terms_unigram,870,11294,133,883,15.2874,7.8183,7.469,1.9595,36.582189
10,psychoanalytic_psychotherapy,staff,terms_unigram,870,11294,77,78,8.8506,0.6906,8.1599,12.8027,35.550494
11,psychoanalytic_psychotherapy,describes,terms_unigram,870,11294,101,517,11.6092,4.5777,7.0315,2.5435,32.520698
12,psychoanalytic_psychotherapy,disorder,terms_unigram,870,11294,88,345,10.1149,3.0547,7.0602,3.3217,31.690775
13,psychoanalytic_psychotherapy,psychiatric,terms_unigram,870,11294,84,324,9.6552,2.8688,6.7864,3.3768,30.149575
14,psychoanalytic_psychotherapy,psychotherapists,terms_unigram,870,11294,67,87,7.7011,0.7703,6.9308,10.0038,29.244686
15,psychoanalytic_psychotherapy,difficulties,terms_unigram,870,11294,96,536,11.0345,4.7459,6.2886,2.3325,28.768527
16,psychoanalytic_psychotherapy,setting,terms_unigram,870,11294,88,431,10.1149,3.8162,6.2988,2.6597,28.27283
17,psychoanalytic_psychotherapy,need,terms_unigram,870,11294,133,1087,15.2874,9.6246,5.6628,1.5919,27.735374
18,psychoanalytic_psychotherapy,public,terms_unigram,870,11294,74,248,8.5057,2.1959,6.3099,3.8877,27.242879
19,psychoanalytic_psychotherapy,disorders,terms_unigram,870,11294,78,419,8.9655,3.7099,5.2556,2.4266,22.963995
20,psychoanalytic_psychotherapy,routledge,terms_unigram,870,11294,58,138,6.6667,1.2219,5.4448,5.4774,22.20129
21,psychoanalytic_psychotherapy,approach,terms_unigram,870,11294,118,1025,13.5632,9.0756,4.4876,1.4985,21.446809
22,psychoanalytic_psychotherapy,psychotherapist,terms_unigram,870,11294,53,88,6.092,0.7792,5.3128,7.8393,21.192592
23,psychoanalytic_psychotherapy,tavistock,terms_unigram,870,11294,49,57,5.6322,0.5047,5.1275,11.1636,20.058863
24,psychoanalytic_psychotherapy,national,terms_unigram,870,11294,61,256,7.0115,2.2667,4.7448,3.1093,19.582444
25,psychoanalytic_psychotherapy,explore,terms_unigram,870,11294,71,407,8.1609,3.6037,4.5572,2.2753,19.489778
26,psychoanalytic_psychotherapy,people,terms_unigram,870,11294,95,769,10.9195,6.8089,4.1106,1.6094,18.762279
27,psychoanalytic_psychotherapy,psychotic,terms_unigram,870,11294,68,383,7.8161,3.3912,4.4249,2.3163,18.735544
28,psychoanalytic_psychotherapy,settings,terms_unigram,870,11294,48,95,5.5172,0.8412,4.6761,6.5858,18.198489
29,psychoanalytic_psychotherapy,supervision,terms_unigram,870,11294,54,189,6.2069,1.6735,4.5334,3.7295,18.167011
30,psychoanalytic_psychotherapy,help,terms_unigram,870,11294,88,689,10.1149,6.1006,4.0144,1.6645,18.018994
31,psychoanalytic_psychotherapy,practitioners,terms_unigram,870,11294,45,82,5.1724,0.726,4.4464,7.152,17.023535
32,psychoanalytic_psychotherapy,management,terms_unigram,870,11294,45,95,5.1724,0.8412,4.3313,6.1784,16.582838
33,psychoanalytic_psychotherapy,individual,terms_unigram,870,11294,109,1018,12.5287,9.0136,3.5151,1.3942,16.522659
34,psychoanalytic_psychotherapy,assessment,terms_unigram,870,11294,53,227,6.092,2.0099,4.082,3.0496,16.283181
35,psychoanalytic_psychotherapy,depression,terms_unigram,870,11294,58,307,6.6667,2.7183,3.9484,2.4671,16.099786
36,psychoanalytic_psychotherapy,issues,terms_unigram,870,11294,97,870,11.1494,7.7032,3.4462,1.4525,15.800807
37,psychoanalytic_psychotherapy,approaches,terms_unigram,870,11294,65,422,7.4713,3.7365,3.7348,2.0104,15.647385
38,psychoanalytic_psychotherapy,psychological,terms_unigram,870,11294,123,1237,14.1379,10.9527,3.1852,1.2942,15.353622
39,psychoanalytic_psychotherapy,unit,terms_unigram,870,11294,44,118,5.0575,1.0448,4.0127,4.8698,15.274875
40,psychoanalytic_psychotherapy,learning,terms_unigram,870,11294,53,258,6.092,2.2844,3.8076,2.6839,15.188277
41,psychoanalytic_psychotherapy,thinking,terms_unigram,870,11294,111,1086,12.7586,9.6157,3.1429,1.3308,14.829749
42,psychoanalytic_psychotherapy,outcome,terms_unigram,870,11294,58,347,6.6667,3.0724,3.5942,2.1831,14.655643
43,psychoanalytic_psychotherapy,themes,terms_unigram,870,11294,54,290,6.2069,2.5677,3.6392,2.4329,14.583333
44,psychoanalytic_psychotherapy,evidence-based,terms_unigram,870,11294,37,29,4.2529,0.2568,3.9961,16.4846,14.536158
45,psychoanalytic_psychotherapy,provide,terms_unigram,870,11294,71,541,8.1609,4.7902,3.3708,1.7123,14.415639
46,psychoanalytic_psychotherapy,intervention,terms_unigram,870,11294,44,145,5.0575,1.2839,3.7736,3.9661,14.364836
47,psychoanalytic_psychotherapy,personality,terms_unigram,870,11294,99,933,11.3793,8.261,3.1183,1.3822,14.360241
48,psychoanalytic_psychotherapy,emotional,terms_unigram,870,11294,97,910,11.1494,8.0574,3.092,1.3886,14.176947
49,psychoanalytic_psychotherapy,groups,terms_unigram,870,11294,59,375,6.7816,3.3203,3.4613,2.0548,14.1716
50,psychoanalytic_psychotherapy,review,terms_unigram,870,11294,72,563,8.2759,4.9849,3.2909,1.6684,14.119534
51,psychoanalytic_psychotherapy,risk,terms_unigram,870,11294,46,184,5.2874,1.6292,3.6582,3.2683,14.084505
52,psychoanalytic_psychotherapy,symptoms,terms_unigram,870,11294,75,608,8.6207,5.3834,3.2373,1.609,14.019884
53,psychoanalytic_psychotherapy,book,terms_unigram,870,11294,73,584,8.3908,5.1709,3.2199,1.6307,13.858734
54,psychoanalytic_psychotherapy,sector,terms_unigram,870,11294,35,18,4.023,0.1594,3.8636,24.8843,13.845326
55,psychoanalytic_psychotherapy,community,terms_unigram,870,11294,55,338,6.3218,2.9927,3.3291,2.1262,13.400797
56,psychoanalytic_psychotherapy,long-term,terms_unigram,870,11294,40,112,4.5977,0.9917,3.606,4.6684,13.391231
57,psychoanalytic_psychotherapy,discussed,terms_unigram,870,11294,107,1068,12.2989,9.4563,2.8425,1.3047,13.308968
58,psychoanalytic_psychotherapy,relationships,terms_unigram,870,11294,81,725,9.3103,6.4193,2.891,1.4568,12.739857
59,psychoanalytic_psychotherapy,aim,terms_unigram,870,11294,63,478,7.2414,4.2323,3.009,1.7209,12.51426
60,psychoanalytic_psychotherapy,provision,terms_unigram,870,11294,33,29,3.7931,0.2568,3.5363,14.7262,12.470374
61,psychoanalytic_psychotherapy,impact,terms_unigram,870,11294,72,607,8.2759,5.3745,2.9013,1.5476,12.448025
62,psychoanalytic_psychotherapy,team,terms_unigram,870,11294,35,64,4.023,0.5667,3.4563,7.1373,12.385774
63,psychoanalytic_psychotherapy,professional,terms_unigram,870,11294,55,367,6.3218,3.2495,3.0723,1.9584,12.367193
64,psychoanalytic_psychotherapy,professionals,terms_unigram,870,11294,34,49,3.908,0.4339,3.4742,9.0382,12.351945
65,psychoanalytic_psychotherapy,corresponding,terms_unigram,870,11294,38,114,4.3678,1.0094,3.3584,4.3604,12.303817
66,psychoanalytic_psychotherapy,framework,terms_unigram,870,11294,53,341,6.092,3.0193,3.0727,2.0316,12.256759
67,psychoanalytic_psychotherapy,lane,terms_unigram,870,11294,38,121,4.3678,1.0714,3.2965,4.1092,12.076751
68,psychoanalytic_psychotherapy,forensic,terms_unigram,870,11294,31,11,3.5632,0.0974,3.4658,35.5206,12.011622
69,psychoanalytic_psychotherapy,effective,terms_unigram,870,11294,45,231,5.1724,2.0453,3.1271,2.5488,11.972468
70,psychoanalytic_psychotherapy,context,terms_unigram,870,11294,89,856,10.2299,7.5792,2.6506,1.3551,11.927373
71,psychoanalytic_psychotherapy,describe,terms_unigram,870,11294,68,565,7.8161,5.0027,2.8134,1.5708,11.912386
72,psychoanalytic_psychotherapy,qualitative,terms_unigram,870,11294,37,121,4.2529,1.0714,3.1815,4.0024,11.57301
73,psychoanalytic_psychotherapy,effectiveness,terms_unigram,870,11294,36,106,4.1379,0.9386,3.1994,4.4444,11.552697
74,psychoanalytic_psychotherapy,physical,terms_unigram,870,11294,54,377,6.2069,3.3381,2.8688,1.8722,11.496402
75,psychoanalytic_psychotherapy,results,terms_unigram,870,11294,68,577,7.8161,5.1089,2.7072,1.5382,11.462508
76,psychoanalytic_psychotherapy,trust,terms_unigram,870,11294,37,126,4.2529,1.1156,3.1372,3.8442,11.41197
77,psychoanalytic_psychotherapy,explores,terms_unigram,870,11294,54,381,6.2069,3.3735,2.8334,1.8526,11.354474
78,psychoanalytic_psychotherapy,containment,terms_unigram,870,11294,34,83,3.908,0.7349,3.1731,5.358,11.281626
79,psychoanalytic_psychotherapy,belsize,terms_unigram,870,11294,31,36,3.5632,0.3188,3.2445,11.1914,11.244459
80,psychoanalytic_psychotherapy,evidence,terms_unigram,870,11294,64,528,7.3563,4.675,2.6813,1.5826,11.192672
81,psychoanalytic_psychotherapy,members,terms_unigram,870,11294,53,374,6.092,3.3115,2.7805,1.8526,11.091215
82,psychoanalytic_psychotherapy,outcomes,terms_unigram,870,11294,35,114,4.023,1.0094,3.0136,4.0206,10.799303
83,psychoanalytic_psychotherapy,explored,terms_unigram,870,11294,54,411,6.2069,3.6391,2.5678,1.7175,10.290015
84,psychoanalytic_psychotherapy,dynamics,terms_unigram,870,11294,58,469,6.6667,4.1526,2.514,1.6158,10.251008
85,psychoanalytic_psychotherapy,application,terms_unigram,870,11294,47,316,5.4023,2.7979,2.6044,1.9462,10.081974
86,psychoanalytic_psychotherapy,severe,terms_unigram,870,11294,54,417,6.2069,3.6922,2.5147,1.6928,10.077123
87,psychoanalytic_psychotherapy,paperback,terms_unigram,870,11294,27,9,3.1034,0.0797,3.0238,37.5385,10.075787
88,psychoanalytic_psychotherapy,specialist,terms_unigram,870,11294,27,10,3.1034,0.0885,3.0149,33.9634,10.046282
89,psychoanalytic_psychotherapy,access,terms_unigram,870,11294,40,220,4.5977,1.9479,2.6498,2.3819,9.84009
