journal_key,period,semantic_family,n_articles_initial,pct_articles_group_initial,n_articles_group_initial,n_articles_refined,pct_articles_group_refined,n_articles_group_refined,delta_pct_refined_minus_initial,absolute_pct_drop,relative_retention_pct
ijpa,1970-1989,body_sexuality_gender,194,21.2022,915,143.0,15.6284,915.0,-5.5738,5.5738,73.71
ijpa,1970-1989,language_narrative_symbolization,244,26.6667,915,178.0,19.4536,915.0,-7.2131,7.2131,72.95
ijpa,1970-1989,culture_race_social_ethics,122,13.3333,915,34.0,3.7158,915.0,-9.6175,9.6175,27.87
ijpa,1970-1989,empirical_research_measurement,117,12.7869,915,78.0,8.5246,915.0,-4.2623,4.2623,66.67
ijpa,1970-1989,history_theory_schools,354,38.6885,915,62.0,6.776,915.0,-31.9125,31.9125,17.51
ijpa,1990-2009,drive_conflict_defense,481,34.4556,1396,481.0,34.4556,1396.0,0.0,0.0,100.0
ijpa,1990-2009,dream_fantasy_unconscious,524,37.5358,1396,328.0,23.4957,1396.0,-14.0401,14.0401,62.6
ijpa,1990-2009,ego_self_narcissism,532,38.1089,1396,228.0,16.3324,1396.0,-21.7765,21.7765,42.86
ijpa,1990-2009,object_relations,484,34.6705,1396,327.0,23.4241,1396.0,-11.2464,11.2464,67.56
ijpa,1990-2009,kleinian_bionian,148,10.6017,1396,148.0,10.6017,1396.0,0.0,0.0,100.0
ijpa,1990-2009,winnicottian_environment_holding,222,15.9026,1396,33.0,2.3639,1396.0,-13.5387,13.5387,14.86
ijpa,1990-2009,attachment_development_infant,452,32.3782,1396,203.0,14.5415,1396.0,-17.8367,17.8367,44.91
ijpa,1990-2009,transference_countertransference,374,26.7908,1396,374.0,26.7908,1396.0,0.0,0.0,100.0
ijpa,1990-2009,technique_interpretation_process,468,33.5244,1396,352.0,25.2149,1396.0,-8.3095,8.3095,75.21
ijpa,1990-2009,relational_intersubjective_field,485,34.7421,1396,239.0,17.1203,1396.0,-17.6218,17.6218,49.28
ijpa,1990-2009,trauma_dissociation_affect_regulation,460,32.9513,1396,220.0,15.7593,1396.0,-17.192,17.192,47.83
ijpa,1990-2009,psychosis_borderline_primitive_states,147,10.5301,1396,95.0,6.8052,1396.0,-3.7249,3.7249,64.63
ijpa,1990-2009,body_sexuality_gender,263,18.8395,1396,197.0,14.1117,1396.0,-4.7278,4.7278,74.9
ijpa,1990-2009,language_narrative_symbolization,399,28.5817,1396,246.0,17.6218,1396.0,-10.9599,10.9599,61.65
ijpa,1990-2009,culture_race_social_ethics,252,18.0516,1396,89.0,6.3754,1396.0,-11.6762,11.6762,35.32
ijpa,1990-2009,empirical_research_measurement,164,11.7479,1396,110.0,7.8797,1396.0,-3.8682,3.8682,67.07
ijpa,1990-2009,history_theory_schools,442,31.6619,1396,54.0,3.8682,1396.0,-27.7937,27.7937,12.22
ijpa,2010-2025,drive_conflict_defense,395,32.3505,1221,395.0,32.3505,1221.0,0.0,0.0,100.0
ijpa,2010-2025,dream_fantasy_unconscious,407,33.3333,1221,227.0,18.5913,1221.0,-14.742,14.742,55.77
ijpa,2010-2025,ego_self_narcissism,424,34.7256,1221,191.0,15.6429,1221.0,-19.0827,19.0827,45.05
ijpa,2010-2025,object_relations,408,33.4152,1221,254.0,20.8026,1221.0,-12.6126,12.6126,62.25
ijpa,2010-2025,kleinian_bionian,166,13.5954,1221,166.0,13.5954,1221.0,0.0,0.0,100.0
ijpa,2010-2025,winnicottian_environment_holding,214,17.5266,1221,26.0,2.1294,1221.0,-15.3972,15.3972,12.15
ijpa,2010-2025,attachment_development_infant,436,35.7084,1221,197.0,16.1343,1221.0,-19.5741,19.5741,45.18
ijpa,2010-2025,transference_countertransference,248,20.3112,1221,248.0,20.3112,1221.0,0.0,0.0,100.0
ijpa,2010-2025,technique_interpretation_process,358,29.3202,1221,258.0,21.1302,1221.0,-8.19,8.19,72.07
ijpa,2010-2025,relational_intersubjective_field,425,34.8075,1221,212.0,17.3628,1221.0,-17.4447,17.4447,49.88
ijpa,2010-2025,trauma_dissociation_affect_regulation,373,30.5487,1221,184.0,15.0696,1221.0,-15.4791,15.4791,49.33
ijpa,2010-2025,psychosis_borderline_primitive_states,131,10.7289,1221,81.0,6.6339,1221.0,-4.095,4.095,61.83
ijpa,2010-2025,body_sexuality_gender,254,20.8026,1221,165.0,13.5135,1221.0,-7.2891,7.2891,64.96
ijpa,2010-2025,language_narrative_symbolization,334,27.3546,1221,223.0,18.2637,1221.0,-9.0909,9.0909,66.77
ijpa,2010-2025,culture_race_social_ethics,328,26.8632,1221,169.0,13.8411,1221.0,-13.0221,13.0221,51.52
ijpa,2010-2025,empirical_research_measurement,98,8.0262,1221,70.0,5.733,1221.0,-2.2932,2.2932,71.43
ijpa,2010-2025,history_theory_schools,450,36.855,1221,78.0,6.3882,1221.0,-30.4668,30.4668,17.33
japa,1946-1969,drive_conflict_defense,252,46.8401,538,252.0,46.8401,538.0,0.0,0.0,100.0
japa,1946-1969,dream_fantasy_unconscious,222,41.2639,538,155.0,28.8104,538.0,-12.4535,12.4535,69.82
japa,1946-1969,ego_self_narcissism,255,47.3978,538,159.0,29.5539,538.0,-17.8439,17.8439,62.35
japa,1946-1969,object_relations,156,28.9963,538,112.0,20.8178,538.0,-8.1785,8.1785,71.79
japa,1946-1969,kleinian_bionian,2,0.3717,538,2.0,0.3717,538.0,0.0,0.0,100.0
japa,1946-1969,winnicottian_environment_holding,119,22.119,538,13.0,2.4164,538.0,-19.7026,19.7026,10.92
japa,1946-1969,attachment_development_infant,237,44.052,538,131.0,24.3494,538.0,-19.7026,19.7026,55.27
japa,1946-1969,transference_countertransference,89,16.5428,538,89.0,16.5428,538.0,0.0,0.0,100.0
japa,1946-1969,technique_interpretation_process,134,24.9071,538,113.0,21.0037,538.0,-3.9034,3.9034,84.33
japa,1946-1969,relational_intersubjective_field,150,27.881,538,58.0,10.7807,538.0,-17.1003,17.1003,38.67
japa,1946-1969,trauma_dissociation_affect_regulation,169,31.4126,538,61.0,11.3383,538.0,-20.0743,20.0743,36.09
japa,1946-1969,psychosis_borderline_primitive_states,62,11.5242,538,35.0,6.5056,538.0,-5.0186,5.0186,56.45
japa,1946-1969,body_sexuality_gender,130,24.1636,538,92.0,17.1004,538.0,-7.0632,7.0632,70.77
japa,1946-1969,language_narrative_symbolization,120,22.3048,538,75.0,13.9405,538.0,-8.3643,8.3643,62.5
japa,1946-1969,culture_race_social_ethics,80,14.8699,538,21.0,3.9033,538.0,-10.9666,10.9666,26.25
japa,1946-1969,empirical_research_measurement,70,13.0112,538,36.0,6.6914,538.0,-6.3198,6.3198,51.43
japa,1946-1969,history_theory_schools,208,38.6617,538,49.0,9.1078,538.0,-29.5539,29.5539,23.56
japa,1970-1989,drive_conflict_defense,332,48.7518,681,332.0,48.7518,681.0,0.0,0.0,100.0
japa,1970-1989,dream_fantasy_unconscious,222,32.5991,681,165.0,24.2291,681.0,-8.37,8.37,74.32
japa,1970-1989,ego_self_narcissism,320,46.9897,681,208.0,30.5433,681.0,-16.4464,16.4464,65.0
