rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
176,hartman phd lauren,3,20,20,1.267,1578
177,brattle street cambridge,3,19,18,1.141,1578
178,private practice manhattan,3,19,19,1.204,1578
179,east street suite,3,19,19,1.204,1578
180,associate clinical professor,3,19,19,1.204,1578
181,analyst san francisco,3,19,19,1.204,1578
182,board psychoanalytic dialogues,3,19,19,1.204,1578
183,institute psychoanalysis clinical,3,19,19,1.204,1578
184,professor new york,3,19,19,1.204,1578
185,tel aviv university,3,19,15,0.951,1578
186,tel aviv israel,3,19,16,1.014,1578
187,lewis aron director,3,19,15,0.951,1578
188,aron director new,3,19,15,0.951,1578
189,columbia university center,3,19,18,1.141,1578
190,journal american psychoanalytic,3,19,19,1.204,1578
191,editor-in-chief psychoanalytic dialogues,3,19,19,1.204,1578
192,supervisor nyu postdoctoral,3,19,17,1.077,1578
193,donnel stern donnel,3,19,10,0.634,1578
194,stern donnel stern,3,19,10,0.634,1578
195,joyce slochower joyce,3,19,11,0.697,1578
196,slochower joyce slochower,3,19,11,0.697,1578
197,psychoanalytic dialogues stephen,3,19,10,0.634,1578
198,routledge correspondence addressed,3,19,19,1.204,1578
199,phd amy schwartz,3,19,16,1.014,1578
200,gmail com http,3,19,19,1.204,1578
201,psychoanalysis analytic press,3,18,18,1.141,1578
202,faculty san francisco,3,18,18,1.141,1578
203,lewis aron phd,3,18,18,1.141,1578
204,faculty massachusetts institute,3,18,18,1.141,1578
205,new york university's,3,18,17,1.077,1578
206,supervising analyst san,3,18,18,1.141,1578
207,seligman clinical professor,3,18,16,1.014,1578
208,commentary kenneth frank's,3,18,6,0.38,1578
209,davies phd jody,3,18,18,1.141,1578
210,phd jody davies,3,18,15,0.951,1578
211,adrienne harris adrienne,3,18,12,0.76,1578
212,harris adrienne harris,3,18,12,0.76,1578
213,eyal rozmarin eyal,3,18,9,0.57,1578
214,rozmarin eyal rozmarin,3,18,9,0.57,1578
215,joint editor-in-chief psychoanalytic,3,18,18,1.141,1578
216,steven cooper steven,3,18,9,0.57,1578
217,cooper steven cooper,3,18,9,0.57,1578
218,member international association,3,18,18,1.141,1578
219,cooney phd amy,3,18,18,1.141,1578
220,dialogues stephen hartman,3,18,9,0.57,1578
221,trop stolorow's defense,3,17,5,0.317,1578
222,stolorow's defense analysis,3,17,5,0.317,1578
223,york university's postdoctoral,3,17,16,1.014,1578
224,university's postdoctoral program,3,17,16,1.014,1578
225,international psychoanalytical association,3,17,16,1.014,1578
226,private practice oakland,3,17,17,1.077,1578
227,chicago center psychoanalysis,3,17,16,1.014,1578
228,psychiatry behavioral sciences,3,17,16,1.014,1578
229,san francisco e-mail,3,17,17,1.077,1578
230,stephen seligman clinical,3,17,15,0.951,1578
231,editorial boards psychoanalytic,3,17,17,1.077,1578
232,boards psychoanalytic dialogues,3,17,17,1.077,1578
233,school social work,3,17,17,1.077,1578
234,center relational psychoanalysis,3,17,16,1.014,1578
235,training supervising psychoanalyst,3,17,16,1.014,1578
236,psychoanalysis psychoanalytic institute,3,17,17,1.077,1578
237,contributing editor gender,3,17,17,1.077,1578
238,clinical consultant new,3,17,15,0.951,1578
239,consultant new york,3,17,15,0.951,1578
240,amy cooney phd,3,17,17,1.077,1578
241,lauren levine psychoanalytic,3,17,13,0.824,1578
242,levine psychoanalytic dialogues,3,17,13,0.824,1578
243,san francisco psychoanalytic,3,16,16,1.014,1578
244,psychoanalytic subjectivity new,3,16,15,0.951,1578
245,subjectivity new york,3,16,15,0.951,1578
246,doctoral program clinical,3,16,15,0.951,1578
247,university school medicine,3,16,16,1.014,1578
248,introduction runninghead introduction,3,16,16,1.014,1578
249,phd steven knoblauch,3,16,15,0.951,1578
250,steven cooper phd,3,16,16,1.014,1578
