scope,field,n_records,n_nonempty,pct_nonempty,median_chars,mean_chars,min_chars,max_chars,median_words,mean_words,n_very_short_lt_80_chars,n_possible_html_artifact,n_possible_copyright_artifact
psychoanalytic_core,title_clean,12164,12163,99.99,60.0,65.18,0,695,9.0,9.5,8622,0,0
psychoanalytic_core,abstract_clean,12164,12164,100.0,1683.0,1831.47,43,50669,255.0,283.67,10,0,0
psychoanalytic_core,text_for_analysis,12164,12164,100.0,1760.0,1898.65,56,50776,266.0,293.17,4,0,0
