journal_key,n_records_group,rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
japa,2924,115,social,1,386,220,7.524,2924
japa,2924,116,history,1,384,267,9.131,2924
japa,2924,117,three,1,382,285,9.747,2924
japa,2924,118,introduction,1,382,172,5.882,2924
japa,2924,119,east,1,382,370,12.654,2924
japa,2924,120,ideas,1,377,273,9.337,2924
japa,2924,121,love,1,375,167,5.711,2924
japa,2924,122,identity,1,375,156,5.335,2924
japa,2924,123,relation,1,374,266,9.097,2924
japa,2924,124,john,1,370,126,4.309,2924
japa,2924,125,edu,1,370,353,12.073,2924
japa,2924,126,past,1,368,246,8.413,2924
japa,2924,127,behavior,1,367,225,7.695,2924
japa,2924,128,psychoanalysts,1,364,283,9.679,2924
japa,2924,129,thinking,1,361,253,8.653,2924
japa,2924,130,need,1,360,276,9.439,2924
japa,2924,131,fantasy,1,358,186,6.361,2924
japa,2924,132,submitted,1,358,355,12.141,2924
japa,2924,133,group,1,356,213,7.285,2924
japa,2924,134,relations,1,355,203,6.943,2924
japa,2924,135,medical,1,352,275,9.405,2924
japa,2924,136,writing,1,352,137,4.685,2924
japa,2924,137,form,1,350,283,9.679,2924
japa,2924,138,abstract,1,350,329,11.252,2924
japa,2924,139,conflict,1,348,224,7.661,2924
japa,2924,140,trauma,1,347,143,4.891,2924
japa,2924,141,therapy,1,346,170,5.814,2924
japa,2924,142,state,1,346,238,8.14,2924
japa,2924,143,theories,1,343,221,7.558,2924
japa,2924,144,conflicts,1,340,225,7.695,2924
japa,2924,145,language,1,337,157,5.369,2924
japa,2924,146,very,1,335,278,9.508,2924
japa,2924,147,structure,1,335,214,7.319,2924
japa,2924,148,current,1,335,243,8.311,2924
japa,2924,149,action,1,332,154,5.267,2924
japa,2924,150,childhood,1,329,205,7.011,2924
psychoanalytic_dialogues,1578,1,psychoanalysis,1,2767,1050,66.54,1578
psychoanalytic_dialogues,1578,2,psychoanalytic,1,2678,1076,68.188,1578
psychoanalytic_dialogues,1578,3,new,1,2017,894,56.654,1578
psychoanalytic_dialogues,1578,4,clinical,1,1583,866,54.88,1578
psychoanalytic_dialogues,1578,5,runninghead,1,1578,1578,100.0,1578
psychoanalytic_dialogues,1578,6,york,1,1532,712,45.12,1578
psychoanalytic_dialogues,1578,7,relational,1,1242,546,34.601,1578
psychoanalytic_dialogues,1578,8,institute,1,1081,710,44.994,1578
psychoanalytic_dialogues,1578,9,phd,1,1062,883,55.957,1578
psychoanalytic_dialogues,1578,10,analyst,1,995,568,35.995,1578
psychoanalytic_dialogues,1578,11,psychotherapy,1,959,609,38.593,1578
psychoanalytic_dialogues,1578,12,analytic,1,916,492,31.179,1578
psychoanalytic_dialogues,1578,13,faculty,1,871,624,39.544,1578
psychoanalytic_dialogues,1578,14,work,1,853,524,33.207,1578
psychoanalytic_dialogues,1578,15,university,1,837,576,36.502,1578
psychoanalytic_dialogues,1578,16,experience,1,833,472,29.911,1578
psychoanalytic_dialogues,1578,17,about,1,826,477,30.228,1578
