period,n_records_group,rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
2010-2025,4050,41,all,1,1091,750,18.519,4050
2010-2025,4050,42,development,1,1061,673,16.617,4050
2010-2025,4050,43,therapeutic,1,1051,556,13.728,4050
2010-2025,4050,44,understanding,1,1025,707,17.457,4050
2010-2025,4050,45,social,1,998,537,13.259,4050
2010-2025,4050,46,object,1,976,471,11.63,4050
2010-2025,4050,47,psychology,1,973,577,14.247,4050
2010-2025,4050,48,attachment,1,969,227,5.605,4050
2010-2025,4050,49,first,1,946,702,17.333,4050
2010-2025,4050,50,world,1,918,579,14.296,4050
2010-2025,4050,51,psychic,1,917,515,12.716,4050
2010-2025,4050,52,therapy,1,900,408,10.074,4050
2010-2025,4050,53,self,1,895,471,11.63,4050
2010-2025,4050,54,usa,1,888,731,18.049,4050
2010-2025,4050,55,well,1,884,728,17.975,4050
2010-2025,4050,56,own,1,874,659,16.272,4050
2010-2025,4050,57,der,1,865,116,2.864,4050
2010-2025,4050,58,mental,1,856,501,12.37,4050
2010-2025,4050,59,freud's,1,852,419,10.346,4050
2010-2025,4050,60,thinking,1,828,505,12.469,4050
2010-2025,4050,61,personality,1,828,299,7.383,4050
2010-2025,4050,62,mind,1,827,511,12.617,4050
2010-2025,4050,63,only,1,817,638,15.753,4050
2010-2025,4050,64,different,1,809,615,15.185,4050
2010-2025,4050,65,experiences,1,802,517,12.765,4050
2010-2025,4050,66,group,1,800,409,10.099,4050
2010-2025,4050,67,del,1,796,134,3.309,4050
2010-2025,4050,68,working,1,792,504,12.444,4050
2010-2025,4050,69,psychodynamic,1,787,291,7.185,4050
2010-2025,4050,70,years,1,785,575,14.198,4050
2010-2025,4050,71,faculty,1,775,544,13.432,4050
2010-2025,4050,72,die,1,749,134,3.309,4050
2010-2025,4050,73,model,1,740,411,10.148,4050
2010-2025,4050,74,out,1,735,562,13.877,4050
2010-2025,4050,75,child,1,734,356,8.79,4050
2010-2025,4050,76,many,1,730,570,14.074,4050
2010-2025,4050,77,london,1,706,427,10.543,4050
2010-2025,4050,78,states,1,704,459,11.333,4050
2010-2025,4050,79,after,1,693,504,12.444,4050
2010-2025,4050,80,que,1,688,110,2.716,4050
2010-2025,4050,81,des,1,686,124,3.062,4050
2010-2025,4050,82,theoretical,1,673,501,12.37,4050
2010-2025,4050,83,emotional,1,671,398,9.827,4050
2010-2025,4050,84,contemporary,1,667,488,12.049,4050
2010-2025,4050,85,change,1,667,387,9.556,4050
2010-2025,4050,86,und,1,666,111,2.741,4050
2010-2025,4050,87,patient's,1,663,421,10.395,4050
2010-2025,4050,88,transference,1,662,340,8.395,4050
2010-2025,4050,89,three,1,659,473,11.679,4050
2010-2025,4050,90,american,1,659,393,9.704,4050
2010-2025,4050,91,body,1,644,291,7.185,4050
2010-2025,4050,92,analyst's,1,641,327,8.074,4050
2010-2025,4050,93,street,1,639,609,15.037,4050
2010-2025,4050,94,early,1,639,474,11.704,4050
2010-2025,4050,95,like,1,629,469,11.58,4050
2010-2025,4050,96,center,1,627,467,11.531,4050
2010-2025,4050,97,field,1,621,363,8.963,4050
2010-2025,4050,98,human,1,620,403,9.951,4050
2010-2025,4050,99,program,1,617,451,11.136,4050
2010-2025,4050,100,personal,1,614,433,10.691,4050
2010-2025,4050,101,society,1,610,420,10.37,4050
2010-2025,4050,102,over,1,606,480,11.852,4050
2010-2025,4050,103,introduction,1,604,282,6.963,4050
2010-2025,4050,104,email,1,600,560,13.827,4050
2010-2025,4050,105,sexual,1,599,242,5.975,4050
2010-2025,4050,106,analysts,1,590,375,9.259,4050
2010-2025,4050,107,association,1,585,398,9.827,4050
2010-2025,4050,108,reality,1,577,326,8.049,4050
2010-2025,4050,109,org,1,574,433,10.691,4050
2010-2025,4050,110,history,1,570,406,10.025,4050
2010-2025,4050,111,health,1,567,339,8.37,4050
2010-2025,4050,112,context,1,564,432,10.667,4050
2010-2025,4050,113,sense,1,552,408,10.074,4050
2010-2025,4050,114,ideas,1,549,391,9.654,4050
2010-2025,4050,115,space,1,547,301,7.432,4050
2010-2025,4050,116,children,1,544,280,6.914,4050
2010-2025,4050,117,journal,1,541,363,8.963,4050
2010-2025,4050,118,people,1,537,350,8.642,4050
2010-2025,4050,119,international,1,534,337,8.321,4050
2010-2025,4050,120,psychological,1,530,360,8.889,4050
2010-2025,4050,121,now,1,527,401,9.901,4050
2010-2025,4050,122,processes,1,527,365,9.012,4050
2010-2025,4050,123,gender,1,525,252,6.222,4050
2010-2025,4050,124,professor,1,522,444,10.963,4050
2010-2025,4050,125,thought,1,521,378,9.333,4050
2010-2025,4050,126,member,1,520,374,9.235,4050
2010-2025,4050,127,school,1,520,332,8.198,4050
2010-2025,4050,128,place,1,517,417,10.296,4050
2010-2025,4050,129,death,1,517,278,6.864,4050
2010-2025,4050,130,very,1,515,415,10.247,4050
2010-2025,4050,131,sexuality,1,510,230,5.679,4050
2010-2025,4050,132,private,1,505,465,11.481,4050
2010-2025,4050,133,particular,1,503,439,10.84,4050
2010-2025,4050,134,functioning,1,501,279,6.889,4050
2010-2025,4050,135,individual,1,500,365,9.012,4050
2010-2025,4050,136,important,1,500,428,10.568,4050
2010-2025,4050,137,stephen,1,500,208,5.136,4050
2010-2025,4050,138,internal,1,498,340,8.395,4050
2010-2025,4050,139,complex,1,494,348,8.593,4050
2010-2025,4050,140,aspects,1,492,400,9.877,4050
2010-2025,4050,141,often,1,486,415,10.247,4050
2010-2025,4050,142,language,1,485,266,6.568,4050
2010-2025,4050,143,identity,1,484,245,6.049,4050
2010-2025,4050,144,past,1,478,316,7.802,4050
2010-2025,4050,145,even,1,478,394,9.728,4050
2010-2025,4050,146,addressed,1,478,469,11.58,4050
2010-2025,4050,147,need,1,477,376,9.284,4050
2010-2025,4050,148,una,1,473,110,2.716,4050
2010-2025,4050,149,suite,1,469,451,11.136,4050
2010-2025,4050,150,psychoanalysts,1,464,330,8.148,4050
